"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","사용목적","사용방법","월사용량","수용정원수","시설사용여부",
"241","특정고압가스업","09_28_14_P","3310000","2004331001602700001","20040109","","02","휴업","1","휴업처리","","","","","051 4103703","","","부산광역시 남구 감만동 588-3번지","부산광역시 남구 8부두로 65-36 (감만동)","48481","(주)한진중공업","20181203172556","U","2018-12-05 02:40:00.0","","388811.653841561","181573.731449297","기술교육","현장실습용","500","99","",
"242","특정고압가스업","09_28_14_P","3310000","1996331001602700001","19960307","","02","휴업","1","휴업처리","","","","","051 6281100","","","부산광역시 남구 용당동 428번지","부산광역시 남구 신선로 428 (용당동)","","동명대학교","20131223193225","I","2018-08-31 23:59:59.0","","391752.63503200000","182949.11294300000","실습용","용접 등","40","40","",
"243","특정고압가스업","09_28_14_P","3310000","2000331001602700001","20001209","","02","휴업","1","휴업처리","","","","","051 6320152","","","부산광역시 남구 감만동 500-2번지","부산광역시 남구 무민사로 15 (감만동)","","(주)대양조치","20131223193716","I","2018-08-31 23:59:59.0","","389582.962959437","181164.765529547","열처리용","열처리용","200","30","",
"244","특정고압가스업","09_28_14_P","3310000","2000331001602700005","20000101","","02","휴업","1","휴업처리","","","","","051 6073807","","","부산광역시 남구 대연동 918번지","부산광역시 남구 수영로 196-80 (대연동)","","부산공업고등학교작업실","20131223193541","I","2018-08-31 23:59:59.0","","","","학습용","용접 등","100","100","",
"245","특정고압가스업","09_28_14_P","3310000","2006331001602700001","20061024","","02","휴업","1","휴업처리","","","","","051 6295388","","","부산광역시 남구 감만동 75-5번지","부산광역시 남구 8부두로 100 (감만동)","","제6689부대","20131223192650","I","2018-08-31 23:59:59.0","","389166.979874468","182017.713306369","용접, 절단 등","용접, 절단","61","10","",
"246","특정고압가스업","09_28_14_P","3320000","2019332010712200001","20190326","","02","휴업","1","휴업처리","","","","","","","","부산광역시 북구 덕천동 382-4번지","부산광역시 북구 만덕대로 37 (덕천동)","46548","센트럴병원","20190326131439","I","2019-03-28 02:20:07.0","","382880.078960501","192079.569817843","의료용 산소공급용","의료용 산소공급용","772","0","",
"247","특정고압가스업","09_28_14_P","3320000","2020332010712200001","20200521","","02","휴업","1","휴업처리","","","","","","","","부산광역시 북구 덕천동 380-4 부민병원","부산광역시 북구 만덕대로 59, 부민병원 (덕천동)","46555","부산부민병원","20211026141851","U","2021-10-28 02:40:00.0","","383068.695127827","192143.921466155","의료용","산소공급","2000","700","",
"248","특정고압가스업","09_28_14_P","3320000","2018332008812200004","20180913","","02","휴업","1","휴업처리","","","","","","","","부산광역시 북구 덕천동 349-3 미래로병원","부산광역시 북구 금곡대로 15, 미래로병원 (덕천동)","46544","미래로병원","20220114144909","U","2022-01-16 02:40:00.0","","382442.065444228","192072.053400652","의료산소용","의료산소용","57","139","",
"249","특정고압가스업","09_28_14_P","3320000","2016332008812200001","20160714","","02","휴업","1","휴업처리","","","","","","","","","부산광역시 북구 화명대로 1 (화명동)","","(재)베스티안재단 베스티안부산병원","20161012175112","I","2018-08-31 23:59:59.0","","382776.595655929","194771.604134444","의료용","의료용","350","132","",
"250","특정고압가스업","09_28_14_P","3320000","2018332008812200001","20180426","","02","휴업","1","휴업처리","","","","","","","","부산광역시 북구 화명동 1170-12번지 화명일신기독병원","부산광역시 북구 금곡대로 264, 화명일신기독병원 (화명동)","46536","화명일신기독병원","20180426165036","I","2018-08-31 23:59:59.0","","383242.617466642","194365.554425624","의료산소용","의료산소용","3000","400","",
"251","특정고압가스업","09_28_14_P","3320000","2018332010712200001","20181012","","02","휴업","1","휴업처리","","","","","","","","부산광역시 북구 구포동 914번지","부산광역시 북구 백양대로1048번길 10 (구포동)","46636","사회복지법인 동남복지재단 부산은빛요양병원","20190920181947","U","2019-09-22 02:40:00.0","","381768.203418366","190618.982391236","의료용 산소","의료용 산소","302","199","",
"252","특정고압가스업","09_28_14_P","3330000","2021333015112200001","20210428","","02","휴업","1","휴업처리","","","","","","","","부산광역시 해운대구 재송동 1191","","","GS건설(내부순환 만덕-센텀 도시고속화도로 민간투자사업 2공구)","20210428182102","I","2021-04-30 00:22:57.0","","393064.7127725","189118.841685997","건설공사","건설공사","560","5","",
"253","특정고압가스업","09_28_14_P","3330000","2018333013212200002","20180913","","02","휴업","1","휴업처리","","","","","","","","부산광역시 해운대구 재송동 1094-2번지 효성시티병원","부산광역시 해운대구 해운대로 135, 효성시티병원 (재송동)","48055","효성시티병원","20190212164755","U","2019-02-14 02:40:00.0","","393169.639299719","189392.463555486","의료용","의료용산소","700","165","",
"254","특정고압가스업","09_28_14_P","3330000","2014333010312200001","20140212","","02","휴업","1","휴업처리","20140707","","","","","","","","부산광역시 해운대구 해운대로 569 (우동)","","부산기계공업고등학교","20140708115910","I","2018-08-31 23:59:59.0","","396206.240389058","187129.73162338","용접수업 및 실습","용접수업 및 실습","224","40","",
"255","특정고압가스업","09_28_14_P","3330000","2016333013212200001","20160429","","02","휴업","1","휴업처리","","","","","","","","","부산광역시 해운대구 해운대로 802 (좌동, 웅신시네아트 10층)","","의료법인 새생명의료재단","20180910112429","U","2018-09-10 23:59:59.0","","398237.363461482","187720.511056894","의료용","의료용","719.5","100","",
"256","특정고압가스업","09_28_14_P","3340000","2019334008012200008","20190717","","02","휴업","1","휴업처리","","","","","","","","부산광역시 사하구 다대동 769","부산광역시 사하구 다대로 565 (다대동)","49524","의료법인성신의료재단 다대수병원","20210917145956","U","2021-09-19 02:40:00.0","","379731.953370869","174765.307900471","의료용","고정 및 이동","672","172","",
"257","특정고압가스업","09_28_14_P","3340000","2020334013112200001","20200317","","02","휴업","1","휴업처리","","","","","","","","부산광역시 사하구 괴정동 26-9","부산광역시 사하구 까치고개로 79-1 (괴정동)","49359","파크병원","20201110095208","U","2020-11-12 02:40:00.0","","383187.80292801","180303.495861607","의료용","의료용","3000","250","",
"258","특정고압가스업","09_28_14_P","3340000","2021334013112200001","20210831","","02","휴업","1","휴업처리","","","","","","","","부산광역시 사하구 구평동 495-9","부산광역시 사하구 감천항로405번길 33 (구평동)","49455","그린월드조선주식회사","20220420155309","U","2022-04-22 02:40:00.0","","382176.866650005","174819.694955376","수리조선절단용","수리조선절단용","0","0","",
"259","특정고압가스업","09_28_14_P","3340000","2001334001702700001","20010305","","02","휴업","1","휴업처리","","","","","051 2638333","","","부산광역시 사하구 장림동 443번지","부산광역시 사하구 장평로76번길 14 (장림동)","","(주)대성철강장림공장","20131231174804","I","2018-08-31 23:59:59.0","","379948.04368614","176636.273243581","철판가공","저장","27","5","",
"260","특정고압가스업","09_28_14_P","3340000","2001334001702700002","20010820","","02","휴업","1","휴업처리","","","","","051 2634771","","","부산광역시 사하구 장림동 443번지","부산광역시 사하구 장평로76번길 14 (장림동)","","극동스틸(주)","20131231131823","I","2018-08-31 23:59:59.0","","379948.04368614","176636.273243581","철판가공","저장","30","5","",
"261","특정고압가스업","09_28_14_P","3340000","2016334008012200001","20160405","","02","휴업","1","휴업처리","","","","","","","","부산광역시 사하구 하단동 525-6번지","부산광역시 사하구 낙동남로 1401 (하단동)","","큐병원","20180111120001","I","2018-08-31 23:59:59.0","","379075.624273177","180375.651502536","의료용","의료용","180","10","",
"262","특정고압가스업","09_28_14_P","3340000","1994334001702700001","19940821","","02","휴업","1","휴업처리","","","","","051 2059111","","","부산광역시 사하구 신평동 370-3번지","부산광역시 사하구 하신중앙로 166 (신평동)","","제일전기공업","20131231184819","I","2018-08-31 23:59:59.0","","378946.523907966","178947.759943428","가공","용접","80","10","",
"263","특정고압가스업","09_28_14_P","3340000","1994334001702700004","19940628","","02","휴업","1","휴업처리","","","","","051 2023211","","","부산광역시 사하구 신평동 262-8번지","부산광역시 사하구 장평로 290 (신평동)","","대원전자","20131231133641","I","2018-08-31 23:59:59.0","","379895.453913052","178787.399132749","가공","용접","40","5","",
"264","특정고압가스업","09_28_14_P","3340000","1994334001702700006","19940611","","02","휴업","1","휴업처리","","","","","051 2642000","","","부산광역시 사하구 다대동 1504-3번지","부산광역시 사하구 다산로 185 (다대동)","","(주)성일에스아이엠","20131231133551","I","2018-08-31 23:59:59.0","","378310.493159922","176229.858175603","철판가공","용접","10","5","",
"265","특정고압가스업","09_28_14_P","3340000","1995334001702700001","19950322","","02","휴업","1","휴업처리","","","","","051 2644777","","","부산광역시 사하구 다대동 1500-14번지","부산광역시 사하구 다산로 169 (다대동)","","대성산업","20131231175354","I","2018-08-31 23:59:59.0","","378354.865882076","176078.445253093","철판가공","용접","5","5","",
"266","특정고압가스업","09_28_14_P","3340000","1995334001702700002","19950325","","02","휴업","1","휴업처리","","","","","051 2921940","","","부산광역시 사하구 신평동 69번지","부산광역시 사하구 다대로 145 (신평동)","","강동병원","20151019170907","I","2018-08-31 23:59:59.0","","380335.294946715","178514.74285675","의료용","산소","100","10","",
"267","특정고압가스업","09_28_14_P","3340000","1995334001702700003","19950630","","02","휴업","1","휴업처리","","","","","051 2915481","","","부산광역시 사하구 신평동 370-19번지","부산광역시 사하구 을숙도대로 525 (신평동)","","한국주철관공업(주)","20131231175225","I","2018-08-31 23:59:59.0","","378908.747411686","178215.229874947","철판가공","용접","7","5","",
"268","특정고압가스업","09_28_14_P","3340000","1995334001702700004","19951027","","02","휴업","1","휴업처리","","","","","051 2630500","","","부산광역시 사하구 다대동 370-9번지","부산광역시 사하구 다대동로8번길 129 (다대동)","","다대포조선조기공업사","20131231175202","I","2018-08-31 23:59:59.0","","380272.662051359","174846.790845958","철판가공","용접","10","5","",
"269","특정고압가스업","09_28_14_P","3340000","1995334001702700006","19950202","","02","휴업","1","휴업처리","","","","","051 2644300","","","부산광역시 사하구 장림동 980-4번지","부산광역시 사하구 다산로260번길 58 (장림동)","","대동신관","20131231175118","I","2018-08-31 23:59:59.0","","378428.289176822","177148.437240525","철판가공","용접","20","5","",
"270","특정고압가스업","09_28_14_P","3340000","1996334001702700001","19960625","","02","휴업","1","휴업처리","","","","","051 2058541","","","부산광역시 사하구 신평동 566-1번지","부산광역시 사하구 다대로 163-1 (신평동)","","유원산업","20131231175027","I","2018-08-31 23:59:59.0","","380304.844988661","178310.817155491","철판가공","용접","10","5","",
"271","특정고압가스업","09_28_14_P","3340000","1996334001702700003","19961115","","02","휴업","1","휴업처리","","","","","051 2620180","","","부산광역시 사하구 다대동 680-2번지","부산광역시 사하구 다대동로 20 (다대동)","","다대씨파크회센터","20131231175006","I","2018-08-31 23:59:59.0","","379834.721482529","174676.412428464","산소공급","활어","50","5","",
"272","특정고압가스업","09_28_14_P","3340000","1997334001702700001","19971118","","02","휴업","1","휴업처리","","","","","051 2610331","","","부산광역시 사하구 다대동 380-1번지","부산광역시 사하구 다대로605번길 22 (다대동)","","대양조선소","20131231174940","I","2018-08-31 23:59:59.0","","380106.710577288","174417.349291319","철판가공","용접","20","5","",
"273","특정고압가스업","09_28_14_P","3340000","1998334001702700001","19980417","","02","휴업","1","휴업처리","","","","","051 2078881","","","부산광역시 사하구 감천동 391-1번지","부산광역시 사하구 원양로 391 (감천동)","","(주)남성조선","20131231174915","I","2018-08-31 23:59:59.0","","382768.687040586","178143.699924509","철판가공","용접","10","5","",
"274","특정고압가스업","09_28_14_P","3340000","2000334001702700001","20000621","","02","휴업","1","휴업처리","","","","","051 2077474","","","부산광역시 사하구 신평동 649-2번지","부산광역시 사하구 하신번영로127번길 26 (신평동)","","신진볼트공업사","20131231174853","I","2018-08-31 23:59:59.0","","378331.734458885","179022.055744475","열처리용","열처리","10","5","",
"275","특정고압가스업","09_28_14_P","3340000","2000334001702700002","20000622","","02","휴업","1","휴업처리","","","","","051 2657575","","","부산광역시 사하구 장림동 380-3번지","부산광역시 사하구 다대로 321 (장림동)","","경희병원","20131231174827","I","2018-08-31 23:59:59.0","","380237.082724161","176727.879899413","의료용","의료용","340","5","",
"276","특정고압가스업","09_28_14_P","3340000","2006334001702700002","20060626","","02","휴업","1","휴업처리","","","","","051 2071975","","","부산광역시 사하구 신평동 645-1번지","부산광역시 사하구 신산로13번길 13 (신평동)","","신영기계공업(주)","20131231174737","I","2018-08-31 23:59:59.0","","378578.381546564","179154.660971536","철판절단절곡","철판절단절곡","1500","20","",
"277","특정고압가스업","09_28_14_P","3340000","2010334006612200002","20100830","","02","휴업","1","휴업처리","","","","","","","","부산광역시 사하구 구평동 475-1번지","부산광역시 사하구 감천항로 427 (구평동)","","(주)동호기업제2공장","20160323133251","I","2018-08-31 23:59:59.0","","382013.411135741","174812.349652845","열간가공","저장",".7","5","",
"278","특정고압가스업","09_28_14_P","3340000","1992334001702700001","19920622","","02","휴업","1","휴업처리","","","","","051 2646551","","","부산광역시 사하구 다대동 1512-3번지","부산광역시 사하구 다산로 110 (다대동)","","금강공업(주)","20131231133907","I","2018-08-31 23:59:59.0","","378603.036782851","175525.664173261","가공","용접","10","5","",
"279","특정고압가스업","09_28_14_P","3340000","1993334001702700001","19930615","","02","휴업","1","휴업처리","","","","","051 2624890","","","부산광역시 사하구 다대동 1520-6번지","부산광역시 사하구 다산로53번길 26 (다대동)","","금강정밀","20131231133829","I","2018-08-31 23:59:59.0","","378525.63043694","175045.289299324","가공","용접","10","5","",
"280","특정고압가스업","09_28_14_P","3340000","2015334008012200001","20150102","","02","휴업","1","휴업처리","","","","","","","","부산광역시 사하구 구평동 472-8번지","","","(주)동호기업제3공장","20160323133146","I","2018-08-31 23:59:59.0","","381993.761625997","174947.651393866","절단용","절단용","3800","25","",
"281","특정고압가스업","09_28_14_P","3340000","2019334008012200001","20191209","","02","휴업","1","휴업처리","","","","","","","","부산광역시 사하구 신평동 435-35번지","부산광역시 사하구 비봉로 70 (신평동)","49419","허브휴양 한방병원","20191209155717","U","2019-12-11 02:40:00.0","","379046.626418612","179587.237158698","의료용","의료용","96","97","",
"282","특정고압가스업","09_28_14_P","3340000","2018334008012200006","20181112","","02","휴업","1","휴업처리","","","","","","","","부산광역시 사하구 당리동 336-10번지","부산광역시 사하구 낙동대로 361 (당리동)","49398","에디스여성병원","20181119132947","U","2018-11-21 02:38:17.0","","380272.27649707","179836.616780718","의료용","의료","250","36","",
"283","특정고압가스업","09_28_14_P","3340000","2022334013112200001","20220502","","02","휴업","1","휴업처리","","","","","","","","부산광역시 사하구 당리동 302-1","부산광역시 사하구 승학로 8 (당리동)","49326","부산본병원","20220502130531","I","2022-05-04 00:22:32.0","","379527.59641944","180353.588070705","의료용","의료 공정에 쓰기 위해 액화산소를 기화기를 통해 기화시킨 후, 감압공정 이후 배관을 통해 병원 내 의료용 산소를 공급하는 시설로써 사용량증가로 인한 기존 기체산소공급시설에 액화산소 증설","192","250","",
"284","특정고압가스업","09_28_14_P","3340000","2022334013112200002","20220624","","02","휴업","1","휴업처리","","","","","","","","부산광역시 사하구 다대동 769","부산광역시 사하구 다대로 565 (다대동)","49524","의료법인성신의료재단 다대수병원","20220624165245","I","2022-06-26 00:22:46.0","","379731.953370869","174765.307900471","의료용","충전기한 내의 안전한 용기에 충전하여 보관소에 저장, 기화하여 감압공정 후 배관을 통해 사용처에 공급","3000","150","",
"285","특정고압가스업","09_28_14_P","3350000","2015335010012200001","20150529","","02","휴업","1","휴업처리","","","","","","","","부산광역시 금정구 장전동 산 30번지","부산광역시 금정구 부산대학로63번길 2-1 (장전동)","","재단법인 부산테크노파크","20190510153125","U","2019-05-14 02:40:00.0","","388199.207334794","194848.323369342","연구 및 제조","특정설비(캐비닛)을 통해 저장하여 가스사용",".21","5","",
"286","특정고압가스업","09_28_14_P","3350000","1987335001502700001","19870528","","02","휴업","1","휴업처리","","","","","005106078023","","","부산광역시 금정구 부곡동 223-83번지","부산광역시 금정구 중앙대로 1721 (부곡동)","","동래한서요양병원","20151209135909","I","2018-08-31 23:59:59.0","","390335.364945292","195223.017772903","의료용","산소공급","150","300","",
"287","특정고압가스업","09_28_14_P","3350000","1993335001502700003","19930223","","02","휴업","1","휴업처리","","","","","005105188217","","","부산광역시 금정구 구서동 194-5번지","부산광역시 금정구 중앙대로 1905 (구서동)","","행림병원","20190318152108","U","2019-03-20 02:40:00.0","","390232.133545124","197020.850422036","의료용","환자 산소공급","80","200","",
"288","특정고압가스업","09_28_14_P","3350000","1994335001502700002","19940404","","02","휴업","1","휴업처리","","","","","005105226000","","","부산광역시 금정구 서동 199-19번지","부산광역시 금정구 서동로 162 (서동)","","세웅병원","20190918094240","U","2019-09-20 02:40:00.0","","391515.560274238","192598.304285531","의료용","환자 산소공급","30","350","",
"289","특정고압가스업","09_28_14_P","3350000","2019335011212200001","20190103","","02","휴업","1","휴업처리","","","","","","","","부산광역시 금정구 부곡동 300-7번지 사랑요양병원","부산광역시 금정구 중앙대로 1590, 사랑요양병원 (부곡동)","46272","사랑요양병원","20190103094235","I","2019-01-05 02:20:51.0","","390177.512172054","193921.542409126","의료용","용기보관실","760","135","",
"290","특정고압가스업","09_28_14_P","3360000","2004336001302700001","20040210","","02","휴업","1","휴업처리","","","","","051 8318800","","","부산광역시 강서구 송정동 1587-4번지","부산광역시 강서구 녹산산단289로 45 (송정동)","","(주)성일터빈","20140409105411","I","2018-08-31 23:59:59.0","","368484.114375775","178664.085426637","철구조물 가열 및 절단","가열","5000","50","",
"291","특정고압가스업","09_28_14_P","3360000","2009336008212200004","20090817","","02","휴업","1","휴업처리","","","","","","","","부산광역시 강서구 송정동 1601-2번지","부산광역시 강서구 녹산산업북로 246 (송정동)","","(주)태웅에스엔티","20130130100032","I","2018-08-31 23:59:59.0","","368774.626835431","179146.559817762","금속절단","공정내 투입","4900","28","",
"292","특정고압가스업","09_28_14_P","3360000","2012336010512200003","20120618","","02","휴업","1","휴업처리","","","","","","","","부산광역시 강서구 송정동 1587-4번지","부산광역시 강서구 녹산산단289로 45 (송정동)","","(주)성일터빈","20140409105819","I","2018-08-31 23:59:59.0","","368484.114375775","178664.085426637","표면처리용","월간 사용량 1,800㎥","1800","50","",
"293","특정고압가스업","09_28_14_P","3360000","2012336010512200004","20120620","","02","휴업","1","휴업처리","","","","","","","","부산광역시 강서구 송정동 1587-4번지","부산광역시 강서구 녹산산단289로 45 (송정동)","","(주)성일터빈","20140409105450","I","2018-08-31 23:59:59.0","","368484.114375775","178664.085426637","표면처리용","표면처리용","5400","50","",
"294","특정고압가스업","09_28_14_P","3360000","2014336013612200002","20141226","","02","휴업","1","휴업처리","","","","","","","","부산광역시 강서구 송정동 1724-9번지","부산광역시 강서구 녹산산단262로 35 (송정동)","","(주)성광벤드","20141226150836","I","2018-08-31 23:59:59.0","","368362.710051227","177827.595710209","절단 및 가공","절단 및 가공","2000","10","",
"295","특정고압가스업","09_28_14_P","3360000","2015336013612200002","20150519","","02","휴업","1","휴업처리","","","","","","","","부산광역시 강서구 대저1동 1570번지","부산광역시 강서구 대저로 41 (대저1동)","","부곡스텐레스(주)","20150519153251","I","2018-08-31 23:59:59.0","","378147.041737072","192455.311143916","열처리 및 분해용","열처리 및 분해","200","16","",
"296","특정고압가스업","09_28_14_P","3360000","2016336013612200002","20160303","","02","휴업","1","휴업처리","","","","","","","","부산광역시 강서구 생곡동 1482-19번지","부산광역시 강서구 가달2로 40 (생곡동)","","(주)신흥플랜지","20160531155134","I","2018-08-31 23:59:59.0","","370990","183603","금속절단용","금속절단용","10000","10","",
"297","특정고압가스업","09_28_14_P","3360000","2019336014512200006","20191031","","02","휴업","1","휴업처리","","","","","","","","부산광역시 강서구 송정동 1660-1번지","부산광역시 강서구 녹산산단407로 84 (송정동)","46755","한국특수형강(주)","20191031163145","I","2019-11-02 00:23:04.0","","369793.204391916","178953.398839754","철강 절단용","철강 절단용","5000","132","",
"298","특정고압가스업","09_28_14_P","3360000","2018336014512200003","20180830","","02","휴업","1","휴업처리","","","","","","","","부산광역시 강서구 송정동 131-1번지","부산광역시 강서구 녹산산업북로221번길 34 (송정동)","46732","(주)오리엔탈정밀기계","20180830150202","I","2018-08-31 23:59:59.0","","368527.494012094","179538.522569199","절단용","절단용","3000","30","",
"299","특정고압가스업","09_28_14_P","3360000","2020336014512200004","20201229","","02","휴업","1","휴업처리","","","","","","","","부산광역시 강서구 송정동 1567-7","부산광역시 강서구 녹산산단261로39번길 2 (송정동)","46753","(주)웨스코일렉트로드","20201229175241","I","2020-12-31 00:23:05.0","","368241.740656069","178629.71874403","Ru chemical 제조","Ru chemical 제조","15","20","",
"300","특정고압가스업","09_28_14_P","3370000","2021337010612200001","20210311","","02","휴업","1","휴업처리","","","","","","","","부산광역시 연제구 거제동 786-21","","","삼성물산(주) 거제2구역 주택재개발정비사업","20210311135114","I","2021-03-13 00:23:00.0","","388054.590868531","189423.332072926","흙막이 띠장 공사(용접 등)","흙막이 띠장 공사(용접 등)","140","30","",
"301","특정고압가스업","09_28_14_P","3370000","2002337001402700001","20020406","","02","휴업","1","휴업처리","","","","","051 8605878","","","부산광역시 연제구 연산동 739-7번지","부산광역시 연제구 고분로 6 (연산동)","","연제일신병원(구 미소여성아동병원)","20180903191730","U","2018-09-03 23:59:59.0","","389653.303148064","189372.134978884","의료용","환자공급","680","20","",
"302","특정고압가스업","09_28_14_P","3370000","2016337006912200002","20161021","","02","휴업","1","휴업처리","","","","","","","","부산광역시 연제구 거제동 900-7번지","부산광역시 연제구 아시아드대로 79, 4층 (거제동)","","더바른병원","20161021172751","I","2018-08-31 23:59:59.0","","388180.987441625","189993.019873454","의료용산소","의료용산소
- 액화가스 : 0.336ton(168Kg x 2LGC)
- 압축가스 : 24㎥(6㎥ x 4B/T)","2500","50","",
"303","특정고압가스업","09_28_14_P","3370000","2018337006912200001","20181217","","02","휴업","1","휴업처리","","","","","","","","부산광역시 연제구 연산동 489-3번지","부산광역시 연제구 과정로 128 (연산동)","47570","의료법인 정수사 의료재단 연산관자재요양병원","20181217183301","I","2018-12-19 02:20:21.0","","391907.792430705","189109.751352655","산소","의료용","216","280","",
"304","특정고압가스업","09_28_14_P","3380000","2019338008212200001","20190318","","02","휴업","1","휴업처리","","","","","","","","부산광역시 수영구 광안동 473-2 광안동에스케이뷰","부산광역시 수영구 광안로 4, 지하1,지상5~8층 (광안동)","48298","박원욱병원","20210514162021","U","2021-05-16 02:40:00.0","","392531.670195307","186197.061795234","의료용","의료용","280","200","",
"305","특정고압가스업","09_28_14_P","3380000","2000338007112200001","20000403","","02","휴업","1","휴업처리","","","","","","","","부산광역시 수영구 남천동 556번지","부산광역시 수영구 광안해변로15번길 77 (남천동)","","남천해변시장","20160414140258","I","2018-08-31 23:59:59.0","","392148.341501546","184267.286086902","활어산소 공급용","(주)천마가스 위탁","1197","1","",
"306","특정고압가스업","09_28_14_P","3380000","2005338001502700001","20050418","","02","휴업","1","휴업처리","","","","","05100000000","","","부산광역시 수영구 남천동 40-1번지","부산광역시 수영구 수영로 493 (남천동)","","좋은강안병원","20131230133618","I","2018-08-31 23:59:59.0","","392257.789913649","185495.819728487","의료용","저장시설에서 배관으로 공급","2500","400","",
"307","특정고압가스업","09_28_14_P","3380000","2011338006212200001","20111021","","02","휴업","1","휴업처리","","","","","","","","부산광역시 수영구 민락동 181-84번지","부산광역시 수영구 민락수변로 1 (민락동)","","민락회타운시장","20131230122042","I","2018-08-31 23:59:59.0","","393454.67130583","186106.261539042","활어에 산소공급","액화산소 기화기로 기체산소공급","5000","500","",
"308","특정고압가스업","09_28_14_P","3380000","2016338007112200001","20161024","","02","휴업","1","휴업처리","","","","","","","","부산광역시 수영구 광안동","부산광역시 수영구 수영로 671 (광안동)","","센텀해인요양병원","20161024135932","I","2018-08-31 23:59:59.0","","392578.645173387","187222.21953537","의료용","액화가스 : 168kg/개*2개=336kg","2500","230","",
"309","특정고압가스업","09_28_14_P","3380000","2017338007112200001","20171201","","02","휴업","1","휴업처리","","","","","","","","부산광역시 수영구 민락동 181-125번지","부산광역시 수영구 광안해변로294번길 26 (민락동)","48283","호정수산","20171201130310","I","2018-08-31 23:59:59.0","","393654.793099431","186077.085621844","활어 산소 공급","활어 산소 공급","12000","5","",
"310","특정고압가스업","09_28_14_P","3380000","2018338007112200001","20180206","","02","휴업","1","휴업처리","","","","","","","","부산광역시 수영구 민락동 181-128번지","부산광역시 수영구 광안해변로294번길 32 (민락동)","48283","대복수산","20180328111006","I","2018-08-31 23:59:59.0","","393651.488631721","186051.586472292","활어 산소 공급용","활어 산소 공급용","1200","1","",
"311","특정고압가스업","09_28_14_P","3380000","2018338007112200002","20180328","","02","휴업","1","휴업처리","","","","","","","","부산광역시 수영구 민락동 181-119번지","부산광역시 수영구 광안해변로294번길 18 (민락동)","48283","월미수산","20180328110449","I","2018-08-31 23:59:59.0","","393643.834839952","186111.142636709","활어 산소 공급용","활어 산소 공급용","1200","1","",
"312","특정고압가스업","09_28_14_P","3380000","2004338001502700001","20041207","","02","휴업","1","휴업처리","","","","","051 7583204","","","부산광역시 수영구 민락동 181-72번지","부산광역시 수영구 민락수변로7번길 19 (민락동)","","광안어패류시장","20131230133842","I","2018-08-31 23:59:59.0","","393527.713423111","186103.244888843","수족관 활어용","액체산소","5040","15","",
"313","특정고압가스업","09_28_14_P","3390000","2019339009112200001","20190116","","02","휴업","1","휴업처리","","","","","","","","부산광역시 사상구 학장동 797-1번지","부산광역시 사상구 대동로 95 (학장동)","47050","삼인요양병원","20190116164716","I","2019-01-18 02:20:52.0","","380187.188805154","183935.965594744","의료용(호흡용)","액화산소 용기보관","2000","400","",
"314","특정고압가스업","09_28_14_P","3390000","2019339009112200007","20190610","","02","휴업","1","휴업처리","","","","","","","","부산광역시 사상구 학장동 226-1번지 명성레이져","부산광역시 사상구 새벽로 90, 명성레이져 (학장동)","47019","명성공업사","20190610164418","I","2019-06-12 02:21:25.0","","380541.153356751","185129.519694376","절단, 가공","초저온용기(168.27kg*3통) 보관 사용","3700","6","",
"315","특정고압가스업","09_28_14_P","3390000","2019339009112200024","20190927","","02","휴업","1","휴업처리","","","","","","","","부산광역시 사상구 주례동 235번지 보훈병원","부산광역시 사상구 백양대로 420, 보훈병원 (주례동)","46996","한국보훈복지의료공단부산보훈병원","20190927153558","I","2019-09-29 02:22:39.0","","382802.29451564","185696.175963205","의료용","산소","650","0","",
"316","특정고압가스업","09_28_14_P","3390000","2019339009112200013","20190816","","02","휴업","1","휴업처리","","","","","","","","부산광역시 사상구 학장동 400번지","부산광역시 사상구 학장로 189 (학장동)","47023","영재의료재단(큰솔2병원)","20190816211243","I","2019-08-18 02:22:04.0","","381033.026581788","184526.556597919","의료용","의료용","1800","295","",
"317","특정고압가스업","09_28_14_P","3390000","2019339009112200011","20190704","","02","휴업","1","휴업처리","","","","","","","","부산광역시 사상구 주례동 690-14번지 동화철강","부산광역시 사상구 가야대로 179, 동화철강 (주례동)","47001","동화철강","20190704164052","I","2019-07-06 02:21:29.0","","381474.577518578","185251.137490876","절단용 산소","액체산소 저장용기: 168.27kg*5통=840kg
기체산소 저장용기: 60.7kg(6.07㎥)*10통=607.02kg","1500","3","",
"318","특정고압가스업","09_28_14_P","3390000","2019339009112200025","20191223","","02","휴업","1","휴업처리","","","","","","","","부산광역시 사상구 감전동 148-4번지 해동산업","부산광역시 사상구 낙동대로 1052, 해동산업 (감전동)","46990","해동산업","20191223131052","I","2019-12-25 00:23:26.0","","379773.726121275","185666.694850202","열처리용","기화하여 감압 후 배관을 통해 사용처에 공급","200","25","",
