"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","영업내용",
"2137","옥외광고업","04_15_01_P","3370000","2005337004808200087","20050712","","01","영업/정상","20","정상","","","","","051 7589208","","","부산광역시 연제구 연산동 ***-**번지","부산광역시 연제구 좌수영로 ***  (연산동)","","평화애드기획","20111108113032","I","2018-08-31 23:59:59.0","","392047.784179837","189652.644174495","옥외광고물제작및설치",
"2138","옥외광고업","04_15_01_P","3370000","2006337004808200002","20071224","","01","영업/정상","20","정상","","","","","051 5011100","","","부산광역시 연제구 거제동 ***-** 태안빌딩 *층","부산광역시 연제구 거제천로 ** (거제동,태안빌딩 *층)","","주)가이던스","20210804093415","U","2021-08-06 02:40:00.0","","388676.815154046","188743.324917272","옥외광고대행",
"2139","옥외광고업","04_15_01_P","3370000","2006337004808200008","20211201","","01","영업/정상","20","정상","","","","","051 852 0086","","","부산광역시 연제구 연산동 ***-**","부산광역시 연제구 안연로*번나길 * (연산동)","47564","성림애드","20211222095647","U","2021-12-24 02:40:00.0","","391026.232344496","189752.389395493","옥외광고물 제작 및 유통",
"2140","옥외광고업","04_15_01_P","3370000","2007337004808500003","20071112","","01","영업/정상","20","정상","","","","","0518662300","","","부산광역시 연제구 거제동 **-*번지","부산광역시 연제구 월드컵대로***번길 ** (거제동)","47538","동서문화기획","20151113140701","I","2018-08-31 23:59:59.0","","388844.475007483","189248.000752848","옥외광고물 제작 및 설치",
"2141","옥외광고업","04_15_01_P","3370000","2009337007808500004","20080704","","01","영업/정상","20","정상","","","","","","","","부산광역시 연제구 연산동 ****-**번지","부산광역시 연제구 중앙대로****번길 **  (연산동)","","대원","20091019095700","I","2018-08-31 23:59:59.0","","389352.803707643","189831.934260273","옥외광고물 제작 및 설치",
"2142","옥외광고업","04_15_01_P","3370000","2010337007808500001","20030317","","01","영업/정상","20","정상","","","","","","","","부산광역시 연제구 거제동 ***-**","부산광역시 연제구 거제대로 *** (거제동)","","(주)고려폴리머","20201113114354","U","2020-11-17 02:40:00.0","","388409.766044338","188613.563374683","간판제작",
"2143","옥외광고업","04_15_01_P","3370000","2005337004808200012","20050705","","01","영업/정상","20","정상","","","","","051 8521694","","","부산광역시 연제구 연산동 ***-*번지 지누애드","부산광역시 연제구 반송로 **  (연산동,지누애드)","","지누애드","20111108132035","I","2018-08-31 23:59:59.0","","390027.079784284","189833.444085124","옥외광고물 제작 및 설치",
"2144","옥외광고업","04_15_01_P","3370000","2005337004808200013","20050711","","01","영업/정상","20","정상","","","","","0518663316","","","부산광역시 연제구 거제동 **-**","부산광역시 연제구 거제대로 *** (거제동)","","태광프레임","20201113114535","U","2020-11-17 02:40:00.0","","388968.344269001","189746.133939315","옥외광고물제작 및 설치",
"2145","옥외광고업","04_15_01_P","3370000","2005337004808200005","20050520","","01","영업/정상","20","정상","","","","","051 864 4599","","","부산광역시 연제구 연산동 ****-**번지","부산광역시 연제구 쌍미천로 ** (연산동)","47593","싸인센터 대웅","20160427182201","I","2018-08-31 23:59:59.0","","390399.693624834","188274.407073861","옥외광고물 제작 및 설치",
"2146","옥외광고업","04_15_01_P","3370000","2005337004808200046","20050711","","01","영업/정상","20","정상","","","","","051 851 7173","","","부산광역시 연제구 연산동 ****-**번지","부산광역시 연제구 연수로 ***  (연산동)","","공간간판","20111108114151","I","2018-08-31 23:59:59.0","","390451.559683524","188114.206486844","옥외광고물제작및설치",
"2147","옥외광고업","04_15_01_P","3370000","2005337004808200026","20161020","","01","영업/정상","20","정상","","","","","051 5073900","","","부산광역시 연제구 거제동 ****-*","부산광역시 연제구 월드컵대로***번길 ** (거제동)","47509","우리토탈광고","20210607094204","U","2021-06-09 02:40:00.0","","388583.185093038","189913.442570408","옥외광고물제작및설치",
"2148","옥외광고업","04_15_01_P","3370000","2010337007808500007","20180331","","01","영업/정상","20","정상","","","","","","","","부산광역시 연제구 연산동 ***-*","부산광역시 연제구 월드컵대로***번길 **, 반도보라아파트 상가동 *층 ***호 (연산동, 반도보라아파트)","47577","(주)연제기획","20220329090624","U","2022-03-31 02:40:00.0","","390179.28825422","189499.925463094","옥외광고물 제작업",
"2149","옥외광고업","04_15_01_P","3370000","2019337010108500003","20190723","","01","영업/정상","20","정상","","","","","","","","부산광역시 연제구 연산동 ***-**번지","부산광역시 연제구 고분로***번길 ** (연산동)","47570","메이드플랜","20190723142852","I","2019-07-25 02:21:44.0","","392011.650735498","188995.902303638","옥외광고업",
"2150","옥외광고업","04_15_01_P","3370000","2019337010108500004","20190805","","01","영업/정상","20","정상","","","","","","","","부산광역시 연제구 연산동 ****-* 옛동산오피스텔","부산광역시 연제구 거제천로***번길 **, ***호 (연산동, 옛동산오피스텔)","47540","주식회사 포이든","20211210171710","U","2021-12-12 02:40:00.0","","389188.259368316","189364.471649808","옥외광고업 등록",
"2151","옥외광고업","04_15_01_P","3370000","2011337007808500002","20110311","","01","영업/정상","20","정상","","","","","0518512912","","","부산광역시 연제구 연산동 ***-**번지","부산광역시 연제구 과정로***번길 ** (연산동)","611812","새암아트광고연구소","20121123092901","I","2018-08-31 23:59:59.0","","391964.193713642","188978.305047763","광고디자인",
"2152","옥외광고업","04_15_01_P","3370000","2020337010108500001","20200311","","01","영업/정상","20","정상","","","","","8670826","","","부산광역시 연제구 거제동 *-** 미도빌딩","부산광역시 연제구 중앙대로 ****, 미도빌딩 *층 (거제동)","47522","유원디자인연구소","20210730102731","U","2021-08-01 02:40:00.0","","389355.79335537","190064.918328549","옥외광고물 디자인 및 출력제작",
"2153","옥외광고업","04_15_01_P","3370000","2022337011708500002","20220124","","01","영업/정상","20","정상","","","","","051 868 8270","","","","부산광역시 연제구 연제로 ** (연산동)","47606","비송디자인","20220124180745","I","2022-01-26 00:22:40.0","","389113.993493","188422.28183363","간판&현수막, 광고용 인쇄, 디자인, 광고기획",
"2154","옥외광고업","04_15_01_P","3370000","2022337011708500001","20220117","","01","영업/정상","20","정상","","","","","","","","","부산광역시 연제구 연동로 **, *층 (연산동)","47555","아론디자인스튜디오","20220117175552","I","2022-01-19 00:22:40.0","","390611.311062422","189597.076996107","간판제작.시공, 실사출력, 광고자제 판매",
"2155","옥외광고업","04_15_01_P","3370000","2020337010108500003","20200527","","01","영업/정상","20","정상","","","","","","","","부산광역시 연제구 연산동 ****-**","부산광역시 연제구 월드컵대로**번가길 *, 휴먼빌 ***호 (연산동)","47597","메디컬광고","20220624141300","U","2022-06-26 02:40:00.0","","390033.710316106","188107.288153574","광고대행, 옥외광고업 제작 등 설치",
"2156","옥외광고업","04_15_01_P","3370000","2021337011708500006","20211028","","01","영업/정상","20","정상","","","","","","","","부산광역시 연제구 연산동 ***-*","부산광역시 연제구 고분로 *** (연산동)","47555","디자인 긱스","20211028133319","I","2021-10-30 00:22:45.0","","390716.633835594","189424.93762211","옥외광고업",
"2157","옥외광고업","04_15_01_P","3370000","2021337011708500007","20211122","","01","영업/정상","20","정상","","","","","","","","부산광역시 연제구 연산동 ****-*","부산광역시 연제구 과정로***번길 **, *층 ***호 (연산동)","47557","함께가는길협동조합","20211122124147","I","2021-11-24 00:22:44.0","","391167.483571476","189542.447663697","옥외광고업",
"2158","옥외광고업","04_15_01_P","3370000","2018337009208500002","20211110","","01","영업/정상","20","정상","","","","","","","","부산광역시 연제구 연산동 ***-**","부산광역시 연제구 고분로 *** (연산동)","47557","베스트디자인","20211210140535","U","2021-12-12 02:40:00.0","","391104.548529881","189737.408516967","옥외광고업",
"2159","옥외광고업","04_15_01_P","3370000","2021337011708500005","20210914","","01","영업/정상","20","정상","","","","","0515046698","","","부산광역시 연제구 거제동 ****-* 로제스티빌딩","부산광역시 연제구 법원로 **, 로제스티빌딩 ****호 (거제동)","47511","(주)신태양건설","20210914171142","I","2021-09-16 00:22:48.0","","388807.857212336","189932.847073339","옥외광고업",
"2160","옥외광고업","04_15_01_P","3370000","2020337011708500006","20200803","","01","영업/정상","20","정상","","","","","","","","부산광역시 연제구 연산동 ***-**","부산광역시 연제구 과정로***번길 ** (연산동)","47559","K2광고사","20200803095754","I","2020-08-05 00:23:26.0","","390452.8570344","190136.686605624","옥외광고물 제작",
"2161","옥외광고업","04_15_01_P","3370000","2018337009208500003","20170420","","01","영업/정상","20","정상","","","","","051 624 4486","","","부산광역시 연제구 연산동 ***-**번지","부산광역시 연제구 과정로***번길 **-* (연산동)","47572","(주)디자인에이원","20180914104945","U","2018-09-14 23:59:59.0","","391981.783384497","188938.137093955","시각 디자인, 광고업, 인쇄물 기획 등",
"2162","옥외광고업","04_15_01_P","3370000","2020337011708500007","20111012","","01","영업/정상","20","정상","","","","","","","","부산광역시 연제구 연산동 ****-*","부산광역시 연제구 중앙대로****번길 ** (연산동)","47539","애기디자인","20200929175746","I","2020-09-30 00:23:11.0","","389036.300005408","189263.392320849","옥외광고물 제작 및 판매",
"2163","옥외광고업","04_15_01_P","3370000","2020337011708500008","20000630","","01","영업/정상","20","정상","","","","","051 313 7707","","","부산광역시 연제구 연산동 ***-**","부산광역시 연제구 과정로***번가길 ** (연산동)","47562","(주)아인","20201113114450","U","2020-11-17 02:40:00.0","","390906.928424238","189855.232135326","간판제작",
"2164","옥외광고업","04_15_01_P","3370000","2021337011708500003","20210302","","01","영업/정상","20","정상","","","","","","","","부산광역시 동래구 사직동 ***-**","부산광역시 연제구 과정로 *** (연산동)","47562","디자인애드","20210302131721","I","2021-03-04 00:23:00.0","","388842.534431198","190997.677634144","옥외광고사업",
"2165","옥외광고업","04_15_01_P","3370000","2021337011708500002","20210223","","01","영업/정상","20","정상","","","","","0517515520","","","부산광역시 연제구 연산동 **-*","부산광역시 연제구 토곡로 **, 오산빌딩  *층 (연산동)","47587","이채라이팅","20210223123934","I","2021-02-25 00:23:01.0","","391547.862739612","188996.957137063","옥외광고 디자인 및 제작 납품",
"2166","옥외광고업","04_15_01_P","3370000","2021337011708500004","20210422","","01","영업/정상","20","정상","","","","","","","","부산광역시 연제구 연산동 ****-**","부산광역시 연제구 과정로***번길 * (연산동)","47556","카리스광고","20210507181738","U","2021-05-09 02:40:00.0","","391026.874816342","189613.233209493","광고물 제작, 간판",
"2167","옥외광고업","04_15_01_P","3370000","2018337009208500006","20180824","","01","영업/정상","20","정상","","","","","","","","부산광역시 연제구 연산동 ***-*번지","부산광역시 연제구 연안로 ** (연산동)","611817","태림기획디자인","20181121154226","I","2018-11-23 02:36:15.0","","391876.990806748","189783.259161753","간판, 광고물 제작",
"2168","옥외광고업","04_15_01_P","3370000","2018337009208500007","20181211","","01","영업/정상","20","정상","","","","","","","","부산광역시 연제구 연산동 ***-*","부산광역시 연제구 안연로 * (연산동)","47565","어반플랜","20210510113450","U","2021-05-12 02:40:00.0","","391315.715534247","189684.352549469","옥외광고업, 디자인, 인쇄물",
"2169","옥외광고업","04_15_01_P","3370000","2020337011708500009","20201229","","01","영업/정상","20","정상","","","","","","","","부산광역시 연제구 연산동 ****-*","부산광역시 연제구 과정로 **-* (연산동)","47573","레드아트","20201229091808","I","2020-12-31 00:23:05.0","","391901.556450974","188643.098571417","간판 및 옥외광고물 제조",
"2170","옥외광고업","04_15_01_P","3370000","2013337007808500004","20130607","","02","휴업","30","휴업","","20220601","20240531","","","","","부산광역시 연제구 연산동 ***-*","부산광역시 연제구 과정로***번길 ** (연산동)","611811","미루디자인","20220531140152","U","2022-06-04 02:40:00.0","","390381.741424272","190037.613301569","광고물 제작, 디자인",
"2171","옥외광고업","04_15_01_P","3370000","2016337009208500006","20161214","","02","휴업","30","휴업","","20210609","20220608","","","","","부산광역시 연제구 거제동 ****-*","부산광역시 연제구 월드컵대로***번길 ** (거제동)","47525","미주애드","20210610101707","U","2021-06-12 02:40:00.0","","388603.022289543","189694.073299475","옥외광고사업",
"2172","옥외광고업","04_15_01_P","3370000","2019337010108500001","20190516","","03","폐업","40","폐업","20210730","","","","","","","","부산광역시 연제구 시청로 **, ***동 ***호 (연산동, 부산 더샵 시티애비뉴*차)","47542","주식회사 애드임팩트","20210826164240","U","2021-08-28 02:40:00.0","","389027","188838","옥외광고영업",
"2173","옥외광고업","04_15_01_P","3370000","2017337009208500003","20180129","","03","폐업","40","폐업","20201112","","","","","","","부산광역시 연제구 연산동 ***-**","부산광역시 연제구 과정로 ***-* (연산동)","47569","디자인애드","20201112111213","U","2020-11-17 02:40:00.0","","391202.340003065","189661.418934762","옥외광고사업",
"2174","옥외광고업","04_15_01_P","3370000","2017337009208500005","20170925","","03","폐업","40","폐업","20180820","","","","","","","","부산광역시 연제구 아시아드대로 *, ***호 (거제동, 화신데파트)","47530","디자인드림","20180820111723","I","2018-08-31 23:59:59.0","","388496.698351968","189373.538606542","옥외광고사업",
"2175","옥외광고업","04_15_01_P","3370000","2017337009208500006","20171024","","03","폐업","40","폐업","20191031","","","","","","","","부산광역시 연제구 과정로 ***, *층 (연산동)","47561","애드피아광고","20200212151827","U","2020-02-14 02:40:00.0","","390499.712821382","189847.376077344","옥외광고업",
"2176","옥외광고업","04_15_01_P","3370000","2018337009208500001","20180719","","03","폐업","40","폐업","20210531","","","","","","","","부산광역시 연제구 과정로***번길 ** (연산동)","47560","경두기획","20210601091146","U","2021-06-03 02:40:00.0","","390470.564216345","190020.188627844","간판 및 광고물, 채널제작",
"2177","옥외광고업","04_15_01_P","3370000","2005337004808200028","20050711","","03","폐업","40","폐업","20130823","","","","051 8516324","","","부산광역시 연제구 거제동 ***-**번지","","","희복사","20130823092019","I","2018-08-31 23:59:59.0","","388503.497089533","188939.442471611","옥외광고물제작및설치",
"2178","옥외광고업","04_15_01_P","3370000","2005337004808200030","20050711","","03","폐업","40","폐업","20070613","","","","051 8676562","","","부산광역시 연제구 거제동 ***-**번지","부산광역시 연제구 거제시장로**번길 **  (거제동)","","동일사","20080128100400","I","2018-08-31 23:59:59.0","","388630.509232936","188965.052827969","옥외광고물제작및설치",
"2179","옥외광고업","04_15_01_P","3370000","2005337004808200031","20050711","","03","폐업","40","폐업","20090921","","","","051 8522046","","","부산광역시 연제구 거제동 ***-***번지","부산광역시 연제구 거제대로***번길 *  (거제동)","","고구려애드","20090921135633","I","2018-08-31 23:59:59.0","","388477.26081985","188775.373098611","옥외광고물제작및설치",
"2180","옥외광고업","04_15_01_P","3370000","2005337004808200032","20050711","","03","폐업","40","폐업","20090916","20081218","20091218","","0518638022","","","부산광역시 연제구 거제동 **-*번지 새롬디자인","부산광역시 연제구 거제천로 ***  (거제동,새롬디자인)","","새롬디자인","20090916094421","I","2018-08-31 23:59:59.0","","389034.265932848","189442.430965114","옥외광고물제작및설치",
"2181","옥외광고업","04_15_01_P","3370000","2005337004808200033","20050711","","03","폐업","40","폐업","20181030","","","","051 8614915","","","부산광역시 연제구 거제동 ***-**번지","부산광역시 연제구 거제대로 *** (거제동)","","SKAD co.","20181129151700","U","2018-12-01 02:40:00.0","","388706.824130081","189568.60246869","옥외광고물제작및설치",
"2182","옥외광고업","04_15_01_P","3370000","2005337004808200034","20050711","","03","폐업","40","폐업","20120312","","","","051 8513053","","","부산광역시 연제구 거제동 **-**번지","부산광역시 연제구 거제천로 ***  (거제동)","","세일간판","20120312095538","I","2018-08-31 23:59:59.0","","388921.888102297","189238.899749816","옥외광고물제작및설치",
"2183","옥외광고업","04_15_01_P","3370000","2005337004808200035","20050711","","03","폐업","40","폐업","20070919","","","","051 8531027","","","부산광역시 연제구 거제동 ***-*번지","부산광역시 연제구 거제시장로 **  (거제동)","","대원아이디(주)","20070919170216","I","2018-08-31 23:59:59.0","","388560.40574043","188933.010966698","옥외광고물제작및설치",
"2184","옥외광고업","04_15_01_P","3370000","2005337004808200036","20050711","","03","폐업","40","폐업","20201118","","","","051 5031512","","","부산광역시 연제구 거제동 ***-**","부산광역시 연제구 해맞이로**번길 ** (거제동)","","유일미공사","20201118112122","U","2020-11-20 02:40:00.0","","388391.484607312","189057.62941001","옥외광고물제작및설치",
"2185","옥외광고업","04_15_01_P","3370000","2005337004808200037","20050711","","03","폐업","40","폐업","20110405","","","","051 8677677","","","부산광역시 연제구 연산동 ***-**번지","부산광역시 연제구 연동로 **  (연산동)","","금강현수막","20110406135613","I","2018-08-31 23:59:59.0","","390585.485885474","189442.605541684","옥외광고물설치및제작",
"2186","옥외광고업","04_15_01_P","3370000","2005337004808200040","20050711","","03","폐업","40","폐업","20050713","","","","051 8667984","","","부산광역시 연제구 연산동 ***-**번지","","","강토광고기획","20050711000000","I","2018-08-31 23:59:59.0","","390430.1471365","189834.232873952","옥외광고물제작및설치",
"2187","옥외광고업","04_15_01_P","3370000","2005337004808200041","20050711","","03","폐업","40","폐업","20120630","","","","051 8676525","","","부산광역시 연제구 연산동 ***-*번지","부산광역시 연제구 반송로 **  (연산동)","","민광고사","20121130133022","I","2018-08-31 23:59:59.0","","390027.079784284","189833.444085124","옥외광고물제작및설치",
"2188","옥외광고업","04_15_01_P","3370000","2005337004808200047","20050711","","03","폐업","40","폐업","20140503","","","","051864 1188","","","부산광역시 연제구 연산동 ****-*번지 영광사","부산광역시 연제구 쌍미천로 *** (연산동,영광사)","","영광사","20140611165611","I","2018-08-31 23:59:59.0","","390062.080975759","189167.215993225","옥외광고물제작및설치",
"2189","옥외광고업","04_15_01_P","3370000","2005337004808200048","20050711","","03","폐업","40","폐업","20091001","","","","051 8517113","","","부산광역시 연제구 연산동 ***-**번지","부산광역시 연제구 과정로 ***-**  (연산동)","","오엔씨","20091127111750","I","2018-08-31 23:59:59.0","","390351.887739441","189873.034188114","옥외광고물제작및설치",
"2190","옥외광고업","04_15_01_P","3370000","2005337004808200050","20050712","","03","폐업","40","폐업","20050817","","","","051 8679555","","","부산광역시 연제구 연산동 ***-*번지","부산광역시 연제구 고분로 **  (연산동)","","태헌종합광고","20050712000000","I","2018-08-31 23:59:59.0","","390572.006516131","189399.776037306","옥외광고물제작및설치",
"2191","옥외광고업","04_15_01_P","3370000","2005337004808200051","20050712","","03","폐업","40","폐업","20050916","","","","051 8534882","","","부산광역시 연제구 연산동 ***-*번지","","","라인애드","20050712000000","I","2018-08-31 23:59:59.0","","","","옥외광고물제작및설치",
"2192","옥외광고업","04_15_01_P","3370000","2005337004808200052","20050712","","03","폐업","40","폐업","20060605","","","","051 8614294","","","부산광역시 연제구 연산동 ****-**  번지 선일사","","","선일사","20050712000000","I","2018-08-31 23:59:59.0","","","","옥외광고물제작및설치",
"2193","옥외광고업","04_15_01_P","3370000","2005337004808200089","20050712","","03","폐업","40","폐업","20090303","","","","051 7576841","","","부산광역시 연제구 연산동 ***-**번지","부산광역시 연제구 좌수영로 ***  (연산동)","","매직칼라","20090319155840","I","2018-08-31 23:59:59.0","","391880.458788933","189690.461481577","옥외광고물제작및설치",
"2194","옥외광고업","04_15_01_P","3370000","2005337004808200095","20050712","","03","폐업","40","폐업","20080212","","","","051 7535234","","","부산광역시 연제구 연산동 ***-**번지","부산광역시 연제구 과정로 ***  (연산동)","","동광애드","20080410173031","I","2018-08-31 23:59:59.0","","391577.544428408","189667.10124248","옥외광고물제작및설치",
"2195","옥외광고업","04_15_01_P","3370000","2005337004808200097","20051004","","03","폐업","40","폐업","20071004","","","","051 8634097","","","부산광역시 연제구 연산동 ***-**번지","부산광역시 연제구 월드컵대로**번길 *  (연산동)","","다인애드","20080410173831","I","2018-08-31 23:59:59.0","","389725.435459069","188835.235788493","옥외광고물 제작 및 설치",
"2196","옥외광고업","04_15_01_P","3370000","2005337004808200098","20051129","","03","폐업","40","폐업","20060605","","","","051 8523167","","","부산광역시 연제구 거제동 **-*번지","부산광역시 연제구 거제대로 ***  (거제동)","","이노디자인","20080619140143","I","2018-08-31 23:59:59.0","","388994.991583935","189774.775168244","옥외광고물 제작 및 설치",
"2197","옥외광고업","04_15_01_P","3370000","2006337004808200010","20061121","","03","폐업","40","폐업","20141203","","","","","","","부산광역시 연제구 거제동 ***-**번지","부산광역시 연제구 여고로**번길 ** (거제동)","","모아광고","20141203134927","I","2018-08-31 23:59:59.0","","388555.39421000000","190661.40722200000","옥외광고물 제작 및 설치",
"2198","옥외광고업","04_15_01_P","3370000","2013337007808500005","20170912","","03","폐업","40","폐업","20210128","","","","","","","부산광역시 연제구 거제동 **-**","부산광역시 연제구 거제대로 *** (거제동)","611802","(주)더블비젼","20210128113219","U","2021-01-30 02:40:00.0","","389168.557222236","190012.638291883","광고물 제작, 디자인",
"2199","옥외광고업","04_15_01_P","3370000","2011337007808500008","20111216","","03","폐업","40","폐업","20141107","","","","051 501 1495","","","부산광역시 연제구 거제동 ****-*번지 대한타워빌딩 ***호","부산광역시 연제구 법원남로**번길 **, ***호 (거제동, 대한타워빌딩)","611730","(주)유비텍","20141112180350","I","2018-08-31 23:59:59.0","","388802.825547753","189883.55660639","옥외광고물 제작 및 설치",
"2200","옥외광고업","04_15_01_P","3370000","2011337007808500009","20111223","","03","폐업","40","폐업","20120809","","","","0517571041","","","부산광역시 연제구 연산동 ***-**번지","부산광역시 연제구 안연로*번길 ** (연산동)","611089","유인애드","20120809142858","I","2018-08-31 23:59:59.0","","391536.548578184","189729.741737005","옥외광고물 제작 및 설치",
"2201","옥외광고업","04_15_01_P","3370000","2016337009208500004","20161021","","03","폐업","40","폐업","20181024","","","","051 784 8117","","","부산광역시 연제구 연산동 ***-**번지 금덕상가 *층 ***호","부산광역시 연제구 과정로***번길 * (연산동, 금덕상가빌라)","47569","(주)제이더블유애드","20181024102151","U","2018-10-26 02:36:08.0","","391898.000929233","189452.819619469","옥외광고대행업",
"2202","옥외광고업","04_15_01_P","3370000","2017337009208500001","20101020","","03","폐업","40","폐업","","","","","051 7570615","","","부산광역시 수영구 망미동 ***-**번지","부산광역시 수영구 망미번영로 *** (망미동)","613131","보임광고디자인","20180508182442","I","2018-08-31 23:59:59.0","","392309.385962759","188444.213801413","옥외광고물제작및설치",
"2203","옥외광고업","04_15_01_P","3370000","2017337009208500002","20030917","","03","폐업","40","폐업","20210608","","","","051 6328233","","","부산광역시 연제구 거제동 ***-**","부산광역시 연제구 해맞이로 ** (거제동, 새마을금고 분소)","47534","아담아트","20210609110250","U","2021-06-11 02:40:00.0","","388315.66354535","188695.245956329","옥외광고업",
"2204","옥외광고업","04_15_01_P","3370000","2005337004808200053","20050712","","03","폐업","40","폐업","20190117","","","","051 8522357","","","부산광역시 연제구 연산동 ****-**번지","부산광역시 연제구 월드컵대로**번길 ** (연산동)","","국보공사","20190118091525","U","2019-01-20 02:40:00.0","","389609.603136236","188838.138512299","옥외광고물제작및설치",
"2205","옥외광고업","04_15_01_P","3370000","2005337004808200054","20050712","","03","폐업","40","폐업","20070917","","","","","","","부산광역시 연제구 연산동 ****-*번지","","","대명광고사","20081020100008","I","2018-08-31 23:59:59.0","","389308.76474512","188875.956645573","옥외광고물제작및설치",
"2206","옥외광고업","04_15_01_P","3370000","2005337004808200055","20050712","","03","폐업","40","폐업","20101015","","","","051 8644599","","","부산광역시 연제구 연산동 ***-**번지","부산광역시 연제구 연수로 **-*  (연산동)","","국제아트기획","20101015100548","I","2018-08-31 23:59:59.0","","389203.515032301","188241.793206568","옥외광고물제작및설치",
"2207","옥외광고업","04_15_01_P","3370000","2005337004808200056","20050712","","03","폐업","40","폐업","20060105","","","","051 8659331","","","부산광역시 연제구 연산동 ***-*번지","부산광역시 연제구 연수로 **  (연산동)","","노노아트","20050712000000","I","2018-08-31 23:59:59.0","","389187.778201143","188245.182976018","옥외광고물제작및설치",
"2208","옥외광고업","04_15_01_P","3370000","2005337004808200057","20050712","","03","폐업","40","폐업","20051104","","","","051 8513273","","","부산광역시 연제구 연산동 ****-*번지","부산광역시 연제구 연수로 ***  (연산동)","","콜링시스템","20050712000000","I","2018-08-31 23:59:59.0","","389814.861359832","188152.123081973","옥외광고물제작및설치",
"2209","옥외광고업","04_15_01_P","3370000","2005337004808200058","20050712","","03","폐업","40","폐업","20150715","","","","","","","부산광역시 연제구 연산동 ****-*번지","부산광역시 연제구 연수로***번길 ** (연산동)","","제일광고사","20150715183624","I","2018-08-31 23:59:59.0","","389786.398097682","187991.79815962","옥외광고물제작및설치",
"2210","옥외광고업","04_15_01_P","3370000","2005337004808200059","20050712","","03","폐업","40","폐업","20050713","","","","051 8686150","","","부산광역시 연제구 연산동 ****-**번지","부산광역시 연제구 연미로**번길 **  (연산동)","","백마네온공사","20050712000000","I","2018-08-31 23:59:59.0","","390648.691581341","187955.94724511","옥외광고물제작및설치",
"2211","옥외광고업","04_15_01_P","3370000","2005337004808200060","20050712","","03","폐업","40","폐업","20070405","","","","051 8638768","","","부산광역시 연제구 연산동 ***-**번지","부산광역시 연제구 고분로 **  (연산동)","","세형사","20050712000000","I","2018-08-31 23:59:59.0","","389764.409836903","189370.611652947","옥외광고물제작및설치",
"2212","옥외광고업","04_15_01_P","3370000","2005337004808200062","20050712","","03","폐업","40","폐업","20190121","","","","051 8656466","","","부산광역시 연제구 연산동 ***-**번지","부산광역시 연제구 고분로**번길 ** (연산동)","","화인애드","20200212151523","U","2020-02-14 02:40:00.0","","389936.371747847","189149.670665094","옥외광고물제작및설치",
"2213","옥외광고업","04_15_01_P","3370000","2005337004808200064","20050712","","03","폐업","40","폐업","20070725","","","","051 8523913","","","부산광역시 연제구 연산동 ***-**번지","부산광역시 연제구 쌍미천로***번길 **  (연산동)","","싸인테크","20090313154059","I","2018-08-31 23:59:59.0","","389969.698377395","189438.622215795","옥외광고물제작및설치",
"2214","옥외광고업","04_15_01_P","3370000","2005337004808200072","20050712","","03","폐업","40","폐업","20070620","","","","051 863 3800","","","부산광역시 연제구 연산동 ****-**번지 조강빌딩 *층","부산광역시 연제구 월드컵대로 ***-*  (연산동,조강빌딩 *층)","","(주)제영","20050712000000","I","2018-08-31 23:59:59.0","","389306.642357226","189540.708212276","옥외광고물제작및설치",
"2215","옥외광고업","04_15_01_P","3370000","2005337004808200074","20050712","","03","폐업","40","폐업","20070212","","","","051 8681414","","","부산광역시 연제구 연산동 ****-*번지 워너시티 ***호","부산광역시 연제구 중앙대로 ****,  ***호 (연산동,워너시티)","","(주)제이애드맥스","20081020100656","I","2018-08-31 23:59:59.0","","389448.18197321","189684.688283294","옥외광고물제작및설치",
"2216","옥외광고업","04_15_01_P","3370000","2005337004808200075","20050712","","03","폐업","40","폐업","20070705","","","","051 8681414","","","부산광역시 연제구 연산동 ****-*번지 워너시티 ***호","부산광역시 연제구 중앙대로 ****,  ***호 (연산동,워너시티)","","(주)노바콤","20080410173637","I","2018-08-31 23:59:59.0","","389448.18197321","189684.688283294","옥외광고물제작및설치",
"2217","옥외광고업","04_15_01_P","3370000","2005337004808200076","20050712","","03","폐업","40","폐업","20080725","","","","051 8681044","","","부산광역시 연제구 연산동 ****-**번지","부산광역시 연제구 연수로 ***  (연산동)","","유별난광고사","20090805151259","I","2018-08-31 23:59:59.0","","390252.190062149","188140.039833638","옥외광고물제작및설치",
"2218","옥외광고업","04_15_01_P","3370000","2005337004808200077","20050712","","03","폐업","40","폐업","20051104","","","","051 8636180","","","부산광역시 연제구 연산동 ****-**번지","부산광역시 연제구 연수로 ***-*  (연산동)","","오비애드","20050712000000","I","2018-08-31 23:59:59.0","","390510.240333857","188105.858105134","옥외광고물제작및설치",
"2219","옥외광고업","04_15_01_P","3370000","2005337004808200078","20050712","","03","폐업","40","폐업","20051226","","","","","","","부산광역시 연제구 연산동 ****-**번지","부산광역시 연제구 마곡천로 **  (연산동)","","솔애드콤","20050712000000","I","2018-08-31 23:59:59.0","","390048.602360203","187722.86203167","옥외광고물제작및설치",
