"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","욕실수","발한실여부","좌석수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","세탁기수","여성종사자수","남성종사자수","회수건조수","침대수","다중이용업소여부",
"3968","숙박업","03_11_03_P","3380000","3380000-201-2014-00003","20140902","","03","폐업","02","폐업","20181101","","","","","414.00","613828","부산광역시 수영구 민락동 181-145번지","부산광역시 수영구 민락수변로 15, 3~4층 (민락동)","48283","예스게스트하우스","20181101134317","U","2018-11-03 02:36:23.0","숙박업 기타","393491.728645246","185994.388945232","숙박업 기타","8","1","3","4","0","0","0","4","0","N","0","","","","자가","0","","","0","0","N",
"3969","숙박업","03_11_03_P","3380000","3380000-201-1996-00001","19960715","","03","폐업","02","폐업","20170403","","","","","1,168.92","613805","부산광역시 수영구 광안동 202-4번지","부산광역시 수영구 남천바다로33번길 31 (광안동)","48303","브라운도트","20170403115907","I","2018-08-31 23:59:59.0","여관업","392644.952642473","185453.827576217","여관업","6","1","1","6","0","0","0","27","0","N","0","","","","","0","","","0","0","N",
"3970","숙박업","03_11_03_P","3380000","3380000-201-1984-00006","19840315","","03","폐업","02","폐업","20170626","","","","","150.65","613800","부산광역시 수영구 광안동 51-12번지","부산광역시 수영구 수영로 694 (광안동)","48266","호반장","20170626144537","I","2018-08-31 23:59:59.0","여관업","392698.906291948","187382.059374053","여관업","4","1","3","4","","","","16","","N","","","","","","","","","","","N",
"3971","숙박업","03_11_03_P","3380000","3380000-201-1985-00010","19850413","","03","폐업","02","폐업","20210702","","","","051 7529737","123.99","613828","부산광역시 수영구 민락동 167-19 2,3층","부산광역시 수영구 광남로 182, 2,3층 (민락동)","48285","와우모텔","20210702163551","U","2021-07-04 02:40:00.0","여관업","393089.899936095","186253.537129944","여관업","3","1","2","3","0","0","0","17","0","N","0","","","","","0","","","0","0","N",
"3972","숙박업","03_11_03_P","3380000","3380000-214-2016-00004","20161004","","03","폐업","02","폐업","20220425","","","","","218.85","613805","부산광역시 수영구 광안동 200-4","부산광역시 수영구 광안해변로 179, 6층 (광안동)","48303","B612호스텔(B612 Hostel)","20220425161947","U","2022-04-27 02:40:00.0","숙박업(생활)","392732.161638137","185542.452702234","숙박업(생활)","7","1","6","6","0","0","0","7","0","N","0","","","","","0","0","0","0","0","N",
"3973","숙박업","03_11_03_P","3380000","3380000-201-1973-00006","19730625","","03","폐업","02","폐업","20220610","","","","","88.93","613828","부산광역시 수영구 민락동 185-9","부산광역시 수영구 광안로 59-4, 2층 (민락동)","48284","레이 게스트하우스","20220610150031","U","2022-06-12 02:40:00.0","여관업","393015.623921504","186027.916915366","여관업","2","0","2","2","0","0","3","7","0","N","0","","","","","0","0","2","0","0","N",
"3974","숙박업","03_11_03_P","3380000","3380000-201-2017-00006","20170803","","03","폐업","02","폐업","20170925","","","","051 755 8285","1,270.50","613828","부산광역시 수영구 민락동 181-154번지","부산광역시 수영구 광안해변로278번길 42, A동 11,12,14층 (민락동)","48283","브라운도트호텔","20180625102958","I","2018-08-31 23:59:59.0","관광호텔","393521.998603867","185933.100965604","관광호텔","0","0","11","14","0","0","0","31","0","N","0","","","","","0","0","0","0","0","N",
"3975","숙박업","03_11_03_P","3380000","3380000-201-2001-00003","20011227","","03","폐업","02","폐업","20220624","","","","051 751 7550","824.41","613800","부산광역시 수영구 광안동 89-27","부산광역시 수영구 무학로9번길 85 (광안동)","48267","투유(2U)","20220624101949","U","2022-06-26 02:40:00.0","여관업","392672.108851514","187211.11005929","여관업","6","0","1","5","0","0","0","24","0","N","0","","","","","0","0","0","0","0","N",
"3976","숙박업","03_11_03_P","3380000","3380000-201-2001-00002","20011227","","03","폐업","02","폐업","20220701","","","","051 759 5001","824.41","613800","부산광역시 수영구 광안동 89-7","부산광역시 수영구 무학로9번길 89 (광안동)","48267","와바(WABA)","20220701145718","U","2022-07-03 02:40:00.0","여관업","392673.892239994","187222.855733149","여관업","6","0","1","5","0","0","2","22","0","N","0","","","","","0","0","0","0","0","N",
"3977","숙박업","03_11_03_P","3380000","3380000-214-2017-00009","20171017","","03","폐업","02","폐업","20190917","","","","","302.11","613811","부산광역시 수영구 광안동 1078-4번지","부산광역시 수영구 수영로 663, 2층 (광안동)","48243","딥슬립호스텔","20190917164339","U","2019-09-19 02:40:00.0","숙박업(생활)","392565.556346578","187136.980524393","숙박업(생활)","8","2","2","2","0","0","0","6","0","N","0","","","","","0","0","0","0","0","N",
"3978","숙박업","03_11_03_P","3380000","3380000-201-2000-00008","20001220","","03","폐업","02","폐업","20070824","","","","051 6254000","583.00","613815","부산광역시 수영구 남천동 27-5번지","","","갤러리 4000","20070704000000","I","2018-08-31 23:59:59.0","여관업","392264.592155739","185023.743842547","여관업","5","","1","4","","","","20","","N","","","","","","","","","","","N",
"3979","숙박업","03_11_03_P","3380000","3380000-201-1994-00001","19941228","","03","폐업","02","폐업","20111215","","","","051 7551408","1,029.36","613805","부산광역시 수영구 광안동 204-5번지 6층, 7층, 8층","부산광역시 수영구 남천바다로33번길 12 (광안동)","48303","발리하이모텔","20111212200931","I","2018-08-31 23:59:59.0","여관업","392621.340936598","185352.56700556","여관업","8","2","","","","","","33","","N","","","","","","","","","","","N",
"3980","숙박업","03_11_03_P","3380000","3380000-201-1986-00001","19860922","","03","폐업","02","폐업","20110705","","","","051 7562555","235.97","613830","부산광역시 수영구 수영동 450-4번지 (성남길 77)","","","이화별장","20091022152858","I","2018-08-31 23:59:59.0","여관업","392523.823621965","187551.128489032","여관업","4","","4","4","","","","23","","N","","","","","","","","","","","N",
"3981","숙박업","03_11_03_P","3380000","3380000-201-1991-00001","19910209","","03","폐업","02","폐업","20110131","","","","051 7516797","539.56","613828","부산광역시 수영구 민락동 35-4번지","부산광역시 수영구 민락본동로11번길 66 (민락동)","48287","씨티빌","20111128101204","I","2018-08-31 23:59:59.0","여관업","393568.259633363","186271.237183189","여관업","5","0","1","5","0","0","0","20","0","N","0","","","","","0","","","0","0","N",
"3982","숙박업","03_11_03_P","3380000","3380000-201-1972-00002","19720111","","03","폐업","02","폐업","20161121","","","","051 7533194","93.41","613828","부산광역시 수영구 민락동 34-4번지","부산광역시 수영구 민락본동로11번길 42 (민락동)","48290","에이스 빌","20150226173852","I","2018-08-31 23:59:59.0","여관업","393674.813163769","186323.002192638","여관업","3","1","1","2","0","0","0","21","0","N","0","","","","","0","","","0","0","N",
"3983","숙박업","03_11_03_P","3380000","3380000-201-1987-00003","19870708","","03","폐업","02","폐업","20160818","","","","051  7560117","191.32","613805","부산광역시 수영구 광안동 197-2번지","부산광역시 수영구 광안해변로 189 (광안동)","","Q 모텔","20130427181334","I","2018-08-31 23:59:59.0","여관업","392793.081758571","185636.737172389","여관업","5","1","3","3","","","","19","","N","","","","","","","","","","","N",
"3984","숙박업","03_11_03_P","3380000","3380000-201-1984-00002","19840713","","03","폐업","02","폐업","20150422","","","","051 7514419","584.12","613805","부산광역시 수영구 광안동 199-11번지","부산광역시 수영구 광남로 104-2 (광안동)","","퀸모텔","20130715143942","I","2018-08-31 23:59:59.0","여관업","392702.018291076","185597.631028772","여관업","4","1","0","0","0","0","5","16","0","N","0","","","","","0","","","0","0","N",
"3985","숙박업","03_11_03_P","3380000","3380000-201-2010-00001","20101214","","03","폐업","02","폐업","20150901","","","","051 611 0003","1,333.69","613815","부산광역시 수영구 남천동 25-6번지","부산광역시 수영구 광남로 21, 5, 6, 7층 (남천동)","48314","(주)이앤알에이 베니키아프레스호텔","20141223131728","I","2018-08-31 23:59:59.0","관광호텔","392224.828201972","184910.686425264","관광호텔","8","1","5","7","0","0","2","52","0","N","0","","","","자가","0","","","0","0","N",
"3986","숙박업","03_11_03_P","3380000","3380000-201-2011-00001","20111118","","03","폐업","02","폐업","20120328","","","","051 752 5105","417.94","613806","부산광역시 수영구 광안동 776-20번지","부산광역시 수영구 수영로521번길 6 (광안동)","48262","프린스장","20120510141823","I","2018-08-31 23:59:59.0","여관업","392325.070959229","185740.864040696","여관업","4","1","1","4","0","0","5","12","0","N","0","","","","","0","","","0","0","N",
"3987","숙박업","03_11_03_P","3380000","3380000-201-2000-00003","20001227","","03","폐업","02","폐업","20201231","","","","051 752 3210","8,734.58","613805","부산광역시 수영구 광안동 199-7","부산광역시 수영구 광남로 96 (광안동)","48303","돈비치관광호텔","20201231165320","U","2021-01-02 02:40:00.0","관광호텔","392669.249463852","185523.836931558","관광호텔","10","4","5","10","0","0","5","39","0","N","0","","","","","0","","","0","0","N",
"3988","숙박업","03_11_03_P","3380000","3380000-201-1969-00001","19690722","","03","폐업","02","폐업","20170320","","","","051 7533996","103.70","613828","부산광역시 수영구 민락동 713-23번지","부산광역시 수영구 광안로61번가길 3 (민락동)","","필모텔","20131216154820","I","2018-08-31 23:59:59.0","여관업","393142.152100484","186055.239708849","여관업","2","0","1","2","","","","15","","N","","","","","","","","","","","N",
"3989","숙박업","03_11_03_P","3380000","3380000-201-2011-00002","20111223","","03","폐업","02","폐업","20170102","","","","051 755 1408","982.14","613805","부산광역시 수영구 광안동 204-5번지 (6~8층)","부산광역시 수영구 남천바다로33번길 12, 6~8층 (광안동)","48303","발리호텔","20121030155300","I","2018-08-31 23:59:59.0","일반호텔","392621.340936598","185352.56700556","일반호텔","8","2","6","8","0","0","0","33","0","N","0","","","","","0","","","0","0","N",
"3990","숙박업","03_11_03_P","3380000","3380000-214-2020-00002","20200330","","03","폐업","02","폐업","20200408","","","","","217.76","613828","부산광역시 수영구 민락동 181-154번지 오션브릿지","부산광역시 수영구 광안해변로278번길 42, 오션브릿지 13층 A1302호 (민락동)","48283","브라운도트호텔 민락점","20200408155526","U","2020-04-10 02:40:00.0","숙박업(생활)","393521.998603867","185933.100965604","숙박업(생활)","0","0","13","13","0","0","0","7","0","N","0","","","","","0","0","0","0","0","N",
"3991","숙박업","03_11_03_P","3380000","3380000-214-2020-00008","20200805","","03","폐업","02","폐업","20210831","","","","1644 7694","979.27","613805","부산광역시 수영구 광안동 201-1 광안 지웰에스테이트 더 테라스","부산광역시 수영구 광남로94번길 16, 광안 지웰에스테이트 더 테라스 3~20(일부)층 (광안동)","48303","어반스테이더테라스","20210831145453","U","2021-09-02 02:40:00.0","숙박업(생활)","392691.625721388","185474.226912741","숙박업(생활)","0","0","3","20","0","0","0","46","0","N","0","","","","","0","0","0","0","0","N",
"3992","숙박업","03_11_03_P","3390000","3390000-201-2001-00017","19820830","","03","폐업","02","폐업","20160927","","","","051 3013770","146.14","617825","부산광역시 사상구 삼락동 70-22번지","부산광역시 사상구 낙동대로1518번길 13 (삼락동)","46901","금수장","20160725133133","I","2018-08-31 23:59:59.0","여관업","380713.835564157","190076.06143082","여관업","2","0","0","0","0","0","16","0","0","N","0","","","","","0","","","0","0","N",
"3993","숙박업","03_11_03_P","3390000","3390000-201-1997-00003","19751007","","03","폐업","02","폐업","20160922","","","","051 3244655","77.00","617808","부산광역시 사상구 괘법동 524-1번지","부산광역시 사상구 사상로243번길 23 (괘법동)","46963","산호장","20160818155906","I","2018-08-31 23:59:59.0","여관업","380423.346098832","187043.259433025","여관업","2","0","0","0","0","0","0","8","0","N","0","","","","","0","","","0","0","N",
"3994","숙박업","03_11_03_P","3390000","3390000-201-1990-00002","19900802","","03","폐업","02","폐업","20200402","","","","051 3111700","444.09","617806","부산광역시 사상구 괘법동 270-3","부산광역시 사상구 광장로81번길 74 (괘법동)","46964","제주장","20201026094326","U","2020-10-28 02:40:00.0","여관업","380685.251806827","186967.62324666","여관업","3","0","1","3","0","0","0","18","0","N","0","","","","","0","","","0","0","N",
"3995","숙박업","03_11_03_P","3390000","3390000-201-2003-00009","19861107","","03","폐업","02","폐업","20181012","","","","051 3241505","266.70","617802","부산광역시 사상구 감전동 128-30번지","부산광역시 사상구 새벽로167번길 85 (감전동)","46979","조아장","20181012163539","U","2018-10-12 23:59:59.0","여관업","380237.159009305","186001.180922243","여관업","4","0","2","4","0","0","0","13","0","N","0","","","","","0","","","0","0","N",
"3996","숙박업","03_11_03_P","3390000","3390000-201-1987-00776","19681231","","03","폐업","02","폐업","20111027","","","","051 3050218","48.63","617815","부산광역시 사상구 덕포동 419-1번지","","","확명여인숙","20111024102616","I","2018-08-31 23:59:59.0","여인숙업","380475.317281413","187791.754283856","여인숙업","2","0","0","0","0","0","0","11","0","N","0","","","","","0","","","0","0","N",
"3997","숙박업","03_11_03_P","3390000","3390000-201-2002-00041","20000818","","03","폐업","02","폐업","20220617","","","","051 3160994",".00","617807","부산광역시 사상구 괘법동 542-7","부산광역시 사상구 광장로93번길 22 (괘법동)","46967","올레모텔","20220617150624","U","2022-06-19 02:40:00.0","숙박업 기타","380918.360994058","186751.136139561","숙박업 기타","0","0","0","0","0","0","0","30","0","N","0","","","","","0","0","0","0","0","N",
"3998","숙박업","03_11_03_P","3390000","3390000-201-1980-00843","19780524","","03","폐업","02","폐업","20190708","","","","051 3139531","127.66","617800","부산광역시 사상구 감전동 105-22번지","부산광역시 사상구 괘감로 105 (감전동)","46982","신흥여관","20190708130739","U","2019-07-10 02:40:00.0","여관업","380906.985308266","186020.269610648","여관업","4","0","0","0","0","0","0","16","0","N","0","","","","","0","","","0","0","N",
"3999","숙박업","03_11_03_P","3390000","3390000-201-2000-00025","19861126","","03","폐업","02","폐업","20120330","","","","051 3015408","290.20","617825","부산광역시 사상구 삼락동 51-11번지","부산광역시 사상구 삼락천로 323 (삼락동)","46901","필","20120103135623","I","2018-08-31 23:59:59.0","여관업","380952.656725166","190239.820125396","여관업","4","0","2","4","0","0","13","0","0","N","0","","","","","0","","","0","0","N",
"4000","숙박업","03_11_03_P","3390000","3390000-214-2002-00001","19800806","","03","폐업","02","폐업","20140318","","","","051 3128659","114.19","617807","부산광역시 사상구 괘법동 550-11번지","부산광역시 사상구 사상로162번길 19 (괘법동)","46975","한일여관","20130419165336","I","2018-08-31 23:59:59.0","숙박업(생활)","381015.074132059","186438.72602998","숙박업(생활)","3","0","2","3","0","0","0","15","0","N","0","","","","","0","","","0","0","N",
"4001","숙박업","03_11_03_P","3390000","3390000-201-2001-00052","19760318","","03","폐업","02","폐업","20131227","","","","","75.16","617807","부산광역시 사상구 괘법동 545-16번지","부산광역시 사상구 광장로81번길 8 (괘법동)","46968","은하여인숙","20130415154832","I","2018-08-31 23:59:59.0","여관업","380822.382987312","186663.885375917","여관업","3","0","2","3","0","0","0","14","0","N","0","","","","","0","","","0","0","N",
"4002","숙박업","03_11_03_P","3390000","3390000-201-2001-00023","19800723","","03","폐업","02","폐업","20160405","","","","051 3166285","86.83","617806","부산광역시 사상구 괘법동 817-1번지","부산광역시 사상구 사상로 244-10 (괘법동)","46964","서울여관","20130523113855","I","2018-08-31 23:59:59.0","여관업","380598.624103103","187064.023283787","여관업","","","","","","","","12","","N","","","","","","","","","","","N",
"4003","숙박업","03_11_03_P","3390000","3390000-201-1990-00004","19901215","","03","폐업","02","폐업","20191219","","","","051 3108534","2,216.62","617829","부산광역시 사상구 엄궁동 149-1번지","부산광역시 사상구 낙동대로 713 (엄궁동)","47033","호텔 플라밍고","20191219161116","U","2019-12-21 02:40:00.0","관광호텔","379217.521019149","182483.668081666","관광호텔","10","0","4","9","0","0","12","65","0","N","0","","","","","0","","","0","0","N",
"4004","숙박업","03_11_03_P","3390000","3390000-201-1988-00788","19881221","","03","폐업","02","폐업","20220609","","","","051 3235928","355.20","617807","부산광역시 사상구 괘법동 544-19","부산광역시 사상구 광장로93번길 7 (괘법동)","46967","파트너장","20220617150727","U","2022-06-19 02:40:00.0","여관업","380921.008145879","186668.51893785","여관업","5","0","1","4","0","0","0","15","0","N","0","","","","","0","0","0","0","0","N",
"4005","숙박업","03_11_03_P","3390000","3390000-201-2002-00058","19930630","","03","폐업","02","폐업","20170529","","","","051 3170537","116.40","617800","부산광역시 사상구 감전동 105-24번지","부산광역시 사상구 사상로147번길 32 (감전동)","46982","산호장","20170529112959","I","2018-08-31 23:59:59.0","여관업","380966.950593087","186087.577366095","여관업","3","0","2","3","0","0","0","15","0","N","0","","","","","0","","","0","0","N",
"4006","숙박업","03_11_03_P","3390000","3390000-201-2000-00032","20021217","","03","폐업","02","폐업","20191231","","","","051 324 6087","473.48","617806","부산광역시 사상구 괘법동 270-5번지","부산광역시 사상구 사상로224번길 19 (괘법동)","46964","목화빌장","20200102153857","U","2020-01-04 02:40:00.0","여관업","380720.976273265","186946.91065357","여관업","4","0","2","4","0","0","0","21","0","N","0","","","","","0","","","0","0","N",
"4007","숙박업","03_11_03_P","3390000","3390000-201-1984-00847","19841218","","03","폐업","02","폐업","20151124","","","","051 3232927","492.48","617829","부산광역시 사상구 엄궁동 353-2번지","부산광역시 사상구 낙동대로 734-1 (엄궁동)","47042","은수장","20150630134949","I","2018-08-31 23:59:59.0","여관업","379420.00512525","182623.373198235","여관업","4","0","1","4","0","0","0","18","0","N","0","","","","","0","","","0","0","N",
"4008","숙박업","03_11_03_P","3390000","3390000-201-1989-00469","19890124","","03","폐업","02","폐업","20201023","","","","051 3152628","235.66","617808","부산광역시 사상구 괘법동 517-14","부산광역시 사상구 삼락천로 5 (괘법동)","46960","금일장","20201023114205","U","2020-10-25 02:40:00.0","여관업","380091.188766092","187265.530121851","여관업","3","0","3","3","0","0","0","14","0","N","0","","","","","0","","","0","0","N",
"4009","숙박업","03_11_03_P","3390000","3390000-201-2000-00045","20000810","","03","폐업","02","폐업","20101022","","","","051 3242955","354.00","617806","부산광역시 사상구 괘법동 266-19번지","","","유화장","20110405134128","I","2018-08-31 23:59:59.0","여관업","380682.465909186","187027.072548663","여관업","3","0","1","3","0","0","0","12","0","N","0","","","","","0","","","0","0","N",
"4010","숙박업","03_11_03_P","3390000","3390000-201-1979-00355","19791231","","03","폐업","02","폐업","20090723","","","","051 3116150","112.40","617800","부산광역시 사상구 감전동 104-39번지","","","화신장","20080328134052","I","2018-08-31 23:59:59.0","여관업","380907.520077264","186137.488338123","여관업","","","","","","","","15","","N","","","","","","","","","","","N",
"4011","숙박업","03_11_03_P","3390000","3390000-201-1998-00485","19980430","","03","폐업","02","폐업","20100223","","","","051 3174005","197.92","617807","부산광역시 사상구 괘법동 550-19번지","","","귀빈장","20080516162043","I","2018-08-31 23:59:59.0","여관업","380998.401091546","186444.015513984","여관업","","","","","","","","14","","N","","","","","","","","","","","N",
"4012","숙박업","03_11_03_P","3390000","3390000-201-1978-00357","19780608","","03","폐업","02","폐업","19950731","","","","051",".00","617806","부산광역시 사상구 괘법동 817-1번지 817-1,9","","","미진","19990428000000","I","2018-08-31 23:59:59.0","여관업","380598.624103103","187064.023283787","여관업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N",
"4013","숙박업","03_11_03_P","3390000","3390000-201-1978-00358","19780608","","03","폐업","02","폐업","19971106","","","","051",".00","617807","부산광역시 사상구 괘법동 555-21번지","","","남성","19990428000000","I","2018-08-31 23:59:59.0","여관업","380949.46928769","186205.629000064","여관업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N",
"4014","숙박업","03_11_03_P","3390000","3390000-201-1980-00375","19801017","","03","폐업","02","폐업","19951004","","","","051",".00","617807","부산광역시 사상구 괘법동 535-9번지","","","대동","19990428000000","I","2018-08-31 23:59:59.0","여관업","380757.035212812","186738.162690136","여관업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N",
"4015","숙박업","03_11_03_P","3390000","3390000-201-1981-00378","19810817","","03","폐업","02","폐업","19990223","","","","051",".00","617808","부산광역시 사상구 괘법동 517-21번지","","","문화","19990428000000","I","2018-08-31 23:59:59.0","여관업","380047.250690924","187284.605272444","여관업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N",
"4016","숙박업","03_11_03_P","3390000","3390000-201-1974-00001","19741008","","03","폐업","02","폐업","20050127","","","","051 3155149","95.74","617808","부산광역시 사상구 괘법동 523-9번지","","","월성여관","20040428000000","I","2018-08-31 23:59:59.0","여관업","380475.443495764","187110.471639134","여관업","","","","","","","","14","","N","","","","","","","","","","","N",
"4017","숙박업","03_11_03_P","3390000","3390000-201-1980-00149","19800605","","03","폐업","02","폐업","19980321","","","","051",".00","617819","부산광역시 사상구 모라동 647-8번지","","","밀양","19990428000000","I","2018-08-31 23:59:59.0","여관업","381091.136158203","189795.208334239","여관업","0","0","0","","0","","0","0","0","N","0","","","","","","","","","","N",
"4018","숙박업","03_11_03_P","3390000","3390000-201-2003-00006","19880728","","03","폐업","02","폐업","20071005","","","","051 3137329","421.60","617807","부산광역시 사상구 괘법동 544-20번지","","","그랜드장","20040428000000","I","2018-08-31 23:59:59.0","여관업","380924.011062562","186662.072702191","여관업","","","","","","","","18","","N","","","","","","","","","","","N",
"4019","숙박업","03_11_03_P","3390000","3390000-201-1976-00685","19760306","","03","폐업","02","폐업","20090720","","","","051 3174687","46.18","617800","부산광역시 사상구 감전동 104-22번지","","","함양여인숙","20030412000000","I","2018-08-31 23:59:59.0","여인숙업","380971.600398166","186164.602050891","여인숙업","","","","","","","","11","","N","","","","","","","","","","","N",
"4020","숙박업","03_11_03_P","3390000","3390000-201-2000-00039","19770126","","03","폐업","02","폐업","20051110","","","","005103278950","95.30","617803","부산광역시 사상구 감전동 151-11번지","","","본동여인숙","20040428000000","I","2018-08-31 23:59:59.0","여인숙업","380377.461279629","185622.395350415","여인숙업","","","","","","","","16","","N","","","","","","","","","","","N",
"4021","숙박업","03_11_03_P","3390000","3390000-201-1995-00004","19740228","","03","폐업","02","폐업","20040621","","","","051 3124936","57.71","617833","부산광역시 사상구 주례동 60-75번지","","","유성여관","20030603000000","I","2018-08-31 23:59:59.0","여관업","","","여관업","","","","","","","","10","","N","","","","","","","","","","","N",
"4022","숙박업","03_11_03_P","3390000","3390000-201-1976-00686","19760110","","03","폐업","02","폐업","20080124","","","","051 3122969","94.57","617839","부산광역시 사상구 주례동 693-20번지","","","부산여관","20030423000000","I","2018-08-31 23:59:59.0","여관업","381990.412188478","185355.781857873","여관업","","","","","","","","19","","N","","","","","","","","","","","N",
"4023","숙박업","03_11_03_P","3390000","3390000-201-2002-00023","19781019","","03","폐업","02","폐업","20210205","","","","051 3138900","68.95","617806","부산광역시 사상구 괘법동 821-5","부산광역시 사상구 사상로 244-7 (괘법동)","46964","송정장","20210329160854","U","2021-03-31 02:40:00.0","여관업","380585.594009401","187084.612160311","여관업","3","0","2","3","0","0","0","13","0","N","0","","","","","0","","","0","0","N",
"4024","숙박업","03_11_03_P","3390000","3390000-201-2001-00018","19860116","","03","폐업","02","폐업","20220111","","","","051 3014363","109.76","617825","부산광역시 사상구 삼락동 51-25","부산광역시 사상구 삼락천로 327 (삼락동)","46901","태화장","20220111142937","U","2022-01-13 02:40:00.0","여관업","380954.940395904","190258.391250208","여관업","4","0","2","4","0","0","14","0","0","N","0","","","","","0","0","0","0","0","N",
"4025","숙박업","03_11_03_P","3390000","3390000-201-1978-00359","19771017","","03","폐업","02","폐업","20190401","","","","051 3021055","143.14","617823","부산광역시 사상구 모라동 702-13번지","부산광역시 사상구 사상로456번길 7 (모라동)","46920","운수장","20190718152703","U","2019-07-20 02:40:00.0","여관업","380939.131736031","189155.112057114","여관업","3","0","0","0","0","0","0","19","0","N","0","","","","","0","","","0","0","N",
"4026","숙박업","03_11_03_P","3390000","3390000-201-1986-00776","19860226","","03","폐업","02","폐업","20210819","","","","051 3245959","412.00","617841","부산광역시 사상구 학장동 533-1","부산광역시 사상구 주례로 265 (학장동)","47048","산장여관","20211213095108","U","2021-12-15 02:40:00.0","여관업","381181.655642588","184370.297835172","여관업","3","0","1","3","0","0","0","14","0","N","0","","","","","0","0","0","0","0","N",
"4027","숙박업","03_11_03_P","3390000","3390000-201-1987-00778","19841218","","03","폐업","02","폐업","20080214","","","","051 3112235","406.20","617807","부산광역시 사상구 괘법동 554-8번지","","","초원장","20060516000000","I","2018-08-31 23:59:59.0","여관업","380852.905805634","186433.1978975","여관업","","","","","","","","18","","N","","","","","","","","","","","N",
"4028","숙박업","03_11_03_P","3390000","3390000-201-1976-00687","19761231","","03","폐업","02","폐업","20060821","","","","051 3122674","152.74","617839","부산광역시 사상구 주례동 692-29번지","","","서울여관","20060116000000","I","2018-08-31 23:59:59.0","여관업","381930.859937775","185316.478638092","여관업","","","","","","","","19","","N","","","","","","","","","","","N",
"4029","숙박업","03_11_03_P","3390000","3390000-201-1997-00004","19841208","","03","폐업","02","폐업","20141230","","","","051 3282725","416.00","617807","부산광역시 사상구 괘법동 545-11번지","부산광역시 사상구 광장로87번길 15 (괘법동)","","금호장","20130613092037","I","2018-08-31 23:59:59.0","여관업","380844.39499644","186700.746668335","여관업","4","0","3","4","0","0","0","17","0","N","0","","","","","0","","","0","0","N",
"4030","숙박업","03_11_03_P","3390000","3390000-201-2000-00034","19871231","","03","폐업","02","폐업","20140730","","","","051 3255402","155.05","617807","부산광역시 사상구 괘법동 545-13번지","부산광역시 사상구 광장로87번길 11 (괘법동)","46968","삼호장","20140311135643","I","2018-08-31 23:59:59.0","여관업","380853.722750855","186684.470890545","여관업","4","0","1","4","0","0","0","15","0","N","0","","","","","0","","","0","0","N",
"4031","숙박업","03_11_03_P","3390000","3390000-201-1978-00360","19780123","","03","폐업","02","폐업","20200102","","","","051 3016787","147.42","617825","부산광역시 사상구 삼락동 50-1번지","부산광역시 사상구 낙동대로 1564 (삼락동)","46901","대원장","20200102153849","U","2020-01-04 02:40:00.0","여관업","380971.841072984","190406.052929773","여관업","3","0","0","0","0","0","0","19","0","N","0","","","","","0","","","0","0","N",
"4032","숙박업","03_11_03_P","3390000","3390000-201-2002-00040","19980301","","03","폐업","02","폐업","20190530","","","","051 3131338","294.97","617806","부산광역시 사상구 괘법동 825-7번지","부산광역시 사상구 사상로 244-16 (괘법동)","46964","서하장여관","20190718152617","U","2019-07-20 02:40:00.0","여관업","380632.422232833","187068.754334127","여관업","0","0","2","4","0","0","0","18","0","N","0","","","","","0","","","0","0","N",
"4033","숙박업","03_11_03_P","3390000","3390000-201-2002-00025","19800721","","03","폐업","02","폐업","20170412","","","","051 3220137","139.28","617808","부산광역시 사상구 괘법동 526-4번지","부산광역시 사상구 사상로223번길 7 (괘법동)","46963","골든장","20170412164808","I","2018-08-31 23:59:59.0","여관업","380561.453420893","186844.26189264","여관업","4","0","2","4","0","0","0","13","0","N","0","","","","","0","","","0","0","N",
"4034","숙박업","03_11_03_P","3390000","3390000-201-2002-00033","19861226","","03","폐업","02","폐업","20120113","","","","051 3261221","294.30","617809","부산광역시 사상구 괘법동 557-12번지","","","옥류모텔","20111021113137","I","2018-08-31 23:59:59.0","숙박업 기타","380735.336624415","186347.635252485","숙박업 기타","3","0","1","3","0","0","0","11","0","N","0","","","","","0","","","0","0","N",
"4035","숙박업","03_11_03_P","3390000","3390000-201-2002-00010","19810515","","03","폐업","02","폐업","20180827","","","","051 3053131","124.41","617827","부산광역시 사상구 삼락동 419-9번지","부산광역시 사상구 낙동대로 1232 (삼락동)","46912","미림장","20180827172625","I","2018-08-31 23:59:59.0","여관업","380064.672200306","187435.648273806","여관업","0","0","2","3","0","0","17","0","0","N","0","","","","","0","","","0","0","N",
