"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","수리대상 의료기기의 유형","다른 겸업 여부","총규모","영업규모",
"234","의료기기수리업","01_02_02_P","3370000","PHMG320213370022047400001","20200409","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 연산동 1310-35","부산광역시 연제구 월드컵대로73번길 84, 2층 (연산동)","47598","주식회사 에스디","20210125094917","U","2021-01-27 02:40:00.0","","389334.811940475","188903.949343532","","","","",
"235","의료기기수리업","01_02_02_P","3380000","PHMG320053380023047400001","20050127","","03","폐업","03","폐업","20190521","","","","758-7664","","613753","부산광역시 수영구 광안동 1046번지 7호","부산광역시 수영구 광서로 54, 상가B동 201호 (광안동)","48245","삼원치과재료상사","20190521152528","U","2019-05-23 02:40:00.0","","391988.763648937","187096.117589338","","","","",
"236","의료기기수리업","01_02_02_P","3380000","PHMG320053380023047400003","20050325","","03","폐업","03","폐업","20120323","","","","304-6678","","613831","부산광역시 수영구 수영동 457번지 4호","부산광역시 수영구 연수로 379 (수영동)","","한성메디피아","20120323145328","I","2018-10-11 15:46:28.0","","392297.012109663","187695.723137167","","","","",
"237","의료기기수리업","01_02_02_P","3380000","PHMG320053380023047400004","20050614","","03","폐업","03","폐업","20210119","","","","756-4164","","613804","부산광역시 수영구 광안2동 165번지 19호","부산광역시 수영구 수영로540번길 7 (광안동)","","남북메디칼","20210119143400","U","2021-01-21 02:40:00.0","","392442.296898919","185912.152264798","","","","",
"238","의료기기수리업","01_02_02_P","3380000","PHMG320153380023047400001","20150612","","03","폐업","03","폐업","20161202","","","","051-751-3484","","613809","부산광역시 수영구 광안동 735번지 1호","부산광역시 수영구 수영로587번길 25, 5층 (광안동)","48255","(주)부경랩","20161202135957","I","2018-10-11 15:46:28.0","","392260.498772661","186392.103878939","","","","",
"239","의료기기수리업","01_02_02_P","3380000","PHMG320213380023047400001","20211213","","01","영업/정상","13","영업중","","","","","070-8676-6273","","","부산광역시 수영구 남천동 74-25","부산광역시 수영구 남천서로13번길 23, 1층 (남천동)","48317","주식회사 인터오션","20211213175926","I","2021-12-15 00:22:43.0","","391930.878550975","184607.866833516","","","","",
"240","의료기기수리업","01_02_02_P","3380000","PHMG320053380023047400002","20050126","","01","영업/정상","13","영업중","","","","","051-757-4849","","","부산광역시 수영구 광안동 1041-18","부산광역시 수영구 연수로382번길 69, 1층 (광안동)","48244","에이원이덴탈","20220208203845","U","2022-02-10 02:40:00.0","","392128.994553778","187396.104038406","","","","",
"241","의료기기수리업","01_02_02_P","3380000","PHMG320163380023047400002","20161116","","01","영업/정상","13","영업중","","","","","051-757-7718","","","부산광역시 수영구 광안동 89번지 13호","부산광역시 수영구 수영로 668, 1212호 (광안동)","48267","(주)에스제이메디슨","20170314185448","I","2018-10-11 15:46:28.0","","392635.637555849","187172.4033403","","","","",
"242","의료기기수리업","01_02_02_P","3390000","PHMG320193390023047400001","20190121","","03","폐업","03","폐업","20211213","","","","","","","","부산광역시 사상구 모라로110번길 85, 모라영구임대아파트 110호 (모라동)","46934","장수케어","20211213105814","U","2021-12-15 02:40:00.0","","381779.166455538","189006.404394703","","","","",
"243","의료기기수리업","01_02_02_P","3390000","PHMG320053390023047400003","20050607","","03","폐업","03","폐업","20111031","","","","317-0836","","617721","부산광역시 사상구 감전동 산업용재유통상가 5동 139호","부산광역시 사상구 새벽로 131, 5동 139호 (감전동, 산업용재유통상가)","617721","대성메디칼","20111031163213","I","2018-10-11 15:46:28.0","","380482.767624189","185582.274947583","","","","",
"244","의료기기수리업","01_02_02_P","3390000","PHMG320113390023047400001","20110330","","03","폐업","03","폐업","20161205","","","","314-7175","","617815","부산광역시 사상구 덕포동 415번지 1호","부산광역시 사상구 삼덕로 76 (덕포동)","46949","큰사랑홈케어","20161205103701","I","2018-10-11 15:46:28.0","","380774.63005097","187826.28819364","","","","",
"245","의료기기수리업","01_02_02_P","3390000","PHMG320053390023047400001","20050222","","03","폐업","03","폐업","20120306","","","","303-4523","","617070","부산광역시 사상구 삼락동 388번지 18호","부산광역시 사상구 낙동대로1348번길 45 (삼락동)","617826","비전테크","20120307141805","I","2018-10-11 15:46:28.0","","380167.281892201","188577.11141184","","","","",
"246","의료기기수리업","01_02_02_P","3390000","PHMG320053390023047400004","20050608","","03","폐업","03","폐업","20161215","","","","302-9588","","617819","부산광역시 사상구 모라동 283번지 10호","부산광역시 사상구 사상로531번길 57 (모라동)","46917","위니아서비스북부산지점","20161215115117","I","2018-10-11 15:46:28.0","","380863.813708","189960.554864196","","","","",
"247","의료기기수리업","01_02_02_P","3390000","PHMG320103390023047400001","20101105","","03","폐업","03","폐업","20151124","","","","462-1260","","617012","부산광역시 사상구 주례2동 52번지 194호","부산광역시 사상구 가야대로 399-1 (주례동)","47005","조은휠체어","20150827113335","I","2018-10-11 15:46:28.0","","383663.545273895","185504.484534857","","","","",
"248","의료기기수리업","01_02_02_P","3390000","PHMG320123390023047400001","20120327","","03","폐업","03","폐업","20200331","","","","208-1258","","617844","부산광역시 사상구 학장동 322번지 1호","부산광역시 사상구 학감대로 157 (학장동)","47023","위니아서비스서부산점","20200331114124","U","2020-04-02 02:40:00.0","","381088.685156996","184691.014032598","","","","",
"249","의료기기수리업","01_02_02_P","3390000","PHMG320153390023047400002","20150310","","03","폐업","03","폐업","20151104","","","","","","617050","부산광역시 사상구 감전동 118번지 34호","부산광역시 사상구 학감대로 275 (감전동)","46984","(주)지메디","20151104142252","I","2018-10-11 15:46:28.0","","381314.498260386","185844.43713693","","","","",
"250","의료기기수리업","01_02_02_P","3390000","PHMG320173390023047400001","20170117","","03","폐업","03","폐업","20200120","","","","051-334-7730","","","","부산광역시 사상구 사상로 369, 2층 (덕포동)","46946","필코전자","20200120161747","U","2020-01-22 02:40:00.0","","380728.108181143","188297.454170202","","","","",
"251","의료기기수리업","01_02_02_P","3390000","PHMG320193390023047400002","20190307","","01","영업/정상","13","영업중","","","","","051-292-1191","","","부산광역시 사상구 감전동 132번지 7호 부산디지털밸리아파트형공장","부산광역시 사상구 대동로 303, 부산디지털밸리아파트형공장 1107호 (감전동)","46981","다우기기주식회사","20190308154456","I","2019-03-10 02:21:45.0","","380909.178507556","185739.851127297","","","","",
"252","의료기기수리업","01_02_02_P","3390000","PHMG320203390023047400001","20201015","","01","영업/정상","13","영업중","","","","","051-995-6300","","","부산광역시 사상구 모라동 1375 부산벤처타워","부산광역시 사상구 모라로 22, 부산벤처타워 12층 1201호 (모라동)","46918","와이앤비사이언스 주식회사","20201015130221","I","2020-10-17 00:23:10.0","","380700.827195332","189776.290986029","","","","",
"253","의료기기수리업","01_02_02_P","3390000","PHMG320113390023047400002","20110727","","01","영업/정상","13","영업중","","","","","312-1051","","617721","부산광역시 사상구 감전동 152번지 2호 산업용재유통상가 2동 231호","부산광역시 사상구 새벽로 133, 2동 231호 (감전동, 산업용재유통상가)","46988","디엠텍","20111214092219","I","2018-10-11 15:46:28.0","","380482.767624189","185582.274947583","","","","",
"254","의료기기수리업","01_02_02_P","3390000","PHMG320053390023047400002","20050526","","01","영업/정상","13","영업중","","","","","329-8945","","617731","부산광역시 사상구 감전동 132번지 7호 벽산디지털벨리 914호","부산광역시 사상구 대동로 303 (감전동, 벽산디지털벨리 914호)","46981","(주)베스트메디칼","20111214092712","I","2018-10-11 15:46:28.0","","380909.178507556","185739.851127297","","","","",
"255","의료기기수리업","01_02_02_P","3390000","PHMG320073390023047400001","20070827","","01","영업/정상","13","영업중","","","","","","","617731","부산광역시 사상구 감전동 132번지 7호 벽산디지털벨리 914호 일부","부산광역시 사상구 대동로 303 (감전동, 벽산디저털벨리 914호 일부)","46981","시그마테크","20111214092534","I","2018-10-11 15:46:28.0","","380909.178507556","185739.851127297","","","","",
"256","의료기기수리업","01_02_02_P","3390000","PHMG320123390023047400002","20120524","","01","영업/정상","13","영업중","","","","","070-8688-8886","","617081","부산광역시 사상구 모라1동 658번지 8호 명신상가 103호","부산광역시 사상구 모덕로67번길 136, 103호 (모라동, 명신상가)","46921","메디아이","20120703122049","I","2018-10-11 15:46:28.0","","380760.397903091","189408.937288751","","","","",
"257","의료기기수리업","01_02_02_P","3390000","PHMG320133390023047400001","20130103","","01","영업/정상","13","영업중","","","","","327-4505","","617844","부산광역시 사상구 학장동 278번지 23호","부산광역시 사상구 학감대로178번길 42 (학장동)","47021","주식회사 태천의료산업","20170825172205","I","2018-10-11 15:46:28.0","","381397.438583632","184828.921227076","","","","",
"258","의료기기수리업","01_02_02_P","3390000","PHMG320143390023047400001","20140508","","01","영업/정상","13","영업중","","","","","","","617012","부산광역시 사상구 주례동 52번지 165호","부산광역시 사상구 진사로 16 (주례동)","47006","모닝메디케어","20140508093925","I","2018-10-11 15:46:28.0","","383648.327707905","185303.384236309","","","","",
"259","의료기기수리업","01_02_02_P","3390000","PHMG320153390023047400001","20160229","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 감전동 152번지 2호 부산산업용재유통상가","부산광역시 사상구 새벽로 131, 부산산업용재유통상가 4동 139호 (감전동)","46988","대성메디컬","20190322160307","U","2019-03-24 02:40:00.0","","380482.767624189","185582.274947583","","","","",
"260","의료기기수리업","01_02_02_P","3390000","PHMG320163390023047400002","20160704","","01","영업/정상","13","영업중","","","","","051-317-7495","","","부산광역시 사상구 모라동 202번지 2호 벽산아파트상가 116동 103호","부산광역시 사상구 백양대로934번길 80, 116동 103호 (모라동, 벽산아파트상가)","46927","엠케어","20160711172956","I","2018-10-11 15:46:28.0","","381511.170751782","189844.425246855","","","","",
"261","의료기기수리업","01_02_02_P","3390000","PHMG320163390023047400003","20161124","","01","영업/정상","13","영업중","","","","","070-8234-9361","","","부산광역시 사상구 모라동 313번지","부산광역시 사상구 백양대로934번길 52-30, 103호 (모라동, 우성2차아파트상가)","46928","와이지메디케어","20180125125119","I","2018-10-11 15:46:28.0","","381624.987336614","189680.647736946","","","","",
"262","의료기기수리업","01_02_02_P","3400000","PHMG320193400013047400001","20190418","","03","폐업","03","폐업","20210331","","","","0517241654","","","부산광역시 기장군 기장읍 대라리 175번지 7호 우원빌라","부산광역시 기장군 기장읍 차성로 204-1, 2층 202호 (우원빌라)","46073","지케이알메디칼","20210402152828","U","2021-04-04 02:40:00.0","","401425.970260668","195178.159729943","","","","",
"263","의료기기수리업","01_02_02_P","3400000","PHMG320223400013047400001","20210304","","01","영업/정상","13","영업중","","","","","051-727-3119","","","부산광역시 기장군 장안읍 기룡리 1154","부산광역시 기장군 장안읍 에코산단로 26","46031","(주)탐케어코리아","20220318114352","I","2022-03-20 00:22:35.0","","","","","","","",
"264","의료기기수리업","01_02_02_P","3400000","PHMG320203400013047400001","20200318","","01","영업/정상","13","영업중","","","","","051-724-3475","","","부산광역시 기장군 기장읍 대라리 147번지 20호","부산광역시 기장군 기장읍 차성로 236","46070","더해드림","20200318131008","I","2020-03-20 00:23:22.0","","","","","","","",
"265","의료기기수리업","01_02_02_P","3400000","PHMG320123400013047400001","20120416","","01","영업/정상","13","영업중","","","","","900-8504","","","부산광역시 기장군 정관읍 달산리 1026번지 3호","부산광역시 기장군 정관읍 달산3길 22","46024","델타메디칼 영남사업소","20190103100907","U","2019-01-05 02:40:00.0","","398422.938186829","204209.429168956","","","","",
"266","의료기기수리업","01_02_02_P","3400000","PHMG320143400013047400001","20140407","","01","영업/정상","13","영업중","","","","","051-721-9996","","619905","부산광역시 기장군 기장읍 동부리 362번지 9호","부산광역시 기장군 기장읍 차성동로102번길 5","46063","삼정연합상사","20140407134809","I","2018-10-11 15:46:28.0","","401741.215395072","196436.524452688","","","","",
"267","의료기기수리업","01_02_02_P","6260000","201162600006000001","20110128","","01","영업/정상","1","정상","","","","","0517242217","","","부산광역시 해운대구 우동  640번지 5호","부산광역시 해운대구 해운대로 589 (우동)","","대세의료기","20131220141624","I","2018-08-31 23:59:59.0","","396338.471180642","186900.437044688","환자운반차","Y","","",
"268","의료기기수리업","01_02_02_P","6260000","201162600006000002","20110228","","01","영업/정상","1","정상","","","","","0513023670","","","부산광역시 사상구 덕포동  110번지","부산광역시 사상구 백양대로 682 (덕포동)","","(주)대세엠·케어","20141209235729","I","2018-08-31 23:59:59.0","","381141.771667628","187216.242891345","환자 운반차","Y","","",
"269","의료기기수리업","01_02_02_P","6260000","201162600006000003","20090330","","01","영업/정상","1","정상","","","","","0513343607","","","부산광역시 북구 금곡동  1330번지 1호 월드프라자 305호","부산광역시 북구 금곡대로 458, 305호 (금곡동,월드프라자)","","(주)은성메디텍","20131224153734","I","2018-08-31 23:59:59.0","","383187.953800754","196281.988973649","마취기, 심혈관용기계기구, 생체현상측정기기","Y","","",
"270","의료기기수리업","01_02_02_P","6260000","201162600006000004","20050620","","01","영업/정상","1","정상","","","","","07088502803","","","부산광역시 연제구 거제동  721번지 3호","부산광역시 연제구 거제대로 94 (거제동)","","대우일렉서비스(주) 부산센터","20131220142208","I","2018-08-31 23:59:59.0","","388341.692105634","188369.298059009","의료용물질생성기, 정형용기기, 체온측정용기구, 생체현상측정기기","Y","","",
"271","의료기기수리업","01_02_02_P","6260000","201162600006000005","20070330","","01","영업/정상","1","정상","","","","","0518192311","","","부산광역시 동구 초량동  1169번지 13호","부산광역시 동구 중앙대로 262 (초량동)","","디와이메닉스(주)","20131220142406","I","2018-08-31 23:59:59.0","","386151.348772833","182004.96097576","환자운반차","Y","","",
