"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","자치단체코드","업체유형명","자본금","지정정비업종명","면허일자","면허유효기간시작일자","면허유효기간종료일자","자격면허발급기관",
"71","국제물류주선업","11_45_01_P","6260000","6260000-63-365","20080124","","01","영업/정상","0010","운행","","","","","","","","부산광역시 중구 중앙동4가 78번지 6호 태광빌딩 201호","부산광역시 중구 충장대로5번길 56, 201호 (중앙동4가,태광빌딩)","","(주)대풍에스지에스물류","20120426000000","U","2018-11-03 04:00:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"72","국제물류주선업","11_45_01_P","6260000","6260000-63-367","19970623","","01","영업/정상","0010","운행","","","","","0514651031","","48939","부산광역시 중구 중앙동4가 89-1","부산광역시 중구 중앙대로 94 (중앙동4가)","48939","(주)코리아브이익스프레스","20220110000000","U","2022-01-12 02:40:00.0","","385624.468710403","180447.914514374","6260000","국제물류주선업","500000000","","","","","",
"73","국제물류주선업","11_45_01_P","6260000","6260000-63-368","20100714","","01","영업/정상","0010","운행","","","","","0514634631","","46971","부산광역시 사상구 괘법동 570-4 화인빌딩8층 803호","부산광역시 사상구 광장로 10, 화인빌딩 8층 803호(괘법동)","46971","(주)티씨더블유라인","20220324000000","U","2022-03-26 02:40:00.0","","380133.263890889","186600.174174412","6260000","국제물류주선업","300000000","","","","","",
"74","국제물류주선업","11_45_01_P","6260000","6260000-63-968","20150211","","01","영업/정상","0010","운행","","","","","0514691227","","48731","부산광역시 동구 초량동 1169-1","부산광역시 동구 중앙대로274번길 4, 401호 (초량동)","48731","모든종합물류 (주)","20180523000000","U","2018-11-03 04:00:00.0","","386199.486310653","182100.294558175","6260000","국제물류주선업","300000000","","","","","",
"75","국제물류주선업","11_45_01_P","6260000","6260000-63-970","20170801","","01","영업/정상","0010","운행","","","","","0517821954","","","","부산광역시 해운대구 센텀북대로 60, 1013호 (재송동)","48059","(주)라인브릿지","20201007000000","U","2020-10-09 02:40:00.0","","393561.58646018","188474.665440257","6260000","국제물류주선업","300000000","","","","","",
"76","국제물류주선업","11_45_01_P","6260000","6260000-63-971","20170807","","01","영업/정상","0010","운행","","","","","0518314478","","46981","부산광역시 사상구 감전동 132-7 부산디지털밸리아파트형공장 917호","부산광역시 사상구 대동로 303, 부산디지털밸리아파트형공장 917호 (감전동)","46981","(주)경영특수","20201103000000","U","2020-11-05 02:40:00.0","","380981.41459300000","186059.08147100000","6260000","국제물류주선업","300000000","","","","","",
"77","국제물류주선업","11_45_01_P","6260000","6260000-63-929","20170102","","01","영업/정상","0010","운행","","","","","0517146777","","","","부산광역시 동구 중앙대로196번길 6-11, 302호 (초량동)","48821","(주)엠투글로벌","20200227000000","U","2020-02-29 02:40:00.0","","385897.117726019","181277.659390792","6260000","국제물류주선업","300000000","","","","","",
"78","국제물류주선업","11_45_01_P","6260000","6260000-63-930","20170116","","01","영업/정상","0010","운행","","","","","0519727672","","48731","부산광역시 동구 초량동 1169-3 강남빌딩,6층 659호","부산광역시 동구 중앙대로 270, 강남빌딩 6층 659호 (초량동)","48731","(주)미송로직스","20200304000000","U","2020-03-06 02:40:00.0","","386177.958994368","182089.626704726","6260000","국제물류주선업","300000000","","","","","",
"79","국제물류주선업","11_45_01_P","6260000","6260000-63-933","20170125","","01","영업/정상","0010","운행","","","","","0514678005","","","","부산광역시 중구 충장대로5번길 34, 302호 (중앙동4가,명성빌딩)","48937","제운티엘에스 주식회사","20171012000000","U","2018-11-03 04:00:00.0","","385694.347017426","180690.925641268","6260000","국제물류주선업","300000000","","","","","",
"80","국제물류주선업","11_45_01_P","6260000","6260000-63-935","20170221","","01","영업/정상","0010","운행","","","","","0517598050","","47841","부산광역시 동래구 사직동 123-13 알프빌딩3층","부산광역시 동래구 아시아드대로154번길 63, 알프빌딩 3층 (사직동)","47841","(주)제이에스엘로지스틱스","20210517000000","U","2021-05-19 02:40:00.0","","388321.119845678","190850.766491498","6260000","국제물류주선업","300000000","","","","","",
"81","국제물류주선업","11_45_01_P","6260000","6260000-63-938","20170315","","01","영업/정상","0010","운행","","","","","0517158869","","48938","부산광역시 중구 중앙동4가 85-3","부산광역시 중구 충장대로9번길 22, 5층 (중앙동4가)","48938","에스엔제이종합물류(주)","20210706000000","U","2021-07-08 02:40:00.0","","385724.319576287","180589.309934345","6260000","국제물류주선업","300000000","","","","","",
"82","국제물류주선업","11_45_01_P","6260000","6260000-63-939","20170328","","01","영업/정상","0010","운행","","","","","0519410677","","46767","부산광역시 강서구 성북동 1499번지 씨스테인웨그디스트리파크부산(주)","부산광역시 강서구 신항로 96-47, 씨스테인웨그디스트리파크부산(주) (성북동)","46767","씨스테인웨그디스트리파크부산(주)","20210618000000","U","2021-06-20 02:40:00.0","","366505.223718151","177690.547841429","6260000","국제물류주선업","7812370000","","","","","",
"83","국제물류주선업","11_45_01_P","6260000","6260000-63-946","20170421","","01","영업/정상","0010","운행","","","","","0519113979","","48930","부산광역시 중구 중앙동4가 36-1 원빌딩4층","부산광역시 중구 해관로 59-1, 원빌딩 4층 (중앙동4가)","48930","이로운로직스(주)","20210331000000","U","2021-04-02 02:40:00.0","","385507.438297238","180251.484441608","6260000","국제물류주선업","300000000","","","","","",
"84","국제물류주선업","11_45_01_P","6260000","6260000-63-948","20170428","","01","영업/정상","0010","운행","","","","","0517465340","","48283","부산광역시 수영구 민락동 181-88 타워더모스트 1235호","부산광역시 수영구 민락수변로17번길 36, 타워더모스트 1235호(민락동)","48283","(주)티알엘에스","20211021000000","U","2021-10-23 02:40:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"85","국제물류주선업","11_45_01_P","6260000","6260000-63-951","20170512","","01","영업/정상","0010","운행","","","","","0514668008","","48937","부산광역시 중구 중앙동4가 82-1 한광빌딩 404호","부산광역시 중구 중앙대로 130, 한광빌딩 404호 (중앙동4가)","48937","(주)고려종합운송","20200902000000","U","2020-09-04 02:40:00.0","","385686.625993097","180773.326305808","6260000","국제물류주선업","300000000","","","","","",
"86","국제물류주선업","11_45_01_P","6260000","6260000-63-972","20170807","","01","영업/정상","0010","운행","","","","","0517159252","","48741","부산광역시 동구 범일동 830-136","부산광역시 동구 조방로16번길 5 (범일동)","48741","(주)디위드로지스틱스","20211210000000","U","2021-12-12 02:40:00.0","","387936.44662896","184157.711090932","6260000","국제물류주선업","300000000","","","","","",
"87","국제물류주선업","11_45_01_P","6260000","6260000-63-974","20170817","","01","영업/정상","0010","운행","","","","","0517144910","","48751","부산광역시 동구 초량동 1185-64 협성마리나G7 A동 5404호","부산광역시 동구 충장대로 160, 협성마리나G7 A동 5404호(초량동)","48751","(주)케이피씨씨앤에어","20220420000000","U","2022-04-22 02:40:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"88","국제물류주선업","11_45_01_P","6260000","6260000-63-975","20170822","","01","영업/정상","0010","운행","","","","","0514656668","","","","부산광역시 중구 충장대로9번길 14, 5층 (중앙동4가)","48938","(주)우진로지스틱","20210401000000","U","2021-04-03 02:40:00.0","","385708.879355563","180507.809333956","6260000","국제물류주선업","300000000","","","","","",
"89","국제물류주선업","11_45_01_P","6260000","6260000-63-977","20170904","","01","영업/정상","0010","운행","","","","","","","","","부산광역시 금정구 중앙대로 1596 (부곡동)","46272","누리네트웍스 주식회사","20170904000000","U","2018-11-03 04:00:00.0","","390208.657368965","193961.154683513","6260000","국제물류주선업","0","","","","","",
"90","국제물류주선업","11_45_01_P","6260000","6260000-63-978","20170911","","01","영업/정상","0010","운행","","","","","0513641100","","46700","부산광역시 강서구 대저1동 1724-1 효빌딩 201호","부산광역시 강서구 대저중앙로 3, 효빌딩 201호 (대저1동)","46700","대림물산(주)","20201030000000","U","2020-11-01 02:40:00.0","","377438.358907361","192342.634238412","6260000","국제물류주선업","300000000","","","","","",
"91","국제물류주선업","11_45_01_P","6260000","6260000-63-979","20160912","","01","영업/정상","0010","운행","","","","","0519252850","","","","부산광역시 동구 중앙대로 169, 720호 (초량동,태영노블리안)","48820","(주) 세운물류","20180921000000","U","2018-11-03 04:00:00.0","","385747.06854269","181215.206591337","6260000","국제물류주선업","300000000","","","","","",
"92","국제물류주선업","11_45_01_P","6260000","6260000-63-980","20170926","","01","영업/정상","0010","운행","","","","","0516451112","","","","부산광역시 남구 자성로 152, 1302호 (문현동,한일오피스텔)","48475","옵스코퍼레이션(주)","20201109000000","U","2020-11-11 02:40:00.0","","388310.086924943","183883.854898063","6260000","국제물류주선업","300000000","","","","","",
"93","국제물류주선업","11_45_01_P","6260000","6260000-63-983","20171012","","01","영업/정상","0010","운행","","","","","0516221015","","48316","부산광역시 수영구 남천동 52-16 삼우오피스텔2층","부산광역시 수영구 수영로451번길 8-8, 삼우오피스텔 2층 (남천동)","48316","윌로직스(주)","20201019000000","U","2020-10-21 02:40:00.0","","392187.36344237","185097.472094899","6260000","국제물류주선업","300000000","","","","","",
"94","국제물류주선업","11_45_01_P","6260000","6260000-63-984","20171016","","01","영업/정상","0010","운행","","","","","0514426410","","47300","부산광역시 부산진구 부전동 537-9 더샵센트럴스타 이동 2604호","부산광역시 부산진구 중앙대로666번길 50, 이동 2604호 (부전동, 더샵 센트럴스타)","47300","(주)와이엠물류","20201021000000","U","2020-10-23 02:40:00.0","","387748.383011444","185533.437357236","6260000","국제물류주선업","300000000","","","","","",
"95","국제물류주선업","11_45_01_P","6260000","6260000-63-985","20171023","","01","영업/정상","0010","운행","","","","","","","46746","부산광역시 강서구 미음동 1638-17 2층","부산광역시 강서구 미음국제5로 85, 2층(미음동)","46746","(주)정우글로벌","20211101000000","U","2021-11-03 02:40:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"96","국제물류주선업","11_45_01_P","6260000","6260000-63-986","20171025","","01","영업/정상","0010","운행","","","","","0516101937","","48938","부산광역시 중구 중앙동4가 84-10 4층","부산광역시 중구 충장대로9번길 17, 4층(중앙동4가)","48938","녜스물류(주)","20220405000000","U","2022-04-07 02:40:00.0","","385687.937296255","180542.113582083","6260000","국제물류주선업","300000000","","","","","",
