"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","시력표수","표본렌즈수","측정의자수","동공거리측정기수","정점굴절계기수","조제용연마기수","렌즈절단기수","가열기수","안경세척기수","총면적",
"878","안경업","01_02_01_P","3350000","PHMB220063350024082200003","20060831","","03","폐업","03","폐업","20080107","","","","","","609390","부산광역시 금정구 장전동 420번지 2호","부산광역시 금정구 금강로 260-2 (장전동)","","아이박스 안경원","20090210140700","I","2018-08-31 23:59:59.0","","389763.677404888","194440.500050028","1","1","1","1","1","1","1","1","1","0",
"879","안경업","01_02_01_P","3350000","PHMB220093350024082200004","20091104","","03","폐업","03","폐업","20200518","","","","051-514-3047","","609814","부산광역시 금정구 남산동 105번지 1호 (1층)","부산광역시 금정구 남산로 11, 1층 (남산동)","46224","아이존안경","20200519153403","U","2020-05-21 02:40:00.0","","390201.857915626","198384.036431107","1","1","2","1","2","1","1","1","2","138.66",
"880","안경업","01_02_01_P","3350000","PHMB220103350024082200003","20100622","","03","폐업","03","폐업","20191030","","","","","","","","부산광역시 금정구 오륜대로 14-1, 1층 (부곡동)","46265","부곡안경원","20191030112439","U","2019-11-01 02:40:00.0","","390563.218215674","195543.756937239","1","1","1","1","1","1","1","1","1","26.7",
"881","안경업","01_02_01_P","3350000","PHMB220103350024082200004","20100726","","03","폐업","03","폐업","20170929","","","","051-581-3005","","609805","부산광역시 금정구 구서2동 822번지 2호 (1층)","부산광역시 금정구 금강로 576, 1층 (구서동)","46229","조은안경","20170929162528","I","2018-08-31 23:59:59.0","","389938.406434511","197496.044951381","1","1","1","1","1","2","1","1","1","89.93",
"882","안경업","01_02_01_P","3350000","PHMB219863350024082200002","19861025","","03","폐업","03","폐업","20110211","","","","051-513-7521","","609801","부산광역시 금정구 구서동 175-24","부산광역시 금정구 중앙대로 1941-1 (구서동)","609801","아이빌안경·콘텍트두실역점","20120319172523","I","2018-08-31 23:59:59.0","","390229.261819725","197385.890159567","1","1","1","1","1","1","1","1","1","",
"883","안경업","01_02_01_P","3350000","PHMB219903350024082200001","19900425","","03","폐업","03","폐업","20081120","","","","051-523-3297","","609848","부산광역시 금정구 서4동 190-24","","","귀빈안경원","20081120141639","I","2018-08-31 23:59:59.0","","","","1","1","1","1","1","1","1","1","1","",
"884","안경업","01_02_01_P","3350000","PHMB219913350024082200001","19910530","","03","폐업","03","폐업","20091028","","","","051-514-8300","","609802","부산광역시 금정구 구서2동 163-25","","","라데팡스안경","20091028150443","I","2018-08-31 23:59:59.0","","","","1","1","1","1","1","1","1","1","1","",
"885","안경업","01_02_01_P","3350000","PHMB219943350024082200001","19941008","","03","폐업","03","폐업","20121022","","","","051-581-2111","","609838","부산광역시 금정구 장전동 378-7","부산광역시 금정구 금정로68번길 16 (장전동)","609838","갤러리안경","20121022161335","I","2018-08-31 23:59:59.0","","389951.092402742","194359.234019827","1","1","1","1","1","1","1","1","1","",
"886","안경업","01_02_01_P","3350000","PHMB220003350024082200003","20001103","","03","폐업","03","폐업","20081126","","","","051-522-6708","","609832","부산광역시 금정구 서2동 300-12","","","평화안경원","20081126140756","I","2018-08-31 23:59:59.0","","","","1","1","1","1","1","1","1","1","1","",
"887","안경업","01_02_01_P","3350000","PHMB220013350024082200001","20010705","","03","폐업","03","폐업","20190328","","","","","","","","부산광역시 금정구 부산대학로 33 (장전동)","46291","갤러리안경","20190329132954","U","2019-03-31 02:40:00.0","","389964.975564751","194414.92787086","1","1","1","1","1","1","1","1","1","",
"888","안경업","01_02_01_P","3350000","PHMB220043350024082200001","20040621","","03","폐업","03","폐업","20200108","","","","051-581-5505","","609837","부산광역시 금정구 장전1동 221-1","부산광역시 금정구 부산대학로64번길 142 (장전동)","46282","밝은눈 안경·콘택트","20200108153736","U","2020-01-10 02:40:00.0","","389834.337565472","195161.708454292","1","1","1","1","1","1","1","1","1","66.15",
"889","안경업","01_02_01_P","3350000","PHMB219953350024082200001","19950107","","03","폐업","03","폐업","20200521","","","","051-516-5654","","609811","부산광역시 금정구 남산동 103-35","부산광역시 금정구 남산로 8-2 (남산동)","46220","남산안경원","20200521145005","U","2020-05-23 02:40:00.0","","390253.517642264","198414.070680458","1","1","1","1","1","1","1","1","1","",
"890","안경업","01_02_01_P","3350000","PHMB219953350024082200002","19950829","","03","폐업","03","폐업","20120730","","","","051-518-0543","","609814","부산광역시 금정구 남산동 120-5","부산광역시 금정구 중앙대로 2019 (남산동)","609814","국제안경원","20120731114557","I","2018-08-31 23:59:59.0","","390300.550433976","198149.956978919","1","1","1","1","1","1","1","1","1","",
"891","안경업","01_02_01_P","3350000","PHMB219993350024082200001","19990525","","03","폐업","03","폐업","20020820","","","","051-513-3545","","609393","부산광역시 금정구 장전3동 538-8(1층)","","","밝은안경","20081126141153","I","2018-08-31 23:59:59.0","","","","1","1","1","1","1","1","1","1","1","",
"892","안경업","01_02_01_P","3350000","PHMB220113350024082200001","20110217","","03","폐업","03","폐업","20121227","","","","07077858088","","609737","부산광역시 금정구 장전1동 40번지 효원굿플러스1층 L동 1104호","부산광역시 금정구 부산대학로63번길 2, 1104호층 (장전동)","609737","렌즈모아","20121227141439","I","2018-08-31 23:59:59.0","","389314.662085919","194669.898821687","1","1","1","1","1","1","1","1","2","10.23",
"893","안경업","01_02_01_P","3350000","PHMB220133350024082200002","20130226","","03","폐업","03","폐업","20170202","","","","051-516-8228","","","부산광역시 금정구 남산동 23번지 6호","부산광역시 금정구 중앙대로 2096, 1층 (남산동)","46214","안경마트","20170202145833","I","2018-08-31 23:59:59.0","","390388.167285664","198905.267900222","1","1","1","1","1","1","1","2","2","96.72",
"894","안경업","01_02_01_P","3350000","PHMB220173350024082200003","20170510","","03","폐업","03","폐업","20170905","","","","051-517-7585","","","부산광역시 금정구 장전동 643번지 117호","부산광역시 금정구 장전온천천로 51, 211~212호 (장전동, 테라스파크)","46291","으뜸50안경콘택트","20170905165101","I","2018-08-31 23:59:59.0","","390092.497809255","194255.96990466","1","1","1","1","1","1","1","1","1","95",
"895","안경업","01_02_01_P","3350000","PHMB220163350024082200003","20160616","","03","폐업","03","폐업","20210324","","","","051-514-2721","","","부산광역시 금정구 장전동 308번지 4호","부산광역시 금정구 금정로68번길 22, 1층 (장전동)","46291","렌즈타운","20210325102747","U","2021-03-27 02:40:00.0","","389976.12773586","194348.250004365","1","1","3","1","1","1","1","1","1","22.08",
"896","안경업","01_02_01_P","3350000","PHMB219833350024082200002","19830329","","03","폐업","03","폐업","20080108","","","","","","609839","부산광역시 금정구 장전3동 420번지 2호","부산광역시 금정구 금강로 260-2 (장전동)","","라데팡스안경원","20090210141127","I","2018-08-31 23:59:59.0","","389763.677404888","194440.500050028","1","1","1","1","1","1","1","1","1","0",
"897","안경업","01_02_01_P","3350000","PHMB220053350024082200007","20050825","","03","폐업","03","폐업","20080327","","","","","","609821","부산광역시 금정구 부곡2동 266번지 15호","부산광역시 금정구 중앙대로 1632 (부곡동)","","스타그라스안경점","20090210141543","I","2018-08-31 23:59:59.0","","390343.958373969","194302.263999158","1","1","1","1","1","1","1","1","1","0",
"898","안경업","01_02_01_P","3350000","PHMB219893350024082200001","19890920","","03","폐업","03","폐업","19900514","","","","521-2600","","609827","부산광역시 금정구 서4동 190번지 20호","부산광역시 금정구 서부로 18 (서동)","","불란서안경","20090211103220","I","2018-08-31 23:59:59.0","","391492.239397847","192751.430682815","1","1","1","1","1","1","1","1","1","0",
"899","안경업","01_02_01_P","3350000","PHMB219873350024082200008","19871224","","03","폐업","03","폐업","19900927","","","","","","609390","부산광역시 금정구 장전동 424번지 13호","부산광역시 금정구 금강로 237 (장전동)","","나폴리안경","20090211103830","I","2018-08-31 23:59:59.0","","389693.153315765","194227.777928084","1","1","1","1","1","1","1","1","1","0",
"900","안경업","01_02_01_P","3350000","PHMB220093350024082200002","20090227","","03","폐업","03","폐업","20120529","","","","590-8040~1","","609836","부산광역시 금정구 장전1동 40번지 효원굿플러스 B1099,1100,1170,1171호","부산광역시 금정구 부산대학로63번길 2 (장전동)","609737","프렌드안경","20120529132700","I","2018-08-31 23:59:59.0","","389314.662085919","194669.898821687","1","1","1","1","1","1","1","2","2","64.96",
"901","안경업","01_02_01_P","3350000","PHMB220133350024082200005","20131126","","03","폐업","03","폐업","20151106","","","","","","609839","부산광역시 금정구 장전3동 422번지 1호","부산광역시 금정구 금정로 59-1 (장전동)","46293","블루베리안경","20151106172718","I","2018-08-31 23:59:59.0","","389840.411003735","194286.692935439","1","1","1","1","1","1","1","2","1","45.73",
"902","안경업","01_02_01_P","3350000","PHMB220153350024082200001","20150323","","03","폐업","03","폐업","20190115","","","","051-532-8229","","609410","부산광역시 금정구 금사동 85번지 7호","부산광역시 금정구 공단서로 22 (금사동)","46331","아이존안경","20190121104913","U","2019-01-23 02:40:00.0","","392147.885346321","192919.364133221","1","1","1","1","1","1","1","1","1","",
"903","안경업","01_02_01_P","3350000","PHMB219863350024082200005","19861201","","03","폐업","03","폐업","19920504","","","","","","609839","부산광역시 금정구 장전3동 420번지 24호","부산광역시 금정구 금강로 260-1 (장전동)","","실로암안경점","20090209143058","I","2018-08-31 23:59:59.0","","389761.255067224","194429.615029441","1","1","1","1","1","1","1","1","1","0",
"904","안경업","01_02_01_P","3350000","PHMB220193350024082200001","20190306","","01","영업/정상","13","영업중","","","","","051-523-5454","","","부산광역시 금정구 서동 201번지 15호","부산광역시 금정구 서동중심로 46, 1층 (서동)","46327","나진안경콘텍트","20190306154048","I","2019-03-08 02:21:43.0","","391546.501519173","192516.311747349","1","1","","1","1","","","","","34",
"905","안경업","01_02_01_P","3350000","PHMB220193350024082200002","20190813","","01","영업/정상","13","영업중","","","","","051-517-7707","","","","부산광역시 금정구 장전온천천로 55, 1층 (장전동)","46291","굿모닝안경","20220330095647","U","2022-04-01 02:40:00.0","","390093.008850153","194290.900181222","1","1","1","1","1","0","1","0","0","118.8",
"906","안경업","01_02_01_P","3350000","PHMB220223350024082200001","20220203","","01","영업/정상","13","영업중","","","","","05151745968","","","","부산광역시 금정구 명서로45번길 53, 2층 202호 (서동)","46323","퍼스트페이스","20220203190028","I","2022-02-05 00:22:38.0","","390958.096877387","192720.695158112","1","0","0","1","1","0","0","0","0","11.22",
"907","안경업","01_02_01_P","3350000","PHMB220213350024082200003","20211227","","01","영업/정상","13","영업중","","","","","","","","부산광역시 금정구 서동 560-42","부산광역시 금정구 명서로45번길 53, 2층 201호 (서동)","46323","유니유니","20211227100838","I","2021-12-29 00:22:42.0","","390958.096877387","192720.695158112","1","0","0","1","1","0","0","0","0","5.6",
"908","안경업","01_02_01_P","3350000","PHMB220053350024082200002","20050506","","01","영업/정상","13","영업중","","","","","051-581-3379","","609813","부산광역시 금정구 남산동 27-1","부산광역시 금정구 범어천로 52 (남산동)","46219","안경나라","20111215212939","I","2018-08-31 23:59:59.0","","390058.510695539","198826.474249022","1","1","1","1","1","1","1","1","1","",
"909","안경업","01_02_01_P","3350000","PHMB220053350024082200004","20050705","","01","영업/정상","13","영업중","","","","","051-518-6750","","609824","부산광역시 금정구 부곡동 890-13","부산광역시 금정구 시실로 13 (부곡동)","46311","디에치피안경점","20111215213255","I","2018-08-31 23:59:59.0","","389860.567582533","192938.884375243","1","1","1","1","1","1","1","1","1","",
"910","안경업","01_02_01_P","3350000","PHMB220073350024082200001","20070321","","01","영업/정상","13","영업중","","","","","051-517-7200","","609802","부산광역시 금정구 구서동 162번지 4호","부산광역시 금정구 중앙대로 1967, 101호 (구서동)","46229","갤러리안경","20150429101606","I","2018-08-31 23:59:59.0","","390216.243703794","197645.19414016","1","1","1","1","1","1","1","1","1","",
"911","안경업","01_02_01_P","3350000","PHMB220103350024082200001","20100118","","01","영업/정상","13","영업중","","","","","513-9356","","609311","부산광역시 금정구 구서1동 86번지 55호  (1층)","부산광역시 금정구 구서로 2, 1층 (구서동)","46243","초이스안경·콘택트","20111215214350","I","2018-08-31 23:59:59.0","","390227.608898616","196179.952564097","1","1","1","1","3","1","1","2","3","114",
"912","안경업","01_02_01_P","3350000","PHMB220103350024082200002","20100223","","01","영업/정상","13","영업중","","","","","051-526-4300","","609848","부산광역시 금정구 서3동 195번지 6호","부산광역시 금정구 서동로 155 (서동)","46320","갤러리안경","20111215214503","I","2018-08-31 23:59:59.0","","391479.377126132","192657.027727523","1","1","1","1","1","1","1","1","1","74.4",
"913","안경업","01_02_01_P","3350000","PHMB219853350024082200001","19850617","","01","영업/정상","13","영업중","","","","","051-581-6495","","609737","부산광역시 금정구 장전1동 40번지 효원굿플러스 2005호","부산광역시 금정구 부산대학로63번길 2-1, 2005호 (장전동, 효원굿플러스)","46239","문창부대안경","20120511131516","I","2018-08-31 23:59:59.0","","389314.662085919","194669.898821687","1","1","2","2","1","1","1","1","2","24.77",
"914","안경업","01_02_01_P","3350000","PHMB219863350024082200001","19860304","","01","영업/정상","13","영업중","","","","","051-513-0808","","609813","부산광역시 금정구 남산동 21-4","부산광역시 금정구 중앙대로 2097 (남산동)","46219","0808안경원","20111215210352","I","2018-08-31 23:59:59.0","","390321.706114845","198928.639831091","1","1","1","1","1","1","1","1","1","",
"915","안경업","01_02_01_P","3350000","PHMB219883350024082200001","19880427","","01","영업/정상","13","영업중","","","","","051-526-1081","","","부산광역시 금정구 서동 294번지 19호","부산광역시 금정구 서동중심로 51-1 (서동)","46327","금화안경원","20200413163450","U","2020-04-15 02:40:00.0","","391459.953328412","192511.084126065","1","1","1","1","1","1","1","1","1","",
"916","안경업","01_02_01_P","3350000","PHMB219903350024082200002","19901204","","01","영업/정상","13","영업중","","","","","051-526-9900","","609848","부산광역시 금정구 서4동 194-49","부산광역시 금정구 서동로149번길 5 (서동)","46320","시민안경원","20111215210800","I","2018-08-31 23:59:59.0","","391428.545482538","192684.066131857","1","1","1","1","1","1","1","1","1","",
"917","안경업","01_02_01_P","3350000","PHMB219923350024082200001","19920701","","01","영업/정상","13","영업중","","","","","051-516-1803","","609805","부산광역시 금정구 구서2동 654-52","부산광역시 금정구 금강로 567 (구서동)","46228","제일안경원(see channel)","20210909133631","U","2021-09-11 02:40:00.0","","389905.916212995","197419.826391808","1","1","1","1","1","1","1","1","1","0",
"918","안경업","01_02_01_P","3350000","PHMB219943350024082200002","19941012","","01","영업/정상","13","영업중","","","","","051-513-8328","","609839","부산광역시 금정구 장전동 417-16","부산광역시 금정구 금정로 79-1 (장전동)","46289","안경테백화점","20111215211210","I","2018-08-31 23:59:59.0","","389875.388117297","194504.365147728","1","1","1","1","1","1","1","1","1","",
"919","안경업","01_02_01_P","3350000","PHMB219993350024082200002","19990819","","01","영업/정상","13","영업중","","","","","051-524-0232","","609849","부산광역시 금정구 서2동 199-4(1층)","부산광역시 금정구 서동중심로 64 (서동)","46327","1001안경콘택트","20111215204438","I","2018-08-31 23:59:59.0","","391428.454933072","192621.747795054","1","1","1","1","1","1","1","1","1","41.65",
"920","안경업","01_02_01_P","3350000","PHMB220003350024082200001","20000406","","01","영업/정상","13","영업중","","","","","051-583-1112","","609839","부산광역시 금정구 장전3동 312-34(1층)","부산광역시 금정구 금정로 62 (장전동)","46291","윙크안경원","20141226161351","I","2018-08-31 23:59:59.0","","389884.160729153","194305.598441535","1","1","1","1","1","1","1","1","1","",
"921","안경업","01_02_01_P","3350000","PHMB220003350024082200002","20000609","","01","영업/정상","13","영업중","","","","","051-583-7044","","","부산광역시 금정구 장전동","부산광역시 금정구 부산대학로 24 (장전동)","46290","다비치안경부산대점","20160129172124","I","2018-08-31 23:59:59.0","","390058.585231593","194440.817095071","1","1","1","1","1","1","1","1","1","278.98",
"922","안경업","01_02_01_P","3350000","PHMB220013350024082200002","20011030","","01","영업/정상","13","영업중","","","","","051-513-9515","","609823","부산광역시 금정구 부곡동 296-100","부산광역시 금정구 서부곡로 2 (부곡동)","46272","아이플러스안경","20111215212243","I","2018-08-31 23:59:59.0","","390346.264246366","193861.912334107","1","1","1","1","1","1","1","1","1","",
"923","안경업","01_02_01_P","3350000","PHMB220033350024082200001","20030328","","01","영업/정상","13","영업중","","","","","051-583-3322","","","부산광역시 금정구 부곡동 225-7 삼백크라시앙","부산광역시 금정구 중앙대로1719번길 13, 제A동 201호 (부곡동, 삼백크라시앙)","46277","안경본데이","20200716155146","U","2020-07-18 02:40:00.0","","390302.075185552","195137.465533657","1","1","1","1","1","1","1","1","1","94.11",
"924","안경업","01_02_01_P","3350000","PHMB220033350024082200002","20030709","","01","영업/정상","13","영업중","","","","","051-524-7900","","609808","부산광역시 금정구 금사동 131-4(1층)","부산광역시 금정구 금사로 79 (금사동)","46264","안경친구","20111215212440","I","2018-08-31 23:59:59.0","","392150.920842108","193217.971479205","1","1","1","1","1","1","1","1","1","",
"925","안경업","01_02_01_P","3350000","PHMB220033350024082200003","20030731","","01","영업/정상","13","영업중","","","","","051-583-7775","","609847","부산광역시 금정구 구서1동 368(E마트2층)","부산광역시 금정구 중앙대로1841번길 24, 2층 (구서동)","46233","눈사랑안경","20111215212546","I","2018-08-31 23:59:59.0","","390208.09260128","196546.356333373","1","1","1","1","1","1","1","1","1","",
"926","안경업","01_02_01_P","3350000","PHMB220053350024082200001","20050223","","01","영업/정상","13","영업중","","","","","051-516-0801","","609823","부산광역시 금정구 부곡2동 295-33","부산광역시 금정구 부곡로 116 (부곡동)","46271","안경1080","20111215212846","I","2018-08-31 23:59:59.0","","390388.777066071","193886.939166769","1","1","1","1","1","1","1","1","1","",
"927","안경업","01_02_01_P","3350000","PHMB219953350024082200003","19950919","","01","영업/정상","13","영업중","","","","","051-517-0555","","609839","부산광역시 금정구 장전3동 416-5","부산광역시 금정구 금정로 84 (장전동)","46290","안경바보","20120420140832","I","2018-08-31 23:59:59.0","","389917.090745682","194525.223333481","1","1","1","1","1","1","1","1","1","",
"928","안경업","01_02_01_P","3350000","PHMB219953350024082200004","19951229","","01","영업/정상","13","영업중","","","","","051-582-9933","","609839","부산광역시 금정구 장전3동 417-11","부산광역시 금정구 금정로 79 (장전동)","46289","눈사랑안경","20141024102818","I","2018-08-31 23:59:59.0","","389871.167957869","194491.294275659","1","1","1","1","1","1","1","1","1","",
"929","안경업","01_02_01_P","3350000","PHMB219963350024082200001","19960730","","01","영업/정상","13","영업중","","","","","051-514-4333","","609839","부산광역시 금정구 장전3동 417-8","부산광역시 금정구 금정로 77-1 (장전동)","46289","갤러리안경","20111215205418","I","2018-08-31 23:59:59.0","","389862.67014553","194478.834829032","1","1","1","1","1","1","1","1","1","",
"930","안경업","01_02_01_P","3350000","PHMB219963350024082200002","19960730","","01","영업/정상","13","영업중","","","","","051-512-7452","","609839","부산광역시 금정구 장전3동 417-32","부산광역시 금정구 금정로 77 (장전동)","46289","안경홀릭","20120413144330","I","2018-08-31 23:59:59.0","","389866.124092546","194468.680061086","1","1","1","1","1","1","1","1","1","",
"931","안경업","01_02_01_P","3350000","PHMB219963350024082200003","19960918","","01","영업/정상","13","영업중","","","","","051-518-7280","","609823","부산광역시 금정구 부곡2동 295-16","부산광역시 금정구 부곡로 112 (부곡동)","46271","한울안경원","20111215205145","I","2018-08-31 23:59:59.0","","390391.517328069","193847.942774895","1","1","1","1","1","1","1","1","1","",
"932","안경업","01_02_01_P","3350000","PHMB219973350024082200001","19970127","","01","영업/정상","13","영업중","","","","","051-522-2085","","609830","부산광역시 금정구 서4동 340-27","부산광역시 금정구 서동로 143 (서동)","46320","씨채널서동지점","20111215205024","I","2018-08-31 23:59:59.0","","391348.0758986","192693.662949796","1","1","1","1","1","1","1","1","1","",
"933","안경업","01_02_01_P","3350000","PHMB219983350024082200001","19980123","","01","영업/정상","13","영업중","","","","","516-6294","","609839","부산광역시 금정구 장전동 416번지 25호","부산광역시 금정구 금정로 90 (장전동)","46291","탑클래스안경체인부산대점","20220602112330","U","2022-06-04 02:40:00.0","","389923.331756599","194574.979567074","1","1","1","1","1","1","1","1","1","71.25",
"934","안경업","01_02_01_P","3350000","PHMB219983350024082200002","19980715","","01","영업/정상","13","영업중","","","","","516-4470","","609311","부산광역시 금정구 구서동 175번지 34호","부산광역시 금정구 중앙대로 1929 (구서동)","46230","다비치안경원","20150623110630","I","2018-08-31 23:59:59.0","","390234.916279116","197265.406362292","1","1","1","1","1","1","1","1","1","",
"935","안경업","01_02_01_P","3350000","PHMB219983350024082200003","19980718","","01","영업/정상","13","영업중","","","","","051-513-6200","","609839","부산광역시 금정구 장전3동 418-71","부산광역시 금정구 부산대학로 50 (장전동)","46289","갤러리안경원","20170705173138","I","2018-08-31 23:59:59.0","","389816.496024903","194461.351504376","2","2","2","2","3","2","2","3","3","",
"936","안경업","01_02_01_P","3350000","PHMB220113350024082200002","20110222","","01","영업/정상","13","영업중","","","","","051-514-7960","","609800","부산광역시 금정구 구서1동 414번지 1호 1층","부산광역시 금정구 구서로 17, 1층 (구서동)","46243","시선안경","20111215215020","I","2018-08-31 23:59:59.0","","390072.428216324","196146.197047841","2","1","1","1","1","1","1","2","2","86.93",
"937","안경업","01_02_01_P","3350000","PHMB220113350024082200003","20110401","","01","영업/정상","13","영업중","","","","","051-512-2272","","609840","부산광역시 금정구 장전2동 400번지 61호","부산광역시 금정구 부산대학로 63 (장전동)","46288","렌즈스토리","20130729151241","I","2018-08-31 23:59:59.0","","389682.123620553","194448.745474426","1","1","1","1","1","1","1","1","1","25.25",
"938","안경업","01_02_01_P","3350000","PHMB220123350024082200002","20120405","","01","영업/정상","13","영업중","","","","","051-862-4193","","609834","부산광역시 금정구 서1동 302번지 1214호","부산광역시 금정구 서동로79번길 55-1, 1층 (서동)","46319","미래안경원","20120405133504","I","2018-08-31 23:59:59.0","","390999.23436569","192899.439459688","1","1","1","1","1","1","1","1","1","46.92",
"939","안경업","01_02_01_P","3350000","PHMB220123350024082200003","20120518","","01","영업/정상","13","영업중","","","","","051-509-7235","","609735","부산광역시 금정구 장전동 40번지","부산광역시 금정구 부산대학로63번길 2 (장전동)","46241","아이피아","20140918150840","I","2018-08-31 23:59:59.0","","389314.662085919","194669.898821687","1","1","1","1","1","1","1","2","2","53",
"940","안경업","01_02_01_P","3350000","PHMB220133350024082200001","20130102","","01","영업/정상","13","영업중","","","","","051-516-0098","","","부산광역시 금정구 부곡동 225번지 1호","부산광역시 금정구 중앙대로1719번길 61 (부곡동)","46277","미소애안경","20150803115020","I","2018-08-31 23:59:59.0","","390065.272487665","195146.868853806","1","1","1","1","2","1","1","2","2","80",
"941","안경업","01_02_01_P","3350000","PHMB220133350024082200003","20130826","","01","영업/정상","13","영업중","","","","","051-517-8911","","609839","부산광역시 금정구 장전3동 414번지 26호 1,2층","부산광역시 금정구 부산대학로 33-5, 1,2층 (장전동)","46291","아이젠트리부산대점","20150123134446","I","2018-08-31 23:59:59.0","","389988.227812168","194402.363524614","2","2","2","2","4","1","1","3","3","203.92",
"942","안경업","01_02_01_P","3350000","PHMB220173350024082200002","20170202","","01","영업/정상","13","영업중","","","","","051-516-8228","","","부산광역시 금정구 남산동 23번지 6호","부산광역시 금정구 중앙대로 2096, 1층 (남산동)","46214","행복한안경","20170203115731","I","2018-08-31 23:59:59.0","","390388.167285664","198905.267900222","1","1","1","1","2","1","1","1","1","96.72",
"943","안경업","01_02_01_P","3350000","PHMB220173350024082200004","20170905","","01","영업/정상","13","영업중","","","","","051-517-7585","","","643번지 117호","부산광역시 금정구 장전온천천로 51, 211~212호 (장전동, 테라스파크)","46291","으뜸플러스안경","20191002164202","U","2019-10-04 02:40:00.0","","390092.497809255","194255.96990466","1","1","1","1","2","1","1","1","1","95",
"944","안경업","01_02_01_P","3350000","PHMB220163350024082200004","20161206","","01","영업/정상","13","영업중","","","","","051-759-9881","","","부산광역시 금정구 남산동 118번지 15호","부산광역시 금정구 중앙대로 2002-1, 1층 (남산동)","46216","오렌지안경원","20170901140955","I","2018-08-31 23:59:59.0","","390329.813860715","197966.172750153","1","1","1","1","1","1","1","1","1","110.79",
"945","안경업","01_02_01_P","3350000","PHMB220173350024082200001","20170104","","01","영업/정상","13","영업중","","","","","051-517-6834","","","부산광역시 금정구 장전동 292번지 23호","부산광역시 금정구 금정로68번길 34 (장전동)","46291","글라스미 렌즈미 부산대점","20210331094820","U","2021-04-02 02:40:00.0","","390036.554663917","194341.025784228","1","1","1","1","1","1","1","1","1","49.5",
"946","안경업","01_02_01_P","3350000","PHMB220093350024082200001","20090216","","01","영업/정상","13","영업중","","","","","590-8585","","609836","부산광역시 금정구 장전1동 40번지  효원굿플러스 1001-C호","부산광역시 금정구 부산대학로63번길 2 (장전동)","46241","블루베리안경","20111215213858","I","2018-08-31 23:59:59.0","","389314.662085919","194669.898821687","1","1","2","1","2","1","1","2","2","54.13",
"947","안경업","01_02_01_P","3350000","PHMB220093350024082200003","20090929","","01","영업/정상","13","영업중","","","","","051-512-4453","","609816","부산광역시 금정구 남산동 996번지 1호 (1층)","부산광역시 금정구 남산로37번길 39 (남산동)","46225","첫눈에안경","20111215214112","I","2018-08-31 23:59:59.0","","389938.351503789","198200.176762895","1","1","2","1","1","1","1","1","2","46.06",
"948","안경업","01_02_01_P","3350000","PHMB220133350024082200004","20131031","","01","영업/정상","13","영업중","","","","","051-516-8843","","609839","부산광역시 금정구 장전동 414번지 20호","부산광역시 금정구 부산대학로 27 (장전동)","46291","세컨페이스","20191022162508","U","2019-10-24 02:40:00.0","","390045.794215071","194405.857329653","2","2","2","2","4","1","1","3","3","290.41",
"949","안경업","01_02_01_P","3350000","PHMB220143350024082200001","20140221","","01","영업/정상","13","영업중","","","","","051-517-2014","","609839","부산광역시 금정구 장전동 421번지 3호","부산광역시 금정구 금정로 71 (장전동)","46293","오렌즈부산대점","20140221173623","I","2018-08-31 23:59:59.0","","389853.998473226","194406.691949261","1","1","1","1","1","1","1","1","1","54",
"950","안경업","01_02_01_P","3350000","PHMB220143350024082200002","20140303","","01","영업/정상","13","영업중","","","","","051-647-5766","","609815","부산광역시 금정구 남산동 857번지 1호 부산외대 글로벌센터  A동 127호","부산광역시 금정구 금샘로485번길 65, A동 127호 (남산동, 부산외대 글로벌센터)","46234","부산외대안경원","20210525101728","U","2021-05-27 02:40:00.0","","389087.131613449","198411.005541894","1","1","1","1","1","1","1","1","1","26",
"951","안경업","01_02_01_P","3350000","PHMB220163350024082200001","20160225","","01","영업/정상","13","영업중","","","","","051-512-3060","","","","부산광역시 금정구 금강로 206 (장전동)","46297","나봄안경원","20160307114047","I","2018-08-31 23:59:59.0","","389566.903204027","193914.822200214","1","1","1","1","1","1","1","2","2","48",
"952","안경업","01_02_01_P","3350000","PHMB220163350024082200002","20160325","","01","영업/정상","13","영업중","","","","","051-513-7979","","","","부산광역시 금정구 구서로 7 (구서동)","46243","아이디어안경","20160405162545","I","2018-08-31 23:59:59.0","","390167.575845716","196138.428750378","1","1","1","1","1","1","1","1","1","106.02",
"953","안경업","01_02_01_P","3350000","PHMB220123350024082200001","20120309","","01","영업/정상","13","영업중","","","","","051-514-2515","","609839","부산광역시 금정구 장전동 414번지 19호","부산광역시 금정구 부산대학로 25 (장전동)","46291","룩옵티컬(LOOK Optical)","20120309154843","I","2018-08-31 23:59:59.0","","390062.430144098","194408.154076485","1","1","1","1","1","1","1","1","1","157.42",
