"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","법인구분명","구분명",
"2259","유료직업소개소","11_50_02_P","3370000","2018337006914500005","20180904","","03","폐업","40","폐업","20190725","","","","","","","부산광역시 연제구 연산동 1492번지 17호","부산광역시 연제구 월드컵대로145번길 104, 2층 (연산동)","47541","우석간병","20190729153653","U","2019-07-31 02:40:00.0","","389189.880837743","188994.662729746","개인","유료",
"2260","유료직업소개소","11_50_02_P","3370000","2020337006914500003","20200622","","03","폐업","40","폐업","20201215","","","","051 715 7071","","","부산광역시 연제구 연산동 1384번지 1호 전국교수공제회관","부산광역시 연제구 중앙대로 1073, 전국교수공제회관 1105호 (연산동)","47541","주식회사 잡고","20201215144554","U","2020-12-17 02:40:00.0","","389362.145015205","189184.927848698","법인","유료",
"2261","유료직업소개소","11_50_02_P","3370000","2020337010614500001","20200723","","03","폐업","40","폐업","20210413","","","","051 868 8556","","","부산광역시 연제구 연산동 651-3","부산광역시 연제구 월드컵대로92번길 44, 지하1층 (연산동)","47580","나비컴퍼니","20210415173736","U","2021-04-17 02:40:00.0","","389923.218877321","189056.705307796","개인","유료",
"2262","유료직업소개소","11_50_02_P","3370000","2021337010614500006","20210823","","03","폐업","40","폐업","20220331","","","","","","","부산광역시 연제구 거제동 386-26","부산광역시 연제구 법원북로 75, 3층 (거제동)","47507","88마린중개","20220426114221","U","2022-04-28 02:40:00.0","","388904.788370621","190168.690335944","개인","유료",
"2263","유료직업소개소","11_50_02_P","3370000","2021337010614500003","20210510","","03","폐업","40","폐업","20211224","","","","","","","부산광역시 연제구 연산동 367-32","부산광역시 연제구 과정로 288, 1층 (연산동)","47562","24시간의 신화","20211227100608","U","2021-12-29 02:40:00.0","","390844.192321745","189711.803954259","개인","유료",
"2264","유료직업소개소","11_50_02_P","3370000","2018337006914500006","20181001","","03","폐업","40","폐업","20190725","","","","","","","부산광역시 연제구 연산동 2133번지 9호","부산광역시 연제구 연수로 205-1, 2층 (연산동)","47594","두리잡인력파출 부산연제점","20190725174557","U","2019-07-27 02:40:00.0","","390628.362988395","188089.662392072","개인","유료",
"2265","유료직업소개소","11_50_02_P","3370000","2020337010614500002","20200918","","03","폐업","40","폐업","20201030","","","","051 756 5232","","","부산광역시 연제구 연산동 479-7 삼호라이프레포츠텔","부산광역시 연제구 과정로 137, 삼호라이프레포츠텔 1017호 (연산동)","47586","티아이텍","20201030170023","U","2020-11-01 02:40:00.0","","391834.082986499","189185.417047275","개인","유료",
"2266","유료직업소개소","11_50_02_P","3370000","2018337006914500007","20181226","","03","폐업","40","폐업","20191129","","","","","","","부산광역시 연제구 연산동 2010번지 8호","부산광역시 연제구 마곡천로 20 (연산동)","47610","(주)풍경 직업소개소","20191203150940","U","2019-12-05 02:40:00.0","","390108.649127597","187944.248966984","법인","유료",
"2267","유료직업소개소","11_50_02_P","3370000","2007337005111500001","20070423","","04","취소/말소/만료/정지/중지","70","등록취소","20110110","","","","","","611831","부산광역시 연제구 연산5동 1124번지 5호","부산광역시 연제구 중앙대로 1119 (연산동)","","금호직업소개소","20110110145443","I","2018-08-31 23:59:59.0","","389458.837364043","189568.144546477","개인","유료",
"2268","유료직업소개소","11_50_02_P","3370000","2010337006914500008","20101102","","04","취소/말소/만료/정지/중지","70","등록취소","20120713","","","","051 866 8878","","611822","부산광역시 연제구 연산4동 723번지 19호   4층호","부산광역시 연제구 반송로 13 (연산동)","611822","진성개발","20120713165036","I","2018-08-31 23:59:59.0","","389620.474192429","189523.502276744","개인","유료",
"2269","유료직업소개소","11_50_02_P","3370000","2011337006914500007","20111123","","04","취소/말소/만료/정지/중지","70","등록취소","20150424","","","","051 868 2450","","611825","부산광역시 연제구 연산6동 670번지 6호","부산광역시 연제구 대리로6번길 117-1 (연산동)","611825","아리랑","20150501193528","I","2018-08-31 23:59:59.0","","390037.522504146","188320.94102173","개인","유료",
"2270","유료직업소개소","11_50_02_P","3370000","2006337001011500009","20061010","","04","취소/말소/만료/정지/중지","70","등록취소","20110110","","","","","","","부산광역시 부산진구 당감동 516호 개금주공 307 301","부산광역시 부산진구 백양관문로 10, 307동 301호 (당감동,개금주공)","","(주)대우개발","20110110144458","I","2018-08-31 23:59:59.0","","385131.532073813","186553.007795525","법인","유료",
"2271","유료직업소개소","11_50_02_P","3380000","2019338008214500001","20190401","","01","영업/정상","20","영업중","","","","","","","","부산광역시 수영구 망미동 411번지 1호 현대망미아파트","부산광역시 수영구 망미번영로55번길 108, 상가동 8호 (망미동, 현대망미아파트)","48218","현대인력개발","20200713123517","U","2020-07-15 02:40:00.0","","391987.839906744","188453.1778932","개인","유료",
"2272","유료직업소개소","11_50_02_P","3380000","2019338008214500002","20190416","","01","영업/정상","20","영업중","","","","","051757 7774","","","부산광역시 수영구 광안동 165번지 8호 석천유토피아","부산광역시 수영구 수영로 546, 805호 (광안동, 석천유토피아)","48300","profile recruiting company","20200713123128","U","2020-07-15 02:40:00.0","","392440.26670461","185950.77899074","개인","유료",
"2273","유료직업소개소","11_50_02_P","3380000","2019338008214500003","20190425","","01","영업/정상","20","영업중","","","","","051 745 9129","","","부산광역시 수영구 망미동 802번지 35호","부산광역시 수영구 연수로 320-1, 2층 (망미동)","48236","(주)코리아잡앤잡","20210827201457","U","2021-08-29 02:40:00.0","","391752.809449437","187901.783112175","법인","유료",
"2274","유료직업소개소","11_50_02_P","3380000","2018338007114500005","20170714","","01","영업/정상","20","영업중","","","","","051  7478666","","","부산광역시 수영구 수영동 450번지 10호","부산광역시 수영구 연수로 409, 4층 (수영동)","48232","부경가사원","20201120170534","U","2020-11-22 02:40:00.0","","392537.270950579","187512.031227535","개인","유료",
"2275","유료직업소개소","11_50_02_P","3380000","2011338005914500005","20111028","","01","영업/정상","20","영업중","","","","","0517588272","","","부산광역시 수영구 망미1동 826번지 99호 3층","부산광역시 수영구 연수로 279, 3층 (망미동)","613826","패밀리개발","20210916170743","U","2021-09-18 02:40:00.0","","391372.695527276","188032.285315549","개인","유료",
"2276","유료직업소개소","11_50_02_P","3380000","2011338005914500006","20111206","","01","영업/정상","20","영업중","","","","","051 758 0088","","","부산광역시 수영구 광안동 17통 3반 태평양하이츠아파트 1605호","부산광역시 수영구 수영로 512, 2층 (광안동)","613805","동원인력","20200713140303","U","2020-07-15 02:40:00.0","","392352.57741013","185621.661442833","개인","유료",
"2277","유료직업소개소","11_50_02_P","3380000","2000338003911500003","20000229","","01","영업/정상","20","영업중","","","","","005107612627","","","부산광역시 수영구 광안동 1027번지 28호","부산광역시 수영구 연수로348번길 6, 1층 (광안동)","48240","미래개발","20190709133637","U","2019-07-11 02:40:00.0","","391993.342290396","187816.622344147","개인","유료",
"2278","유료직업소개소","11_50_02_P","3380000","2009338005914500002","20090526","","01","영업/정상","20","영업중","","","","","051  7537944","","","부산광역시 수영구 광안동 44번지 33호","부산광역시 수영구 감포로102번길 5, 3층 (광안동)","48271","멜론 직업소개소","20200713142019","U","2020-07-15 02:40:00.0","","392902.423435232","187435.972085352","개인","유료",
"2279","유료직업소개소","11_50_02_P","3380000","2009338005914500005","20090708","","01","영업/정상","20","영업중","","","","","","","","부산광역시 수영구 광안동 118번지 2호","부산광역시 수영구 수영로618번길 4, 성우이린타워  4층 401호 (광안동)","48293","준간병사직업소개소","20200713141801","U","2020-07-15 02:40:00.0","","392553.740827806","186657.831950958","개인","유료",
"2280","유료직업소개소","11_50_02_P","3380000","2012338006214500002","20120914","","01","영업/정상","20","영업중","","","","","","","","부산광역시 수영구 광안동 102번지 26호","부산광역시 수영구 수영로642번길 55-8 (광안동)","48269","형제직업소개소","20200713135919","U","2020-07-15 02:40:00.0","","392859.403661228","186897.17157793","개인","유료",
"2281","유료직업소개소","11_50_02_P","3380000","2015338007114500003","20111111","","01","영업/정상","20","영업중","","","","","051 704 1411","","","부산광역시 수영구 광안동 89번지 13호 화목오피스텔 510호","부산광역시 수영구 수영로 668, 510호 (광안동, 화목오피스텔)","613800","일과사람들","20190128100457","U","2019-01-30 02:40:00.0","","392635.637555849","187172.4033403","개인","유료",
"2282","유료직업소개소","11_50_02_P","3380000","2015338007114500005","20150911","","01","영업/정상","20","영업중","","","","","","","","","부산광역시 수영구 수영로606번길 18 (광안동)","48294","황소인력소개소","20200713135206","U","2020-07-15 02:40:00.0","","392683.47997300000","186839.40442700000","개인","유료",
"2283","유료직업소개소","11_50_02_P","3380000","2016338007114500001","20160127","","01","영업/정상","20","영업중","","","","","","","","부산광역시 수영구 수영동 450번지 10호","부산광역시 수영구 연수로 409 (수영동)","48232","대덕인력개발","20220107124605","U","2022-01-09 02:40:00.0","","392537.270950579","187512.031227535","개인","유료",
"2284","유료직업소개소","11_50_02_P","3380000","2016338007114500003","20160622","","01","영업/정상","20","영업중","","","","","","","","부산광역시 수영구 광안동 1063번지 33호","부산광역시 수영구 망미번영로16번길 65 (광안동)","48244","센텀인력개발","20200713134643","U","2020-07-15 02:40:00.0","","392271.493960003","187386.980516854","개인","유료",
"2285","유료직업소개소","11_50_02_P","3380000","2017338007114500001","20170105","","01","영업/정상","20","영업중","","","","","051 761 5567","","","","부산광역시 수영구 과정로5번길 1 (망미동)","48211","가람","20210106140648","U","2021-01-08 02:40:00.0","","392056.927553854","187904.898812418","개인","유료",
"2286","유료직업소개소","11_50_02_P","3380000","2017338007114500003","20171127","","01","영업/정상","20","영업중","","","","","051  8195656","","","부산광역시 수영구 광안동 159번지 3호 대권네오텔","부산광역시 수영구 광남로 149, 609호 (광안동)","48299","RBI KOREA","20200713134054","U","2020-07-15 02:40:00.0","","392891.043934327","186009.781066768","개인","유료",
"2287","유료직업소개소","11_50_02_P","3380000","2018338007114500001","20180214","","01","영업/정상","20","영업중","","","","","051  6426992","","","부산광역시 수영구 광안동 115번지 20호 해왕베스트빌라","부산광역시 수영구 수영로642번길 34, A동 101호 (광안동, 해왕베스트빌라)","48270","가람인력개발","20210827190519","U","2021-08-29 02:40:00.0","","392728.360560307","186873.427457336","개인","유료",
"2288","유료직업소개소","11_50_02_P","3380000","2018338007114500003","20180313","","01","영업/정상","20","영업중","","","","","051 753 7890","","","부산광역시 수영구 망미동 693번지 1호 더샵파크리치","부산광역시 수영구 연수로315번길 16, 상가동동 3층 309호 (망미동, 더샵파크리치)","48211","씨앤피플","20201120162526","U","2020-11-22 02:40:00.0","","391834.236894958","188026.744310097","법인","유료",
"2289","유료직업소개소","11_50_02_P","3380000","2018338007114500004","20180319","","01","영업/정상","20","영업중","","","","","051 753 6200","","","부산광역시 수영구 망미동 430번지 45호","부산광역시 수영구 과정로 33-1, 지하층 (망미동)","48210","망미인력사무소","20200713124426","U","2020-07-15 02:40:00.0","","391937.533603769","188166.316069655","개인","유료",
"2290","유료직업소개소","11_50_02_P","3380000","2001338003911500007","20010425","","01","영업/정상","20","영업중","","","","","051  7573647","","","부산광역시 해운대구 우동 351번지 4호 8통 6반 로얄센스빌리지  103","부산광역시 수영구 수영로 736, 3층 301호 (광안동, 유성빌딩)","613800","알바친구(주)","20200713150147","U","2020-07-15 02:40:00.0","","396426.606282053","187752.773125622","법인","유료",
"2291","유료직업소개소","11_50_02_P","3380000","2011338005914500002","20110309","","01","영업/정상","20","영업중","","","","","005107534848","","","부산광역시 수영구 민락동 149번지 17호 5통 5반","부산광역시 수영구 무학로9번길 132, 3층 (광안동)","613812","경진인력개발","20190124093921","U","2019-01-26 02:40:00.0","","393096.160722608","186786.545494334","개인","유료",
"2292","유료직업소개소","11_50_02_P","3380000","2003338003911500002","20030115","","01","영업/정상","20","영업중","","","","","051 753 0003","","","부산광역시 수영구 망미동 5통 1반 태백파크 202호","부산광역시 수영구 연수로369번길 4 (수영동)","48231","스피드직업소개소","20200713144629","U","2020-07-15 02:40:00.0","","392229.036917551","187756.366555711","개인","유료",
"2293","유료직업소개소","11_50_02_P","3380000","2019338008214500004","20191016","","01","영업/정상","20","영업중","","","","","0517533375","","","부산광역시 수영구 광안동 89번지 13호 화목오피스텔 1103호","부산광역시 수영구 수영로 668, 화목오피스텔 11층 1103호 (광안동)","48267","고운드림","20200713122142","U","2020-07-15 02:40:00.0","","392635.637555849","187172.4033403","개인","유료",
"2294","유료직업소개소","11_50_02_P","3380000","2020338008214500001","20200106","","01","영업/정상","20","영업중","","","","","","","","부산광역시 수영구 남천동 556번지 16호 대성상가","부산광역시 수영구 황령대로489번길 10, 대성상가 2동 2층 202호 (남천동)","48313","파출박사","20200713122340","U","2020-07-15 02:40:00.0","","392056.742216497","184195.417729892","개인","유료",
"2295","유료직업소개소","11_50_02_P","3380000","2003338003911500037","20031215","","01","영업/정상","20","영업중","","","","","051 756 0692","","","부산광역시 수영구 광안동 776번지 19호","부산광역시 수영구 수영로 523 (광안동)","48262","소망간병회","20200713144327","U","2020-07-15 02:40:00.0","","392333.256719789","185748.908481161","개인","유료",
"2296","유료직업소개소","11_50_02_P","3380000","2004338003911500017","20040628","","01","영업/정상","20","영업중","","","","","051  7518941","","","부산광역시 수영구 광안동 142번지 1호 308호","부산광역시 수영구 수영로 592, 3층 308호 (광안동, 누구나)","48294","순풍직업소개소","20200713143956","U","2020-07-15 02:40:00.0","","392522.00551099","186429.194275156","개인","유료",
"2297","유료직업소개소","11_50_02_P","3380000","2006338003911500005","20060707","","01","영업/정상","20","영업중","","","","","051  7510023","","","부산광역시 수영구 수영동 44번지 36호","부산광역시 수영구 감포로102번길 9, 3층 (광안동)","613800","다모직업소개소","20200713143800","U","2020-07-15 02:40:00.0","","392916.369459762","187442.102451093","개인","유료",
"2298","유료직업소개소","11_50_02_P","3380000","2009338005914500007","20091026","","01","영업/정상","20","영업중","","","","","051 627 3744","","","부산광역시 수영구 남천동 57-3 헤리티지 남천","부산광역시 수영구 황령산로7번길 45, 201호 (남천동, 헤리티지 남천)","48316","금줄 베이비시터코리아","20220504133631","U","2022-05-06 02:40:00.0","","392082.028477842","185002.111618616","개인","유료",
"2299","유료직업소개소","11_50_02_P","3380000","2008338005914500004","20080912","","01","영업/정상","20","영업중","","","","","051  7542168","","","부산광역시 수영구 망미동 880번지 44호 25통 2반 눌원아트빌라 102동 102호","부산광역시 수영구 수영로 691-7 (수영동)","613830","연합개발 직업소개소","20200713142348","U","2020-07-15 02:40:00.0","","391108.470298482","188464.145830872","개인","유료",
"2300","유료직업소개소","11_50_02_P","3380000","2014338007114500001","20141128","","01","영업/정상","20","영업중","","","","","051 7533375","","","부산광역시 수영구 광안동 89번지 13호 화목오피스텔","부산광역시 수영구 수영로 668, 화목오피스텔 1103호 (광안동)","48267","(주)고운드림","20190909135837","U","2019-09-11 02:40:00.0","","392635.637555849","187172.4033403","법인","유료",
"2301","유료직업소개소","11_50_02_P","3380000","2015338007114500001","20150120","","01","영업/정상","20","영업중","","","","","051 757 8077","","","부산광역시 수영구 광안동 142번지 1호 306호","부산광역시 수영구 수영로 592, 306호 (광안동, 누구나)","48294","양지산업","20200713135626","U","2020-07-15 02:40:00.0","","392522.00551099","186429.194275156","개인","유료",
"2302","유료직업소개소","11_50_02_P","3380000","2015338007114500002","20150320","","01","영업/정상","20","영업중","","","","","051 757 7740","","","부산광역시 수영구 광안동 79번지 2호 상가202호","부산광역시 수영구 수영로680번길 46, 상가202호 (광안동, 동일빌라)","613800","코끼리개발","20200713135430","U","2020-07-15 02:40:00.0","","392844.600866936","187245.003217123","개인","유료",
"2303","유료직업소개소","11_50_02_P","3380000","2019338008214500006","20191105","","01","영업/정상","20","영업중","","","","","","","","부산광역시 수영구 광안동 89-3 태정빌딩","부산광역시 수영구 수영로680번길 12, 태정빌딩 2층 (광안동)","48267","7번가 직업소개소","20201202181313","U","2020-12-04 02:40:00.0","","392675.582937827","187278.407268448","개인","유료",
"2304","유료직업소개소","11_50_02_P","3380000","2018338007114500007","20180802","","01","영업/정상","20","영업중","","","","","","","","부산광역시 수영구 수영동 518번지 알파오피스텔","부산광역시 수영구 수영로 759, 알파오피스텔 409호 (수영동)","48222","동남산업개발원","20190715132441","U","2019-07-17 02:40:00.0","","393284.046237794","187432.534573096","개인","유료",
"2305","유료직업소개소","11_50_02_P","3380000","2020338008214500002","20061212","","01","영업/정상","20","영업중","","","","","051 626 8899","","","부산광역시 수영구 남천동 556번지 16호 대성상가","부산광역시 수영구 황령대로489번길 10, 대성상가 2동 202호 (남천동)","48313","(주)포런 리쿠르트","20201120164351","U","2020-11-22 02:40:00.0","","392056.742216497","184195.417729892","법인","유료",
"2306","유료직업소개소","11_50_02_P","3380000","2021338009414500003","20211018","","01","영업/정상","20","영업중","","","","","","","","부산광역시 수영구 수영동 456-11","부산광역시 수영구 연수로 385-1, 2층 (수영동)","48232","오른에이치알","20211018135103","I","2021-10-20 00:22:46.0","","392353.809327004","187657.405588866","개인","유료",
"2307","유료직업소개소","11_50_02_P","3380000","2020338008214500003","20200730","","01","영업/정상","20","영업중","","","","","","","","부산광역시 수영구 수영동 446-8","부산광역시 수영구 연수로 421, 4층 (수영동)","48228","개미인력부산수영점","20201125094024","U","2020-11-27 02:40:00.0","","392618.272514545","187452.426267958","개인","유료",
"2308","유료직업소개소","11_50_02_P","3380000","2021338009414500002","20210916","","01","영업/정상","20","영업중","","","","","","","","부산광역시 수영구 망미동 979-72 현대한누리타운","부산광역시 수영구 금련로43번길 26, 현대한누리타운 202호 (망미동)","48239","위드메디잡","20210916170410","I","2021-09-18 00:22:49.0","","391072.828089698","187645.214259842","개인","유료",
"2309","유료직업소개소","11_50_02_P","3380000","2021338009414500001","20210701","","01","영업/정상","20","영업중","","","","","0517541558","","","부산광역시 수영구 수영동 451-12","부산광역시 수영구 연수로 397, 3층 (수영동)","48232","경민 인력","20220404162751","U","2022-04-06 02:40:00.0","","392443.86739121","187586.200972525","개인","유료",
"2310","유료직업소개소","11_50_02_P","3380000","2020338008214500004","20200908","","01","영업/정상","20","영업중","","","","","051 611 9520","","","부산광역시 수영구 남천동 8-4","부산광역시 수영구 남천동로9번길 61, 5층 501호 (남천동)","48307","코끼리환경산업 주식회사","20210315163242","U","2021-03-17 02:40:00.0","","392340.267345052","184944.464984202","법인","유료",
"2311","유료직업소개소","11_50_02_P","3380000","2020338008214500005","20190819","","01","영업/정상","20","영업중","","","","","","","","부산광역시 수영구 남천동 9-9","부산광역시 수영구 남천동로9번길 62, 지하층 (남천동)","48307","거인인력개발","20201026093303","U","2020-10-28 02:40:00.0","","392364.796870065","184934.561738624","개인","유료",
"2312","유료직업소개소","11_50_02_P","3380000","2014338008214500001","20190909","","03","폐업","40","폐업","20191016","","","","051753 3375","","","부산광역시 수영구 광안동 89번지 13호 화목오피스텔","부산광역시 수영구 수영로 668, 화목오피스텔 1103호 (광안동)","48267","(주)고운드림","20210420142304","U","2021-04-22 02:40:00.0","","392635.637555849","187172.4033403","법인","유료",
"2313","유료직업소개소","11_50_02_P","3380000","2010338005914500004","20100723","","03","폐업","40","폐업","20140114","","","","","","613810","부산광역시 수영구 광안3동 1025번지 6호 중경아파트 3동 202호","부산광역시 수영구 망미번영로38번길 17, 3동 2층 202호 (광안동, 중경아파트)","613810","남강인력직업소개소","20140114105037","I","2018-08-31 23:59:59.0","","392166.118215331","187732.305646945","개인","유료",
"2314","유료직업소개소","11_50_02_P","3380000","2012338005914500001","20120216","","03","폐업","40","폐업","20130405","","","","005107578815","","613822","부산광역시 수영구 망미1동 424번지 9호 2층","부산광역시 수영구 과정로5번길 1, 2층 (망미동)","613822","오케이인력","20130405101630","I","2018-08-31 23:59:59.0","","392056.927553854","187904.898812418","개인","유료",
"2315","유료직업소개소","11_50_02_P","3380000","2012338005914500002","20120224","","03","폐업","40","폐업","20130314","","","","005107437887","","613830","부산광역시 수영구 수영동 444번지 21호 3층","부산광역시 수영구 수영로 707, 3층 (수영동)","613830","거인개발","20130314111005","I","2018-08-31 23:59:59.0","","392775.730843474","187481.651527109","개인","유료",
"2316","유료직업소개소","11_50_02_P","3380000","2012338005914500003","20120307","","03","폐업","40","폐업","20140718","","","","005107580403","","613101","부산광역시 수영구 광안1동 1072번지 6호 4층","부산광역시 수영구 수영로 681, 4층 (광안동)","613806","힘찬개발","20140718144636","I","2018-08-31 23:59:59.0","","392592.24982231","187315.836604644","개인","유료",
"2317","유료직업소개소","11_50_02_P","3380000","1999338003911500009","19990702","","03","폐업","40","폐업","","","","","","","","부산광역시 사상구 모라동 313호 우성2차아파트  1005","부산광역시 사상구 백양대로934번길 52-30, 1005호 (모라동,우성2차아파트)","","탑직업소개소","20031030083706","I","2018-08-31 23:59:59.0","","381624.987336614","189680.647736946","개인","유료",
"2318","유료직업소개소","11_50_02_P","3380000","1999338003911500010","19990708","","03","폐업","40","폐업","","","","","","","","부산광역시 해운대구 재송동 661번지 1호 2통 1반 유창맨션  203","부산광역시 해운대구 재반로 10, 203호 (재송동,유창맨션)","","유혜은직업소개소","20030611085640","I","2018-08-31 23:59:59.0","","393675.7764114","188758.790387297","개인","유료",
"2319","유료직업소개소","11_50_02_P","3380000","1999338003911500012","19990830","","03","폐업","40","폐업","","","","","","","","부산광역시 수영구 광안동 107번지 6호 6통 1반 부덕그린아파트  1002","","","유진인력","20031103154602","I","2018-08-31 23:59:59.0","","393037.888144977","186820.018110679","개인","유료",
"2320","유료직업소개소","11_50_02_P","3380000","1999338003911500013","19990913","","03","폐업","40","폐업","19991206","","","","","","","부산광역시 사하구 다대동 1548번지 11호 41통 1반 몰운대아파트 203 301","부산광역시 사하구 다대낙조2길 13, 203동 301호 (다대동,몰운대아파트)","","이재호직업소개소","20080121112711","I","2018-08-31 23:59:59.0","","379050.672894424","174156.617297535","개인","유료",
"2321","유료직업소개소","11_50_02_P","3380000","1999338003911500014","19990313","","03","폐업","40","폐업","","","","","","","","서울특별시 은평구 불광동 221번지 40호 14통 1반  2층","서울특별시 은평구 불광로13길 16-8, 2층동 (불광동)","","이형춘직업소개소","20030611085410","I","2018-08-31 23:59:59.0","","193948.744287867","457281.101625027","개인","유료",
"2322","유료직업소개소","11_50_02_P","3380000","1999338003911500016","19991001","","03","폐업","40","폐업","","","","","","","","부산광역시 사상구 학장동 574번지 111호 47통 7반 1차 삼성아파트 2 1107","부산광역시 사상구 대동로 148-29, 2동 1107호 (학장동,1차 삼성아파트)","","박창호직업소개소","20030611091600","I","2018-08-31 23:59:59.0","","380753.003983998","184018.929368907","개인","유료",
"2323","유료직업소개소","11_50_02_P","3380000","1999338003911500017","19991011","","03","폐업","40","폐업","","","","","","","","부산광역시 연제구 연산동 784번지 30  호 6  통 3  반","","","타임직업소개소","20031029135422","I","2018-08-31 23:59:59.0","","","","개인","유료",
"2324","유료직업소개소","11_50_02_P","3380000","1999338003911500018","19991021","","03","폐업","40","폐업","","","","","","","","부산광역시 연제구 연산동 487번지 10  호 32 통 1  반","","","부산컨설팅","20031029135631","I","2018-08-31 23:59:59.0","","","","개인","유료",
"2325","유료직업소개소","11_50_02_P","3380000","1999338003911500019","19991119","","03","폐업","40","폐업","","","","","","","","부산광역시 남구 용호동 176번지 30호 38통 1반 LG메트로시티 123 2001","","","심플직업소개소","20030611091753","I","2018-08-31 23:59:59.0","","392474.578116018","183052.21115244","개인","유료",
"2326","유료직업소개소","11_50_02_P","3380000","2000338003911500001","20000125","","03","폐업","40","폐업","","","","","","","","부산광역시 수영구 광안동 536번지 49호 33통 4반 동성그린빌라  102","부산광역시 수영구 광일로29번나길 29, 102호 (광안동,동성그린빌라)","","새천년직업소개소","20050328133507","I","2018-08-31 23:59:59.0","","392101.173468159","186581.783325025","개인","유료",
"2327","유료직업소개소","11_50_02_P","3380000","2000338003911500002","20000208","","03","폐업","40","폐업","","","","","","","","부산광역시 부산진구 범천동 1252번지 112 호 8  통 2  반","","","핑크직업소개소","20031029140209","I","2018-08-31 23:59:59.0","","","","개인","유료",
"2328","유료직업소개소","11_50_02_P","3380000","2000338003911500004","20000325","","03","폐업","40","폐업","","","","","","","","부산광역시 해운대구 우동 1072번지 64  호 화목빌라  201","","","도우미직업소개소","20031029140634","I","2018-08-31 23:59:59.0","","","","개인","유료",
"2329","유료직업소개소","11_50_02_P","3380000","2000338003911500012","20000727","","03","폐업","40","폐업","","","","","","","","경상남도 마산시 내서읍 중리 470번지 11호 5통 5반 한주아파트  1103","","","블루직업소개소","20030611084513","I","2018-08-31 23:59:59.0","","","","개인","유료",
"2330","유료직업소개소","11_50_02_P","3380000","2000338003911500013","20000810","","03","폐업","40","폐업","","","","","","","","부산광역시 해운대구 재송동 1030호 시영아파트 4 208","부산광역시 해운대구 해운대로61번길 62-7, 4동 208호 (재송동,시영아파트)","","명성직업소개소","20031029143719","I","2018-08-31 23:59:59.0","","393573.990460235","190385.25262281","개인","유료",
"2331","유료직업소개소","11_50_02_P","3380000","2000338003911500014","20001204","","03","폐업","40","폐업","","","","","","","","경상남도 양산시 웅상읍 삼호리 594호 7통","","","명성직업소개소","20030611093026","I","2018-08-31 23:59:59.0","","","","개인","유료",
"2332","유료직업소개소","11_50_02_P","3380000","2000338003911500015","20001226","","03","폐업","40","폐업","","","","","","","","부산광역시 남구 용호동 467호 35통 5반 대광타워맨션 101 1706","부산광역시 남구 이기대공원로26번길 45-3, 101동 1706호 (용호동,대광타워맨션)","","명성직업소개소","20030611085222","I","2018-08-31 23:59:59.0","","392815.089141115","182381.055328335","개인","유료",
"2333","유료직업소개소","11_50_02_P","3380000","2000338003911500016","20000824","","03","폐업","40","폐업","","","","","","","","부산광역시 해운대구 우동 1232번지 3호 22통 5반","부산광역시 해운대구 해운대로295번가길 6-4 (우동)","","금호직업소개소","20030611093120","I","2018-08-31 23:59:59.0","","394161.214823034","188182.014882034","개인","유료",
"2334","유료직업소개소","11_50_02_P","3380000","2000338003911500017","20000907","","03","폐업","40","폐업","","","","","","","","부산광역시 수영구 민락동 174번지 7호 23통 1반 대진아파트 다 202","","","민락직업소개소","20030611083950","I","2018-08-31 23:59:59.0","","393234.248765193","186119.584753003","개인","유료",
"2335","유료직업소개소","11_50_02_P","3380000","2000338003911500019","20000918","","03","폐업","40","폐업","","","","","","","","부산광역시 금정구 장전동 138번지 16호 13통 4반","부산광역시 금정구 수림로91번길 60 (장전동)","","양상규직업소개소","20030611093355","I","2018-08-31 23:59:59.0","","389487.674647735","195090.907033019","개인","유료",
"2336","유료직업소개소","11_50_02_P","3380000","2000338003911500020","20000922","","03","폐업","40","폐업","","","","","","","","부산광역시 중구 부평동4가 39번지 21호 21통 4반","부산광역시 중구 흑교로31번길 26 (부평동4가)","","인직업소개소","20030611093425","I","2018-08-31 23:59:59.0","","384343.401620262","180026.030819792","개인","유료",
"2337","유료직업소개소","11_50_02_P","3380000","2000338003911500021","20001010","","03","폐업","40","폐업","","","","","","","","부산광역시 사상구 학장동 571번지 3호 50통 1반 신구덕우성아파트 101 1801","","","에이스직업소개소","20030611093515","I","2018-08-31 23:59:59.0","","381022.207485785","184140.540676667","개인","유료",
"2338","유료직업소개소","11_50_02_P","3380000","2000338003911500022","20001017","","03","폐업","40","폐업","","","","","","","","울산광역시 울주군 서생면 신암리 944번지 12호 2통","","","남부산직업소개소","20030611093552","I","2018-08-31 23:59:59.0","","410590.585985973","206870.056734719","개인","유료",
"2339","유료직업소개소","11_50_02_P","3380000","2000338003911500023","20001024","","03","폐업","40","폐업","","","","","","","","부산광역시 해운대구 재송동 1183번지 3호 44통 4반 대원아파트  105","부산광역시 해운대구 재송2로 115, 105호 (재송동,대원아파트)","","천사직업소개소","20031029150203","I","2018-08-31 23:59:59.0","","394378.262963845","190202.84273","개인","유료",
