"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업소구분명","소재지","지정일자","신청일자","항목값1",
"3621","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200700020","20070523","","01","영업/정상","11","영업","","","","","051 7550666","","613829","부산광역시 수영구 민락동 142-2번지","부산광역시 수영구 감포로 88  (민락동)","","탑세일마트수영점","20070721105746","I","2018-08-31 23:59:59.0","","392953.347210332","187270.778459135","","","","","관급봉투",
"3622","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200700021","20070523","","01","영업/정상","11","영업","","","","","","","613827","부산광역시 수영구 민락동 22-10  번지 1층","","","복 슈퍼","20070721105746","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"3623","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200700024","20070530","","01","영업/정상","11","영업","","","","","051 7547442","","613809","부산광역시 수영구 광안동 755-1   번지 1층","","","씨네박스24할인마트","20070721105746","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"3624","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200700025","20070601","","01","영업/정상","11","영업","","","","","051 7510178","","613807","부산광역시 수영구 광안동 505-25  번지","","","푸른마트","20070721105746","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"3625","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200700026","20070612","","01","영업/정상","11","영업","","","","","","","613815","부산광역시 수영구 남천동 48-21  번지","","","원플러스마트","20070721105746","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"3626","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200700027","20070619","","01","영업/정상","11","영업","","","","","051 7520727","","613831","부산광역시 수영구 수영동 458-1   번지","","","우리상회","20070721105746","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"3627","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200700028","20070629","","01","영업/정상","11","영업","","","","","051 7588428","","613812","부산광역시 수영구 광안동 1077-14  번지","","","한성할인마트","20070721105746","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"3628","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200400030","20040510","","01","영업/정상","11","영업","","","","","","","613801","부산광역시 수영구 광안동 96-33  번지","","","서원할인유통","20070721105746","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"3629","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200400031","20040513","","01","영업/정상","11","영업","","","","","","","613831","부산광역시 수영구 수영동 436-1   번지","","","퀸마트","20070721105746","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"3630","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200400032","20040513","","01","영업/정상","11","영업","","","","","","","613823","부산광역시 수영구 망미동 937-105 번지","","","광명할인마트","20070721105746","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"3631","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200400033","20040514","","01","영업/정상","11","영업","","","","","","","613816","부산광역시 수영구 남천동 296-4   번지","","","훼미리마트남천점","20070721105746","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"3632","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200400034","20040517","","01","영업/정상","11","영업","","","","","","","613822","부산광역시 수영구 망미동 430-12  번지","","","수정슈퍼","20070721105746","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"3633","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200400035","20040518","","01","영업/정상","11","영업","","","","","","","613821","부산광역시 수영구 망미동 418-1   번지","","","충북상회","20070721105746","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"3634","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200400036","20040520","","01","영업/정상","11","영업","","","","","","","613806","부산광역시 수영구 광안동 778-1   번지","","","훼미리마트 광안제일점","20070721105746","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"3635","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200400037","20040525","","01","영업/정상","11","영업","","","","","","","613803","부산광역시 수영구 광안동 132-8   번지","","","썬마트","20070721105746","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"3636","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200700031","20070716","","01","영업/정상","11","영업","","","","","","","613812","부산광역시 수영구 광안동 1077-14  번지","","","한성할인마트","20070721105746","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"3637","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200700032","20070716","","01","영업/정상","11","영업","","","","","051 753 4932","","613832","부산광역시 수영구 수영동 480-15  번지","","","초원슈퍼","20070721105746","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"3638","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200400027","20040420","","01","영업/정상","11","영업","","","","","","","613806","부산광역시 수영구 광안동 334-8   번지","","","차무제","20070721105746","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"3639","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200010048","20001223","","01","영업/정상","11","영업","","","","","","","613131","부산광역시 수영구 망미동 430-12  번지","","","수정슈퍼","20070721105746","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"3640","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200010050","20010210","","01","영업/정상","11","영업","","","","","051757 1278","","613102","부산광역시 수영구 광안동 165-7번지 21통4반","부산광역시 수영구 수영로 546-1  (광안동)","","(주)스마일마트","20070721105746","I","2018-08-31 23:59:59.0","","392442.143094887","185960.182834575","지정","165-7번지 21/4","","20010210","관급봉투",
"3641","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200010051","20010223","","01","영업/정상","11","영업","","","","","051 758 0665","","613130","부산광역시 수영구 망미동 937-105 번지 44 통2  반","","","광명할인마트","20070721105746","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"3642","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200700029","20070712","","01","영업/정상","11","영업","","","","","051 7563935","","613827","부산광역시 수영구 민락동 18-1   번지","","","자유시간","20070721105746","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"3643","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200700030","20070712","","01","영업/정상","11","영업","","","","","051 756 3935","","613827","부산광역시 수영구 민락동 18-1   번지","","","자유시간","20070721105746","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"3644","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200700035","20070719","","01","영업/정상","11","영업","","","","","","","613827","부산광역시 수영구 민락동 73번지 민락본동골목 54","부산광역시 수영구 광안해변로 429  (민락동,민락본동골목 54)","","본동등대슈퍼","20070721105746","I","2018-08-31 23:59:59.0","","393945.618739908","186591.269608946","","","","","관급봉투",
"3645","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200700047","20070920","","01","영업/정상","11","영업","","","","","7583103","","613130","부산광역시 수영구 망미동 591-22번지","부산광역시 수영구 과정로55번길 61  (망미동)","","갓마트","20070920162104","I","2018-08-31 23:59:59.0","","391601.536474901","188327.911174502","지정","부산광역시 수영구 망미동 591번지 22호","20070920","20070920","관급봉투",
"3646","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200700048","20071010","","01","영업/정상","11","영업","","","","","","","613103","부산광역시 수영구 광안동 978-30번지","부산광역시 수영구 망미번영로13번길 33  (광안동)","","동성슈퍼","20071010155617","I","2018-08-31 23:59:59.0","","391813.812162611","187546.319360459","지정","부산광역시 수영구 광안동 978번지 30호","20071010","20071010","관급봉투",
"3647","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200700049","20071010","","01","영업/정상","11","영업","","","","","0517556500","","613132","부산광역시 수영구 망미동 413-28번지","부산광역시 수영구 과정로 46  (망미동)","","스펀지 마트","20071010160030","I","2018-08-31 23:59:59.0","","391954.174354329","188279.932028049","지정","부산광역시 수영구 망미동 413번지 28호","20071010","20071010","관급봉투",
"3648","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200700050","20071019","","01","영업/정상","11","영업","","","","","7516762","","","부산광역시 수영구 광안동 127-7번지","부산광역시 수영구 무학로 52  (광안동)","","럭키슈퍼","20071019132917","I","2018-08-31 23:59:59.0","","393052.24728755","186705.072782882","지정","부산광역시 수영구 광안동 127번지 7호","20071019","20071019","관급봉투",
"3649","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200700051","20071019","","01","영업/정상","11","영업","","","","","7518451","","613110","부산광역시 수영구 민락동 108-1번지 민락푸르지오상가101호","","","푸르지오슈퍼","20071019133545","I","2018-08-31 23:59:59.0","","394106.439646999","186584.840674314","지정","부산광역시 수영구 민락동 108번지 1호 민락푸르지오상가210호","20071019","20071019","관급봉투",
"3650","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200010054","20010319","","01","영업/정상","11","영업","","","","","","","613100","부산광역시 수영구 광안동 88-19번지 3통2반","부산광역시 수영구 무학로21번길 89  (광안동)","","화목슈퍼","20070721105746","I","2018-08-31 23:59:59.0","","392801.49164694","187210.75771782","","","","","관급봉투",
"3651","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200010056","20010402","","01","영업/정상","11","영업","","","","","051 758 0164","","613100","부산광역시 수영구 광안동 1063-1번지 5통2반","부산광역시 수영구 망미번영로24번길 64  (광안동)","","해동슈퍼","20070721105746","I","2018-08-31 23:59:59.0","","392270.420172392","187453.366225216","","","","","관급봉투",
"3652","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200010062","20010530","","01","영업/정상","11","영업","","","","","","","613110","부산광역시 수영구 민락동 18-2   번지 5  통4  반","","","마이프렌드","20070721105746","I","2018-08-31 23:59:59.0","","","","지정","184-6","","20010530","관급봉투",
"3653","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200010063","20010601","","01","영업/정상","11","영업","","","","","","","613100","부산광역시 수영구 광안동 120-262번지 11통4반","","","농심가마트","20070721105746","I","2018-08-31 23:59:59.0","","392658.672913734","186620.595736795","지정","120-262","","20020218","관급봉투",
"3654","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200700038","20070731","","01","영업/정상","11","영업","","","","","6256622","","613011","부산광역시 수영구 남천동 255번지 해변시장1길 3","부산광역시 수영구 황령대로481번길 39  (남천동,해변시장1길 3)","","진성마트","20070731172247","I","2018-08-31 23:59:59.0","","392023.260527691","184385.677565471","지정","부산광역시 수영구 남천동 255번지 해변시장1길3","20070731","20070731","관급봉투",
"3655","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200700036","20070724","","01","영업/정상","11","영업","","","","","7588969","","613826","부산광역시 수영구 망미동 798-19번지","부산광역시 수영구 망미로21번길 4  (망미동)","","서원유통(망미점)","20070724102951","I","2018-08-31 23:59:59.0","","391678.087965033","187712.267543405","지정","부산광역시 수영구 망미동 798번지 19호","20070724","20070724","관급봉투",
"3656","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200700037","20070726","","01","영업/정상","11","영업","","","","","7515123","","613811","부산광역시 수영구 광안동 1055-70번지","부산광역시 수영구 광서로 50  (광안동)","","예스마트","20070726162018","I","2018-08-31 23:59:59.0","","392091.273370608","187065.09259649","지정","부산광역시 수영구 광안동 1055번지 70호","20070726","20070726","관급봉투",
"3657","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200700039","20070802","","01","영업/정상","11","영업","","","","","7551519","","613132","부산광역시 수영구 망미동 404-14번지 토성3길 49","부산광역시 수영구 망미번영로63번길 30  (망미동,토성3길 49)","","오뚜기슈퍼","20070802142430","I","2018-08-31 23:59:59.0","","392119.169587716","188146.049768032","지정","부산광역시 수영구 망미동 404번지 14호 토성3길 49","20070802","20070802","관급봉투",
"3658","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200700040","20070807","","01","영업/정상","11","영업","","","","","7514498","","","부산광역시 수영구 광안동 172-21번지 삼정그린코아상가 101호","부산광역시 수영구 수영로540번길 55,  101호 (광안동,삼정그린코아상가)","","삼정그린마트","20070807134336","I","2018-08-31 23:59:59.0","","392676.629915517","185862.981704166","지정","부산광역시 수영구 광안동 172번지 21호 삼정그린코아상가 101호","20070807","20070807","관급봉투",
"3659","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200700041","20070807","","01","영업/정상","11","영업","","","","","","","613110","부산광역시 수영구 민락동 110-87번지","부산광역시 수영구 민락수변로 125  (민락동)","","후레쉬원편의점","20070807134648","I","2018-08-31 23:59:59.0","","394388.109636098","186096.249639089","지정","부산광역시 수영구 민락동 110번지 87호 수변공원1길 39","20070807","20070807","관급봉투",
"3660","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200700042","20070829","","01","영업/정상","11","영업","","","","","7586668","","613832","부산광역시 수영구 수영동 487-1번지","부산광역시 수영구 수미로 72  (수영동)","","미화당스토아","20070829100520","I","2018-08-31 23:59:59.0","","392931.387336061","188039.33818651","지정","부산광역시 수영구 수영동 487번지 1호","20070829","20070829","관급봉투",
"3661","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200700043","20070906","","01","영업/정상","11","영업","","","","","0517551997","","613100","부산광역시 수영구 광안동 496-1번지","부산광역시 수영구 광일로21번길 4  (광안동)","","부산장식","20070906113221","I","2018-08-31 23:59:59.0","","392332.948743967","186815.251852458","지정","부산광역시 수영구 광안동 496번지 1호","20070906","20070906","관급봉투",
"3662","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200700044","20070911","","01","영업/정상","11","영업","","","","","5239392","","613110","부산광역시 수영구 민락동 156-1번지","부산광역시 수영구 무학로64번길 26  (민락동)","","동방슈퍼","20070911145659","I","2018-08-31 23:59:59.0","","393182.957040541","186607.036517264","지정","부산광역시 수영구 민락동 156번지 1호","20070911","20070911","관급봉투",
"3663","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200700045","20070911","","01","영업/정상","11","영업","","","","","6254585","","613120","부산광역시 수영구 수영동 483-7번지","부산광역시 수영구 구락로 61  (수영동)","","재하마트수영점","20070911145957","I","2018-08-31 23:59:59.0","","392819.056323176","187998.552610803","지정","부산광역시 수영구 수영동 483번지 7호","20070911","20070911","관급봉투",
"3664","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200700046","20070914","","01","영업/정상","11","영업","","","","","","","613102","부산광역시 수영구 광안동 196-1번지","부산광역시 수영구 광안해변로 209  (광안동)","","GS25 광안비치점","20070914141058","I","2018-08-31 23:59:59.0","","392891.637623693","185786.349838582","지정","부산광역시 수영구 광안동 196번지 1호","20070914","20070914","관급봉투",
"3665","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200100056","20011229","","01","영업/정상","11","영업","","","","","","","613103","부산광역시 수영구 광안동 337-5   번지 16 통2  반","","","만나슈퍼","20070721105746","I","2018-08-31 23:59:59.0","","","","지정","337-5 16/2","","20011229","관급봉투",
"3666","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200010067","20010828","","01","영업/정상","11","영업","","","","","","","613131","부산광역시 수영구 망미동 592-2번지 18통4반","부산광역시 수영구 망미배산로42번길 24  (망미동)","","서원유통","20070721105746","I","2018-08-31 23:59:59.0","","391571.705270757","188241.521273737","지정","592-2 (18/4)","","20010828","관급봉투",
"3667","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200100055","20011229","","01","영업/정상","11","영업","","","","","","","613011","부산광역시 수영구 남천동 255번지 15 통4  반","부산광역시 수영구 황령대로481번길 39  (남천동)","","진성마트","20070721105746","I","2018-08-31 23:59:59.0","","392023.260527691","184385.677565471","지정","255","","20011229","관급봉투",
"3668","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200100002","20010109","","01","영업/정상","11","영업","","","","","051 623 0885","","613011","부산광역시 수영구 남천동 161-9번지 17통3반","부산광역시 수영구 남천동로 30  (남천동)","","축협할인마트","20070721105746","I","2018-08-31 23:59:59.0","","392319.649661975","184529.443799787","지정","남천1동 161-9","","20010820","관급봉투",
"3669","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200100003","20010109","","01","영업/정상","11","영업","","","","","051 07571270","","613103","부산광역시 수영구 광안동 75-1번지 2통1반","부산광역시 수영구 수영로702번길 18  (광안동)","","LG25수영광안점","20070721105746","I","2018-08-31 23:59:59.0","","392764.471361644","187347.831377749","지정","광안3동 75-1번지","","20010109","관급봉투",
"3670","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200100004","20010117","","01","영업/정상","11","영업","","","","","051 757 1839","","613120","부산광역시 수영구 수영동 477-9   번지 13 통3  반","","","선경슈퍼","20070721105746","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"3671","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200200009","20020323","","01","영업/정상","11","영업","","","","","","","613101","부산광역시 수영구 광안동 646-15  번지 19 통4  반","","","개미슈퍼","20070721105746","I","2018-08-31 23:59:59.0","","","","지정","646-15 (19/4)","","20020323","관급봉투",
"3672","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200200010","20020417","","01","영업/정상","11","영업","","","","","","","613011","부산광역시 수영구 남천동 7-8   번지 3  통2  반","","","동양마트(주)수영구청점","20070721105746","I","2018-08-31 23:59:59.0","","","","지정","7-8 (3/2)","","20020417","관급봉투",
"3673","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200200011","20020417","","01","영업/정상","11","영업","","","","","","","613120","부산광역시 수영구 수영동 479-1   번지 18 통4  반","","","세븐일레븐","20070721105746","I","2018-08-31 23:59:59.0","","","","지정","479-1 (18/4)","","20020417","관급봉투",
"3674","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200200023","20020614","","01","영업/정상","11","영업","","","","","","","613830","부산광역시 수영구 수영동 178-2   번지 16 통2  반","","","팔도할인마트","20070721105746","I","2018-08-31 23:59:59.0","","","","지정","178-2 (16/2)","","20020614","관급봉투",
"3675","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200200024","20020709","","01","영업/정상","11","영업","","","","","","","613131","부산광역시 수영구 망미동 823-1   번지 6  통2  반","","","대성철물","20070721105746","I","2018-08-31 23:59:59.0","","","","지정","823-1 (6/2)","","20020709","관급봉투",
"3676","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200200025","20020715","","01","영업/정상","11","영업","","","","","","","613120","부산광역시 수영구 수영동 483-13  번지 18 통3  반","","","한샘슈퍼","20070721105746","I","2018-08-31 23:59:59.0","","","","지정","483-13번지 18/3","","20020715","관급봉투",
"3677","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200100001","20010102","","01","영업/정상","11","영업","","","","","051 761 1405","","613131","부산광역시 수영구 망미동 774-269 번지","","","사회복지매점","20070721105746","I","2018-08-31 23:59:59.0","","","","지정","망미1동 실버타운 내","","20010102","관급봉투",
"3678","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200400038","20040529","","01","영업/정상","11","영업","","","","","","","613823","부산광역시 수영구 망미동 439-2   번지","","","예원","20070721105746","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"3679","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200100008","20010228","","01","영업/정상","11","영업","","","","","051 755 4083","","613130","부산광역시 수영구 망미동 208-1   번지 2  통6  반","","","아톰문구","20070721105746","I","2018-08-31 23:59:59.0","","","","지정","208-1번지 2/6","","20010228","관급봉투",
"3680","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200100009","20010314","","01","영업/정상","11","영업","","","","","051 751 2019","","613130","부산광역시 수영구 망미동 442-1   번지 40 통5  반","","","아프로마트","20070721105746","I","2018-08-31 23:59:59.0","","","","지정","442-1번지 40/5","","20010314","관급봉투",
"3681","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200100010","20010314","","01","영업/정상","11","영업","","","","","051 7584651","","613102","부산광역시 수영구 광안동 179-9   번지 5  통2  반","","","경남상회","20070721105746","I","2018-08-31 23:59:59.0","","","","지정","179-8번지 5/2","","20010314","관급봉투",
"3682","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200100011","20030325","","01","영업/정상","11","영업","","","","","051 761 4009","","613824","부산광역시 수영구 망미동 979-72번지 21통1반","","","현대마트","20070721105746","I","2018-08-31 23:59:59.0","","391072.828089698","187645.214259842","지정","979-72 (21/1)","","20010326","관급봉투",
"3683","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200100012","20010326","","01","영업/정상","11","영업","","","","","051754 3532","","613110","부산광역시 수영구 민락동 28-18  번지 21 통2  반","","","미락슈퍼","20070721105746","I","2018-08-31 23:59:59.0","","","","지정","28-18번지 21/2","","20010326","관급봉투",
"3684","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200100013","20010326","","01","영업/정상","11","영업","","","","","","","613110","부산광역시 수영구 민락동 18-1   번지 5  통4  반","","","용당슈퍼","20070721105746","I","2018-08-31 23:59:59.0","","","","지정","18-1번지 5/1","","20010326","관급봉투",
"3685","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200100014","20010330","","01","영업/정상","11","영업","","","","","","","613100","부산광역시 수영구 광안동 502-3   번지 18 통6  반","","","세븐일레븐광안3호점","20070721105746","I","2018-08-31 23:59:59.0","","","","지정","502-3번지 18/6","","20010330","관급봉투",
"3686","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200100015","20010404","","01","영업/정상","11","영업","","","","","","","613100","부산광역시 수영구 광안동 126-10  번지 1  통4  반","","","현대상회","20070721105746","I","2018-08-31 23:59:59.0","","","","지정","126-10 1/4","","20010404","관급봉투",
"3687","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200100017","20010509","","01","영업/정상","11","영업","","","","","","","613100","부산광역시 수영구 광안동 536-37  번지 3  통3  반","","","빅세일","20070721105746","I","2018-08-31 23:59:59.0","","","","지정","536-37 33/3","","20010509","관급봉투",
"3688","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200100018","20010525","","01","영업/정상","11","영업","","","","","","","613100","부산광역시 수영구 광안동 93-8   번지 7  통3  반","","","빅세일마트","20070721105746","I","2018-08-31 23:59:59.0","","","","지정","93-8번지 7/3","","20010525","관급봉투",
"3689","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200100019","20010530","","01","영업/정상","11","영업","","","","","","","613100","부산광역시 수영구 광안동 124-32번지 5통2반","부산광역시 수영구 무학로46번길 16  (광안동)","","한뿌리분식","20070721105746","I","2018-08-31 23:59:59.0","","392960.27443838","186656.51038941","지정","124-32 (5/2)","","20010530","관급봉투",
"3690","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200100022","20010607","","01","영업/정상","11","영업","","","","","","","613130","부산광역시 수영구 망미동 794-1   번지 1  통3  반","","","농축할인마트","20070721105746","I","2018-08-31 23:59:59.0","","","","지정","794-1","","20010607","관급봉투",
"3691","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200100023","20010622","","01","영업/정상","11","영업","","","","","","","613110","부산광역시 수영구 민락동 181-45번지 6통4반","부산광역시 수영구 광안해변로279번길 29  (민락동)","","갈매기슈퍼","20070721105746","I","2018-08-31 23:59:59.0","","393588.55130432","186257.908925452","지정","181-45 (6/4)","","20010622","관급봉투",
"3692","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200100024","20010626","","01","영업/정상","11","영업","","","","","","","613100","부산광역시 수영구 광안동 147-25  번지 4  통5  반","","","미화당슈퍼","20070721105746","I","2018-08-31 23:59:59.0","","","","지정","147-25 4/4","","20010626","관급봉투",
"3693","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200700054","20071024","","01","영업/정상","11","영업","","","","","7531300","","","부산광역시 수영구 광안동 738-4번지","부산광역시 수영구 장대골로 20-8  (광안동)","","탑세일마트","20071024163605","I","2018-08-31 23:59:59.0","","392315.42649126","186505.334874329","지정","부산광역시 수영구 광안동 738번지 4호","20071024","20071024","관급봉투",
"3694","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200100006","20010122","","01","영업/정상","11","영업","","","","","051 756 1827","","613102","부산광역시 수영구 광안동 169-4   번지 5  통1  반","","","진주슈퍼","20070721105746","I","2018-08-31 23:59:59.0","","","","지정","169-4번지 5/1","","20010122","관급봉투",
"3695","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200100007","20021226","","01","영업/정상","11","영업","","","","","051 753 9952","","613130","부산광역시 수영구 망미동 412-40번지 20통4반","부산광역시 수영구 과정로 62-1  (망미동)","","영주슈퍼","20070721105746","I","2018-08-31 23:59:59.0","","391918.338693633","188447.20567902","지정","412-40번지 20/4","","20010202","관급봉투",
"3696","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200100025","20010626","","01","영업/정상","11","영업","","","","","","","613110","부산광역시 수영구 민락동 176-14  번지 6  통3  반","","","훼미리마트","20070721105746","I","2018-08-31 23:59:59.0","","","","지정","176-14 6/3","","20010626","관급봉투",
"3697","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200100027","20030307","","01","영업/정상","11","영업","","","","","","","613110","부산광역시 수영구 민락동 179-13번지 11통1반","부산광역시 수영구 광안로 67  (민락동)","","미니스톱 광안비치점","20070721105746","I","2018-08-31 23:59:59.0","","393062.244097255","185989.30356542","지정","179-13 11/1","","20010626","관급봉투",
"3698","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200100028","20010626","","01","영업/정상","11","영업","","","","","","","613110","부산광역시 수영구 민락동 110-27  번지 4  통5  반","","","공원매점","20070721105746","I","2018-08-31 23:59:59.0","","","","지정","110-27 4/5","","20010626","관급봉투",
"3699","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200100029","20010626","","01","영업/정상","11","영업","","","","","","","613110","부산광역시 수영구 민락동 110-48  번지 4  통5  반","","","공원매점2","20070721105746","I","2018-08-31 23:59:59.0","","","","지정","110-48 4/5","","20010626","관급봉투",
"3700","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200100030","20010630","","01","영업/정상","11","영업","","","","","","","613100","부산광역시 수영구 광안동 1031-4   번지 16 통2  반","","","부산우유","20070721105746","I","2018-08-31 23:59:59.0","","","","지정","1031-4 16/2","","20010630","관급봉투",
"3701","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200400049","20040701","","01","영업/정상","11","영업","","","","","","","613810","부산광역시 수영구 광안동 956-14  번지","","","천지슈퍼","20070721105746","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"3702","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200400050","20040705","","01","영업/정상","11","영업","","","","","","","613804","부산광역시 수영구 광안동 165-10  번지","","","남강슈퍼","20070721105746","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"3703","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200100034","20010726","","01","영업/정상","11","영업","","","","","","","613100","부산광역시 수영구 광안동 978-30  번지 18 통3  반","","","동성상회","20070721105746","I","2018-08-31 23:59:59.0","","","","지정","978-30 18/3","","20010726","관급봉투",
"3704","쓰레기종량제봉투판매업","09_30_13_P","3380000","338000014200100035","20010803","","01","영업/정상","11","영업","","","","","","","613010","부산광역시 수영구 남천동 29-2   번지 19 통1  반","","","세븐일레븐2호점","20070721105746","I","2018-08-31 23:59:59.0","","","","지정","29-2번지 19/1","","20010803","관급봉투",
