"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","판매점영업면적",
"3527","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320133330024087500023","20130822","","03","폐업","03","폐업","20220526","","","","051-746-4704","","612821","부산광역시 해운대구 우동 544번지 14호","부산광역시 해운대구 구남로30번길 10 (우동)","48094","CU 해운대엔젤점","20220526154657","U","2022-05-28 02:40:00.0","","396739.603728301","186808.95808413","33",
"3528","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320133330024087500025","20130911","","03","폐업","03","폐업","20150909","","","","051-731-1794","","612824","부산광역시 해운대구 우동 1408번지 아이파크상가 110호","부산광역시 해운대구 마린시티2로 38, 110호 (우동, 아이파크상가)","48120","하프타임 아이파크점","20150910105308","I","2018-08-31 23:59:59.0","","395164.437852508","186231.014715022","",
"3529","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320133330024087500026","20130913","","03","폐업","03","폐업","20160825","","","","051-747-0544","","612892","부산광역시 해운대구 우동 1484번지 한화꿈에그린센텀 A동 103A2호","부산광역시 해운대구 센텀동로 26, A동 103A2호 (우동, 한화꿈에그린센텀)","48059","세븐일레븐 부산꿈에그린점","20160825110323","I","2018-08-31 23:59:59.0","","394205.564135188","187948.534671467","49.5",
"3530","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500004","20121106","","03","폐업","03","폐업","20220218","","","","051-741-3291","","612874","부산광역시 해운대구 우동 1498번지 106호","부산광역시 해운대구 센텀동로 9, 106호 (우동)","48059","GS25 트럼프월드점","20220218114517","U","2022-02-20 02:40:00.0","","394201.81589403","187760.860165772","25",
"3531","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500005","20121107","","03","폐업","03","폐업","20151217","","","","051-542-9129","","612807","부산광역시 해운대구 반송동 362번지 1호","부산광역시 해운대구 반송로892번길 5 (반송동)","48004","미니스톱 반송점","20151221090625","I","2018-08-31 23:59:59.0","","395822.352499127","194525.296691547","50.96",
"3532","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500009","20121108","","03","폐업","03","폐업","20171222","","","","","","612022","부산광역시 해운대구 우동 1459번지 퍼스트인센텀 101호","부산광역시 해운대구 센텀중앙로 60, 101호 (우동, 퍼스트인센텀)","48059","GS25 퍼스트센텀점","20171222110030","I","2018-08-31 23:59:59.0","","393868.69459854","188144.721879896","70",
"3533","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500010","20121108","","03","폐업","03","폐업","20170628","","","","051-703-8014","","612836","부산광역시 해운대구 좌동 1462번지 1호","부산광역시 해운대구 양운로80번길 20 (좌동)","48106","미니스톱 좌동장산점","20170628171923","I","2018-08-31 23:59:59.0","","398119.302747737","187981.902891188","52",
"3534","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500012","20121108","","03","폐업","03","폐업","20210629","","","","051-747-3362","","612821","부산광역시 해운대구 우동 653번지 2호","부산광역시 해운대구 해운대해변로209번길 8-3 (우동)","48093","GS25 해운오션점","20210630101630","U","2021-07-02 02:40:00.0","","396223.886659018","186585.853391771","59.4",
"3535","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500013","20121108","","03","폐업","03","폐업","20140123","","","","","","612022","부산광역시 해운대구 우동 1483번지 센텀큐상가 121호","부산광역시 해운대구 센텀5로 551, 121호 (우동, 센텀큐상가)","612022","GS25 센텀큐점","20140123152653","I","2018-08-31 23:59:59.0","","394120.995204637","188054.455807495","90",
"3536","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500015","20121109","","03","폐업","03","폐업","20130228","","","","051-704-2292","","612836","부산광역시 해운대구 좌동 1465번지 1호","부산광역시 해운대구 세실로69번길 11 (좌동)","612836","GS25 해운장산점","20130723094544","I","2018-08-31 23:59:59.0","","398186.779312425","187949.897542986","82.5",
"3537","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500016","20121109","","03","폐업","03","폐업","20150203","","","","051-749-5333","","612824","부산광역시 해운대구 우동 1410번지 3호","부산광역시 해운대구 마린시티3로 52 (우동)","612824","(주)씨스페이시스 한화콘도점","20150203160224","I","2018-08-31 23:59:59.0","","395399.72601113","186020.059335379","277.27",
"3538","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500022","20121109","","03","폐업","03","폐업","20140328","","","","051-702-8966","","612794","부산광역시 해운대구 좌동 1323번지 한라아파트상가 102호","부산광역시 해운대구 좌동순환로 280, 102호 (좌동, 한라아파트상가)","612794","세븐일레븐 부산좌동한라점","20140328105521","I","2018-08-31 23:59:59.0","","398687.053499904","187942.961108506","60",
"3539","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500024","20121109","","03","폐업","03","폐업","20140821","","","","","","612790","부산광역시 해운대구 좌동 1413번지 삼성아파트상가 103호","부산광역시 해운대구 세실로 174, 103호 (좌동, 삼성아파트상가)","612790","세븐일레븐 부산좌동삼성점","20140821145855","I","2018-08-31 23:59:59.0","","398375.978241032","188861.300752056","33",
"3540","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500025","20121109","","03","폐업","03","폐업","20130721","","","","051-925-5965","","612842","부산광역시 해운대구 좌동 1473번지 4호 대림아크로텔 205호","부산광역시 해운대구 해운대로 790, 205호 (좌동, 대림아크로텔)","612842","세븐일레븐 좌동아크로텔점","20130724175951","I","2018-08-31 23:59:59.0","","398135.508689245","187624.725530998","82",
"3541","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500001","20121106","","03","폐업","03","폐업","20211130","","","","051-784-2283","","612831","부산광역시 해운대구 재송동 1077번지 1호","부산광역시 해운대구 재송1로 34 (재송동)","48055","세븐일레븐 재송중앙점","20211130111751","U","2021-12-02 02:40:00.0","","393273.865571547","189660.617361395","72.6",
"3542","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500002","20121106","","03","폐업","03","폐업","20201214","","","","051-704-0496","","612836","부산광역시 해운대구 좌동 1460번지 2호 쌍용투윈오피스텔 102동 101호","부산광역시 해운대구 양운로 88, 102동 101호 (좌동, 쌍용투윈오피스텔)","48106","씨유 쌍용투윈점","20201214110214","U","2020-12-16 02:40:00.0","","398109.116603935","187907.800641685","40",
"3543","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500003","20121106","","03","폐업","03","폐업","20220607","","","","051-746-1496","","612824","부산광역시 해운대구 우동 1407번지 두산제니스스퀘어 104동 121호","부산광역시 해운대구 마린시티2로 33, 104동 121호 (우동, 두산제니스스퀘어)","48119","GS25 해운제니스점","20220607165706","U","2022-06-09 02:40:00.0","","395388.715069604","186268.853282623","62.7",
"3544","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320163330024087500018","20160601","","03","폐업","03","폐업","20200602","","","","051-746-2227","","","부산광역시 해운대구 중동 1519번지 3호","부산광역시 해운대구 좌동순환로433번길 30, 107,108호 (중동, 해운대힐스테이트위브)","48114","씨유 해운대힐스테이트","20200603155109","U","2020-06-05 02:40:00.0","","398213.668547571","186819.83805668","59.4",
"3545","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500028","20121109","","03","폐업","03","폐업","20140711","","","","051-515-5271","","612900","부산광역시 해운대구 반여동 1662번지 메가센텀한화꿈에그린상가 115동 105호","부산광역시 해운대구 반여로 67, 115동 102호 (반여동, 메가센텀한화꿈에그린상가)","612900","GS25 꿈에그린2호","20140711170919","I","2018-08-31 23:59:59.0","","393091.719088711","190813.950904244","66",
"3546","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500031","20121112","","03","폐업","03","폐업","20170201","","","","051-747-3532","","612847","부산광역시 해운대구 중동 1392번지 100호 씨클라우드호텔상가 108호","부산광역시 해운대구 해운대해변로 287, 108호 (중동, 씨클라우드호텔상가)","48095","GS25 씨클라우드","20170201132150","I","2018-08-31 23:59:59.0","","396941.887444768","186725.781107356","66",
"3547","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500032","20121112","","03","폐업","03","폐업","20170421","","","","051-746-2371","","612849","부산광역시 해운대구 중동 1489번지 4호","부산광역시 해운대구 달맞이길 193 (중동)","48115","GS25 달맞이공원점","20170421171119","I","2018-08-31 23:59:59.0","","398794.494654632","186552.868897673","70",
"3548","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320163330024087500023","20160818","","03","폐업","03","폐업","20200110","","","","051-701-9417","","","부산광역시 해운대구 좌동 1477번지 1호","부산광역시 해운대구 양운로42번길 11 (좌동)","48111","ING25(장산점)","20200110104120","U","2020-01-12 02:40:00.0","","398304.016430747","187579.08017232","42",
"3549","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320163330024087500024","20160825","","03","폐업","03","폐업","20161221","","","","","","","부산광역시 해운대구 중동 1511번지 4호","부산광역시 해운대구 달맞이길117번길 59 (중동)","48117","CU해운대달맞이점","20161221164328","I","2018-08-31 23:59:59.0","","398140.029095776","186745.256737984","80",
"3550","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320163330024087500027","20160930","","03","폐업","03","폐업","20201106","","","","","","","부산광역시 해운대구 좌동 1429번지 6호","부산광역시 해운대구 좌동순환로 237, 102호 (좌동, 세실빌딩)","48108","GS25 부흥사거리","20201106165404","U","2020-11-08 02:40:00.0","","398574.836485537","188333.159663906","69.58",
"3551","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320163330024087500029","20161014","","03","폐업","03","폐업","20211130","","","","","","","부산광역시 해운대구 중동 142번지 8호","부산광역시 해운대구 대천로 38, 201호 (중동)","48082","GS25 좌동코오롱","20211130142857","U","2021-12-02 02:40:00.0","","397601.440721732","187836.467481509","174.9",
"3552","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320163330024087500030","20161028","","03","폐업","03","폐업","20191030","","","","","","","부산광역시 해운대구 반여동 1291번지 507호","부산광역시 해운대구 재반로 224-1 (반여동)","48027","미니스톱 반여점","20191029090550","U","2019-10-31 02:40:00.0","","394030.006347062","190753.926323243","96",
"3553","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320163330024087500032","20161111","","03","폐업","03","폐업","20190530","","","","","","","부산광역시 해운대구 중동 1124번지 2호","부산광역시 해운대구 해운대해변로298번길 24, 1-31호 (중동, 팔레드시즈)","48099","미니스톱 부산팔레드시즈점","20190530170536","U","2019-06-01 02:40:00.0","","397340.061979116","186699.763267637","93.6",
"3554","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500040","20121112","","03","폐업","03","폐업","20140421","","","","051-746-4551","","612889","부산광역시 해운대구 우동 1510번지 센텀드림월드 106호","부산광역시 해운대구 센텀2로 25, 106호 (우동, 센텀드림월드)","612889","씨유 센텀드림월드점","20140421161422","I","2018-08-31 23:59:59.0","","394259.857138235","187389.720344275","",
"3555","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500041","20121112","","03","폐업","03","폐업","20140812","","","","051-703-1336","","612772","부산광역시 해운대구 좌동 1282번지 주공2단지분산상가 102~3호","부산광역시 해운대구 좌동순환로 118, 102103호 (좌동, 주공2단지분산상가)","612772","세븐일레븐 부산해운대주공점","20140812100611","I","2018-08-31 23:59:59.0","","397661.822988583","188423.581082316","49",
"3556","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500045","20121112","","03","폐업","03","폐업","20170627","","","","051-743-5263","","612847","부산광역시 해운대구 중동 1124번지 2호 팔레드시즈상가 1-5호","부산광역시 해운대구 해운대해변로298번길 24, 1-5호 (중동, 팔레드시즈상가)","48099","GS25 팔레드시즈","20170627093120","I","2018-08-31 23:59:59.0","","397340.061979116","186699.763267637","50",
"3557","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500047","20121112","","03","폐업","03","폐업","20160219","","","","051-747-0157","","612827","부산광역시 해운대구 우동 1124번지 26호 102호","부산광역시 해운대구 해운대로 369, 102호 (우동)","48062","센텀24시","20160219112758","I","2018-08-31 23:59:59.0","","394690.127755749","187760.697320143","148.5",
"3558","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500048","20121112","","03","폐업","03","폐업","20130731","","","","","","612753","부산광역시 해운대구 좌동 1448번지 경남선경아파트제상가동 216~7호","부산광역시 해운대구 청사포로 27, 216217호 (좌동, 경남선경아파트제상가동)","612753","씨유 해운대경남선경점","20130801094919","I","2018-08-31 23:59:59.0","","399061.678954423","187432.761894723","79.2",
"3559","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320163330024087500020","20160620","","03","폐업","03","폐업","20180904","","","","051-702-6717","","","부산광역시 해운대구 좌동 1483번지 1호 주성프라자 101호","부산광역시 해운대구 세실로27번길 17, 101호 (좌동, 주성프라자)","48111","지에스(GS)25해운주성점","20180904152059","U","2018-09-04 23:59:59.0","","398377.77044139","187628.481757803","50.8",
"3560","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320163330024087500022","20160718","","03","폐업","03","폐업","20180720","","","","051-701-0448","","","부산광역시 해운대구 좌동 1461번지 6호","부산광역시 해운대구 좌동로 98, 109호 (좌동, 디베르비타)","48106","지에스(GS)25 좌동남선점","20180720164423","I","2018-08-31 23:59:59.0","","398159.324550037","188084.467737712","59.4",
"3561","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320163330024087500033","20161122","","03","폐업","03","폐업","20211123","","","","","","","부산광역시 해운대구 우동 460번지 12호","부산광역시 해운대구 우동1로 47-1 (우동)","48088","씨유 우동로점","20211123111618","U","2021-11-25 02:40:00.0","","396477.187523847","187297.657508385","75.9",
"3562","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500019","20121109","","03","폐업","03","폐업","20160201","","","","051-701-1121","","612842","부산광역시 해운대구 좌동 1478번지 1호 113호","부산광역시 해운대구 양운로 56, 113호 (좌동)","48111","씨유 해운대SK점","20160202125945","I","2018-08-31 23:59:59.0","","398264.638827631","187644.193252441","33",
"3563","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500020","20121109","","03","폐업","03","폐업","20180717","","","","051-782-9457","","612830","부산광역시 해운대구 재송동 1055번지 6호","부산광역시 해운대구 재송1로 57 (재송동)","48054","GS25 재송시영점","20180717180324","I","2018-08-31 23:59:59.0","","393383.062738901","189675.295486743","100",
"3564","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320163330024087500034","20161125","","03","폐업","03","폐업","20191121","","","","","","","부산광역시 해운대구 재송동 1023번지","부산광역시 해운대구 해운대로61번가길 6, 103~105호 (재송동, 센텀삼익아파트)","48051","GS25센텀삼익","20191121145500","U","2019-11-23 02:40:00.0","","393140.687808246","190048.604696982","105.6",
"3565","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320163330024087500035","20161221","","03","폐업","03","폐업","20210730","","","","","","","부산광역시 해운대구 중동 1417번지 2호","부산광역시 해운대구 해운대해변로 271, 102호 (중동, 씨스타)","48094","이마트24 해운대바다점","20210730153029","U","2021-08-01 02:40:00.0","","396841.843557054","186655.373923053","58.2",
"3566","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320163330024087500036","20161222","","03","폐업","03","폐업","20201030","","","","051-746-1510","","","부산광역시 해운대구 중동 1511번지 4호","부산광역시 해운대구 달맞이길117번길 59 (중동)","48117","CU해운대달맞이점","20201102115634","U","2020-11-04 02:40:00.0","","398140.029095776","186745.256737984","80",
"3567","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320173330024087500001","20170105","","03","폐업","03","폐업","20201027","","","","","","","부산광역시 해운대구 우동 602번지 6호","부산광역시 해운대구 해운대로 636 (우동)","48095","씨유해운대플러스","20201027153036","U","2020-10-29 02:40:00.0","","396742.802982176","187126.559791745","",
"3568","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500033","20121112","","03","폐업","03","폐업","20170428","","","","051-704-7725","","612845","부산광역시 해운대구 중동 577번지","부산광역시 해운대구 청사포로128번길 6 (중동)","48116","GS25 청사포점","20170428170820","I","2018-08-31 23:59:59.0","","399674.638087278","186824.197010927","100",
"3569","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500034","20121112","","03","폐업","03","폐업","20201214","","","","051-526-6559","","612900","부산광역시 해운대구 반여동 1662번지 116동 102호","부산광역시 해운대구 반여로 67, 116동 102호 (반여동)","48039","지에스25 꿈에그린점","20201214155512","U","2020-12-16 02:40:00.0","","393091.719088711","190813.950904244","66",
"3570","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500035","20121112","","03","폐업","03","폐업","20160105","","","","051-702-6717","","612842","부산광역시 해운대구 좌동 1483번지 1호 주성프라자 101호","부산광역시 해운대구 세실로27번길 17, 101호 (좌동, 주성프라자)","48111","지에스24 해운주성점","20160105172701","I","2018-08-31 23:59:59.0","","398377.77044139","187628.481757803","66",
"3571","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500036","20121112","","03","폐업","03","폐업","20160216","","","","051-746-7164","","612820","부산광역시 해운대구 우동 952번지","부산광역시 해운대구 해운대로483번길 8-1 (우동)","48065","세븐일레븐 우동롯데점","20160216160021","I","2018-08-31 23:59:59.0","","395516.868352474","187000.673672428","66",
"3572","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500037","20121112","","03","폐업","03","폐업","20140812","","","","051-747-9450","","612795","부산광역시 해운대구 좌동 1274번지 한일아파트상가 109호","부산광역시 해운대구 대천로 56, 109호 (좌동, 한일아파트상가)","612795","세븐일레븐 부산해운대한일점","20140813094646","I","2018-08-31 23:59:59.0","","397696.324031643","188016.599652346","49",
"3573","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500060","20121113","","03","폐업","03","폐업","20130906","","","","051-747-3268","","612819","부산광역시 해운대구 우동 550번지 6호","부산광역시 해운대구 구남로 5 (우동)","612819","GS25 해운구남점","20130909094227","I","2018-08-31 23:59:59.0","","396672.039857488","187043.476728642","66",
"3574","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500061","20121113","","03","폐업","03","폐업","20200318","","","","051-743-6509","","612842","부산광역시 해운대구 좌동 1473번지 4호 대람이크로텔 215호","부산광역시 해운대구 해운대로 790, 215호 (좌동, 대림아크로텔)","48104","씨유 대림아크로텔점","20200319091919","U","2020-03-21 02:40:00.0","","398135.508689245","187624.725530998","49.5",
"3575","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500063","20121113","","03","폐업","03","폐업","20170531","","","","","","612831","부산광역시 해운대구 재송동 1105번지 7호","부산광역시 해운대구 해운대로143번길 32 (재송동)","48055","미니스톱 부산재송점","20170531134539","I","2018-08-31 23:59:59.0","","393296.828120177","189342.808640079","99",
"3576","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500051","20121112","","03","폐업","03","폐업","20170516","","","","051-746-7796","","612022","부산광역시 해운대구 우동 1470번지 센텀하이테크21 107호","부산광역시 해운대구 센텀중앙로 48, 107호 (우동, 센텀하이테크21)","48059","씨유 센텀하이테크점","20170516153728","I","2018-08-31 23:59:59.0","","393963.840834294","188061.35516256","45",
"3577","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320123330024087500052","20121112","","03","폐업","03","폐업","20181126","","","","051-702-5390","","612835","부산광역시 해운대구 좌동 867번지 1호","부산광역시 해운대구 양운로 130 (좌동)","48079","씨유 좌동대천점","20181126092934","U","2018-11-28 02:40:00.0","","397867.468677757","188257.727403377","79.2",
"3578","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320183330024087500028","20180801","","03","폐업","03","폐업","20190802","","","","","","","부산광역시 해운대구 송정동 200번지 19호 송정빌딩","부산광역시 해운대구 송정중앙로 25, 송정빌딩 (송정동)","48070","GS25 송정중앙로점","20190802140142","U","2019-08-04 02:40:00.0","","400651.960421496","189292.674584203","",
"3579","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320203330024087500027","20200810","","03","폐업","03","폐업","20200825","","","","","","","부산광역시 해운대구 우동 1553 해운대센텀 미진이지비아 아파트","부산광역시 해운대구 해운대로394번길 17, 해운대센텀 미진이지비아 아파트 (우동)","48089","지에스(GS)25센텀이지비아점","20200825150508","U","2020-08-27 02:40:00.0","","","","46",
"3580","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320203330024087500020","20200626","","03","폐업","03","폐업","20210512","","","","","","","부산광역시 해운대구 우동 639-3","부산광역시 해운대구 해운대로 602, 101호 (우동)","48094","세븐일레븐부산해운대해피점","20210512162935","U","2021-05-14 02:40:00.0","","396478.179451555","186902.829190447","49.5",
"3581","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320203330024087500025","20200721","","03","폐업","03","폐업","20210722","","","","051-741-3994","","","부산광역시 해운대구 중동 1393-31","부산광역시 해운대구 구남로 31 (중동)","48095","(주)비지에프휴먼넷 씨유해운대구남로점","20210722152303","U","2021-07-24 02:40:00.0","","396832.877997577","186827.573896436","91.38",
"3582","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320213330024087500018","20210812","","03","폐업","03","폐업","20220222","","","","","","","부산광역시 해운대구 중동 1417-2 씨스타","부산광역시 해운대구 해운대해변로 271, 씨스타 1층 (중동)","48094","이마트24 해운대바다점","20220222133933","U","2022-02-24 02:40:00.0","","396841.843557054","186655.373923053","0",
"3583","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320213330024087500012","20210527","","03","폐업","03","폐업","20220624","","","","","","","부산광역시 해운대구 우동 639-3","부산광역시 해운대구 해운대로 602, 1층 (우동)","48094","세븐일레븐 해운대해피점","20220624102553","U","2022-06-26 02:40:00.0","","396478.179451555","186902.829190447","45",
"3584","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320163330024087500001","20160106","","03","폐업","03","폐업","20180302","","","","051-746-2098","","","부산광역시 해운대구 우동 539번지 1호","부산광역시 해운대구 해운대로 620, 121호 (우동, 해운대라뮤에뜨)","48094","세븐일레븐 부산라뮤에뜨점","20180302180907","I","2018-08-31 23:59:59.0","","396639","187018","49.5",
"3585","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320163330024087500002","20160106","","03","폐업","03","폐업","20160623","","","","","","","부산광역시 해운대구 좌동 1483번지 1호","부산광역시 해운대구 세실로27번길 17, 101호 (좌동, 주성프라자)","48111","지에스(GS)25 해운주성점","20160623133831","I","2018-08-31 23:59:59.0","","398377.77044139","187628.481757803","66",
"3586","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320163330024087500010","20160325","","03","폐업","03","폐업","20190507","","","","051-743-1611","","","부산광역시 해운대구 우동 1516번지","부산광역시 해운대구 센텀2로 20, 105호 (우동, 센텀타워메디컬)","48060","씨유 센텀타워메디컬점","20190507144640","U","2019-05-09 02:40:00.0","","394176.848642491","187415.090101089","59.4",
"3587","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320163330024087500012","20160401","","03","폐업","03","폐업","20200922","","","","","","","부산광역시 해운대구 재송동 1123번지 6호","부산광역시 해운대구 재반로84번길 80 (재송동)","48053","지에스25 재송코오롱","20200922145733","U","2020-09-24 02:40:00.0","","393879.246742225","189693.701813453","28",
"3588","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320163330024087500014","20160425","","03","폐업","03","폐업","20200608","","","","051-782-2900","","","부산광역시 해운대구 재송동 1146번지 47호","부산광역시 해운대구 재반로152번길 8-7 (재송동)","48053","지에스25 해운스카이","20200608101140","U","2020-06-10 02:40:00.0","","393795.649186519","190079.369924103","69.3",
"3589","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320163330024087500017","20160524","","03","폐업","03","폐업","20200616","","","","051-741-5553","","","부산광역시 해운대구 우동 634번지 17호","부산광역시 해운대구 해운대로570번길 35, 1층 (우동, 24시마트)","48094","씨유 해운대블루","20200616141943","U","2020-06-18 02:40:00.0","","396558.163749044","186713.398189245","49.5",
"3590","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320203330024087500036","20201022","","03","폐업","03","폐업","20201028","","","","","","","","부산광역시 해운대구 해운대로76번길 58, 1층 (재송동)","48047","세븐일레븐 센텀대림점","20201028101932","U","2020-10-30 02:40:00.0","","392786.711973392","189918.22631349","49.5",
"3591","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320153330024087500039","20151223","","03","폐업","03","폐업","20190110","","","","","","","부산광역시 해운대구 반여동 1603번지 23호","부산광역시 해운대구 재반로 257 (반여동, 엘지25시)","48024","GS25 반여점","20190110135001","U","2019-01-12 02:40:00.0","","394031.610018052","191074.655655992","99",
"3592","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320203330024087500049","20201223","","03","폐업","03","폐업","20210609","","","","","","","","부산광역시 해운대구 해운대로38번길 60, 101-1호 (재송동, 센텀협성르네상스타운)","48047","씨유 반여협성점","20210610091423","U","2021-06-12 02:40:00.0","","392937.23790100000","190527.38901200000","50",
"3593","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320203330024087500044","20201124","","03","폐업","03","폐업","20210317","","","","","","","","부산광역시 해운대구 해운대로 620, 해운대 라뮤에뜨 1층 125호 (우동)","48094","씨유 해운대라뮤에뜨호텔점","20210317161816","U","2021-03-19 02:40:00.0","","396639","187018","50",
"3594","안전상비의약품 판매업소","01_01_05_P","3330000","PHMH320213330024087500002","20210125","","03","폐업","03","폐업","20220128","","","","","","","부산광역시 해운대구 우동 1124-13","부산광역시 해운대구 해운대로 365, 103,105호 (우동)","48062","지에스(GS)25벡스코동해점","20220128163523","U","2022-01-30 02:40:00.0","","394661.318013679","187785.196886936","71.6",
"3595","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320193340025087500006","20190425","","03","폐업","03","폐업","20201126","","","","","","","","부산광역시 사하구 비봉로 93, 퀸즈타운W 사하 107동 102호 (신평동)","49423","이마트24사하퀸즈W점","20201126115822","U","2020-11-28 02:40:00.0","","","","66",
"3596","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320193340025087500022","20191219","","03","폐업","03","폐업","20201124","","","","","","","","부산광역시 사하구 낙동대로 137, 104호 (괴정동)","49348","세븐일레븐 부산괴정스마트점","20201124133855","U","2020-11-26 02:40:00.0","","","","42.9",
"3597","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320143340025087500011","20140730","","03","폐업","03","폐업","20200901","","","","","","604828","부산광역시 사하구 당리동 316번지 27호","부산광역시 사하구 낙동대로 410 (당리동)","49327","미니스톱부산당리역점","20200827152447","U","2020-08-29 02:40:00.0","","379877.183525873","180099.155158445","66",
"3598","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320123340025087500092","20121108","","03","폐업","03","폐업","20141118","","","","051-262-3593","","604845","부산광역시 사하구 장림동 380번지","부산광역시 사하구 다대로 311 (장림동)","604845","GS25장림하나점","20141118171205","I","2018-08-31 23:59:59.0","","380250.68844905","176831.893130576","66",
"3599","안전상비의약품 판매업소","01_01_05_P","3340000","PHMH320143340025087500007","20140425","","03","폐업","03","폐업","20151030","","","","051-262-2563","","604840","부산광역시 사하구 장림동 240번지 6호","부산광역시 사하구 다대로 255-1 (장림동)","49509","씨유사하장림점","20151030142051","I","2018-08-31 23:59:59.0","","380307.913853023","177395.873715813","18.5",
