"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","점포구분명",
"241","대규모점포","08_25_01_P","3330000","2012333010307500011","20120529","","01","영업/정상","1","정상영업","","","","","051-741-5602","253.6","612852","부산광역시 해운대구 좌3동 1270번지 6호","부산광역시 해운대구 좌동순환로 70 (좌동)","612852","롯데슈퍼 좌동점","20140918165413","I","2018-08-31 23:59:59.0","대형마트","397380.689842602","188076.095488533","준대규모점포",
"242","대규모점포","08_25_01_P","3330000","2011333010307500004","20110919","","01","영업/정상","1","정상영업","","","","","051 702 5603","299.2","612031","부산광역시 해운대구 좌1동 1289번지 4호","부산광역시 해운대구 좌동순환로 178 (좌동)","612837","롯데슈퍼 좌1동점","20140918165530","I","2018-08-31 23:59:59.0","대형마트","398114.725350373","188646.73136878","준대규모점포",
"243","대규모점포","08_25_01_P","3330000","2011333010307500005","20110919","","01","영업/정상","1","정상영업","","","","","051 703 5602","1259.5","612031","부산광역시 해운대구 좌1동 1467번지 2호","부산광역시 해운대구 해운대로 799 (좌동)","612836","롯데슈퍼 해운대점","20140918165227","I","2018-08-31 23:59:59.0","대형마트","398179.9667568","187816.286955829","준대규모점포",
"244","대규모점포","08_25_01_P","3330000","2011333010307500006","20110928","","01","영업/정상","1","정상영업","","","","","051-704-9009","1241","612011","부산광역시 해운대구 중1동 301번지 1호","부산광역시 해운대구 좌동로 38 (중동)","","(주)서원유통 탑마트 해운대점","20220628163622","U","2022-06-30 02:40:00.0","대형마트","397738.771338927","187669.399370135","준대규모점포",
"245","대규모점포","08_25_01_P","3330000","2011333010307500007","20110928","","01","영업/정상","1","정상영업","","","","","051-545-3200","1255","612806","부산광역시 해운대구 반송3동 278번지 1호","부산광역시 해운대구 윗반송로 8 (반송동)","612806","(주)서원유통 탑마트 반송점","20220628163433","U","2022-06-30 02:40:00.0","대형마트","395714.790504686","194386.451574466","준대규모점포",
"246","대규모점포","08_25_01_P","3330000","2012333010307500001","20120316","","01","영업/정상","1","정상영업","","","","","051 5098124","10277","612815","부산광역시 해운대구 반여1동 1406번지 1호","부산광역시 해운대구 선수촌로21번길 37 (반여동)","612815","홈플러스(주) 부산반여점","20210614162336","U","2021-06-16 02:40:00.0","대형마트","392614.443268726","190638.92091912","대규모점포",
"247","대규모점포","08_25_01_P","3330000","2012333010307500002","20120321","","01","영업/정상","1","정상영업","","","","","051-747-7623","17471","612824","부산광역시 해운대구 우1동 1407번지 해운대두산위브제니스","부산광역시 해운대구 마린시티2로 33 (우동, 해운대두산위브제니스)","612824","제니스 스퀘어","20190130112929","U","2019-02-01 02:40:00.0","그 밖의 대규모점포","395388.715069604","186268.853282623","대규모점포",
"248","대규모점포","08_25_01_P","3330000","2012333010307500003","20120409","","01","영업/정상","1","정상영업","","","","","051-746-8547","393.69","612712","부산광역시 해운대구 재송1동 1200번지 더샵센텀파크1차아파트 상가7동 101호","부산광역시 해운대구 센텀중앙로 145, 상가7동 101호 (재송동, 더샵센텀파크1차아파트)","612712","홈플러스 익스프레스 부산센텀점","20210614163155","U","2021-06-16 02:40:00.0","대형마트","393239.237933586","188619.149645081","준대규모점포",
"249","대규모점포","08_25_01_P","3330000","2012333010307500004","20120409","","01","영업/정상","1","정상영업","","","","","051-701-8545","202","612842","부산광역시 해운대구 좌2동 1485번지 5호","부산광역시 해운대구 세실로 33, 1층 (좌동)","612842","홈플러스 익스프레스 좌동2점","20210614163719","U","2021-06-16 02:40:00.0","대형마트","398449.974768463","187599.341906768","준대규모점포",
"250","대규모점포","08_25_01_P","3330000","2012333010307500005","20120409","","01","영업/정상","1","정상영업","","","","","051-747-8364","190.1","612852","부산광역시 해운대구 좌3동 1270번지 2호 건우빌딩 1층","부산광역시 해운대구 좌동순환로 78, 1층 (좌동, 건우빌딩)","612852","홈플러스 익스프레스 좌동점","20210614163514","U","2021-06-16 02:40:00.0","대형마트","397398.305791549","188158.604800029","준대규모점포",
"251","대규모점포","08_25_01_P","3330000","2012333010307500006","20120409","","01","영업/정상","1","정상영업","","","","","051-702-8540","209.55","612843","부산광역시 해운대구 좌2동 1443번지 3호","부산광역시 해운대구 좌동순환로 303 (좌동)","612843","홈플러스 익스프레스 부산좌산점","20210614163947","U","2021-06-16 02:40:00.0","대형마트","398838.119963398","187718.900138076","준대규모점포",
"252","대규모점포","08_25_01_P","3330000","2017333013207500001","20170214","","01","영업/정상","1","정상영업","","","","","051-740-9031","16491.58","","","부산광역시 해운대구 구남로29번길 21-0 (중동)","612721","(주)세이브존리베라","20220207093136","U","2022-02-09 02:40:00.0","쇼핑센터","396855.567145532","186957.123472368","대규모점포",
"253","대규모점포","08_25_01_P","3330000","2017333013207500002","20170417","","01","영업/정상","1","정상영업","","","","","741-5602","253.6","612031","부산광역시 해운대구 좌동 1270번지 6호","부산광역시 해운대구 좌동순환로 70 (좌동)","612031","롯데수퍼 좌동점","20170418111442","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","397380.689842602","188076.095488533","준대규모점포",
"254","대규모점포","08_25_01_P","3330000","2017333013207500003","20170417","","01","영업/정상","1","정상영업","","","","","702-5603","299.21","612031","부산광역시 해운대구 좌동 1289번지 4호","부산광역시 해운대구 좌동순환로 178 (좌동)","612031","롯데슈퍼 좌1동점","20170418111559","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","398114.725350373","188646.73136878","준대규모점포",
"255","대규모점포","08_25_01_P","3330000","2017333013207500004","20170417","","01","영업/정상","1","정상영업","","","","","703-5602","1259.5","612031","부산광역시 해운대구 좌동 1467번지 2호","부산광역시 해운대구 해운대로 799-0 (좌동)","612031","롯데슈퍼 해운대점","20170418111627","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","398179.9667568","187816.286955829","준대규모점포",
"256","대규모점포","08_25_01_P","3330000","2017333013207500008","20071031","","01","영업/정상","1","정상영업","","","","","051-730-2212","43777.66","612022","부산광역시 해운대구 우동 1496번지","부산광역시 해운대구 센텀남대로 59-0 (우동)","612022","롯데백화점 센텀시티점","20220506151723","U","2022-05-08 02:40:00.0","백화점","394083.501537578","187707.586117775","대규모점포",
"257","대규모점포","08_25_01_P","3330000","2021333015107500001","20210225","","01","영업/정상","1","정상영업","","","","","051-781-8001","28555.44","","부산광역시 해운대구 중동 1829 엘시티","부산광역시 해운대구 달맞이길 30 (중동, 엘시티)","48099","엘시티 더 몰","20210824132618","U","2021-08-26 02:40:00.0","그 밖의 대규모점포","","","대규모점포",
"258","대규모점포","08_25_01_P","3330000","2000333001507500001","20000412","","02","휴업","2","휴업처리","","","","","051 7422121","","","부산광역시 해운대구 중동 1411번지 1   호","","","파라다이스명품관","20070707101147","I","2018-08-31 23:59:59.0","대형마트","","","",
"259","대규모점포","08_25_01_P","3330000","2004333001507500003","20040430","","02","휴업","2","휴업처리","","","","","051 7098000","11256","","호","","","홈플러스센텀시티점","20070707101147","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","","",
"260","대규모점포","08_25_01_P","3330000","2004333001507500020","20040430","","02","휴업","2","휴업처리","","","","","051 6081234","","","부산광역시 해운대구 중동 1767호","부산광역시 해운대구 좌동순환로 511 (중동)","","이마트해운대점","20070707101147","I","2018-08-31 23:59:59.0","대형마트","397397.83276594","187354.835259309","",
"261","대규모점포","08_25_01_P","3330000","2005333001507500001","20040430","","02","휴업","2","휴업처리","","","","","","0","","부산광역시 해운대구 반여동 1020호","부산광역시 해운대구 선수촌로 146-4 (반여동)","","LG마트 반여점","20070707101147","I","2018-08-31 23:59:59.0","대형마트","393260.732838123","191692.571968906","",
"262","대규모점포","08_25_01_P","3330000","2004333001507500004","20040430","","03","폐업","3","폐업처리","20161130","","","","051 520 7019","3937.96","612811","부산광역시 해운대구 반여1동 1020번지","부산광역시 해운대구 선수촌로 146-4 (반여동)","612811","롯데마트 반여점","20161216173103","I","2018-08-31 23:59:59.0","대형마트","393260.732838123","191692.571968906","대규모점포",
"263","대규모점포","08_25_01_P","3330000","2011333010307500003","20110801","","03","폐업","3","폐업처리","20140403","","","","051-782-1666","439","612832","부산광역시 해운대구 재송2동 1145번지 1호 보라스카이타운 202호","부산광역시 해운대구 재반로 150, 202호 (재송동,보라스카이타운)","","(주)지에스리테일 재송점","20140403102118","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","393767.387550068","190085.274360331","준대규모점포",
"264","대규모점포","08_25_01_P","3330000","2006333008207500001","20061018","","03","폐업","3","폐업처리","20171121","","","","051 743 0181","8705","","부산광역시 해운대구 우동 1493번지","부산광역시 해운대구 센텀4로 15 (우동)","48058","(주)신세계 면세점 부산점","20171121112013","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","393825.0775182","187704.240302956","대규모점포",
"265","대규모점포","08_25_01_P","3330000","2009333008207500001","20090228","","03","폐업","3","폐업처리","20090228","","","","745-1000","88953.19","612022","부산광역시 해운대구 우2동 1495번지","부산광역시 해운대구 센텀남대로 35 (우동)","","주)신세계 / 백화점 센텀시티점","20211202134007","U","2021-12-04 02:40:00.0","백화점","393952.264486105","187602.933160728","대규모점포",
"266","대규모점포","08_25_01_P","3330000","2011333010307500008","20111222","","03","폐업","3","폐업처리","20210930","","","","02-727-1381","3088.41","612824","부산광역시 해운대구 우1동 1408번지 해운대 I'Park 업무동","부산광역시 해운대구 마린시티2로 38, 업무동 (우동, 해운대 I'Park 업무동)","612824","SSG 마린시티점","20210928180621","U","2021-09-30 02:40:00.0","그 밖의 대규모점포","395164.437852508","186231.014715022","대규모점포",
"267","대규모점포","08_25_01_P","3330000","2014333010307500001","20140617","","03","폐업","3","폐업처리","20171102","","","","051-701-2122","3025.61","","","부산광역시 해운대구 좌동순환로433번길 40-0 (중동)","612850","해동","20171102145217","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","398447.60502200000","187254.43312400000","대규모점포",
"268","대규모점포","08_25_01_P","3330000","2017333013207500005","20170425","","03","폐업","3","폐업처리","20170816","","","","741-5602","253.6","612031","부산광역시 해운대구 좌동 1270번지 6호","부산광역시 해운대구 좌동순환로 70-0 (좌동)","612031","롯데쇼핑(주)롯데슈퍼좌동점","20170816112707","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","397380.689842602","188076.095488533","준대규모점포",
"269","대규모점포","08_25_01_P","3330000","2017333013207500006","20170425","","03","폐업","3","폐업처리","20210611","","","","702-5603","299.21","612031","부산광역시 해운대구 좌동 1289번지 4호","부산광역시 해운대구 좌동순환로 178-0 (좌동)","612031","롯데쇼핑(주) 롯데슈퍼좌1동점","20210611105855","U","2021-06-13 02:40:00.0","그 밖의 대규모점포","398114.725350373","188646.73136878","준대규모점포",
"270","대규모점포","08_25_01_P","3330000","2017333013207500007","20170425","","03","폐업","3","폐업처리","20210611","","","","703-5602","1259.5","","","부산광역시 해운대구 해운대로 799-0 (좌동)","612031","롯데쇼핑(주)롯데슈퍼해운대","20210611105744","U","2021-06-13 02:40:00.0","그 밖의 대규모점포","398179.9667568","187816.286955829","준대규모점포",
"271","대규모점포","08_25_01_P","3330000","2021333015107500002","20210225","","03","폐업","3","폐업처리","20210225","","","","051-781-0001","37272.89","","부산광역시 해운대구 중동 1058번지 39호 엘시티","부산광역시 해운대구 달맞이길 30 (중동, 엘시티)","48099","(주)엘시티 더 몰","20210308143839","U","2021-03-10 02:40:00.0","쇼핑센터","397501.677939254","186791.464501948","대규모점포",
"272","대규모점포","08_25_01_P","3330000","2022333015107500001","20220502","","01","영업/정상","5","영업개시전","","","","","","118.25","","부산광역시 해운대구 우동 1504 센텀코아","부산광역시 해운대구 센텀2로 19, 센텀코아 1층 102호 (우동)","48060","(주)지에스리테일 센텀시티점","20220502153238","I","2022-05-04 00:22:32.0","대형마트","394224.110299794","187441.796374313","준대규모점포",
"273","대규모점포","08_25_01_P","3340000","2000334001707500009","19831109","","01","영업/정상","1","정상영업","","","","","005102913347","1809","","부산광역시 사하구 괴정동 740-1호","부산광역시 사하구 낙동대로 261 (괴정동)","604855","자유종합상가","20140224145016","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","381263.475802174","179570.816415014","대규모점포",
"274","대규모점포","08_25_01_P","3340000","2006334001707500001","20060419","","01","영업/정상","1","정상영업","","","","","0512095000","8342.23","","부산광역시 사하구 괴정동 961번지 1호","부산광역시 사하구 사하로 190 (괴정동)","604811","뉴코아 아울렛 괴정점","20220517152255","U","2022-05-19 02:40:00.0","쇼핑센터","381751.00317294","179575.519981971","대규모점포",
"275","대규모점포","08_25_01_P","3340000","2006334001707500002","20060427","","01","영업/정상","1","정상영업","","","","","051261 2655","6688.82","","부산광역시 사하구 다대동 820번지 1   호","부산광역시 사하구 다대동로 30 (다대동)","","수협다대회센터","20140224143530","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","379838.84991767","174797.65636454","대규모점포",
"276","대규모점포","08_25_01_P","3340000","2006334001707500003","20060627","","01","영업/정상","1","정상영업","","","","","051262 0180","9912.63","","부산광역시 사하구 다대동 680번지 2호","부산광역시 사하구 다대동로 20 (다대동)","","다대 씨-파크","20131211101317","I","2018-08-31 23:59:59.0","시장","379834.721482529","174676.412428464","대규모점포",
"277","대규모점포","08_25_01_P","3340000","2006334006607500001","20060727","","01","영업/정상","1","정상영업","","","","","051 2636886","0","","부산광역시 사하구 장림동 792번지 7   호","부산광역시 사하구 장림시장5길 95 (장림동)","604842","(주)장림시장","20140102113518","I","2018-08-31 23:59:59.0","시장","379406.514301944","177516.635795368","대규모점포",
"278","대규모점포","08_25_01_P","3340000","2006334006607500002","20060905","","01","영업/정상","1","정상영업","","","","","051207 0075","5483.73","","부산광역시 사하구 장림동 1055호","부산광역시 사하구 다대로 207 (장림동)","604840","세정아울렛부산점","20140224135723","I","2018-08-31 23:59:59.0","쇼핑센터","380314.898569747","177865.132769233","대규모점포",
"279","대규모점포","08_25_01_P","3340000","2016334008007500002","20161202","","01","영업/정상","1","정상영업","","","","","0517108802","23810.3","","부산광역시 사하구 하단동 526번지 6호","부산광역시 사하구 낙동남로 1413 (하단동)","49311","아트몰링 부산점","20170627205028","I","2018-08-31 23:59:59.0","복합쇼핑몰","379212.079721725","180390.068955488","대규모점포",
"280","대규모점포","08_25_01_P","3340000","2000334001707500004","19770817","","01","영업/정상","1","정상영업","","","","","005102937545","8.25","","부산광역시 사하구 괴정동 552-14호","부산광역시 사하구 괴정로 219 (괴정동)","604813","사하시장","20140102104621","I","2018-08-31 23:59:59.0","시장","380976.753080028","179413.155629512","대규모점포",
"281","대규모점포","08_25_01_P","3340000","2000334001707500005","19781023","","01","영업/정상","1","정상영업","","","","","005102915291","0","","부산광역시 사하구 당리동 302-7호","부산광역시 사하구 승학로2번길 1 (당리동)","604829","하단시장","20140102104906","I","2018-08-31 23:59:59.0","시장","379504.858884703","180338.500716043","대규모점포",
"282","대규모점포","08_25_01_P","3340000","2000334001707500006","19800913","","01","영업/정상","1","정상영업","","","","","005102926660","0","","부산광역시 사하구 당리동 302-7호","부산광역시 사하구 제석로62번길 16 (당리동)","604828","당리시장","20140102105252","I","2018-08-31 23:59:59.0","시장","380031.52369889","180266.917103144","대규모점포",
"283","대규모점포","08_25_01_P","3340000","2000334001707500007","19801006","","01","영업/정상","1","정상영업","","","","","005102914983","0","","부산광역시 사하구 하단동 487-6호","부산광역시 사하구 낙동대로535번길 28 (하단동)","604851","에덴시장","20140102105610","I","2018-08-31 23:59:59.0","시장","378904.299819951","180909.234614291","대규모점포",
"284","대규모점포","08_25_01_P","3340000","2000334001707500008","19810115","","01","영업/정상","1","정상영업","","","","","005102913672","0","","부산광역시 사하구 신평동 111-213호","부산광역시 사하구 다대로134번길 44 (신평동)","604833","신평종합시장","20140102105839","I","2018-08-31 23:59:59.0","시장","380203.56302577","178733.098313152","대규모점포",
"285","대규모점포","08_25_01_P","3340000","2000334001707500010","19891215","","01","영업/정상","1","정상영업","","","","","005102615804","3782","","부산광역시 사하구 장림동 372-4호","부산광역시 사하구 다대로 305 (장림동)","604845","장림현대종합상가","20140224144852","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","380299.690312546","176893.324496578","대규모점포",
"286","대규모점포","08_25_01_P","3340000","2000334001707500011","19920824","","01","영업/정상","1","정상영업","","","","","005102069865","0","","부산광역시 사하구 하단동 1176호","부산광역시 사하구 하신중앙로 265 (하단동)","","가락타운상가시장","20131211112321","I","2018-08-31 23:59:59.0","시장","378592.907593612","179817.73255814","대규모점포",
"287","대규모점포","08_25_01_P","3340000","2000334001707500012","19931120","","01","영업/정상","1","정상영업","","","","","005102640588","11377","","부산광역시 사하구 다대동 120-1호","부산광역시 사하구 다대로 473 (다대동, 현대아파트)","604756","맘모스프라자","20140224144702","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","380398.062015138","175314.286676535","대규모점포",
"288","대규모점포","08_25_01_P","3340000","2000334001707500013","19950327","","01","영업/정상","1","정상영업","","","","","005102612760","2684","","부산광역시 사하구 다대동 382-3호","부산광역시 사하구 다대로 617 (다대동, 자유아파트)","604765","다대자유아파트상가","20140224144451","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","379889.658155967","174307.148168245","대규모점포",
"289","대규모점포","08_25_01_P","3340000","2000334001707500015","20000125","","01","영업/정상","1","정상영업","","","","","005102938484","3793","","부산광역시 사하구 신평동 452-1호","부산광역시 사하구 하신중앙로 210 (신평동)","604834","서원유통탑마트신평점","20160118105219","I","2018-08-31 23:59:59.0","대형마트","378825.371051998","179326.108062458","대규모점포",
"290","대규모점포","08_25_01_P","3340000","2000334001707500024","20061227","","01","영업/정상","1","정상영업","","","","","051 466 2080","7485.44","","부산광역시 사하구 장림동 185호","부산광역시 사하구 다대로 225 (장림동)","604843","홈플러스(주)장림점","20210604182843","U","2021-06-06 02:40:00.0","대형마트","380356.697150584","177733.129142587","대규모점포",
"291","대규모점포","08_25_01_P","3340000","2000334001707500002","19750915","","01","영업/정상","1","정상영업","","","","","005102919092","0","","부산광역시 사하구 감천동 466-5호","부산광역시 옥천로 8","604803","감천시장","20140102104227","I","2018-08-31 23:59:59.0","시장","382824.456436263","178416.560578377","대규모점포",
"292","대규모점포","08_25_01_P","3340000","2011334008007500001","20110826","","01","영업/정상","1","정상영업","","","","","0512075839","339","604858","부산광역시 사하구 하단1동 1184번지 1호","부산광역시 사하구 하신번영로201번길 10 (하단동)","604858","홈플러스(주)익스프레스 부산하단점","20210608132952","U","2021-06-10 02:40:00.0","그 밖의 대규모점포","378440.378781483","179570.672411706","준대규모점포",
"293","대규모점포","08_25_01_P","3340000","2011334008007500002","20110831","","01","영업/정상","1","정상영업","","","","","051-330-1501","786.92","604823","부산광역시 사하구 다대1동 943번지 8호","부산광역시 사하구 다대로554번길 7 (다대동)","","(주)서원유통 탑마트 다대점","20160712113636","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","379679.239411081","174871.825606384","준대규모점포",
"294","대규모점포","08_25_01_P","3340000","2011334008007500003","20110831","","01","영업/정상","1","정상영업","","","","","205-5602","437.4","604828","부산광역시 사하구 당리동 115번지","부산광역시 사하구 제석로 68 (당리동)","","롯데쇼핑(주)롯데슈퍼 당리점","20220428171556","U","2022-04-30 02:40:00.0","그 밖의 대규모점포","380034.928521333","180376.056556668","준대규모점포",
"295","대규모점포","08_25_01_P","3340000","2012334008007500001","20120314","","01","영업/정상","1","정상영업","","","","","266-1186","399.67","604783","부산광역시 사하구 다대1동 1624번지 다대롯데캐슬몰운대아파트 제주상가동 지하1층호","부산광역시  다대낙조2길 100, 제주상가동 지하1층 (다대롯데캐슬몰운대아파트)","604738","(주)지에스리테일 다대점","20160223171512","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","379255.918825109","174835.290190736","준대규모점포",
"296","대규모점포","08_25_01_P","3340000","2012334008007500002","20120321","","01","영업/정상","1","정상영업","","","","","291-0035","811.23","604830","부산광역시 사하구 당리동 340번지 1호","부산광역시 사하구 낙동대로 353 (당리동)","604830","(주)서원유통 탑마트 당리점","20160712113222","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","380328.503354908","179779.764542531","준대규모점포",
"297","대규모점포","08_25_01_P","3340000","2012334008007500003","20120321","","01","영업/정상","1","정상영업","","","","","262-1991","2471.97","604844","부산광역시 사하구 장림1동 312번지","부산광역시 사하구 다대로 296 (장림동)","604843","(주)서원유통 탑마트 장림점","20160712113939","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","380212.195224684","177000.001272676","준대규모점포",
"298","대규모점포","08_25_01_P","3340000","2012334008007500004","20120321","","01","영업/정상","1","정상영업","","","","","202-3555","1423.28","604806","부산광역시 사하구 감천1동 577번지","부산광역시 사하구 감천로 29 (감천동)","604806","(주)서원유통 탑마트 감천점","20160712114125","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","381933.755382966","178823.420186302","준대규모점포",
"299","대규모점포","08_25_01_P","3340000","2012334008007500007","20120404","","01","영업/정상","1","정상영업","","","","","0512668542","267.3","604827","부산광역시 사하구 다대1동 1548번지 18호","부산광역시 사하구 다대낙조2길 3 (다대동)","604827","홈플러스(주) 익스프레스 다대포점","20210608132228","U","2021-06-10 02:40:00.0","그 밖의 대규모점포","379285.24584426","174140.916066183","준대규모점포",
"300","대규모점포","08_25_01_P","3340000","2012334008007500008","20120406","","01","영업/정상","1","정상영업","","","","","207-4932","6807.19","604815","부산광역시 사하구 괴정1동 1016번지 1호","부산광역시 사하구 낙동대로 203 (괴정동)","","괴정시장 종합상가","20131211110837","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","381905.21687100000","180018.16666300000","대규모점포",
"301","대규모점포","08_25_01_P","3340000","2012334008007500009","20000926","","01","영업/정상","1","정상영업","","","","","0516032522","9547.15","604041","부산광역시 사하구 장림1동 1033번지 2호","부산광역시 사하구 을숙도대로 610 (장림동)","604041","롯데쇼핑(주) 롯데마트 사하점","20220503132338","U","2022-05-05 02:40:00.0","대형마트","379719.031458622","177973.843364907","대규모점포",
"302","대규모점포","08_25_01_P","3340000","2005334001707500002","20051124","","02","휴업","2","휴업처리","","","","","051 290 3310","10266.8","","부산광역시 사하구 괴정동 961번지 1호","부산광역시 사하구 사하로 190 (괴정동)","","리뷰백화점","20070707100617","I","2018-08-31 23:59:59.0","백화점","381751.00317294","179575.519981971","",
"303","대규모점포","08_25_01_P","3340000","2005334001707500001","20050728","","03","폐업","3","폐업처리","20060413","","","","051 290 3310","0","","부산광역시 사하구 괴정동 961번지 1호","부산광역시 사하구 사하로 190 (괴정동)","","세인트폴백화점(주)","20080313111259","I","2018-08-31 23:59:59.0","백화점","381751.00317294","179575.519981971","",
"304","대규모점포","08_25_01_P","3340000","1996334001707500025","19960916","","03","폐업","3","폐업처리","20060414","","","","051 2903310","0","604811","부산광역시 사하구 괴정3동 961번지 1호","부산광역시 사하구 사하로 190 (괴정동)","","신세화백화점괴정점","20121021191459","I","2018-08-31 23:59:59.0","백화점","381751.00317294","179575.519981971","대규모점포",
"305","대규모점포","08_25_01_P","3340000","2011334008007500004","20110831","","03","폐업","3","폐업처리","20210518","","","","261-5601","810.9","604824","부산광역시 사하구 다대1동 649번지","부산광역시 사하구 윤공단로 4 (다대동)","604729","롯데쇼핑(주)롯데슈퍼 다대점","20210518134733","U","2021-05-20 02:40:00.0","그 밖의 대규모점포","379672.134128232","174638.869997904","준대규모점포",
"306","대규모점포","08_25_01_P","3340000","2012334008007500005","20120323","","03","폐업","3","폐업처리","20210518","20151116","20151216","","291-5601","3834.7","604807","부산광역시 사하구 괴정2동 358번지 1호","부산광역시 사하구 낙동대로 123 (괴정동)","604807","롯데쇼핑(주) 롯데슈퍼 괴정점","20210518134018","U","2021-05-20 02:40:00.0","그 밖의 대규모점포","382500.098676341","180032.736246039","준대규모점포",
"307","대규모점포","08_25_01_P","3340000","2012334008007500006","20120323","","03","폐업","3","폐업처리","20210518","","","","266-5604","765.3","604840","부산광역시 사하구 장림2동 287번지 1호","부산광역시 사하구 다대로277번길 12 (장림동)","604840","롯데쇼핑(주) 롯데슈퍼 장림점","20210518134631","U","2021-05-20 02:40:00.0","그 밖의 대규모점포","380347.098149637","177139.575438556","준대규모점포",
"308","대규모점포","08_25_01_P","3340000","2010334006607500001","20100910","20100910","04","취소/말소/만료/정지/중지","4","직권취소","","","","","209-5071","13140.93","604811","부산광역시 사하구 괴정3동 961번지 1호","부산광역시 사하구 사하로 190 (괴정동)","","뉴코아아울렛 괴정점","20140102133506","I","2018-08-31 23:59:59.0","쇼핑센터","381751.00317294","179575.519981971","대규모점포",
"309","대규모점포","08_25_01_P","3340000","2000334001707500003","19760228","20000228","04","취소/말소/만료/정지/중지","4","직권취소","","","","","005102615597","0","","부산광역시 사하구 장림동 792-7호","부산광역시 사하구 장림번영로 24 (장림동)","604842","장림시장","20140102103008","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","379406.514301944","177516.635795368","대규모점포",
"310","대규모점포","08_25_01_P","3340000","2000334001707500014","19961107","20060627","04","취소/말소/만료/정지/중지","4","직권취소","","","","","005102620180","3118","","부산광역시 사하구 다대동 680-2호","부산광역시 사하구 다대동로 20 (다대동)","604824","다대씨파크","20140102112934","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","379834.721482529","174676.412428464","대규모점포",
"311","대규모점포","08_25_01_P","3340000","1975334001707500002","19750915","20100204","04","취소/말소/만료/정지/중지","4","직권취소","","","","","051 2919091","0","","부산광역시 사하구 감천동 471호","부산광역시 사하구 옥천로 8 (감천동)","","감천시장","20130530152915","I","2018-08-31 23:59:59.0","시장","382824.456436263","178416.560578377","대규모점포",
"312","대규모점포","08_25_01_P","3340000","2000334001707500001","19690910","20120406","04","취소/말소/만료/정지/중지","4","직권취소","","","","","005102915091","0","","부산광역시 사하구 괴정동 1016-1호","부산광역시 사하구 낙동대로 203 (괴정동)","604811","괴정시장","20140102102130","I","2018-08-31 23:59:59.0","시장","381905.21687100000","180018.16666300000","대규모점포",
"313","대규모점포","08_25_01_P","3340000","2016334008007500001","20161115","","01","영업/정상","5","영업개시전","","","","","051-710-8802","23810.3","604852","부산광역시 사하구 하단동 526번지 6호","부산광역시 사하구 낙동남로 1413 (하단동)","604852","아트몰링 부산점","20161115120233","I","2018-08-31 23:59:59.0","복합쇼핑몰","379212.079721725","180390.068955488","대규모점포",
"314","대규모점포","08_25_01_P","3350000","2021335013507500001","20211022","","01","영업/정상","1","정상영업","","","","","02-2006-2364","277.3","","부산광역시 금정구 부곡동 225-58 골든웨딩프라자예식장","부산광역시 금정구 중앙대로1719번길 47, 골든웨딩프라자예식장 (부곡동)","46277","(주)지에스리테일 부산금정점","20211122174251","U","2021-11-24 02:40:00.0","그 밖의 대규모점포","390131.012671533","195111.082376592","준대규모점포",
"315","대규모점포","08_25_01_P","3350000","2003335001507500001","20030602","","01","영업/정상","1","정상영업","","","","","","3198.24","","부산광역시 금정구 청룡동 33번지 4호","부산광역시 금정구 청룡예전로 17 (청룡동)","609843","동산오차드힐 상가","20140114095227","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","390158.945016973","199237.917206525","대규모점포",
"316","대규모점포","08_25_01_P","3350000","2005335001507500001","20050415","","01","영업/정상","1","정상영업","","","","","051 606 1052","14644.91","","부산광역시 금정구 구서동 368호","부산광역시 금정구 중앙대로1841번길 24 (구서동)","609847","(주)이마트 금정점","20200423160606","U","2020-04-25 02:40:00.0","대형마트","390208.09260128","196546.356333373","대규모점포",
