"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","환경업무구분명","폐기물처리업구분명","폐기물처리업별처리구분명","폐기물구분명","허용보관량","허용보관량내용",
"210","건설폐기물처리업","09_30_05_P","3360000","336000092201200003","20121121","","01","영업/정상","BBBB","영업","","","","","051-973-7940","","","부산광역시 강서구 강동동 101-56번지","부산광역시 강서구 낙동북로 92 (강동동)","46706","신창산업","20180220112609","I","2018-08-31 23:59:59.0","","376492.137264242","192598.033542562","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"211","건설폐기물처리업","09_30_05_P","3360000","336000092201200004","20130125","","01","영업/정상","BBBB","영업","","","","","051-973-7940","","","부산광역시 강서구 강동동 101-56번지","부산광역시 강서구 낙동북로 92 (강동동)","46706","신창산업","20180220112609","I","2018-08-31 23:59:59.0","","376492.137264242","192598.033542562","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"212","건설폐기물처리업","09_30_05_P","3360000","336000092201000002","20101209","","01","영업/정상","BBBB","영업","","","","","0553342101","","","부산광역시 강서구 대저1동 4213","부산광역시 강서구 대저동서로21번길 63, 대리부락공동구판장 (대저1동)","46704","(주)한맥개발","20211012171334","U","2021-10-14 02:40:00.0","","376759.446481779","190851.360916889","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"213","건설폐기물처리업","09_30_05_P","3360000","336000092201300001","20130930","","01","영업/정상","BBBB","영업","","","","","973-3445","","","부산광역시 강서구 대저2동 3153-1번지","부산광역시 강서구 유통단지1로 41, 131동 219호 (대저2동)","46721","대성환경산업(주)","20200326130451","U","2020-03-28 02:40:00.0","","378260.668626959","186989.385407123","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"214","건설폐기물처리업","09_30_05_P","3360000","336000092201300002","20220629","","01","영업/정상","BBBB","영업","","","","","714-1799","","","부산광역시 강서구 생곡동 135-107","부산광역시 강서구 생곡산단로52번길 29 (생곡동)","46729","대도이앤알 주식회사","20220629170117","U","2022-07-02 02:40:00.0","","371224","183265","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"215","건설폐기물처리업","09_30_05_P","3360000","336000092201300003","20131209","","01","영업/정상","BBBB","영업","","","","","05126684","","","부산광역시 수영구 광안동 산 102-3번지","부산광역시 수영구 수영로521번길 55 (광안동)","48264","풍산기업(주)","20151214172442","I","2018-08-31 23:59:59.0","","391978.161708285","185775.529080423","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"216","건설폐기물처리업","09_30_05_P","3360000","336000092201400001","20211021","","01","영업/정상","BBBB","영업","","","","","051-972-2630","","","","부산광역시 강서구 맥도강변길 914 (대저2동)","618808","창은환경산업주식회사","20211021111016","U","2021-10-23 02:40:00.0","","377665.282329361","185278.967544216","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"217","건설폐기물처리업","09_30_05_P","3360000","336000092201500002","20150812","","01","영업/정상","BBBB","영업","","","","","051-271-7152","","","","부산광역시 강서구 명지새동네길1번길 36 (명지동)","46725","(주)양주","20170328152820","I","2018-08-31 23:59:59.0","","376049.919994039","180702.488250665","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"218","건설폐기물처리업","09_30_05_P","3360000","336000092201500003","20150812","","01","영업/정상","BBBB","영업","","","","","","","","","부산광역시 강서구 대저로 262-1 (대저1동)","618803","청송환경자원","20150812104215","I","2018-08-31 23:59:59.0","","380317.55169","192238.260837","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"219","건설폐기물처리업","09_30_05_P","3360000","336000092201500004","20150813","","01","영업/정상","BBBB","영업","","","","","0518320865","","","부산광역시 강서구 송정동 811-9","부산광역시 강서구 가락대로 320 (송정동)","46751","(주)그린포트","20220617150104","U","2022-06-19 02:40:00.0","","368089.614964646","180652.410177711","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"220","건설폐기물처리업","09_30_05_P","3360000","336000092201300005","20180220","","01","영업/정상","BBBB","영업","","","","","051-973-7940","","","부산광역시 강서구 강동동 101-56번지","부산광역시 강서구 낙동북로 92 (강동동)","46706","신창산업","20180220112609","I","2018-08-31 23:59:59.0","","376492.137264242","192598.033542562","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"221","건설폐기물처리업","09_30_05_P","3360000","336000092201700001","20170407","","01","영업/정상","BBBB","영업","","","","","051-972-5408","","","부산광역시 강서구 대저1동 2375-9","부산광역시 강서구 대저로 265 (대저1동)","46702","대하에코텍","20210706175548","U","2021-07-08 02:40:00.0","","380347.431255112","192255.377983227","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"222","건설폐기물처리업","09_30_05_P","3360000","336000092201700002","20170612","","01","영업/정상","BBBB","영업","","","","","","","","부산광역시 강서구 봉림동 21","부산광역시 강서구 가락대로 1373 (봉림동)","46708","(주)대아환경산업","20220510141027","U","2022-05-12 02:40:00.0","","373300.246130756","189234.973189717","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"223","건설폐기물처리업","09_30_05_P","3360000","336000092201700005","20171218","","01","영업/정상","BBBB","영업","","","","","051-914-0439","","","부산광역시 강서구 명지동 3589-9 도형건설","부산광역시 강서구 명지국제6로 21, 901호 (명지동)","46726","주식회사 부영토건","20210324093207","U","2021-03-26 02:40:00.0","","373350.085112146","178669.017636246","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"224","건설폐기물처리업","09_30_05_P","3360000","336000092201800002","20180315","","01","영업/정상","BBBB","영업","","","","","","","","부산광역시 강서구 죽림동 753-2","부산광역시 강서구 호계로 7 (죽림동)","46708","씨엔엠","20201019133228","U","2020-10-21 02:40:00.0","","373017.818475368","190168.481496133","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"225","건설폐기물처리업","09_30_05_P","3360000","336000092201800004","20181120","","01","영업/정상","BBBB","영업","","","","","051-316-4160","","","부산광역시 강서구 죽동동 144-1번지","부산광역시 강서구 호계로 133 (죽동동)","46708","(주)도이기업","20200305172744","U","2020-03-07 02:40:00.0","","372232.583624406","190939.545694727","건설폐기물처리업사업계획(허가)신청","","","","","",
"226","건설폐기물처리업","09_30_05_P","3360000","336000092201900003","20190903","","01","영업/정상","BBBB","영업","","","","","051-928-6161","","","부산광역시 강서구 대저2동 3153-1","부산광역시 강서구 유통단지1로 41, 118동 119호 (대저2동)","46721","(주)지원ENC","20200911174500","U","2020-09-13 02:40:00.0","","378260.668626959","186989.385407123","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","","",
"227","건설폐기물처리업","09_30_05_P","3360000","336000092201900005","20191119","","01","영업/정상","BBBB","영업","","","","","","","","부산광역시 강서구 대저2동 5177-3","부산광역시 강서구 공항로339번길 99 (대저2동)","46723","(주)우호기업","20220616133657","U","2022-06-18 02:40:00.0","","377285.694793411","184359.087309641","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"228","건설폐기물처리업","09_30_05_P","3360000","336000092202000001","20200521","","01","영업/정상","BBBB","영업","","","","","","","","부산광역시 강서구 대저2동 5177-3","부산광역시 강서구 공항로339번길 99 (대저2동)","46723","(주)우호기업","20220616133657","U","2022-06-18 02:40:00.0","","377285.694793411","184359.087309641","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"229","건설폐기물처리업","09_30_05_P","3360000","336000092202100005","20211012","","01","영업/정상","BBBB","영업","","","","","051-973-9661","","","부산광역시 강서구 식만동 338-3","부산광역시 강서구 식만로259번길 20-1 (식만동)","46707","(주)삼천리해운","20211105171623","U","2021-11-07 02:40:00.0","","","","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"230","건설폐기물처리업","09_30_05_P","3360000","336000092202100006","20211126","","01","영업/정상","BBBB","영업","","","","","051-201-0472","","","부산광역시 강서구 명지동 3453-4","부산광역시 강서구 명지국제6로 224, 201호 (명지동)","46772","(주)태성환경","20220329162453","U","2022-03-31 02:40:00.0","","375273.943560745","179060.150126969","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"231","건설폐기물처리업","09_30_05_P","3360000","336000092202100004","20211027","","01","영업/정상","BBBB","영업","","","","","0512668456","","","부산광역시 강서구 명지동 3589-9 도형건설","부산광역시 강서구 명지국제6로 21, 도형건설 901호 (명지동)","46726","풍산기업(주)","20220622135430","U","2022-06-24 02:40:00.0","","373350.085112146","178669.017636246","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"232","건설폐기물처리업","09_30_05_P","3360000","336000092202100003","20210215","","01","영업/정상","BBBB","영업","","","","","","","","부산광역시 강서구 화전동 569-9","부산광역시 강서구 화전산단4로20번길 25-15 (화전동)","46735","옥주환경","20210215094816","I","2021-02-17 00:23:02.0","","371435.523281245","180605.130686082","건설폐기물처리업사업계획(허가)신청","","","","","",
"233","건설폐기물처리업","09_30_05_P","3360000","336000092202100002","20210812","","01","영업/정상","BBBB","영업","","","","","051-325-3495","","","부산광역시 강서구 대저2동 4972-9","부산광역시 강서구 공항로393번길 70 (대저2동)","46723","동양기연 주식회사","20210812090907","U","2021-08-14 02:40:00.0","","377317.970887145","184571.752269014","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"234","건설폐기물처리업","09_30_05_P","3360000","336000092202100001","20210223","","01","영업/정상","BBBB","영업","","","","","051-532-5111","","","부산광역시 강서구 대저1동 1333-18","부산광역시 강서구 대저로155번길 62 (대저1동)","46702","일동자원","20210225155628","U","2021-02-27 02:40:00.0","","379356.231871534","192707.712055888","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"235","건설폐기물처리업","09_30_05_P","3370000","337000092200800001","20080718","","01","영업/정상","BBBB","영업","","","","","5039822","","611766","부산광역시 연제구 거제동 1479번지 거제2차현대홈타운 206동 1402호","부산광역시 연제구 법원북로 16, 206동 1402호 (거제동,거제2차현대홈타운)","","진보기업","20080718092223","I","2018-08-31 23:59:59.0","","388389.989315395","190114.693195598","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"236","건설폐기물처리업","09_30_05_P","3370000","337000092201100001","20110329","","01","영업/정상","BBBB","영업","","","","","","","611807","부산광역시 연제구 거제동 876-6번지","부산광역시 연제구 아시아드대로19번길 7 (거제동)","611072","(주)수정산업개발","20111030140132","I","2018-08-31 23:59:59.0","","388420.471491188","189457.264584046","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"237","건설폐기물처리업","09_30_05_P","3370000","337000092201300001","20130612","","01","영업/정상","BBBB","영업","","","","","051-933-9611","","","","부산광역시 연제구 아시아드대로22번길 13 (거제동)","611808","청암산업개발(주)","20220322105722","U","2022-03-24 02:40:00.0","","388485.035993606","189546.83755572","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"238","건설폐기물처리업","09_30_05_P","3370000","337000092201600001","20160516","","01","영업/정상","BBBB","영업","","","","","051-418-0300","","","부산광역시 연제구 거제동 1497-3번지","부산광역시 연제구 법원남로15번길 22, 901호 (거제동, 파라존빌딩)","47511","(주)뉴그린산업","20170817153737","I","2018-08-31 23:59:59.0","","388772.690659798","189846.311489648","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"239","건설폐기물처리업","09_30_05_P","3380000","338000092201600001","20210309","","02","휴업","1","휴업","","20210309","","","","","","부산광역시 수영구 망미동 426-1 국화 204호","부산광역시 수영구 과정로15번길 7, 204호 (망미동, 국화)","48211","정우골재","20210309163017","U","2021-03-11 02:40:00.0","","392014.257311586","187965.943560422","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"240","건설폐기물처리업","09_30_05_P","3380000","338000092200600001","20060222","","03","폐업","2","폐업","20090217","","","","","","613110","부산광역시 수영구 민락동 185-4번지","부산광역시 수영구 광안로61번길 3 (민락동)","","하진토건(주)","20140402143614","I","2018-08-31 23:59:59.0","","393014.526785361","186019.981475538","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","건설폐기물","0","",
"241","건설폐기물처리업","09_30_05_P","3380000","338000092200700002","20070705","","03","폐업","2","폐업","20071130","","","","","","613120","부산광역시 수영구 수영동 489-7번지","부산광역시 수영구 구락로 51-4  (수영동)","","(주)대림환경","20071205103027","I","2018-08-31 23:59:59.0","","392915.778416886","187948.012844612","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","건설폐기물","0","",
"242","건설폐기물처리업","09_30_05_P","3380000","338000092201100001","20110627","","01","영업/정상","BBBB","영업","","","","","051-747-1865","","612011","","부산광역시 수영구 남천동로9번길 55, 3층 (남천동, 대림빌딩)","48307","(주)청우그린","20200406162958","U","2020-04-08 02:40:00.0","","392324.218702605","184917.861463956","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"243","건설폐기물처리업","09_30_05_P","3380000","338000092200600002","20060223","","01","영업/정상","BBBB","영업","","","","","","","613130","부산광역시 수영구 망미동 1088번지","","","운종산업","20070721105746","I","2018-08-31 23:59:59.0","","392651.082271324","189380.250046467","건설폐기물처리업사업계획(허가)신청","","","","","",
"244","건설폐기물처리업","09_30_05_P","3380000","338000092200600003","20060223","","01","영업/정상","BBBB","영업","","","","","0517580913","","613130","부산광역시 수영구 망미동 1088번지","부산광역시 수영구 좌수영로210번길 60 (망미동)","48213","수영환경","20190723153517","U","2019-07-25 02:40:00.0","","392651.082271324","189380.250046467","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","500","",
"245","건설폐기물처리업","09_30_05_P","3380000","338000092200600004","20060627","","01","영업/정상","BBBB","영업","","","","","","","613010","부산광역시 수영구 남천동 296-4   번지","","","강원이앤티(주)","20151004153252","I","2018-08-31 23:59:59.0","","","","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","건설폐기물","0","",
"246","건설폐기물처리업","09_30_05_P","3390000","339000092201000001","20190510","","02","휴업","1","휴업","","20191112","","","","","617837","부산광역시 사상구 주례동 439-26번지","부산광역시 사상구 가야대로 267 (주례동)","617837","신일환경자원","20191108160003","U","2019-11-12 02:40:00.0","","382353.871142329","185336.557698793","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"247","건설폐기물처리업","09_30_05_P","3390000","339000092200000001","20000807","","03","폐업","2","폐업","20161130","","","","051-327-6375","","617805","부산광역시 사상구 감전동 515-4번지","부산광역시 사상구 낙동대로815번길 70 (감전동)","617805","호제환경산업(주)","20111123195516","I","2018-08-31 23:59:59.0","","379287.397315288","183442.376346077","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","","",
"248","건설폐기물처리업","09_30_05_P","3390000","339000092201400002","20141208","","03","폐업","2","폐업","20161130","","","","","","617050","부산광역시 사상구 감전동 507-3번지","부산광역시 사상구 감전천로 55 (감전동)","617050","태평양환경","20180904180203","U","2018-09-04 23:59:59.0","","379681.89878347","183970.404632589","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"249","건설폐기물처리업","09_30_05_P","3390000","339000092201700001","20191101","","03","폐업","2","폐업","20191101","","","","051-305-0404","","","711-8","부산광역시 사상구 사상로447번길 11 (모라동, 삼왕목재)","46924","부산환경산업개발(주)","20210825100627","U","2021-08-27 02:40:00.0","","380814.604122313","189058.661787234","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"250","건설폐기물처리업","09_30_05_P","3390000","339000092201800001","20190612","","03","폐업","2","폐업","20190612","","","","0513161278","","","부산광역시 사상구 엄궁동 651-81번지 강변대로self주유소","부산광역시 사상구 강변대로 412, 강변대로self주유소 2층 (엄궁동)","47033","서진개발","20190612174535","U","2019-06-14 02:40:00.0","","378772.238057929","182112.45206511","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"251","건설폐기물처리업","09_30_05_P","3390000","339000092199900050","19990426","","03","폐업","2","폐업","20070914","","","","0513128677","","","부산광역시 사상구 주례동 693-5번지","부산광역시 사상구 사상로 11  (주례동)","","세흥환경건업(주)","20070914115408","I","2018-08-31 23:59:59.0","","382034.772368038","185340.244573135","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"252","건설폐기물처리업","09_30_05_P","3390000","339000092200200008","20020822","","03","폐업","2","폐업","20091001","","","","3122456","","617011","부산광역시 사상구 주례동 439-26번지","부산광역시 사상구 가야대로 267  (주례동)","","(주)진성환경","20091001113850","I","2018-08-31 23:59:59.0","","382353.871142329","185336.557698793","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"253","건설폐기물처리업","09_30_05_P","3390000","339000092200700001","20070718","","03","폐업","2","폐업","20090724","","","","051-324-7288","","617804","부산광역시 사상구 감전동 173-31번지","부산광역시 사상구 장인로 15 (감전동)","617804","(주)풍림","20111121142907","I","2018-08-31 23:59:59.0","","379585.600736543","184601.704143286","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"254","건설폐기물처리업","09_30_05_P","3390000","339000092200700002","20180212","","03","폐업","2","폐업","20180212","","","","0513017141","","","부산광역시 사상구 엄궁동 141-14번지","부산광역시 사상구 농산물시장로 40-67 (엄궁동)","","(주)금강이엔씨","20180212110821","I","2018-08-31 23:59:59.0","","379106.013420377","182316.028958174","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"255","건설폐기물처리업","09_30_05_P","3390000","339000092200400007","20211108","","03","폐업","2","폐업","20211108","","","","3118677","","617011","부산광역시 사상구 주례동 439-26","부산광역시 사상구 가야대로 267 (주례동)","617837","삼정ENT","20211108162240","U","2021-11-10 02:40:00.0","","382353.871142329","185336.557698793","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"256","건설폐기물처리업","09_30_05_P","3390000","339000092200700155","20071101","","03","폐업","2","폐업","20090317","","","","051-311-5512","","617807","부산광역시 사상구 괘법동 543-13번지","부산광역시 사상구 광장로 101-1 (괘법동)","617807","(주)서경산업","20200305153525","U","2020-03-07 02:40:00.0","","381020.542783787","186670.63544678","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"257","건설폐기물처리업","09_30_05_P","3390000","339000092200900005","20150623","","03","폐업","2","폐업","20150624","","","","3128677","","617011","부산광역시 사상구 주례동 439-26번지","부산광역시 사상구 가야대로 267 (주례동)","617837","경북환경산업","20150623133136","I","2018-08-31 23:59:59.0","","382353.871142329","185336.557698793","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","1","",
"258","건설폐기물처리업","09_30_05_P","3390000","339000092201000002","20101115","","03","폐업","2","폐업","20101115","","","","0513145451","","617081","부산광역시 사상구 모라동 728-29번지","부산광역시 사상구 사상로 415  (모라동)","","낙동기업","20101115181133","I","2018-08-31 23:59:59.0","","380795.635296867","188762.196173464","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"259","건설폐기물처리업","09_30_05_P","3390000","339000092200200114","20110811","","03","폐업","2","폐업","20110811","","","","","","617050","부산광역시 사상구 감전동 505-4번지","부산광역시 사상구 낙동대로 897 (감전동)","","(주)청하환경","20140129125137","I","2018-08-31 23:59:59.0","","379440.138974998","184159.573190779","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","12400","",
"260","건설폐기물처리업","09_30_05_P","3390000","339000092200300122","20031228","","03","폐업","2","폐업","20071224","","","","","","617010","부산광역시 사상구 주례동 687-9번지","부산광역시 사상구 사상로45번길 21  (주례동)","","공단환경개발","20071228152118","I","2018-08-31 23:59:59.0","","381726.805115096","185422.81447422","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"261","건설폐기물처리업","09_30_05_P","3390000","339000092200900003","20110713","","03","폐업","2","폐업","20111010","","","","3123191","","617011","부산광역시 사상구 주례동 693-5번지","부산광역시 사상구 사상로 11  (주례동)","","(주)구덕환경","20111013132321","I","2018-08-31 23:59:59.0","","382034.772368038","185340.244573135","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"262","건설폐기물처리업","09_30_05_P","3390000","339000092200900004","20191007","","03","폐업","2","폐업","20191007","","","","3245037","","617050","부산광역시 사상구 감전동 141-1번지","부산광역시 사상구 새벽시장로 106 (감전동)","617800","(주)동남크린","20191007174213","U","2019-10-09 02:40:00.0","","380824.021984892","185694.172841939","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"263","건설폐기물처리업","09_30_05_P","3390000","339000092200000004","20211104","","01","영업/정상","BBBB","영업","","","","","051-327-1333","","","부산광역시 사상구 엄궁동 141-21","부산광역시 사상구 낙동대로 665 (엄궁동)","617829","(주)호생환경","20220209155709","U","2022-02-11 02:40:00.0","","378937.311798492","182130.775973072","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"264","건설폐기물처리업","09_30_05_P","3390000","339000092200300001","20030127","","01","영업/정상","BBBB","영업","","","","","051-327-2727","","617805","부산광역시 사상구 감전동 504-5번지","부산광역시 사상구 낙동대로901번길 25-18 (감전동)","617805","부산리사이클링(주)","20180521092043","I","2018-08-31 23:59:59.0","","379312.623204831","184099.176407529","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","85","",
"265","건설폐기물처리업","09_30_05_P","3390000","339000092200000002","20000807","","01","영업/정상","BBBB","영업","","","","","051-310-4200","","617829","부산광역시 사상구 엄궁동 141-25","부산광역시 사상구 하신번영로 498 (엄궁동)","617829","건설환경(주)","20220408152146","U","2022-04-12 02:40:00.0","","379080.910461908","182318.177079756","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","6000","",
"266","건설폐기물처리업","09_30_05_P","3390000","339000092201400003","20150827","","01","영업/정상","BBBB","영업","","","","","","","617050","부산광역시 사상구 감전동 507-3번지","부산광역시 사상구 감전천로 55 (감전동)","617050","태평양환경","20180904180203","U","2018-09-04 23:59:59.0","","379681.89878347","183970.404632589","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"267","건설폐기물처리업","09_30_05_P","3390000","339000092201600001","20160115","","01","영업/정상","BBBB","영업","","","","","051 327-2727","","","부산광역시 사상구 감전동 504-5번지","부산광역시 사상구 낙동대로901번길 25-18 (감전동)","617805","부산리사이클링(주)","20180517112021","I","2018-08-31 23:59:59.0","","379312.623204831","184099.176407529","건설폐기물처리업사업계획(허가)신청","","","","","",
"268","건설폐기물처리업","09_30_05_P","3390000","339000092201600002","20160115","","01","영업/정상","BBBB","영업","","","","","051 327-1332","","","부산광역시 사상구 엄궁동 141-21","부산광역시 사상구 낙동대로 665 (엄궁동)","617829","(주)호생환경","20210210133050","U","2021-02-12 02:40:00.0","","378937.311798492","182130.775973072","건설폐기물처리업사업계획(허가)신청","","","","","",
"269","건설폐기물처리업","09_30_05_P","3390000","339000092201600003","20160304","","01","영업/정상","BBBB","영업","","","","","313-0382","","","부산광역시 사상구 엄궁동 141-4 삼정환경산업","부산광역시 사상구 하신번영로 462, 삼정환경산업 (엄궁동)","47033","(주)삼정환경산업","20220520172610","U","2022-05-22 02:40:00.0","","378873.715449993","182054.80640182","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","","",
"270","건설폐기물처리업","09_30_05_P","3390000","339000092201600004","20160115","","01","영업/정상","BBBB","영업","","","","","051-316-4200","","","부산광역시 사상구 엄궁동 141-14","부산광역시 사상구 농산물시장로 40-67 (엄궁동)","617829","건설환경(주)","20220315163738","U","2022-03-17 02:40:00.0","","379106.013420377","182316.028958174","건설폐기물처리업사업계획(허가)신청","","","","","",
"271","건설폐기물처리업","09_30_05_P","3390000","339000092201600005","20160701","","01","영업/정상","BBBB","영업","","","","","","","","부산광역시 사상구 감전동 152-2번지","부산광역시 사상구 새벽로 131, 4동 325호 (감전동, 부산산업용재유통상가)","46988","(주)신지기업 부산지사","20160701124208","I","2018-08-31 23:59:59.0","","380482.767624189","185582.274947583","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"272","건설폐기물처리업","09_30_05_P","3390000","339000092201900001","20190131","","01","영업/정상","BBBB","영업","","","","","051-932-0488","","","부산광역시 사상구 학장동 437번지","부산광역시 사상구 학감대로123번길 45-6, 상가동 3층 (학장동)","47052","서광산업","20190131101827","I","2019-02-02 02:21:07.0","","380916.903173361","184123.201188753","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"273","건설폐기물처리업","09_30_05_P","3390000","339000092202000003","20201229","","01","영업/정상","BBBB","영업","","","","","051-333-3669","","","부산광역시 사상구 감전동 514-8 (주)천우엔지니어링","부산광역시 사상구 낙동대로815번길 28-21 (주)천우엔지니어링 (감전동)","47030","(주)천우엔지니어링","20210817145628","U","2021-08-19 02:40:00.0","","379442.652274354","183437.735303819","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"274","건설폐기물처리업","09_30_05_P","3390000","339000092202000002","20200812","","01","영업/정상","BBBB","영업","","","","","","","","부산광역시 사상구 모라동 75 모라3단지 나동 종합상가 202호","부산광역시 사상구 모라로192번길 20-83, 202호 (모라동, 모라3단지 나동 종합상가)","46935","(주)삼정환경","20200812161640","I","2020-08-14 00:23:32.0","","382142.83072576","188934.845080749","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"275","건설폐기물처리업","09_30_05_P","3390000","339000092200200094","20020118","","01","영업/정상","BBBB","영업","","","","","051-316-4200","","","부산광역시 사상구 엄궁동 141-14","부산광역시 사상구 농산물시장로 40-67 (엄궁동)","617829","건설환경(주)","20220315163738","U","2022-03-17 02:40:00.0","","379106.013420377","182316.028958174","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"276","건설폐기물처리업","09_30_05_P","3390000","339000092200700004","20070921","","01","영업/정상","BBBB","영업","","","","","051-311-5512","","617807","부산광역시 사상구 괘법동 543-13번지","부산광역시 사상구 광장로 101-1 (괘법동)","617807","(주)서경산업","20200305153525","U","2020-03-07 02:40:00.0","","381020.542783787","186670.63544678","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"277","건설폐기물처리업","09_30_05_P","3390000","339000092200700151","20070928","","01","영업/정상","BBBB","영업","","","","","0513154404","","617841","부산광역시 사상구 학장동 288-4번지","부산광역시 사상구 학장로 269 (학장동)","617841","(주)우리환경자원","20190403110217","U","2019-04-05 02:40:00.0","","381740.093329464","184917.095702054","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","447","",
"278","건설폐기물처리업","09_30_05_P","3390000","339000092200300118","20101011","","01","영업/정상","BBBB","영업","","","","","313-0382","","","부산광역시 사상구 엄궁동 141-4 삼정환경산업","부산광역시 사상구 하신번영로 462, 삼정환경산업 (엄궁동)","47033","(주)삼정환경산업","20220520172615","U","2022-05-22 02:40:00.0","","378873.715449993","182054.80640182","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
