"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","자산규모","부채총액","자본금","판매방식명",
"4048","방문판매업","08_26_02_P","3350000","2015335010023200005","20150310","","03","폐업","03","폐업처리","20190630","","","","051-515-7233","","609838","부산광역시 금정구 장전동","부산광역시 금정구 부산대학로**번길 ***, 지하*층 (장전동)","609838","농업회사법인 헬스앤조이 주식회사","20190716165334","U","2019-07-18 02:40:00.0","","389809.614863639","195040.792836495","5000000","0","5000000","",
"4049","방문판매업","08_26_02_P","3350000","2015335010023200006","20150326","","03","폐업","03","폐업처리","20171205","","","","051-442-2580","","609340","부산광역시 금정구 남산동","부산광역시 금정구 중앙대로 **** (남산동)","609340","농협한삼인동래점","20171205133402","I","2018-08-31 23:59:59.0","","390241.469793416","197865.684207345","","","","",
"4050","방문판매업","08_26_02_P","3350000","2015335010023200007","20150327","","03","폐업","03","폐업처리","20160715","","","","051-583-5116","","609322","부산광역시 금정구 부곡동","부산광역시 금정구 부곡로 ***-*, *층 (부곡동, 정한빌딩)","609322","유니베라","20160715171443","I","2018-08-31 23:59:59.0","","390399.669289663","193951.731612104","","","","",
"4051","방문판매업","08_26_02_P","3350000","2009335008023200019","20090601","","03","폐업","03","폐업처리","20100526","","","","583-8009","","609340","부산광역시 금정구 남산동 ***번지 **호","부산광역시 금정구 두실로 ** (남산동)","","나노케어","20100526164458","I","2018-08-31 23:59:59.0","","389739.773415601","197965.52054715","","","","",
"4052","방문판매업","08_26_02_P","3350000","2015335010023200018","20150828","","03","폐업","03","폐업처리","20161007","","","","051-583-6040","","","","부산광역시 금정구 중앙대로 ****, ***호 (구서동, 유림노르웨이아침)","46274","(주)엘리트와이이에스 구서지점(윤선생영어교실)","20161007174720","I","2018-08-31 23:59:59.0","","390411.747203141","195953.770768749","661786353","472345781","189440572","",
"4053","방문판매업","08_26_02_P","3350000","2015335010023200019","20150914","","03","폐업","03","폐업처리","20160516","","","","051-583-3133","","","","부산광역시 금정구 중앙대로 ****-*, ****호 (구서동, 궁전쉐르빌)","46230","미래상사","20160516185620","I","2018-08-31 23:59:59.0","","390236.827565102","197123.214144042","","","","",
"4054","방문판매업","08_26_02_P","3350000","2015335010023200011","20150605","","03","폐업","03","폐업처리","20161013","","","","02-1544-4279","","609841","부산광역시 금정구 장전동","부산광역시 금정구 금강로 ***, *층 ***호 (장전동)","609841","주식회사 피지스","20161013140820","I","2018-08-31 23:59:59.0","","389465.482647546","193706.816698705","1000000000","0","1000000000","",
"4055","방문판매업","08_26_02_P","3350000","2015335010023200013","20150727","","03","폐업","03","폐업처리","20200122","","","","051-514-6130","","","","부산광역시 금정구 남산로 ** (남산동)","609814","하나로로컬푸드","20200123111157","U","2020-01-25 02:40:00.0","","390055.516989834","198382.563190171","","","","",
"4056","방문판매업","08_26_02_P","3350000","2007335008023200009","20070424","","03","폐업","03","폐업처리","20090518","","","","051 518 8210","","","부산광역시 금정구 구서*동 ***-* 부원빌딩 *층","","","탑웰빙","20090518141557","I","2018-08-31 23:59:59.0","","","","","","","",
"4057","방문판매업","08_26_02_P","3350000","2007335008023200011","20070430","","03","폐업","03","폐업처리","20080303","","","","051 513 5862","","","부산광역시 금정구 구서*동 ***-* 부원빌딩 *층","","","웅비웰빙","20080304132232","I","2018-08-31 23:59:59.0","","","","","","","",
"4058","방문판매업","08_26_02_P","3350000","2007335008023200022","20070904","","03","폐업","03","폐업처리","20140401","","","","051-581-0507","","609320","부산광역시 금정구 부곡동 ***번지 ***호 *층","부산광역시 금정구 서동로 **-* (부곡동,*층)","","부곡지사","20140401163645","I","2018-08-31 23:59:59.0","","390734.120153169","192968.070985616","","","","",
"4059","방문판매업","08_26_02_P","3350000","2007335008023200023","20070905","","03","폐업","03","폐업처리","20071217","","","","0515166055","","609310","부산광역시 금정구 구서동 **번지 **호 정우빌딩 *층","부산광역시 금정구 구서로 * (구서동,정우빌딩 *층)","","극동월드","20080813175229","I","2018-08-31 23:59:59.0","","390227.608898616","196179.952564097","","","","",
"4060","방문판매업","08_26_02_P","3350000","2007335008023200024","20070911","","03","폐업","03","폐업처리","20080521","","","","0515578836","","609310","부산광역시 금정구 구서동 **번지 **호 *층","부산광역시 금정구 금정로***번길 ** (구서동,*층)","","해피하제","20080813153638","I","2018-08-31 23:59:59.0","","390317.121490107","196089.100911542","","","","",
"4061","방문판매업","08_26_02_P","3350000","2007335008023200026","20071009","","03","폐업","03","폐업처리","20080109","","","","0515146867","","609320","부산광역시 금정구 부곡동 ***번지 *호 지하*층","부산광역시 금정구 부곡로 *** (부곡동,지하*층)","","태양(SUN)기획","20080110172334","I","2018-08-31 23:59:59.0","","390422.196390828","194117.297645474","","","","",
"4062","방문판매업","08_26_02_P","3350000","2010335008023200010","20100526","","03","폐업","03","폐업처리","20130117","","","","051-583-8009","","609816","부산광역시 금정구 남산동 ***번지 **호","부산광역시 금정구 두실로 ** (남산동)","","주식회사 나노케어","20130118155640","I","2018-08-31 23:59:59.0","","389739.773415601","197965.52054715","133306434","33846434","99460000","",
"4063","방문판매업","08_26_02_P","3350000","2008335008023200001","20080117","","03","폐업","03","폐업처리","20090330","","","","0515123913","","609340","부산광역시 금정구 남산동 **번지 **호","부산광역시 금정구 범어천로**번길 ** (남산동)","","대승유통","20090330094037","I","2018-08-31 23:59:59.0","","390252.205564206","198691.191617025","","","","",
"4064","방문판매업","08_26_02_P","3350000","2008335008023200002","20080128","","03","폐업","03","폐업처리","20111122","","","","0515248956","","609410","부산광역시 금정구 금사동 **번지 *호","부산광역시 금정구 개좌로 **-* (금사동)","","부민상사","20130321090538","I","2018-08-31 23:59:59.0","","392121.458517514","193102.852912285","","","","",
"4065","방문판매업","08_26_02_P","3350000","2008335008023200003","20080129","","03","폐업","03","폐업처리","20080602","","","","0515080236","","609350","부산광역시 금정구 청룡동 **번지 *호 지하*층","부산광역시 금정구 청룡예전로 ** (청룡동,지하*층)","","sbrmrehdtkdtk","20080901174345","I","2018-08-31 23:59:59.0","","390158.945016973","199237.917206525","","","","",
"4066","방문판매업","08_26_02_P","3350000","2008335008023200004","20080211","","03","폐업","03","폐업처리","20080909","","","","0518620020","","609400","부산광역시 금정구 서동 ***번지 **호","부산광역시 금정구 서부로**번길 **-* (서동)","","워터피아","20080909111639","I","2018-08-31 23:59:59.0","","391348.936462775","192991.020619527","","","","",
"4067","방문판매업","08_26_02_P","3350000","2008335008023200006","20070615","","03","폐업","03","폐업처리","20181024","","","","051-518-1300","","","","부산광역시 금정구 무학송로 ***, *층 (부곡동)","46253","신양상조개발상사","20181026110613","U","2018-10-28 02:37:45.0","","390599.32511500000","195966.72487000000","","","","",
"4068","방문판매업","08_26_02_P","3350000","2008335008023200007","20080310","","03","폐업","03","폐업처리","20090529","","","","070-7550-0743","","609320","부산광역시 금정구 부곡동 ***번지 **호 *층","부산광역시 금정구 부곡로 *** (부곡동,*층)","","DIS","20090529160722","I","2018-08-31 23:59:59.0","","390394.327373563","193901.311370222","","","","",
"4069","방문판매업","08_26_02_P","3350000","2008335008023200008","20080422","","03","폐업","03","폐업처리","20090122","","","","515-9582","","609320","부산광역시 금정구 부곡동 ***번지 **호 *층","부산광역시 금정구 부곡온천천로 ** (부곡동,*층)","","라이라이 중국어 방문교실","20090122165520","I","2018-08-31 23:59:59.0","","390188.187580099","194194.321018849","","","","",
"4070","방문판매업","08_26_02_P","3350000","2011335008523200013","20110725","","03","폐업","03","폐업처리","20121231","","","","051-513-8982","","609312","부산광역시 금정구 구서*동 ***번지 *호","부산광역시 금정구 중앙대로****번길 ** (구서동)","","마임 두실지사","20130130173021","I","2018-08-31 23:59:59.0","","390137.078464276","197397.134892907","","","","",
"4071","방문판매업","08_26_02_P","3350000","2011335008523200014","20110823","","03","폐업","03","폐업처리","20120822","","","","051-868-8051","","609825","부산광역시 금정구 부곡동 **번지 *호 *통 *반","부산광역시 금정구 중앙대로****번길 **-* (부곡동)","","21세기정보","20120823170540","I","2018-08-31 23:59:59.0","","390633.187472671","195724.551330107","","","","",
"4072","방문판매업","08_26_02_P","3350000","2008335008023200009","20080428","","03","폐업","03","폐업처리","20091231","","","","5137893","","609811","부산광역시 금정구 남산동 **번지 *호","부산광역시 금정구 팔송로**번길 ** (남산동)","","스토리하우스","20091231160846","I","2018-08-31 23:59:59.0","","390104.523747062","199083.774518467","","","","",
"4073","방문판매업","08_26_02_P","3350000","2008335008023200018","20070626","","03","폐업","03","폐업처리","20170331","","","","051-905-7901","","609320","부산광역시 금정구 부곡동","부산광역시 금정구 부곡로***번길 ** (부곡동)","609822","(주)금사정보통신","20170331134517","I","2018-08-31 23:59:59.0","","390544.65766300000","194453.40900100000","353970968","93072837","260898131","",
"4074","방문판매업","08_26_02_P","3350000","2010335008023200003","20100310","","03","폐업","03","폐업처리","20160224","","","","051-583-6815","","609310","부산광역시 금정구 구서동","부산광역시 금정구 중앙대로 **** (구서동, *층일부)","609801","하나로농산물유통","20160224172450","I","2018-08-31 23:59:59.0","","390234.916279116","197265.406362292","","","","",
"4075","방문판매업","08_26_02_P","3350000","2010335008523200005","20101029","","03","폐업","03","폐업처리","20150122","","","","051-513-9982","","609311","부산광역시 금정구 구서*동 **번지 **호 *층","부산광역시 금정구 구서로 ** (구서동,*층)","","마임구서지사","20150122165538","I","2018-08-31 23:59:59.0","","390108.904456843","196174.372112799","","","","",
"4076","방문판매업","08_26_02_P","3350000","2010335008523200006","20101214","","03","폐업","03","폐업처리","20121231","","","","051-581-8100","","609838","부산광역시 금정구 장전*동 ***번지 *호 오렌지비지니스파크 *층 ***호","부산광역시 금정구 금정로 **, ***호 (장전동,오렌지비지니스파크 *층)","","지유홈쇼핑(주)","20130107102756","I","2018-08-31 23:59:59.0","","389899.982366699","194682.73032662","93500000","33500000","60000000","",
"4077","방문판매업","08_26_02_P","3350000","2010335008023200004","20100329","","03","폐업","03","폐업처리","20101209","","","","070-8748-7255","","609390","부산광역시 금정구 장전동 ***번지 **호","부산광역시 금정구 금정로**번길 * (장전동)","","SJT","20101209155720","I","2018-08-31 23:59:59.0","","389905.913086463","194390.859698441","","","","",
"4078","방문판매업","08_26_02_P","3350000","2010335008023200005","20100414","","03","폐업","03","폐업처리","20131107","","","","051-518-8683","","609320","부산광역시 금정구 부곡동 ***번지 **호 *층","부산광역시 금정구 중앙대로****번길 ** (부곡동,*층)","","오휘부산대지사","20131111103905","I","2018-08-31 23:59:59.0","","390329.717828367","195189.390002322","","","","",
"4079","방문판매업","08_26_02_P","3350000","2010335008023200007","20100513","","03","폐업","03","폐업처리","20101231","","","","","","609390","부산광역시 금정구 장전동 ***번지 *호 오렌지비지니스파크 *층","부산광역시 금정구 금정로 ** (장전동,오렌지비지니스파크 *층)","","GU","20101231095145","I","2018-08-31 23:59:59.0","","389899.982366699","194682.73032662","","","","",
"4080","방문판매업","08_26_02_P","3350000","2011335008523200001","20110105","","03","폐업","03","폐업처리","20130823","","","","051-581-3030","","609801","부산광역시 금정구 구서*동 ***번지 **호 *층","부산광역시 금정구 중앙대로****번길 ** (구서동,*층)","","이롬부산남산지점","20130827110924","I","2018-08-31 23:59:59.0","","390153.265997005","197397.479604697","","","","",
"4081","방문판매업","08_26_02_P","3350000","2011335008523200005","20110516","","03","폐업","03","폐업처리","20161226","","","","051-714-2223","","609837","부산광역시 금정구 장전*동 ***번지 *호 ***호","부산광역시 금정구 금정로 ***, ***호 (장전동)","","아트트리(부산경남본부)","20161226154820","I","2018-08-31 23:59:59.0","","389996.821488197","195068.588070999","","","","",
"4082","방문판매업","08_26_02_P","3350000","2008335008023200011","20070530","","03","폐업","03","폐업처리","20080528","","","","5181164","","609310","부산광역시 금정구 구서동 ***번지 *호 부원빌딩 *층","부산광역시 금정구 금정로***번길 *-* (구서동,부원빌딩 *층)","","오뚜기웰빙","20080813153709","I","2018-08-31 23:59:59.0","","390062.243725888","195773.064894717","","","","",
"4083","방문판매업","08_26_02_P","3350000","2008335008023200012","20070530","","03","폐업","03","폐업처리","20080521","","","","5188925","","609310","부산광역시 금정구 구서동 ***번지 *호 부원빌딩 *층","부산광역시 금정구 금정로***번길 *-* (구서동,부원빌딩 *층)","","연우웰빙","20080602110011","I","2018-08-31 23:59:59.0","","390062.243725888","195773.064894717","","","","",
"4084","방문판매업","08_26_02_P","3350000","2011335008523200010","20110628","","03","폐업","03","폐업처리","20150901","","","","051-513-9586","","609811","부산광역시 금정구 남산동 ***번지 **호 덕성빌라 ***호","부산광역시 금정구 금단로 ***, ***호 (남산동,덕성빌라)","","고려상사","20150902133140","I","2018-08-31 23:59:59.0","","390437.188921006","197987.52914367","","","","",
"4085","방문판매업","08_26_02_P","3350000","2008335008023200013","20070530","","03","폐업","03","폐업처리","20080521","","","","5188920","","609310","부산광역시 금정구 구서동 ***번지 *호 부원빌딩 *층","부산광역시 금정구 금정로***번길 *-* (구서동,부원빌딩 *층)","","베스트웰빙","20080813153202","I","2018-08-31 23:59:59.0","","390062.243725888","195773.064894717","","","","",
"4086","방문판매업","08_26_02_P","3350000","2008335008023200015","20070613","","03","폐업","03","폐업처리","20080828","","","","5174061","","609390","부산광역시 금정구 장전동 ***번지 **호","부산광역시 금정구 금정로 ** (장전동)","","제일정보","20080828154501","I","2018-08-31 23:59:59.0","","389843.150337","193926.355112","","","","",
"4087","방문판매업","08_26_02_P","3350000","2008335008023200023","20080624","","03","폐업","03","폐업처리","20080627","","","","051 517 2800","","609311","부산광역시 금정구 구서동 ***번지 **호","부산광역시 금정구 수림로**번길 *** (구서동)","","행복쇼핑","20080813152928","I","2018-08-31 23:59:59.0","","390161.545014712","196002.203232442","","","","",
"4088","방문판매업","08_26_02_P","3350000","2008335008023200017","20070626","","03","폐업","03","폐업처리","20101229","","","","5813030","","609310","부산광역시 금정구 구서동 ***번지 **호 *층","부산광역시 금정구 중앙대로****번길 ** (구서동,*층)","","이롬 부산남산지점","20101229090048","I","2018-08-31 23:59:59.0","","390153.265997005","197397.479604697","","","","",
"4089","방문판매업","08_26_02_P","3350000","2009335008023200028","20091202","","03","폐업","03","폐업처리","20130326","","","","051-512-2020","","609390","부산광역시 금정구 장전동 ***번지 *호 *층","부산광역시 금정구 식물원로**번길 * (장전동,*층)","","윤선생영어교실","20130530152453","I","2018-08-31 23:59:59.0","","389641.429719542","193774.10498494","","","","",
"4090","방문판매업","08_26_02_P","3350000","2009335008023200029","20091217","","03","폐업","03","폐업처리","20101202","","","","051-525-1473","","609810","부산광역시 금정구 금사동 ***번지 *호 삼한아파트 ****호","","","계림상사","20101203133714","I","2018-08-31 23:59:59.0","","392024.581770549","192458.663125644","","","","",
"4091","방문판매업","08_26_02_P","3350000","2010335008023200002","20100114","","03","폐업","03","폐업처리","20130208","","","","051-583-9995","","609340","부산광역시 금정구 남산동 ***번지 *호 *층","부산광역시 금정구 남산로 ** (남산동,*층)","","우리NS","20130213142138","I","2018-08-31 23:59:59.0","","390055.516989834","198382.563190171","","","","",
"4092","방문판매업","08_26_02_P","3350000","2016335010023200016","20150805","","03","폐업","03","폐업처리","20190130","","","","","","","부산광역시 금정구 부곡동 ***번지 *호","부산광역시 금정구 부곡로 ***, *호 (부곡동)","46303","한국의료기연합","20190130154608","U","2019-02-01 02:40:00.0","","390373.291798621","193753.595085528","","","","",
"4093","방문판매업","08_26_02_P","3350000","2010335008023200009","20100525","","03","폐업","03","폐업처리","20101116","","","","051-581-8320","","609838","부산광역시 금정구 장전동 ***번지 *호 *통 *반 장전현대아파트 ***호","","","금계","20101116164439","I","2018-08-31 23:59:59.0","","389584.223083713","194835.616428662","","","","",
"4094","방문판매업","08_26_02_P","3350000","2016335010023200012","20160531","","03","폐업","03","폐업처리","20161208","","","","","","","","부산광역시 금정구 두실로 ** (남산동)","46227","피케이(P.K)기획","20161208130559","I","2018-08-31 23:59:59.0","","390047.937499649","197723.567070779","","","","",
"4095","방문판매업","08_26_02_P","3350000","2016335010023200018","20161007","","03","폐업","03","폐업처리","20210513","","","","051-583-6040","","","","부산광역시 금정구 중앙대로****번길 **, ***호 (구서동, 용진시티텔)","46243","주식회사 엘리트와이이에스","20210513164527","U","2021-05-15 02:40:00.0","","390136.625328238","196408.37255534","420369209","166291216","254077993","",
"4096","방문판매업","08_26_02_P","3350000","2010335008023200011","20100622","","03","폐업","03","폐업처리","20131018","","","","051-581-2030","","609310","부산광역시 금정구 구서동 ***번지 **호 *층","부산광역시 금정구 중앙대로 **** (구서동,*층)","","행운지사","20131022094655","I","2018-08-31 23:59:59.0","","390297.272931658","197295.392845611","","","","",
"4097","방문판매업","08_26_02_P","3350000","2010335008023200013","20100730","","03","폐업","03","폐업처리","20120209","","","","051-583-9952","","609837","부산광역시 금정구 장전*동 ***번지 *호 지하*층","부산광역시 금정구 금강로 *** (장전동,지하*층)","","예스런","20120210092513","I","2018-08-31 23:59:59.0","","389878.430586596","195096.454956286","","","","",
"4098","방문판매업","08_26_02_P","3350000","2011335008523200011","20110628","","03","폐업","03","폐업처리","20111121","","","","051-524-4894","","609403","부산광역시 금정구 서*동 **번지 아신아파트 ***호","부산광역시 금정구 서금로**번길 **, ***호 (서동,아신아파트)","","에드엠 금정점","20111122101806","I","2018-08-31 23:59:59.0","","391731.892996363","193410.492498109","","","","",
"4099","방문판매업","08_26_02_P","3350000","2011335008523200012","20110712","","03","폐업","03","폐업처리","20121029","","","","070-4178-3367","","609811","부산광역시 금정구 남산동 **번지 *호 명천빌딩 *층","부산광역시 금정구 범어천로 ** (남산동,명천빌딩 *층)","","N.E.T.C.","20121030111820","I","2018-08-31 23:59:59.0","","390099.882494768","198719.850171239","","","","",
"4100","방문판매업","08_26_02_P","3350000","2010335008523200003","20101018","","03","폐업","03","폐업처리","20120817","","","","070-8272-7751","","609838","부산광역시 금정구 장전*동 ***번지 **호 태경원룸 ***호","부산광역시 금정구 부산대학로**번길 **, ***호 (장전동,태경원룸)","","시크릿허브부산본부","20121008151331","I","2018-08-31 23:59:59.0","","389979.503038817","194729.736253283","","","","",
"4101","방문판매업","08_26_02_P","3350000","2018335010023200006","20180403","","03","폐업","03","폐업처리","20181121","","","","","","","부산광역시 금정구 회동동 ***번지 **호","부산광역시 금정구 회천로**번길 **-** (회동동)","46260","셀트리온 스킨큐어 동부산자영센터","20181121143126","U","2018-11-23 02:37:10.0","","392692.444604584","194044.105558053","","","","",
"4102","방문판매업","08_26_02_P","3350000","2011335008523200016","20111027","","03","폐업","03","폐업처리","20130226","","","","557-0066","","609390","부산광역시 금정구 장전동 ***번지 *호 유니스빌딩 *층","부산광역시 금정구 식물원로**번길 *, *층 (장전동)","609842","아가월드부산","20130227140502","I","2018-08-31 23:59:59.0","","389641.429719542","193774.10498494","","","","",
"4103","방문판매업","08_26_02_P","3350000","2011335008523200017","20111101","","03","폐업","03","폐업처리","20131108","","","","","","609825","부산광역시 금정구 부곡*동 ***번지 **호","부산광역시 금정구 동부곡로*번길 ** (부곡동)","609825","김정문알로에","20131111104155","I","2018-08-31 23:59:59.0","","390522.762122803","194283.393956925","","","","",
"4104","방문판매업","08_26_02_P","3350000","2011335008523200018","20111103","","03","폐업","03","폐업처리","20121019","","","","522-8773","","609848","부산광역시 금정구 서곡로 *-* (서동)","부산광역시 금정구 서곡로 *-* (서동)","609848","에코벧","20121022175642","I","2018-08-31 23:59:59.0","","391666.251341516","192762.277932917","","","","",
"4105","방문판매업","08_26_02_P","3350000","2011335008523200020","20111128","","03","폐업","03","폐업처리","20131107","","","","","","609801","부산광역시 금정구 구서*동 ***번지 *호","부산광역시 금정구 중앙대로****번길 ** (구서동)","609801","리엔케이 금정지사","20131111104005","I","2018-08-31 23:59:59.0","","390182.093808751","197231.047966877","","","","",
"4106","방문판매업","08_26_02_P","3350000","2011335008523200021","20111209","","03","폐업","03","폐업처리","20121016","","","","051-863-8111","","609400","부산광역시 금정구 서동 ***번지 *호","부산광역시 금정구 반송로 *** (서동)","609831","(주)조아-부산지점","20121017162217","I","2018-08-31 23:59:59.0","","391773.19454802","192337.620767284","700000000","0","700000000","",
"4107","방문판매업","08_26_02_P","3350000","2008335008023200019","20070626","","03","폐업","03","폐업처리","20140513","","","","5138941","","609310","부산광역시 금정구 구서동 ***번지 *호 벽송아파트  ***호","부산광역시 금정구 금정로 ***, ***호 (구서동,벽송아파트)","","(주)에스엔아이","20140513104244","I","2018-08-31 23:59:59.0","","390138.957583986","195731.131664701","133576654","66168829","67407825","",
"4108","방문판매업","08_26_02_P","3350000","2012335008523200004","20120208","","03","폐업","03","폐업처리","20131212","","","","051-583-8557","","609811","부산광역시 금정구 남산동 **번지 **호 민영빌딩 *층","부산광역시 금정구 범어천로**번길 *, *층 (남산동, 민영빌딩)","609340","한빛","20131213153309","I","2018-08-31 23:59:59.0","","390156.455410762","198638.632537937","","","","",
"4109","방문판매업","08_26_02_P","3350000","2005335008023200030","20050915","","03","폐업","03","폐업처리","20080519","","","","051 514 6130","","","부산광역시 금정구 남산동***-*","","","동서유통","20080813151910","I","2018-08-31 23:59:59.0","","","","","","","",
"4110","방문판매업","08_26_02_P","3350000","2005335008023200038","20051207","","03","폐업","03","폐업처리","20070829","","","","051 581 5072","","","부산광역시 금정구 부곡*동*-*  중앙시티빌 ***","","","크린에어","20080813180438","I","2018-08-31 23:59:59.0","","","","","","","",
"4111","방문판매업","08_26_02_P","3350000","2016335010023200004","20160216","","03","폐업","03","폐업처리","20181120","","","","051-517-1255","","","","부산광역시 금정구 무학송로 **-* (부곡동)","46266","㈜태양이엔지","20181120154217","U","2018-11-22 02:37:38.0","","390460.843173108","195081.731578516","2761038842","836842078","1924196764","",
"4112","방문판매업","08_26_02_P","3350000","2016335010023200005","20160216","","03","폐업","03","폐업처리","20180502","","","","","","","","부산광역시 금정구 부곡로 ***, *층 (부곡동)","46271","금설","20180502165154","I","2018-08-31 23:59:59.0","","390401.290859868","193970.921525228","","","","",
"4113","방문판매업","08_26_02_P","3350000","2016335010023200008","20160311","","03","폐업","03","폐업처리","20200928","","","","051-582-2047","","","","부산광역시 금정구 부산대학로**번길 ***, 지하층 (장전동)","46282","링","20200928191319","U","2020-09-30 02:40:00.0","","389817.176579835","195079.435759554","","","","",
"4114","방문판매업","08_26_02_P","3350000","2016335010023200009","20070809","","03","폐업","03","폐업처리","20161124","","","","051-582-8979","","","","부산광역시 금정구 금강로***번길 **, *층 (구서동)","46228","(주)기산통신","20161124200423","I","2018-08-31 23:59:59.0","","389794.798560882","197435.482293051","2013863186","773247324","250000000","",
"4115","방문판매업","08_26_02_P","3350000","2016335010023200010","20160331","","03","폐업","03","폐업처리","20161122","","","","","","","","부산광역시 금정구 부곡로**번길 **-** (부곡동)","46310","백프로","20161122173423","I","2018-08-31 23:59:59.0","","390061.728727451","192958.711571701","","","","",
"4116","방문판매업","08_26_02_P","3350000","2016335010023200019","20161018","","03","폐업","03","폐업처리","20181008","","","","051-343-0909","","","","부산광역시 금정구 금강로 *** (구서동)","46242","나억텔레콤","20181008180403","U","2018-10-10 02:37:22.0","","390037.708920304","196125.667364598","","","","",
"4117","방문판매업","08_26_02_P","3350000","2016335010023200020","20140619","","03","폐업","03","폐업처리","20191031","","","","051-521-7757","","","","부산광역시 금정구 금사로 *** (회동동)","46260","금수유통","20191031164942","U","2019-11-02 02:40:00.0","","392694.124278817","193955.348536149","","","","",
"4118","방문판매업","08_26_02_P","3350000","2016335010023200022","20161213","","03","폐업","03","폐업처리","20180808","","","","051-517-2952","","","","부산광역시 금정구 금강로 ***, *층 (장전동)","46300","이롬 황성주 생식 장전지점","20180808160650","I","2018-08-31 23:59:59.0","","389511.766092107","193726.041976321","","","","",
"4119","방문판매업","08_26_02_P","3350000","2017335010023200003","20170404","","03","폐업","03","폐업처리","20181116","","","","","","","","부산광역시 금정구 서동로 ***, *층 (서동, 송월빌딩)","46327","제노피씨","20181116134233","U","2018-11-21 04:00:00.0","","391580.278788558","192605.145274691","","","","",
"4120","방문판매업","08_26_02_P","3350000","2017335010023200006","20170424","","03","폐업","03","폐업처리","20200928","","","","051-581-4350","","","","부산광역시 금정구 팔송로**번길 *, *층 (남산동)","46218","라파건강프라자","20200928191523","U","2020-09-30 02:40:00.0","","390159","198994","","","","",
"4121","방문판매업","08_26_02_P","3350000","2017335010023200007","20170424","","03","폐업","03","폐업처리","20180223","","","","051-517-1922","","","","부산광역시 금정구 부곡로**번길 **-** (부곡동)","46310","백프로","20180226100900","I","2018-08-31 23:59:59.0","","390061.728727451","192958.711571701","","","","",
"4122","방문판매업","08_26_02_P","3350000","2017335010023200008","20120323","","03","폐업","03","폐업처리","20220128","","","","051-866-22430","","","","부산광역시 금정구 부곡온천천로 ***, ***호 (부곡동, 플러스하이빌)","46274","마이젠","20220128132944","U","2022-01-30 02:40:00.0","","390253.670587968","195727.035504105","0","0","0","",
"4123","방문판매업","08_26_02_P","3350000","2018335010023200008","20180426","","03","폐업","03","폐업처리","20200619","","","","051-518-0461","","","부산광역시 금정구 부곡동 ***번지 *호","부산광역시 금정구 부곡로***번길 ** (부곡동)","46271","인정유통","20200619164225","U","2020-06-21 02:40:00.0","","390545.559072732","194257.806576588","","","","",
"4124","방문판매업","08_26_02_P","3350000","2018335010023200010","20180612","","03","폐업","03","폐업처리","20191227","","","","","","","부산광역시 금정구 서동 ***번지 ***호","부산광역시 금정구 서동중심로**번길 * (서동)","46327","해내리원","20191230133442","U","2020-01-01 02:40:00.0","","391492.982325077","192465.829060573","","","","",
"4125","방문판매업","08_26_02_P","3350000","2017335010023200009","20170526","","03","폐업","03","폐업처리","20190125","","","","051-512-4901","","","","부산광역시 금정구 중앙대로 ****, *층 (남산동)","46214","네이처그린","20190125155844","U","2019-01-27 02:40:00.0","","390375.179130277","198878.632109034","","","","",
"4126","방문판매업","08_26_02_P","3350000","2012335008523200010","20120403","","03","폐업","03","폐업처리","20130904","","","","","","609836","부산광역시 금정구 장전*동 ***번지 *호","부산광역시  금강로 ***","609836","부산금정 건강생활","20130905102323","I","2018-08-31 23:59:59.0","","389835.563422347","195497.010021039","","","","",
"4127","방문판매업","08_26_02_P","3350000","2012335008523200011","20120406","","03","폐업","03","폐업처리","20130620","","","","051-583-1005","","609805","부산광역시 금정구 구서*동 ***번지 *호","부산광역시 금정구 금강로 *** (구서동)","609805","천호식품(구서점)","20130904171944","I","2018-08-31 23:59:59.0","","389910.787791593","197482.158248184","","","","",
"4128","방문판매업","08_26_02_P","3350000","2008335008023200025","20080826","","03","폐업","03","폐업처리","20100115","","","","051-516-0459","","609390","부산광역시 금정구 장전동 ***번지 *호","부산광역시 금정구 금강로 *** (장전동)","","(주)유니테크","20100115152159","I","2018-08-31 23:59:59.0","","389833.552362219","195605.774675779","1676576336","288284888","520000000","",
"4129","방문판매업","08_26_02_P","3350000","2012335008523200012","20120412","","03","폐업","03","폐업처리","20131007","","","","051-583-5116","","609825","부산광역시 금정구 부곡*동 ***번지 *호","부산광역시 금정구 부곡로 ***-* (부곡동)","609825","유니베라(부산부곡대리점)","20131008092309","I","2018-08-31 23:59:59.0","","390399.669289663","193951.731612104","","","","",
"4130","방문판매업","08_26_02_P","3350000","2012335008523200015","20120725","","03","폐업","03","폐업처리","20131213","","","","","","609843","부산광역시 금정구 청룡동 ***번지 **호","부산광역시 금정구 청룡로 **-*, ***호 (청룡동)","609843","케이원","20131218155141","I","2018-08-31 23:59:59.0","","389663.836748738","199376.884886422","","","","",
