"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","자본금","거래처",
"1014","석유판매업","09_28_08_P","3370000","1993337001401500018","19931130","","01","영업/정상","01","신규등록","","","","","051 7585351","887.3","","부산광역시 연제구 연산동 458-2","부산광역시 연제구 연안로 20 (연산동)","","신한양주유소","20220615185731","U","2022-06-17 02:40:00.0","주유소","391882.703903306","189857.777735406","","",
"1015","석유판매업","09_28_08_P","3370000","1993337001401500019","19931130","","01","영업/정상","01","신규등록","","20100301","20100331","20100426","051 759 9393","447.2","","부산광역시 연제구 연산동 480-18 외1","부산광역시 연제구 과정로 134 (연산동)","","금천(주) 금천주유소","20210806170144","U","2021-08-08 02:40:00.0","주유소","391888.458979253","189169.794165563","","",
"1016","석유판매업","09_28_08_P","3370000","2002337001401500024","20020611","","01","영업/정상","01","신규등록","","","","","005108524144","923.05","","부산광역시 연제구 거제동 740-81","부산광역시 연제구 거제대로 130 (거제동)","","은마석유(주) 아시아드주유소","20210317133121","U","2021-03-19 02:40:00.0","주유소","388445.157506465","188724.186545982","","",
"1017","석유판매업","09_28_08_P","3370000","2010337006901500001","20100601","","01","영업/정상","01","신규등록","","","","","051 851 5199","413.3","","부산광역시 연제구 연산동 330-8 외 330-23번지","부산광역시 연제구 고분로 51 (연산동)","","(주)좋은기름나라 연산주유소지점","20180221162609","I","2018-08-31 23:59:59.0","주유소","390104.437372695","189396.330337161","","",
"1018","석유판매업","09_28_08_P","3370000","2016337006901500001","20161209","","01","영업/정상","01","신규등록","","","","","051 851 0976","775","","부산광역시 연제구 거제동 721-1 외 1필지","부산광역시 연제구 거제대로 98 (거제동)","","감사드림주유소","20220119192849","U","2022-01-21 02:40:00.0","주유소","388421.67198300000","188716.53302900000","","",
"1019","석유판매업","09_28_08_P","3370000","1994337001401200028","19940110","","03","폐업","03","폐지","","","","","051 862584","","","부산광역시 연제구 연산동 1875-4","","","유림석유","20060719000000","I","2018-08-31 23:59:59.0","일반판매소","","","","",
"1020","석유판매업","09_28_08_P","3370000","1994337001401200029","19940413","","03","폐업","03","폐지","20090713","","","","051 5043713","","","부산광역시 연제구 거제동 199-1","","","목화석유","20090713141106","I","2018-08-31 23:59:59.0","일반판매소","","","","",
"1021","석유판매업","09_28_08_P","3370000","1994337001401200030","19940513","","03","폐업","03","폐지","","","","","051 8617050","","","부산광역시 연제구 연산동 384-7","","","동경석유","20151231150817","I","2018-08-31 23:59:59.0","일반판매소","","","","",
"1022","석유판매업","09_28_08_P","3370000","1994337001401500021","19940111","","03","폐업","03","폐지","20130220","","","","051 5019251","1013","","부산광역시 연제구 거제동 507-7,879-3","부산광역시 연제구 거제대로 197 (거제동)","","명성주유소","20151231150920","I","2018-08-31 23:59:59.0","주유소","388659.57039300000","189698.11108800000","","",
"1023","석유판매업","09_28_08_P","3370000","1995337001401200031","19950518","","03","폐업","03","폐지","20110610","","","","051 8664558","","","부산광역시 연제구 연산동 719-8","부산광역시 연제구 월드컵대로73번길 14 (연산동)","","신해성석유","20151231150744","I","2018-08-31 23:59:59.0","일반판매소","389682.053010941","188850.813796202","","",
"1024","석유판매업","09_28_08_P","3370000","1995337001401200032","19950906","","03","폐업","03","폐지","20130603","","","","051 5058645","","","부산광역시 연제구 연산동 1120-9","부산광역시 연제구 쌍미천로 126 (연산동)","","대한석유","20151231150715","I","2018-08-31 23:59:59.0","일반판매소","390062.080975759","189167.215993225","","",
"1025","석유판매업","09_28_08_P","3370000","1986337001401200015","19860306","","03","폐업","03","폐지","20121029","","","","051 8624305","","","부산광역시 연제구 연산동 360-45","부산광역시 연제구 안연로7번가길 5 (연산동)","","새연산석유","20121029162615","I","2018-08-31 23:59:59.0","일반판매소","391211.379891669","189719.052062806","","",
"1026","석유판매업","09_28_08_P","3370000","1988337001401200016","19881011","","03","폐업","03","폐지","20110317","","","","051 5044454","","","부산광역시 연제구 거제동 산 28-1","","","현대석유","20151231151238","I","2018-08-31 23:59:59.0","일반판매소","","","","",
"1027","석유판매업","09_28_08_P","3370000","1971337006901200005","19710609","","03","폐업","03","폐지","20150930","","","","0515041158","1","","부산광역시 연제구 거제동 817-14 또는 거제4동 817-4","부산광역시 연제구 해맞이로123번길 2 (거제동)","","종합석유","20151001142012","I","2018-08-31 23:59:59.0","일반판매소","388500.289569082","189299.66214033","","",
"1028","석유판매업","09_28_08_P","3370000","1990337001401200017","19901020","","03","폐업","03","폐지","20190121","","","","051 863 1237","","","부산광역시 연제구 연산동 1490-6","부산광역시 연제구 양연로 28 (연산동)","","중앙석유","20190121143837","U","2019-01-23 02:40:00.0","일반판매소","389394.047330503","187996.778454208","","",
"1029","석유판매업","09_28_08_P","3370000","1992337001401200018","19920220","","03","폐업","03","폐지","","","","","051 8646055","","","부산광역시 연제구 연산동 1590-14","","","동양석유","20060908000000","I","2018-08-31 23:59:59.0","일반판매소","","","","",
"1030","석유판매업","09_28_08_P","3370000","1992337001401200020","19921013","","03","폐업","03","폐지","20120515","","","","051 7581918","","","부산광역시 연제구 연산동 482-21","부산광역시 연제구 과정로132번길 25 (연산동)","","동화석유","20151231151340","I","2018-08-31 23:59:59.0","일반판매소","392009.195750447","189154.616139435","","",
"1031","석유판매업","09_28_08_P","3370000","1992337001401200022","19921109","","03","폐업","03","폐지","20080331","","","","051 8641494","","","부산광역시 연제구 연산동 355-51","","","배산석유","20080331140813","I","2018-08-31 23:59:59.0","일반판매소","","","","",
"1032","석유판매업","09_28_08_P","3370000","1992337001401200023","19921118","","03","폐업","03","폐지","20150916","","","","051 5057591","","","부산광역시 연제구 거제동 891-12","부산광역시 연제구 여고로14번길 37 (거제동)","","동민석유","20151231151422","I","2018-08-31 23:59:59.0","일반판매소","388109.382644092","190187.786647289","","",
"1033","석유판매업","09_28_08_P","3370000","1993337001401200026","19931123","","03","폐업","03","폐지","20080902","","","","051 8684100","","","부산광역시 연제구 연산동 324-17","","","대천석유","20080902110156","I","2018-08-31 23:59:59.0","일반판매소","","","","",
"1034","석유판매업","09_28_08_P","3370000","1993337001401200027","19931208","","03","폐업","03","폐지","","","","","051 8518951","","","부산광역시 연제구 연산동 771-27","","","대명석유","20091125162935","I","2018-08-31 23:59:59.0","일반판매소","","","","",
"1035","석유판매업","09_28_08_P","3370000","1993337001401200028","19950116","","03","폐업","03","폐지","20121119","","","","051 8518951","","","부산광역시 연제구 연산동 771-27","부산광역시 연제구 월드컵대로73번가길 41 (연산동)","","SK해강석유","20151231151514","I","2018-08-31 23:59:59.0","일반판매소","389776.772963565","188647.894345568","","",
"1036","석유판매업","09_28_08_P","3370000","1976337001401500005","19760513","","03","폐업","03","폐지","","","","","051 861 3057","834.9","","부산광역시 연제구 연산동 1875-34","부산광역시 연제구 연수로 164 (연산동)","","부경주유소","20180720165001","I","2018-08-31 23:59:59.0","주유소","390202.306240936","188101.416573134","","",
"1037","석유판매업","09_28_08_P","3370000","1976337001401500006","19760513","","03","폐업","03","폐지","20190502","","","","051 8526492","777","","부산광역시 연제구 연산동 1338-10","부산광역시 연제구 중앙대로 1059 (연산동)","","(주)대원에너지 대원주유소","20190502170346","U","2019-05-04 02:40:00.0","주유소","389279.112129477","189056.084781017","","",
"1038","석유판매업","09_28_08_P","3370000","1977337001401200003","19770126","","03","폐업","03","폐지","","","","","051 8672303","","","부산광역시 연제구 연산동 708-8","","","이화석유","20091125171030","I","2018-08-31 23:59:59.0","일반판매소","","","","",
"1039","석유판매업","09_28_08_P","3370000","1977337001401200004","19770312","","03","폐업","03","폐지","","","","","051 8620242","","","부산광역시 연제구 연산동 1332-47","","","새한석유","20061115000000","I","2018-08-31 23:59:59.0","일반판매소","","","","",
"1040","석유판매업","09_28_08_P","3370000","1977337001401500007","19770222","","03","폐업","03","폐지","20190619","","","","051 862 4146","669.63","","부산광역시 연제구 연산동 104-4","부산광역시 연제구 반송로 106 (연산동)","","가득드림 주유소","20190724103826","U","2019-07-26 02:40:00.0","주유소","390308.306763683","190135.282792365","","",
"1041","석유판매업","09_28_08_P","3370000","1982337001401200001","19820304","","03","폐업","03","폐지","","","","","051 8623409","","","부산광역시 연제구 연산동 683-8","","","연산석유","20091125170724","I","2018-08-31 23:59:59.0","일반판매소","","","","",
"1042","석유판매업","09_28_08_P","3370000","1983337001401200008","19830426","","03","폐업","03","폐지","","","","","051 8636871","","","부산광역시 연제구 연산동 459-46","","","삼성석유","20070508000000","I","2018-08-31 23:59:59.0","일반판매소","","","","",
"1043","석유판매업","09_28_08_P","3370000","1983337001401200009","19831124","","03","폐업","03","폐지","20130429","","","","051 8623918","","","부산광역시 연제구 연산동 300-57","부산광역시 연제구 온천천남로 8 (연산동)","","롯데석유","20151231151129","I","2018-08-31 23:59:59.0","일반판매소","390422.619832322","190192.87648208","","",
"1044","석유판매업","09_28_08_P","3370000","1983337001401200010","19830614","","03","폐업","03","폐지","","","","","051 5014157","","","부산광역시 부산진구 양정동 87-11","부산광역시 부산진구 양연로 12  (양정동)","","연제석유","20060602000000","I","2018-08-31 23:59:59.0","일반판매소","389323.116182594","188139.219772985","","",
"1045","석유판매업","09_28_08_P","3370000","1983337001401200012","19831229","","03","폐업","03","폐지","20070809","","","","051 8644539","","","부산광역시 연제구 거제동 487-8","","","대흥석유","20070809150607","I","2018-08-31 23:59:59.0","일반판매소","","","","",
"1046","석유판매업","09_28_08_P","3370000","1993337001401500017","19931130","","03","폐업","03","폐지","20191121","","","","051 8623349","789.6","","부산광역시 연제구 연산동 711-31","부산광역시 연제구 월드컵대로 97 (연산동)","","세일셀프주유소","20191121112111","U","2019-11-23 02:40:00.0","주유소","389657.595171056","189070.790322565","","",
"1047","석유판매업","09_28_08_P","3370000","1983337001401500009","19830224","","03","폐업","03","폐지","20190722","","","","051 5032134","1629","","부산광역시 연제구 거제동 125-0,9,13","부산광역시 연제구 중앙대로 1250 (거제동)","","SK네트웍스(주)SK거제주유소","20191206134314","U","2019-12-08 02:40:00.0","주유소","389340.58010700000","191162.43549300000","","",
"1048","석유판매업","09_28_08_P","3370000","1992337001401500012","19920918","","03","폐업","03","폐지","","","","","051 7591915","1214","","부산광역시 연제구 연산동 417-9,10,35,37","부산광역시 연제구 과정로 157 (연산동)","","연제주유소","20151231151003","I","2018-08-31 23:59:59.0","주유소","391835.881043682","189390.46807107","","",
"1049","석유판매업","09_28_08_P","3370000","1993337001401200025","19931008","","03","폐업","03","폐지","20090923","","","","051 8640412","","","부산광역시 연제구 연산동 811-44","","","명동석유","20090923111736","I","2018-08-31 23:59:59.0","일반판매소","","","","",
"1050","석유판매업","09_28_08_P","3370000","1980337001401200014","19800625","","03","폐업","03","폐지","20091022","","","","051 8637900","","","부산광역시 연제구 연산동 408-19","","","강남석유","20091022144249","I","2018-08-31 23:59:59.0","일반판매소","","","","",
"1051","석유판매업","09_28_08_P","3370000","1981337001401200002","19810718","","03","폐업","03","폐지","20130425","","","","051 8614566","","","부산광역시 연제구 연산동 1707-7","부산광역시 연제구 대리로12번길 26 (연산동)","","신흥석유","20130425171611","I","2018-08-31 23:59:59.0","일반판매소","389877.616613284","188752.806183706","","",
"1052","석유판매업","09_28_08_P","3370000","1983337001401500011","19830131","","03","폐업","03","폐지","","","","","051 8681300","2982","","부산광역시 연제구 연산동 589-2","부산광역시 연제구 반송로 68  (연산동)","","플레이키즈주유소","20091005124408","I","2018-08-31 23:59:59.0","주유소","390027.079784284","189833.444085124","","",
"1053","석유판매업","09_28_08_P","3370000","1985337001401500001","19850516","","03","폐업","03","폐지","20170705","","","","051 8527516","","","부산광역시 연제구 연산동 603-6","부산광역시 연제구 반송로 22 (연산동)","","강동화학","20170705134711","I","2018-08-31 23:59:59.0","용제판매소","389719.695026166","189529.091207964","","",
"1054","석유판매업","09_28_08_P","3370000","1997337001401200036","19971208","","03","폐업","03","폐지","","","","","051 7612624","","","부산광역시 연제구 연산동 417-30","","","대일석유","20060718000000","I","2018-08-31 23:59:59.0","일반판매소","","","","",
"1055","석유판매업","09_28_08_P","3370000","1999337001401200037","19991102","","03","폐업","03","폐지","20120619","","","","051 8094638","","","부산광역시 연제구 연산동 386-25","부산광역시 연제구 안연로 28 (연산동)","","부광에너지","20151231150627","I","2018-08-31 23:59:59.0","일반판매소","391228.417591138","189893.121108608","","",
"1056","석유판매업","09_28_08_P","3370000","1999337001401200038","19991224","","03","폐업","03","폐지","20161231","","","","051 5030345","","","부산광역시 연제구 거제동 942","부산광역시 연제구 거평로 14 (거제동)","","한미석유","20161229150033","I","2018-08-31 23:59:59.0","일반판매소","388180.43147483","189675.753406154","","",
"1057","석유판매업","09_28_08_P","3370000","2000337001401200040","20061219","","03","폐업","03","폐지","20090513","","","","051 8684580","","","부산광역시 연제구 연산동 650-13","","","행운석유","20090513105739","I","2018-08-31 23:59:59.0","일반판매소","","","","",
"1058","석유판매업","09_28_08_P","3370000","2000337001401200041","20001127","","03","폐업","03","폐지","20120619","","","","051 5019870","","","부산광역시 연제구 거제동 804-9","부산광역시 연제구 화지로 126 (거제동)","","용진석유","20151231150522","I","2018-08-31 23:59:59.0","일반판매소","388220.762624913","189329.980817029","","",
"1059","석유판매업","09_28_08_P","3370000","1995337001401200033","19950922","","03","폐업","03","폐지","20071218","","","","051 8670573","","","부산광역시 연제구 연산동 384-35","","","연제석유","20071218132847","I","2018-08-31 23:59:59.0","일반판매소","","","","",
"1060","석유판매업","09_28_08_P","3370000","2006337001401500001","20060913","","03","폐업","03","폐지","20180514","","","","051 852 0303","959.1","","부산광역시 연제구 연산동 582-79 외 3필지(582-3, 582-28,582-1)","부산광역시 연제구 반송로 89 (연산동)","","엠에스판매(주) 카월드주유소","20180706143007","I","2018-08-31 23:59:59.0","주유소","390109.324781872","190040.032855931","","",
"1061","석유판매업","09_28_08_P","3370000","2007337005401200001","20070405","","03","폐업","03","폐지","","","","","051 5017880","","","부산광역시 연제구 거제동 242-25 5통1반 경원골든빌라 A동 201호","부산광역시 연제구 중앙대로1235번길 35, A동 201호 (거제동,경원골든빌라)","","대동석유","20070405000000","I","2018-08-31 23:59:59.0","일반판매소","389135.508621863","190586.30979266","","",
"1062","석유판매업","09_28_08_P","3370000","2007337005401500001","20070131","","03","폐업","03","폐지","","","","","051 5025237","","","부산광역시 해운대구 반여동 1291-1446 29통4반 현대일성2차아파트 103동 203호","부산광역시 해운대구 재반로226번길 72, 103동 203호 (반여동,현대일성2차아파트)","","동화케미칼","20091125170351","I","2018-08-31 23:59:59.0","용제판매소","394282.042078155","190785.043663909","","",
"1063","석유판매업","09_28_08_P","3370000","2008337006901500001","20080707","","03","폐업","03","폐지","20211231","","","","051 863 5189","491","","부산광역시 연제구 연산동 699-7","부산광역시 연제구 월드컵대로 60 (연산동)","","연산주유소","20211231173752","U","2022-01-02 02:40:00.0","주유소","389827.382813899","188739.385573095","","",
"1064","석유판매업","09_28_08_P","3370000","2009337006901500001","20091005","","03","폐업","03","폐지","20131121","","","","051869985","990.1","","부산광역시 연제구 연산동 582-1","부산광역시 연제구 반송로 89 (연산동)","","엠에스판매(주) 신과정로주유소","20151231150855","I","2018-08-31 23:59:59.0","주유소","390134.948279699","190032.938338567","","",
"1065","석유판매업","09_28_08_P","3370000","1993337001401500020","19931221","","03","폐업","03","폐지","","","","","051 5019251","781","","부산광역시 연제구 거제동 894-2","","","창신주유소","20091125153457","I","2018-08-31 23:59:59.0","주유소","","","","",
"1066","석유판매업","09_28_08_P","3370000","1996337001401200034","19960223","","03","폐업","03","폐지","20160322","","","","051 8631109","","","부산광역시 연제구 연산동 2010-5","부산광역시 연제구 마곡천로 18 (연산동)","","모든청소용역 오케이석유","20160322172609","I","2018-08-31 23:59:59.0","일반판매소","390113.195659339","187960.340310101","","",
"1067","석유판매업","09_28_08_P","3370000","1996337001401200035","19960305","","03","폐업","03","폐지","20090320","","","","051 5556397","","","부산광역시 연제구 연산동 418-23","","","(주)대동","20090320162234","I","2018-08-31 23:59:59.0","일반판매소","","","","",
"1068","석유판매업","09_28_08_P","3370000","2001337001401200042","20010627","","03","폐업","03","폐지","","","","","051 8688778","","","부산광역시 연제구 연산동 546-30","","","동성석유","20070515000000","I","2018-08-31 23:59:59.0","일반판매소","","","","",
"1069","석유판매업","09_28_08_P","3370000","2002337001401200043","20020107","","03","폐업","03","폐지","","","","","051 866 1300","","","부산광역시 연제구 연산동 293-9","부산광역시 연제구 과정로265번길 37 (연산동)","","경동석유","20210614134932","U","2021-06-16 02:40:00.0","일반판매소","391178.258683563","189525.706260022","","",
"1070","석유판매업","09_28_08_P","3370000","2004337001401500001","20040305","","03","폐업","03","폐지","","","","","051 5078605","","","부산광역시 연제구 연산동 2220 38통1반 주공아파트 114동 1501호","부산광역시 연제구 토현로 10, 114동 1501호 (연산동,주공아파트)","","GP 케미칼스","20091125170444","I","2018-08-31 23:59:59.0","용제판매소","392213.196659025","188726.670895527","","",
"1071","석유판매업","09_28_08_P","3380000","1991338001501500003","19910528","","01","영업/정상","01","신규등록","","","","","051 7582681","818.1","","부산광역시 수영구 민락동 30-4","부산광역시 수영구 광남로 241 (민락동)","","마린타이거주유소","20210604111010","U","2021-06-06 02:40:00.0","주유소","393584.841622932","186543.008129659","","",
"1072","석유판매업","09_28_08_P","3380000","1995338001501500023","19951031","","01","영업/정상","01","신규등록","","","","","051 7564518","840.4","","부산광역시 수영구 망미동 427-3","부산광역시 수영구 과정로 23 (망미동)","","신영주유소","20171124180021","I","2018-08-31 23:59:59.0","주유소","391974.056566598","188070.324621848","","",
"1073","석유판매업","09_28_08_P","3380000","1993338001501200002","19930920","","01","영업/정상","01","신규등록","","","","","051751 8166","66.12","","부산광역시 수영구 망미동 795-28","부산광역시 수영구 망미로27번길 17 (망미동)","","진수석유","20151211141755","I","2018-08-31 23:59:59.0","일반판매소","391736.567148774","187663.495392767","","",
"1074","석유판매업","09_28_08_P","3380000","1993338001501500001","19931204","","01","영업/정상","01","신규등록","","","","","051 7576100","1453.5","","부산광역시 수영구 망미동 837-2","부산광역시 수영구 연수로 239 (망미동)","","지에스칼텍스(주)언덕주유소","20210414201029","U","2021-04-16 02:40:00.0","주유소","390940.624707002","188057.97611443","","",
"1075","석유판매업","09_28_08_P","3380000","1993338001501500002","19931129","","01","영업/정상","01","신규등록","","","","","051 7563792","680.4","","부산광역시 수영구 망미동 423-1","부산광역시 수영구 과정로 4 (망미동)","","금호주유소","20171124180444","I","2018-08-31 23:59:59.0","주유소","392113.594687297","187930.100737686","","",
"1076","석유판매업","09_28_08_P","3380000","2000338001501200001","20000113","","01","영업/정상","01","신규등록","","","","","0517530900","165","","부산광역시 수영구 광안동 931-20","부산광역시 수영구 망미번영로13번길 7 (광안동)","","대한민국석유상사","20151211140051","I","2018-08-31 23:59:59.0","일반판매소","391948.0857012","187543.86922964","","",
"1077","석유판매업","09_28_08_P","3380000","1994338001501200003","19940706","","01","영업/정상","01","신규등록","","","","","051-759-9735","75.87","","부산광역시 수영구 망미동 272-43","부산광역시 수영구 망미번영로104번길 4 (망미동)","","동아석유","20220602101825","U","2022-06-04 02:40:00.0","일반판매소","392340.766138346","188375.547884989","","",
"1078","석유판매업","09_28_08_P","3380000","1994338001501200004","19941021","","01","영업/정상","01","신규등록","","","","","","134.8","","부산광역시 수영구 광안동 1033-4","부산광역시 수영구 연수로364번길 22 (광안동)","","극동에너지","20220328113951","U","2022-03-30 02:40:00.0","일반판매소","392052.818034835","187655.94737779","","",
"1079","석유판매업","09_28_08_P","3380000","1981338001501200001","19811230","","01","영업/정상","01","신규등록","","","","","051 7548686","195","","부산광역시 수영구 망미동 815-6","부산광역시 수영구 망미로22번길 112 (망미동)","","영신석유","20151211142013","I","2018-08-31 23:59:59.0","일반판매소","391126.006958867","187836.784909513","","",
"1080","석유판매업","09_28_08_P","3380000","1976338001501500002","19760513","","01","영업/정상","01","신규등록","","","","","051 7530569","1057.46","","부산광역시 수영구 광안동 164-1","부산광역시 수영구 수영로 558 (광안동)","","지에스칼텍스(주)부산주유소","20210414201012","U","2021-04-16 02:40:00.0","주유소","392459.591942749","186062.702742573","","",
"1081","석유판매업","09_28_08_P","3380000","1979338001501200001","19790424","","01","영업/정상","01","신규등록","","","","","051754 0978","99.18","","부산광역시 수영구 망미동 265-34","부산광역시 수영구 수미로 31 (망미동)","","수영석유","20151211142332","I","2018-08-31 23:59:59.0","일반판매소","392541.536164725","188123.003683711","","",
"1082","석유판매업","09_28_08_P","3380000","1991338001501500002","19911218","","01","영업/정상","01","신규등록","","","","","0517522100","286.1","","부산광역시 수영구 광안동 490-5","부산광역시 수영구 광일로 8 (광안동)","","유원주유소","20190927115706","U","2019-09-29 02:40:00.0","주유소","392480.391533809","186823.603187391","","",
"1083","석유판매업","09_28_08_P","3380000","1996338001501200001","19960909","","03","폐업","03","폐지","","","","","051 7560011","","","부산광역시 수영구 광안동 717-3 장미빌라 202호","부산광역시 수영구 광서로30번길 3,  202호 (광안동,장미빌라)","","매일석유","20021109000000","I","2018-08-31 23:59:59.0","일반판매소","392277.375560361","187099.171267024","","",
"1084","석유판매업","09_28_08_P","3380000","1996338001501200002","19960909","","03","폐업","03","폐지","20091217","","","","0519447544","114.4","","부산광역시 수영구 수영동 467-8","부산광역시 수영구 망미번영로 68  (수영동)","","주오에너지","20100428133247","I","2018-08-31 23:59:59.0","일반판매소","392203.835186657","188033.754102745","","",
"1085","석유판매업","09_28_08_P","3380000","1996338001501200003","19961106","","03","폐업","03","폐지","","","","","051 7588986","","","부산광역시 수영구 광안동 169-52","부산광역시 수영구 수영로536번길 13-4  (광안동)","","대영석유","20060725000000","I","2018-08-31 23:59:59.0","일반판매소","392478.508232836","185859.255620704","","",
"1086","석유판매업","09_28_08_P","3380000","1996338001501200004","19960916","","03","폐업","03","폐지","20080609","","","","051752 7510","","","부산광역시 수영구 민락동 58-2","","","극동석유","20080609140039","I","2018-08-31 23:59:59.0","일반판매소","393878.869024607","186586.6591338","","",
"1087","석유판매업","09_28_08_P","3380000","1997338001501200001","19970808","","03","폐업","03","폐지","","","","","051 7536688","","","부산광역시 수영구 수영동 481-10","부산광역시 수영구 구락로43번가길 25  (수영동)","","유진석유","20091130153342","I","2018-08-31 23:59:59.0","일반판매소","392801.052675785","187890.228474663","","",
"1088","석유판매업","09_28_08_P","3380000","1997338001501200002","19970320","","03","폐업","03","폐지","20071001","","","","051751 0020","","","부산광역시 동래구 사직동 155-44","부산광역시 동래구 중앙대로1267번길 109-10  (사직동)","","무학석유","20071001105444","I","2018-08-31 23:59:59.0","일반판매소","388639.510270436","190750.043857493","","",
"1089","석유판매업","09_28_08_P","3380000","1991338001501500004","19911218","","03","폐업","03","폐지","","20140221","20140930","","0517573 838","557.7","","부산광역시 수영구 광안동 106-5","부산광역시 수영구 감포로 53 (광안동)","","애광주유소","20140314085002","I","2018-08-31 23:59:59.0","주유소","393004.206113421","186959.071896981","","",
"1090","석유판매업","09_28_08_P","3380000","1992338001501200001","19921104","","03","폐업","03","폐지","","","","","051 7578741","","","부산광역시 수영구 광안동 141-6","부산광역시 수영구 수영로594번길 7  (광안동)","","제일석유","20091130153518","I","2018-08-31 23:59:59.0","일반판매소","392538.436657786","186465.621439075","","",
"1091","석유판매업","09_28_08_P","3380000","1992338001501500001","19920430","","03","폐업","03","폐지","","","","","051 7590055","939.8","","부산광역시 수영구 망미동 412-28","부산광역시 수영구 망미번영로55번길 121 (망미동)","","동성주유소","20141006134009","I","2018-08-31 23:59:59.0","주유소","391999.22737800000","188815.10095500000","","",
"1092","석유판매업","09_28_08_P","3380000","1993338001501200001","19930113","","03","폐업","03","폐지","20150416","","","","0517555900","99.18","","부산광역시 수영구 망미동 838-3","부산광역시 수영구 연수로235번길 14 (망미동)","","부산석유","20150417181841","I","2018-08-31 23:59:59.0","일반판매소","390936.919010992","188107.885769155","","",
"1093","석유판매업","09_28_08_P","3380000","1993338001501200003","19931111","","03","폐업","03","폐지","","","","","051 7547723","","","부산광역시 수영구 망미동 403-4","부산광역시 수영구 망미번영로 73  (망미동)","","금농석유","20060825000000","I","2018-08-31 23:59:59.0","일반판매소","392179.305198835","188107.752780463","","",
"1094","석유판매업","09_28_08_P","3380000","1993338001501500003","19931129","","03","폐업","03","폐지","","","","","051 7586540","1028.08","","부산광역시 수영구 광안동 99-5","부산광역시 수영구 수영로 648  (광안동)","","환영주유소[(주)청정에너지]","20030624000000","I","2018-08-31 23:59:59.0","주유소","392614.593139509","186957.137736461","","",
"1095","석유판매업","09_28_08_P","3380000","1993338001501500004","19931207","","03","폐업","03","폐지","20111102","","","","051 7550960","1049.7","","부산광역시 수영구 광안동 490-1","부산광역시 수영구 수영로 631 (광안동)","","신명주유소","20111103163547","I","2018-08-31 23:59:59.0","주유소","392519.235979445","186827.566138343","","",
"1096","석유판매업","09_28_08_P","3380000","1994338001501200001","19940116","","03","폐업","03","폐지","20071114","","","","051 751 7380","","","부산광역시 수영구 수영동 114-6","부산광역시 수영구 수영성로8번길 4  (수영동)","","팔도석유","20071114155221","I","2018-08-31 23:59:59.0","일반판매소","393004.095895885","187700.49344507","","",
"1097","석유판매업","09_28_08_P","3380000","1994338001501200002","19940813","","03","폐업","03","폐지","","","","","051 7564554","","","부산광역시 수영구 광안동 109-28","부산광역시 수영구 무학로 39-1  (광안동)","","우정석유","20030401000000","I","2018-08-31 23:59:59.0","일반판매소","392940.693563318","186750.51483627","","",
"1098","석유판매업","09_28_08_P","3380000","1998338001501200001","19980817","","03","폐업","03","폐지","20181019","","","","051 7530088","224.6","","부산광역시 수영구 망미동 212-38","부산광역시 수영구 수미로 65 (망미동)","","성진에너지","20181019110424","U","2018-10-21 02:37:51.0","일반판매소","392876.059170193","188066.341633895","","",
"1099","석유판매업","09_28_08_P","3380000","1999338001501200001","19991101","","03","폐업","03","폐지","20110415","","","","0517536688","75.87","","부산광역시 수영구 망미동 272-43","부산광역시 수영구 망미번영로104번길 4  (망미동)","","태양에너지","20110415092504","I","2018-08-31 23:59:59.0","일반판매소","392340.766138346","188375.547884989","","",
"1100","석유판매업","09_28_08_P","3380000","1999338001501200002","19991220","","03","폐업","03","폐지","","","","","051752 2546","","","부산광역시 수영구 광안동 130-54","부산광역시 수영구 수영로610번길 96  (광안동)","","대한민국석유상사","20091130153312","I","2018-08-31 23:59:59.0","일반판매소","392986.856438251","186520.147997635","","",
"1101","석유판매업","09_28_08_P","3380000","2000338001501200002","20000620","","03","폐업","03","폐지","20120604","","","","051 7565104","153","","부산광역시 수영구 광안동 509-19","부산광역시 수영구 광안로16번길 22 (광안동)","","한일석유","20120604180504","I","2018-08-31 23:59:59.0","일반판매소","392537.489098993","186108.896618528","","",
"1102","석유판매업","09_28_08_P","3380000","2000338001501200003","20001027","","03","폐업","03","폐지","20080401","","","","051 7529055","","","부산광역시 수영구 민락동 126-38","부산광역시 수영구 감포로102번길 40  (민락동)","","하나에너지","20080402085431","I","2018-08-31 23:59:59.0","일반판매소","","","","",
"1103","석유판매업","09_28_08_P","3380000","1994338001501200005","19941110","","03","폐업","03","폐지","","","","","051 7536688","","","부산광역시 수영구 민락동 168-15","부산광역시 수영구 민락로27번길 28  (민락동)","","경일석유","20091130153433","I","2018-08-31 23:59:59.0","일반판매소","393179.262853883","186225.477381881","","",
