"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","준공일자","개관일자","설립운영주체구분명","박물관미술관종류명","박물관미술관유형명","폐관일자","폐관사유","자본금","소요자금","법인설립목적","허가조건","법인해산일자","법인명",
"315","문화예술법인","03_08_03_P","6260000","A0100626000020190020","20190822","","01","영업/정상","1","","","","","","07043660962","","","부산광역시 해운대구 재송동 1208번지 2호 센텀스카이비즈 A동 1011호","부산광역시 해운대구 센텀중앙로 97-0, A동 1011호 (재송동,센텀스카이비즈)","","사단법인 바보클럽 인재양성콘텐츠랩","20190822112950","I","2019-08-24 02:22:10.0","","393519","188317","문화(사단)","","","","","","","","","","바보클럽 창시자인 강민수의 “의식개혁운동” 취지에 입각하여 봉사심을  기반으로 한 문화예술인을 발굴&#8228;양성하기 위한 문화콘텐츠를 생산하여 개인의 역량계발 및 공익에 기여할 수 있도록 보급","","","사단법인 바보클럽 인재양성콘텐츠랩",
"316","문화예술법인","03_08_03_P","6260000","A0100626000020190021","20190923","","01","영업/정상","1","","","","","","","","","부산광역시 해운대구 좌동 1352번지 5호 산목미술","부산광역시 해운대구 좌동순환로 23-0, 1층 (좌동,산목미술)","","(사)부산문화유산연구회","20190923160646","I","2019-09-25 02:22:36.0","","397276.619475477","187634.751857534","문화재(사단)","","","","","","","","","","부산지역 문화유산 및 왜관요를 비롯한 부산 근교 도자 유적 등에 대한 학술연구와 이를 바탕으로 한 출판사업 및 교육사업을 통해 부산지역 유무형 문화유산발전에 기여함을 목적으로 한다.","","","(사)부산문화유산연구회",
"317","문화예술법인","03_08_03_P","6260000","A0100626000020190019","20190819","","01","영업/정상","1","","","","","","","","","부산광역시 사상구 모라동 159번지 1호 관음사(사)부산영산재보존회","부산광역시 사상구 백양대로950번나길 80-42 (모라동,관음사(사)부산영산재보존회)","","사단법인 부산영산재보존회","20190819204754","I","2019-08-21 02:22:20.0","","381757.883830566","190058.4249739","문화(사단)","","","","","","","","","","가. 불교전통문화 예술에 관한 자료모집 및 연구개발 사업
  나. 불교전통문화 예술 전수 및 공연
  다. 회원의 동정을 알리는 홍보 및 문화사업
  라. 불교문화 및 민족전통문화에 대한 세미나 및 순회 발표
  마. 불교법회 및 각종 경연대회 개최
  사. 사회복지사업 및 봉사활동
  아. 장학사업 및 보육사업
  자. 국제친선교류 및 해외연수
  차. 기타 위 사업에 관련되는 각종 부대사업","","","사단법인 부산영산재보존회",
"318","문화예술법인","03_08_03_P","6260000","A0100626000020220006","20220415","","01","영업/정상","1","","","","","","0512090191","","","부산광역시 강서구 명지동 3245번지 5호","부산광역시 강서구 명지오션시티6로 2-0 (명지동)","","사단법인 나눔의 행복","20220415172016","I","2022-04-17 00:22:33.0","","373859.619637363","177970.523878698","종교(사단)","","","","","","","","0","","하나님의 명령인 선교를 감당하기 위하여 초교파적인 위치에서 교회와 사회에 복음을 선포하는 일을 함으로써 기독교 문화 창달과 선교 활동, 기독교 미래 인재 양성을 구현하여 국민문화 창달과 국가발전 및 인류평화에 기여함을 목적으로 함.","","","사단법인 나눔의 행복",
"319","문화예술법인","03_08_03_P","6260000","A0100626000020120009","20120301","","01","영업/정상","1","","","","","","0517528883","","","부산광역시 수영구 민락동 108번지","부산광역시 수영구 광안해변로 361 (민락동)","","부산양지회","20120301163236","I","2018-08-31 23:59:59.0","","394147.34255852","186422.21755017","행정(재단)","","","","","","","","","","사회봉사를 기반으로 한 재능기부 봉사에 기여하기 위한 국가관 확립과 창조적 봉사교육시스템을 보급하고자 하며, 
사람중심의 사랑과 행복정신을 함양하고 선진시민의 리더로서 구성원간의 친목도모를 바탕으로 국가에 기여하고자 한다.","다음의 어느 하나에 해당되는 경우에는 「민법」 제38조에 따라 법인의 설립허가가 취소될 수
   있습니다.
 가. 설립 목적 외의 사업을 하였을 때
 나. 공익을 해치는 행위를 하였을 때
 다. 설립허가의 조건을 위반하였을 때
 라. 법령에 따른 의무를 위반하였을 때","","부산양지회",
"320","문화예술법인","03_08_03_P","6260000","A0100626000020070041","20070426","","01","영업/정상","1","","","","","","0512203300","","","부산광역시 부산진구 전포동 878번지 26호 삼정코아 306호","부산광역시 부산진구 동천로 134 (전포동,삼정코아 306호)","","사단법인 재부오씨대동종친회","20070426184339","I","2018-08-31 23:59:59.0","","387862.504444771","186574.029259977","문화(사단)","","","","","","","","","","선조의 유풍을 계승하여 숭조정신을 배양하고, 상부상조하며 가문의 영예와 후예의 발전과 친목을 도모하고 사회일반의 공익에 기여함을 목적으로 함.","허가증 이면 기재","","사단법인 재부오씨대동종친회",
"321","문화예술법인","03_08_03_P","6260000","A0100626000020080002","20080117","","01","영업/정상","1","","","","","","0515275432","","","부산광역시 금정구 금사동 64번지 20호","부산광역시 금정구 반송로 440-9 (금사동)","","사단법인 대승불교조계종","20180409082225","I","2018-08-31 23:59:59.0","","392282.090152655","192594.412352003","종교(사단)","","","","","","","","","","중생제도의 대승불교사상 선양 등","허가증 이면기재","","사단법인 대승불교조계종",
"322","문화예술법인","03_08_03_P","6260000","A0100626000020110025","19870928","","01","영업/정상","1","","","","","","0516463100","","","부산광역시 남구 우암동 124번지","부산광역시 남구 장고개로16번길 13 (우암동)","","파티마의 세계 사도직(푸른군대)","20200826154005","U","2020-08-28 02:40:00.0","","388823.111143816","182832.515580506","종교(사단)","","","","","","","","","","천주교 법전의 규정과 제재 안에서 교회의 공인된 가르침을 장려하고 
         구성원 개개인의 성화와 보편적인 선의 증진을 기하고 무신론 공산주의자 붉은 
         군대 및 죄인들의 회개와 세계평화를 위하여 기도하고 봉사함으로써 참된 평화를 
         구현","","","파티마의 세계 사도직(푸른군대)",
"323","문화예술법인","03_08_03_P","6260000","A0100626000020070013","20070221","","01","영업/정상","1","","","","","","0515825916","","","부산광역시 금정구 구서동 201번지 2호","부산광역시 금정구 구서중앙로15번길 21 (구서동)","","사단법인 영축불교문화연구원","20081211183555","I","2018-08-31 23:59:59.0","","390112.12048816","196946.228864415","종교(사단)","","","","","","","","","","불교전통의 선명상, 도자경판, 서예, 산수화, 사경, 장류문화, 천연염색, 다도, 시조문학, 들꽃재배법을 연구 보급하고 이를 통하여 현대인의 신체적 정신적 문화를 증진시켜 사회복지 증진에 기여함","허가증 이면 기재","","사단법인 영축불교문화연구원",
"324","문화예술법인","03_08_03_P","6260000","A0100626000020160002","20160118","","01","영업/정상","1","","","","","","07042457111","","","부산광역시 금정구 장전동 316번지 11호","부산광역시 금정구 금정로60번길 6-0, 3층 (장전동)","","사단법인 나눔과 소통","20210128110352","U","2021-01-30 02:40:00.0","","389894.817790741","194274.55026144","문화(사단)","","","","","","","","","","문화, 관광, 예술 등의 비영리 문화사업을 통해 지역사회 주민들의 삶의 질을 향상시키고 주민의 욕구에 부응하는 다각적이고 효율적인 지역사회 서비스를 제공하여 모든 이가 문화, 관광, 예술이 주는 창조적 기쁨으로부터 소외되지 않고 가치있는 삶을 누리게 하는데 기여","비영리법인 설립허가증 뒷면 표시","","사단법인 나눔과 소통",
"325","문화예술법인","03_08_03_P","6260000","A0100626000020090014","20090327","","01","영업/정상","1","","","","","","0514621104","","","부산광역시 사상구 학장동 561번지 0호 현재빌딩 1동 402호","부산광역시 사상구 학감대로 120-0, 4층 402호 (학장동,현재빌딩)","","사단법인 한국콜핑협회","20180226163445","I","2018-08-31 23:59:59.0","","381189.126247857","184319.823237662","종교(사단)","","","","","","","","","","아돌프 콜핑사제의 대사회 개혁운동 이념 실천","","","사단법인 한국콜핑협회",
"326","문화예술법인","03_08_03_P","6260000","A0100626000020080053","20150323","","01","영업/정상","1","","","","","","0553660036","","","경상남도 양산시 매곡동 840번지","경상남도 양산시 매곡외산로 240 (매곡동)","","수로문화재단(2015.3월 경남 이관처리)","20200311183519","U","2020-03-13 02:40:00.0","","397724.09787255","209609.737502155","문화(재단)","","","","","","","","","","지역 문화예술의 창작과 보급 및 문화예술 진흥","없음","","수로문화재단(2015.3월 경남 이관처리)",
"327","문화예술법인","03_08_03_P","6260000","A0100626000020140004","20140325","","01","영업/정상","1","","","","","","0518529161","","","부산광역시 남구 대연동 1216번지 58호","부산광역시 남구 천제등로 22 (대연동)","","사단법인 극단 에저또","20140325172206","I","2018-08-31 23:59:59.0","","390195.607194792","183541.758314148","예술(사단)","","","","","","","","","","연극예술의 창달발전과 교육에 목적을 두고 사회로부터 소외된 계층에게 공연예술로 다가가 그들이 겪고 있는 아픔과 고난을 함께 나누고 그들이 사회의 일원으로 참여할 수 있는 계기를 마련해 주기 위함","","","사단법인 극단 에저또",
"328","문화예술법인","03_08_03_P","6260000","A0100626000020190014","20181123","20210405","01","영업/정상","1","","","","","","0512313478","0","","경상남도 하동군 악양면 동매리 62번지 3호","경상남도 하동군 악양면 동매길 44-32","","사단법인 초기불교 세나니 승원 [2021.4.5.자 경상남도 이관]","20210406140515","U","2021-04-08 02:40:00.0","","265756.880802283","188285.001991202","종교(사단)","","","","","","","","","","이 법인은 '미얀마 파욱 국제 명상 본원[Myanmar Pa-Auk Tawya Meditation Center(man)]'의 파욱 시야도(밧단따 아찐나 큰 스님)의 제자 담마다야다 빅쿠(신연욱) 명의의 2018년 7월 25일자 파욱 국제 명상 한국 도량(Pa-Auk Meditation Centre)의 설립 승인서에 의거하여 테라와다(상좌부) 승가의 법과 율에 따라 다음과 같이 운영함을 목적으로 한다.  4개 조항","설립허가증 뒷면 참고","20210405","사단법인 초기불교 세나니 승원 [2021.4.5.자 경상남도 이관]",
"329","문화예술법인","03_08_03_P","6260000","A0100626000020190015","20181123","","01","영업/정상","1","","","","","","0519150091","0","","부산광역시 서구 동대신동1가 113번지 1호 동대맨션 143호","부산광역시 서구 대영로 78-0, 143호 (동대신동1가,동대맨션)","","사단법인 대한예수교개혁회","20190704140240","I","2019-07-06 02:21:29.0","","384068.256070915","180895.799571889","종교(사단)","","","","","","","","","","법인은 초대 기독교 및 16세기 칼빈의 종료개혁 전통에 입각한 개혁주의 신앙을 회복하고 성경적인 교회질서에 충실한 개혁교회를 건설하여 후손에게 상속하는 시대적 소명을 이루는 것을 목적으로 한다.","설립허가증 뒷면 기재","","사단법인 대한예수교개혁회",
"330","문화예술법인","03_08_03_P","6260000","A0100626000020190027","20191216","","01","영업/정상","1","","","","","","","","","부산광역시 연제구 거제동 1486번지 3호 현성오피스텔 206호","부산광역시 연제구 법원남로16번길 27-0, 2층 206호 (거제동,현성오피스텔)","","사단법인 한국문화인성연구회","20191216140314","I","2019-12-18 00:23:26.0","","388939.047305922","190049.407606347","문화(사단)","","","","","","","","","","우리사회 전반에 ‘문화생활의 일상화’를 만들기 위해 개인 및 사회와의 관계에 인문학적 소양(인성)을 함양하고, 문화·인성 개발을 위한 전문인력을 양성하고, 문화예술을 통해 사람에 대한 이해와 개인과 사회구성원이 더불어 사는 행복한 삶을 추구하는데 초석을 다지는 콘텐츠 개발·보급을 목적으로 함","","","사단법인 한국문화인성연구회",
"331","문화예술법인","03_08_03_P","6260000","A0100626000020190028","20191224","","01","영업/정상","1","","","","","","0516267002","","","부산광역시 남구 대연동 1552번지 0호 부산예술대학 강의3동 B3501호","부산광역시 남구 못골번영로71번길 74-0, 강의3동 B3501호 (대연동,부산예술대학)","","사단법인 부산국제매직페스티벌조직위원회","20200904102016","U","2020-09-06 02:40:00.0","","390019.88070800000","184960.43635100000","문화(사단)","","","","","","","","","","부산국제매직페스티벌개최 등 마술과 관련된 각종 사업을 실시하여 마술문화 발전 및 저변확대에 기여","","","사단법인 부산국제매직페스티벌조직위원회",
"332","문화예술법인","03_08_03_P","6260000","A0100626000020190026","20090915","","01","영업/정상","1","","","","","","0512314085","","","부산광역시 서구 아미동2가 20번지 2호 서구문화의집 0동","부산광역시 서구 까치고개로197번길 46-0, 0동 (아미동2가,서구문화의집)","","서구문화원","20210326163810","U","2021-03-28 02:40:00.0","","383891.947140358","179961.297050382","문화(사단)","","","","","","","","","","지역문화의 계발연구  조사 및 문화진흥을 목적으로 함","","","서구문화원",
"333","문화예술법인","03_08_03_P","6260000","A0100626000020190029","20170424","","01","영업/정상","1","","","","","","","","","부산광역시 연제구 연산동 1122번지 18호 동헌빌딩","부산광역시 연제구 중앙대로1149번길 20-0, 지하층 (연산동,동헌빌딩)","","사단법인 한국연예인총연합회","20220405102331","U","2022-04-07 02:40:00.0","","389325.731960039","189819.647703071","문화(사단)","","","","","","","","0","","회원간의 친목도모 및 자립경제 지원, 문화예술 소외계층을 위한 자선공연, 불우이웃 돕기 등의 목적사업을 성실히 수행하여 회원의 권익을 옹호하며 한국예술문화의 창달에 이바지한다. 궁극적으로 예술문화발전을 촉진시킴으로써 대중문화예술의 번영과 지역사회 및 국가발전에 기여함","","","사단법인 한국연예인총연합회",
"334","문화예술법인","03_08_03_P","6260000","A0100626000020190025","20191108","","01","영업/정상","1","","","","","","","","","부산광역시 연제구 연산동 382번지 5호","부산광역시 연제구 과정로276번길 8-0, 3층 (연산동)","","사단법인 한국민속문화 해오름연합회","20191108133813","I","2019-11-10 00:23:10.0","","390965.934796741","189703.183296134","문화재(사단)","","","","","","","","","","전통 한국 민속 문화의 발굴 및 보존과 계승발전에 기여하고, 공연 및 교육 등의 보급사업을 통해 전통민속문화 활성화를 목적으로 함","","","사단법인 한국민속문화 해오름연합회",
"335","문화예술법인","03_08_03_P","6260000","A0100626000020200001","20200104","","01","영업/정상","1","","","","","","","","","부산광역시 기장군 정관읍 용수리 3번지 0호","부산광역시 기장군 정관읍 정관중앙로 198-0","","사단법인 대한불교종단총협의회","20210611143231","U","2021-06-13 02:40:00.0","","398717.76696100000","206342.78964800000","종교(사단)","","","","","","","","","","석가세존의 근본 가르침과 불교정신을 바탕으로 학술과 인격을 연마하고, 대승불교를 선양하여 보살행을 실천하고, 부처님의 실천사상인 육바라밀과 동체대비의 공덕을 사회속에 회향시켜 세대와 지역의 갈등을 화합으로 치유시켜 국민대통합의 기틀을 마련하고 소통으로 화합을 도모하고 혁신으로 미래불교를 열어가며 종단간의 연합을 통해 민족과 인류사회 이상세계 실현에 기여한 인재양성 도모","","","사단법인 대한불교종단총협의회",
"336","문화예술법인","03_08_03_P","6260000","A0100626000020190023","20190917","","01","영업/정상","1","","","","","","0515134757","","","부산광역시 금정구 남산동 374번지 38호","부산광역시 금정구 벅구산로 24-0, 2층 (남산동)","","사단법인 칼라클레이문화예술협회","20200331093315","U","2020-04-02 02:40:00.0","","390472.428533405","198743.522845399","문화(사단)","","","","","","","","","","칼라클레이 조형예술의 전문적 학술연구 및 지원 등을 통해 한국조형예술문화의 진흥에 기여함을 목적으로 함","","","사단법인 칼라클레이문화예술협회",
"337","문화예술법인","03_08_03_P","6260000","A0100626000020220001","20220128","","01","영업/정상","1","","","","","","","","","부산광역시 수영구 수영동 529번지 0호","부산광역시 수영구 수영로 775-0, 6층 (수영동)","","사단법인 하다","20220128085845","I","2022-01-30 00:22:49.0","","393384.702849095","187308.222125422","예술(사단)","","","","","","","","0","","문화콘텐츠 발굴 및 연구를 통하여 지역 문화예술의 정체성을 확립하고 창작활동 및 전시기획 지원, 취약계층 및 복지시설 등 문화소외계층에 대한 다양한 문화복지 사업을 추진함으로써 지역 문화예술 활성화와 문화양극화 해소에 기여함과 아울러 문화예술 활동을 통하여 지역사회에 공헌하는 사회적 가치를 실현함을 목적으로 함","","","사단법인 하다",
"338","문화예술법인","03_08_03_P","6260000","A0100626000020220005","20220331","","01","영업/정상","1","","","","","","","","","부산광역시 동래구 안락동 468번지 28호 SB빌딩","부산광역시 동래구 안락로125번가길 10-0, 2층 (안락동,SB빌딩)","","(사)한국미래예술교육협회","20220331185339","I","2022-04-02 00:22:34.0","","392220.384834689","190959.929045918","예술(사단)","","","","","","","","0","","문화예술 활동을 장려하기 위하여 작품 제작 및 전시, 경연대회 기획 및 운영, 교육, 강사, 양성, 이제 관련된 홍보 및 출판 사업을 하는 것을 목적으로 함","","","(사)한국미래예술교육협회",
"339","문화예술법인","03_08_03_P","6260000","A0100626000020190030","20191230","","01","영업/정상","1","","","","","","0518089933","","","부산광역시 부산진구 부전동 395번지 4호","부산광역시 부산진구 새싹로28번길 14-0, 3층 (부전동)","","사단법인 남명학부산연구원","20191230104832","I","2020-01-01 00:23:31.0","","387438.475650922","186508.089835859","문화(사단)","","","","","","","","","","남명 조식선생의 사상과 학문 연구 및 선생의 위학정신을 선양하여 올바른 한국 정신문화 정립에 기여","","","사단법인 남명학부산연구원",
"340","문화예술법인","03_08_03_P","6260000","A0100626000020200004","19730414","","01","영업/정상","1","","","","","","","","","부산광역시 동래구 온천동 210번지 19호","부산광역시 동래구 금강공원로33번길 5-0 (온천동)","","(사)동래국악진흥협회","20200323124458","I","2020-03-25 00:23:22.0","","389413.682734343","193034.225898443","행정(재단)","","","","","","","","","","동래지방에 전래하여 오는 국악을 전승, 진흥시키고, 내외 관광객에 참다운 국악을 보여 드림","","","(사)동래국악진흥협회",
"341","문화예술법인","03_08_03_P","6260000","A0100626000020200007","20200331","","01","영업/정상","1","","","","","","","","","부산광역시 수영구 남천동 8번지 2호 동다송빌딩 0동","부산광역시 수영구 남천동로 109-0, 0동 (남천동,동다송빌딩)","","사단법인 동다송문화회","20200331092136","I","2020-04-02 00:23:32.0","","392350.037270221","184970.908994715","문화(사단)","","","","","","","","","","차문화보급 및 전통예절교육으로 바른 정신문화정립과 민족문화 계승과 발전 도모","","","사단법인 동다송문화회",
"342","문화예술법인","03_08_03_P","6260000","A0100626000020200002","20200110","","01","영업/정상","1","","","","","","","","","부산광역시 북구 금곡동 55번지 12호","부산광역시 북구 금곡대로616번길 134-0, 1동 지하층 (금곡동)","","사단법인 에이클럽 윈드오케스트라","20200110102613","I","2020-01-12 00:23:25.0","","383532.392513108","198207.599799942","예술(사단)","","","","","","","","","","이 법인은 정기연주회, 문화예술단체와의 교류 및 협연, 우수 예술인의 발굴 및 양성을 통한 우리나라 문화예술의 발전과 공익에 기여함을 목적으로 함","","","사단법인 에이클럽 윈드오케스트라",
"343","문화예술법인","03_08_03_P","6260000","A0100626000020200003","20200120","","01","영업/정상","1","","","","","","","","","부산광역시 북구 구포동 1060번지 40호","부산광역시 북구 낙동대로1694번길 6-0, 4층 (구포동)","","사단법인 망묵굿 보존회","20200120182623","I","2020-01-22 00:23:24.0","","381736.571052446","191449.652170509","문화재(사단)","","","","","","","","","","항경도 망묵굿 보존,계승 사업 및 학술연구 및 책자발간사업","","","사단법인 망묵굿 보존회",
"344","문화예술법인","03_08_03_P","6260000","A0100626000020210034","20211221","","01","영업/정상","1","","","","","","","","","부산광역시 해운대구 중동 1774번지 5호 해운대로데오아울렛 B동 301호","부산광역시 해운대구 좌동순환로 473-0, B동 3층 301호 (중동,해운대로데오아울렛)","","재단법인 한국선문화원","20220511095109","U","2022-05-13 02:40:00.0","","397659.872237282","187019.184824362","행정(재단)","","","","","","","","0","","부처님의 가르침을 받들어서 상구보리 하화중생 이념을 실천하고 대한불교조계종 종지종풍을 받들어 한국전통조사선 간화선을 연구, 교육, 수행하여 인간의 행복증진에 기여함을 목적으로 함","","","재단법인 한국선문화원",
"345","문화예술법인","03_08_03_P","6260000","A0100626000020210035","20211221","","01","영업/정상","1","","","","","","","","","부산광역시 동래구 사직동 137번지 40호","부산광역시 동래구 미남로 74-0, 4,5층 (사직동)","","사단법인 대한불교 법성선원","20211221095633","I","2021-12-23 00:22:42.0","","388450.724252136","191016.294528763","행정(재단)","","","","","","","","0","","숭고한 불교의 사회봉사정신으로 사회복지증진에 기여하고, 불교문화유산을 유지 발전시켜 인류화합을 목적으로 함","","","사단법인 대한불교 법성선원",
"346","문화예술법인","03_08_03_P","6260000","A0100626000020210033","20211216","","01","영업/정상","1","","","","","","","","","부산광역시 사하구 신평동 472번지 0호","부산광역시 사하구 신산로 99-0, 3층 1호 (신평동,(주)동성케미컬)","","사단법인 부산메세나협회","20211216141518","I","2021-12-18 00:22:42.0","","379273.438389437","178623.837207093","문화(사단)","","","","","","","","0","","문화예술에 대한 기업의 인식을 제고하여 예술지원 확대를 기하고 경제와 예술의 균형발전에 기여함을 목적으로 함","","","사단법인 부산메세나협회",
"347","문화예술법인","03_08_03_P","6260000","A0100626000020180020","20180905","","01","영업/정상","1","","","","","","","","","부산광역시 금정구 장전동 577번지 2호 비케이오피스텔 507호","부산광역시 금정구 식물원로 59-0, 507호 (장전동,비케이오피스텔)","","사단법인 한국장애인복합문화센터","20180905153833","U","2018-09-05 23:59:59.0","","389468.355389324","193757.375779768","문화(사단)","","","","","","","","","","장애인에게 자유로운 창작활동과 평생교육을 지원하여 장애인과 지역사회가 온전히 결합한 공동체 삶을 지향함","","","사단법인 한국장애인복합문화센터",
"348","문화예술법인","03_08_03_P","6260000","A0100626000020200010","20200514","","01","영업/정상","1","","","","","","0518667771","","","부산광역시 연제구 연산동 1113번지 5호 혜원정사","부산광역시 연제구 고분로68번길 47-0 (연산동,혜원정사)","","사단법인 혜원문화재단","20200514090048","I","2020-05-16 00:23:20.0","","390475.73625300000","189536.37152000000","종교(사단)","","","","","","","","","","지역사회에서 수행과 전법, 그리고 부처님의 자비실천 정신으로 대한불교조계종의 종지 종풍을 선양하고 전법과 포교, 지역사회의 발전 및 문화 활동을 펼쳐 나가고자 함","","","사단법인 혜원문화재단",
"349","문화예술법인","03_08_03_P","6260000","A0100626000020200013","20200605","","01","영업/정상","1","","","","","","0516054002","","","부산광역시 부산진구 전포동 870번지 1호 전포역 지하동 26,27호","부산광역시 부산진구 전포대로 지하 181-0, 지하동 26,27호 (전포동,전포역)","","재단법인 부산진문화재단","20210310110208","U","2021-03-12 02:40:00.0","","388011.75818921","185837.831196164","문화(재단)","","","","","","","","","","부산광역시 부산진구의 문화예술·관광 진흥과 구민의 문화복지 증진을  목적으로 함","지역문화 진흥 등 기초자치단체 문화재단 설립의 특수성을 감안, 2020~2024 5년간 구 예산 출연을 통한 기본재산 10억원 조성을 설립허가 조건으로 하여 법인 설립 허가하고자 함.","","재단법인 부산진문화재단",
"350","문화예술법인","03_08_03_P","6260000","A0100626000020200011","20000724","","01","영업/정상","1","","","","","","0517610255","","","부산광역시 수영구 민락동 316번지 2호 부산MBC 1동 1호","부산광역시 수영구 감포로8번길 69-0, 1동 1층 1호 (민락동,부산MBC)","","사단법인 문화도시 부산네트워크","20210412201317","U","2021-04-14 02:40:00.0","","393560.435815231","186680.450075565","문화(사단)","","","","","","","","","","문화도시 부산을 창조하기 위한 정책수립 및 시민참여에 의한 문화도시창조운동을 위한 제반 활동에 기여함","","","사단법인 문화도시 부산네트워크",
"351","문화예술법인","03_08_03_P","6260000","A0100626000020210031","20211130","","01","영업/정상","1","","","","","","","","","부산광역시 서구 부민동3가 2번지 2호","부산광역시 서구 고운들로35번길 12-0, 3층 (부민동3가)","","사단법인 아리랑멋예술진흥원","20211130092124","I","2021-12-02 00:22:43.0","","383935.047626724","180346.011897546","예술(사단)","","","","","","","","0","","태권도 및 스포츠를 통한 문화예술로의 접근을 시도하여 새로운 장르의 문화예술체계를 확립하고, 다이나믹한 문화예술활동·교육을 통하여 인재양성 및 국민 삶의 질 향상시켜 행복한 복지사회 실현에 기여함을 목적으로 함","","","사단법인 아리랑멋예술진흥원",
"352","문화예술법인","03_08_03_P","6260000","A0100626000020210032","20211208","","01","영업/정상","1","","","","","","","","","부산광역시 사하구 신평동 588번지 3호","부산광역시 사하구 하신번영로201번길 9-0, 3층 (신평동)","","사단법인 아트인부산","20211208132024","I","2021-12-10 00:22:42.0","","378438.263613473","179506.92819965","예술(사단)","","","","","","","","0","","부산광역시 소재 전문예술인들의 예술활동을 통하여 문화소외계층에대한 문화예술 참여기회를 확대하고, 지역 예술인들의 복지향상 및 청년예술인 창작활동을 지원하며, 문화예술 활성화를 위한 다양한 사업을 추진함으로써 지역 문화예술의 발전을 도모함함을 목적으로 함.","","","사단법인 아트인부산",
"353","문화예술법인","03_08_03_P","6260000","A0100626000020200015","20200729","","01","영업/정상","1","","","","","","0512712774","","","부산광역시 강서구 명지동 445번지 0호","부산광역시 강서구 제도로 29-0 (명지동)","","(사)청미단 생활문화 학림원","20200729113222","I","2020-07-31 00:23:26.0","","374868.907288523","181490.404385215","종교(사단)","","","","","","","","","","부처님의 가르침인 실천행을 바탕으로 물질 만능의 현대사회에서 비롯된 방황과 고통을 극복하고 우리사회의 화합과 인류의 공영을 이룩하고 나아가 이 땅에 불국토를 구현하고자 함","","","(사)청미단 생활문화 학림원",
"354","문화예술법인","03_08_03_P","6260000","A0100626000020210018","20210715","","01","영업/정상","1","","","","","","","","","부산광역시 중구 대청동1가 23번지 0호","부산광역시 중구 복병산길 20-0 (대청동1가)","","부산광역시 중구문화원","20210715172046","I","2021-07-17 00:22:52.0","","385337.380722693","180166.228076126","문화(사단)","","","","","","","","0","","이 문화원은 정치, 종교 활동에 관여해서는 아니되며,  문화원 본연의 기능인 지역문화의 계발 연구 조사 및  문화진흥을 목적으로 한다.","","","부산광역시 중구문화원",
"355","문화예술법인","03_08_03_P","6260000","A0100626000020210019","20210715","","01","영업/정상","1","","","","","","","","","부산광역시 중구 대청동1가 23번지 0호","부산광역시 중구 복병산길 20-0 (대청동1가)","","부산광역시 중구문화원","20210715172248","I","2021-07-17 00:22:52.0","","385337.380722693","180166.228076126","문화(사단)","","","","","","","","0","","이 문화원은 정치, 종교 활동에 관여해서는 아니되며,  문화원 본연의 기능인 지역문화의 계발 연구 조사 및  문화진흥을 목적으로 한다.","","","부산광역시 중구문화원",
"356","문화예술법인","03_08_03_P","6260000","A0100626000020210024","20210910","","01","영업/정상","1","","","","","","","","","부산광역시 금정구 두구동 1215번지 3호","부산광역시 금정구 체육공원로 705-9, 3층 (두구동)","","사단법인 싱잉볼 치유의 소리","20210910094941","I","2021-09-12 00:22:49.0","","391967.656363182","202478.75154041","예술(사단)","","","","","","","","0","","지역의 문화예술진흥과 문화복지 증진을 위하여 지역문화자원의 융합과 효율적인 협력체계 구축함을 목적으로 함","","","사단법인 싱잉볼 치유의 소리",
"357","문화예술법인","03_08_03_P","6260000","A0100626000020210025","20210910","","01","영업/정상","1","","","","","","","","","부산광역시 부산진구 당감동 912번지 0호","부산광역시 부산진구 가야대로703번가길 31-0, 3층 (당감동)","","사단법인 전국17개 광역시도 226개시군구 기독교총연합회","20210917101359","U","2021-09-19 02:40:00.0","","386707.004223396","186243.773763704","종교(사단)","","","","","","","","0","","성경적 세계관과 기독교적 가치의 바른 역사관을 가진 분들이 모여 상호제휴, 국제 간의 교류 및 복음전도 사업의 실시, 회복과 연합을 목적으로 함.","","","사단법인 전국17개 광역시도 226개시군구 기독교총연합회",
"358","문화예술법인","03_08_03_P","6260000","A0100626000020210022","20210831","","01","영업/정상","1","","","","","","","","","부산광역시 부산진구 부전동 534번지 3호","부산광역시 부산진구 서면로 6-0, 4층 (부전동)","","(사)국제문화예술연합회","20210831145620","I","2021-09-02 00:22:59.0","","","","문화(사단)","","","","","","","","0","","예술인이 미래지향적이며 창조적 문화와 예술을 영위할 수 있도록 혁신적인 문화와 전문적인 문화예술 콘텐츠 등을 통하여 예술인들의 행복한 생활을 영위하는 국제적인 사회문화예술 기반 조성을 목적으로 함.","","","(사)국제문화예술연합회",
