"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","기공용레스수","원심주조기수","기공용모터수","아세틸렌수","치과용프레스수","전기로수","포셀린로수","초음파청소기수","서베이어수","진동기수","트리머수","기공용컴프레서수","샌드기수","진공매몰기수","핀덱스수",
"598","치과기공소","01_02_04_P","3370000","PHMB320103370022062300007","20101108","","01","영업/정상","13","영업중","","","","","","","611071","부산광역시 연제구 거제1동 121번지 24호 3층","부산광역시 연제구 중앙대로 1225-1 (거제동)","47505","B&J DENTAL LAB","20111213180943","I","2018-08-31 23:59:59.0","","389293.711852684","190581.770874226","1","1","2","1","1","1","1","1","1","1","1","0","0","0","0",
"599","치과기공소","01_02_04_P","3370000","PHMB320113370022062300003","20110504","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 연산동 2018번지 27호","부산광역시 연제구 마곡천로 30, 2층 (연산동)","47610","B&P 치과기공소","20190307154814","U","2019-03-09 02:40:00.0","","390062.68953956","187845.451002522","2","1","3","1","1","2","1","1","1","1","1","1","1","1","1",
"600","치과기공소","01_02_04_P","3370000","PHMB320113370022062300005","20110518","","01","영업/정상","13","영업중","","","","","051-866-7170","","611804","부산광역시 연제구 거제3동 500-12번지 5층","부산광역시 연제구 거제대로118번길 27 (거제동)","47547","열린치과기공소","20111205172520","I","2018-08-31 23:59:59.0","","388538.533591728","188568.966252015","1","1","4","1","1","1","2","1","1","1","1","0","0","0","0",
"601","치과기공소","01_02_04_P","3370000","PHMB320113370022062300006","20110603","","01","영업/정상","13","영업중","","","","","051-206-0428","","611823","부산광역시 연제구 연산4동 1776-2번지 3층","부산광역시 연제구 쌍미천로 80 (연산동)","47582","이그린치과기공소","20131029095259","I","2018-08-31 23:59:59.0","","390181.213163075","188735.204975935","1","1","2","1","1","1","1","1","1","1","1","0","0","0","0",
"602","치과기공소","01_02_04_P","3370000","PHMB320113370022062300008","20111121","","01","영업/정상","13","영업중","","","","","051-866-2805","","611825","부산광역시 연제구 연산6동 1947번지 6호 3층","부산광역시 연제구 연수로148번길 4 (연산동)","47610","Zir One 치과기공소","20120111105015","I","2018-08-31 23:59:59.0","","390062.11696316","188123.99040507","1","1","3","1","1","1","1","1","1","1","1","0","0","0","1",
"603","치과기공소","01_02_04_P","3370000","PHMB320113370022062300009","20111214","","01","영업/정상","13","영업중","","","","","","","611811","부산광역시 연제구 연산1동 307번지 20호 금마빌딩 5층","부산광역시 연제구 과정로 344 (연산동, 금마빌딩 5층)","47561","선영치과기공소","20120511171210","I","2018-08-31 23:59:59.0","","390355.860577408","189939.885323004","1","1","5","1","1","2","2","1","1","1","1","2","1","1","1",
"604","치과기공소","01_02_04_P","3370000","PHMB320123370022062300002","20120307","","01","영업/정상","13","영업중","","","","","051-996-2804","","611803","부산광역시 연제구 거제1동 121번지 24호","부산광역시 연제구 중앙대로 1225-1 (거제동)","47505","우노치과기공소","20161103112851","I","2018-08-31 23:59:59.0","","389293.711852684","190581.770874226","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1",
"605","치과기공소","01_02_04_P","3370000","PHMB320123370022062300005","20121128","","01","영업/정상","13","영업중","","","","","051-852-2809","","611834","부산광역시 연제구 연산3동 1835번지 13호 3층","부산광역시 연제구 연수로 202-1 (연산동)","47614","헬로진치과기공소","20210520110239","U","2021-05-22 02:40:00.0","","390582.12946446","188055.567742234","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1",
"606","치과기공소","01_02_04_P","3370000","PHMB320133370022062300001","20130327","","01","영업/정상","13","영업중","","","","","","","611804","부산광역시 연제구 거제3동 730번지 53호 2층","부산광역시 연제구 거제대로108번길 39 (거제동,2층)","","PCM치과기공소","20130328141527","I","2018-08-31 23:59:59.0","","388549.151759967","188446.12398297","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1",
"607","치과기공소","01_02_04_P","3370000","PHMB320143370022062300004","20141031","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 거제동 38번지 5호 원빌딩","부산광역시 연제구 거제대로214번길 33, 원빌딩 1층 (거제동)","47537","마스터치과기공소","20200515175114","U","2020-05-17 02:40:00.0","","388931.351442664","189483.310467929","1","1","5","1","1","1","1","1","1","1","1","1","2","1","1",
"608","치과기공소","01_02_04_P","3370000","PHMB320153370022062300003","20150416","","01","영업/정상","13","영업중","","","","","","","611812","부산광역시 연제구 연산동 488번지 2호","부산광역시 연제구 과정로132번길 18 (연산동)","47570","본기공소","20160418105409","I","2018-08-31 23:59:59.0","","391974.514750176","189134.804073615","1","1","3","1","1","1","1","1","1","1","1","1","2","1","1",
"609","치과기공소","01_02_04_P","3370000","PHMB320153370022062300005","20150713","","01","영업/정상","13","영업중","","","","","","","611804","부산광역시 연제구 거제동 730번지 15호","부산광역시 연제구 거제대로108번길 47 (거제동)","47547","토탈랩","20150713164934","I","2018-08-31 23:59:59.0","","388585.7057004","188436.858025018","1","1","9","1","1","3","1","1","1","1","1","1","1","1","1",
"610","치과기공소","01_02_04_P","3370000","PHMB320153370022062300006","20150914","","01","영업/정상","13","영업중","","","","","522-4595","","","부산광역시 연제구 연산동 382번지 3호","부산광역시 연제구 과정로276번길 10 (연산동, 2층)","47564","우리들치과기공소","20150915084949","I","2018-08-31 23:59:59.0","","390969.108976606","189715.015196108","1","2","7","1","1","3","1","1","1","1","1","1","1","2","1",
"611","치과기공소","01_02_04_P","3370000","PHMB320153370022062300007","20151111","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 연산동 859번지 31호","부산광역시 연제구 연수로 67 (연산동, 2층)","47606","당금치과기공소","20151111141741","I","2018-08-31 23:59:59.0","","389241.220667087","188249.08450246","1","1","3","1","1","1","2","2","1","2","1","1","1","1","1",
"612","치과기공소","01_02_04_P","3370000","PHMB320153370022062300008","20151208","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 연산동 1122번지 11호","부산광역시 연제구 중앙대로1149번길 14, 4층 (연산동)","47523","투비기공소","20200413174933","U","2020-04-15 02:40:00.0","","389352.803707643","189831.934260273","1","2","4","1","1","1","1","1","2","1","1","1","2","1","1",
"613","치과기공소","01_02_04_P","3370000","PHMB320183370022062300002","20140311","","01","영업/정상","13","영업중","","","","","051-867-2878","","","부산광역시 연제구 연산동 2018-27","부산광역시 연제구 마곡천로 30, 지하1층 (연산동)","47610","유스타치과기공소","20220513180816","U","2022-05-15 02:40:00.0","","390062.68953956","187845.451002522","1","1","3","1","1","1","1","1","1","1","1","2","1","1","1",
"614","치과기공소","01_02_04_P","3370000","PHMB320183370022062300003","20180508","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 연산동 632번지 16호","부산광역시 연제구 고분로 35-1 (연산동)","47550","세명치과기공소","20180509131656","I","2018-08-31 23:59:59.0","","389975.075614163","189392.902661155","1","1","4","1","1","2","3","1","1","1","1","1","2","1","1",
"615","치과기공소","01_02_04_P","3370000","PHMB320183370022062300004","20180615","","01","영업/정상","13","영업중","","","","","070-8670-0998","","","부산광역시 연제구 연산동 1405번지 33호","부산광역시 연제구 거제천로124번길 43 (연산동)","47541","예쁜턱치과기공소","20180619141327","I","2018-08-31 23:59:59.0","","389144.764664267","189154.471291118","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1",
"616","치과기공소","01_02_04_P","3370000","PHMB320183370022062300005","20180625","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 연제구 중앙대로1075번길 68, 2층 (연산동)","47539","해찬치과기공소","20180626121645","I","2018-08-31 23:59:59.0","","389105.776033703","189385.917529518","1","1","3","0","1","1","1","1","1","1","1","1","1","1","1",
"617","치과기공소","01_02_04_P","3370000","PHMB320153370022062300001","20150324","","01","영업/정상","13","영업중","","","","","852-2804","","","부산광역시 연제구 연산동 585번지 54호","부산광역시 연제구 중앙대로1150번길 52-1, 3층 (연산동)","47519","대성기공소","20210406114402","U","2021-04-08 02:40:00.0","","389717.85574867","189897.906139146","1","1","5","1","1","1","2","1","1","1","1","1","1","1","1",
"618","치과기공소","01_02_04_P","3370000","PHMB320123370022062300003","20120514","","01","영업/정상","13","영업중","","","","","051-248-2855","","611805","부산광역시 연제구 거제4동 815번지 71호","부산광역시 연제구 해맞이로99번길 6 (거제동)","47531","지앤미라바센터","20120514161328","I","2018-08-31 23:59:59.0","","388411.543755883","189073.7947946","1","1","8","1","1","2","3","1","1","1","1","1","1","1","1",
"619","치과기공소","01_02_04_P","3370000","PHMB320163370022062300002","20160311","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 연산동 383번지 24호","부산광역시 연제구 안연로 5, 2층 (연산동)","47564","제니스치과기공소","20161214103442","I","2018-08-31 23:59:59.0","","391282.388698486","189681.089377659","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"620","치과기공소","01_02_04_P","3370000","PHMB320163370022062300004","20161020","","01","영업/정상","13","영업중","","","","","816-2808","","","부산광역시 연제구 연산동 1143번지 12호","부산광역시 연제구 월드컵대로165번길 5, 5층 (연산동)","47540","OK기공소","20161020133433","I","2018-08-31 23:59:59.0","","389238.443389405","189484.208102327","2","1","6","1","1","2","3","1","2","1","1","1","2","1","1",
"621","치과기공소","01_02_04_P","3370000","PHMB320173370022062300001","20170217","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 연산동 383번지 24호","부산광역시 연제구 안연로 5 (연산동)","47564","예지미치과기공소","20170322150513","I","2018-08-31 23:59:59.0","","391282.388698486","189681.089377659","1","1","3","1","1","2","1","1","2","1","1","1","2","2","1",
"622","치과기공소","01_02_04_P","3370000","PHMB320173370022062300002","20170228","","01","영업/정상","13","영업중","","","","","051-852-2950","","","부산광역시 연제구 거제동 38번지 5호","부산광역시 연제구 거제대로214번길 33 (거제동, 오스템사옥)","47537","원치과기공소","20170302101012","I","2018-08-31 23:59:59.0","","388931.351442664","189483.310467929","2","3","60","1","1","10","5","3","3","1","3","3","5","3","1",
"623","치과기공소","01_02_04_P","3370000","PHMB320173370022062300004","20171108","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 연산동 1776번지 2호","부산광역시 연제구 쌍미천로 80, 2층 (연산동)","47582","하이테크치과기공소","20200615165556","U","2020-06-17 02:40:00.0","","390181.213163075","188735.204975935","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1",
"624","치과기공소","01_02_04_P","3370000","PHMB320083370022062300002","20080516","","01","영업/정상","13","영업중","","","","","853-2805","","611084","부산광역시 연제구 연산4동 752번지 14호 4층","부산광역시 연제구 고분로 14-1 (연산동,4층)","","C&C치과기공소","20090414100121","I","2018-08-31 23:59:59.0","","389758.176497577","189366.254978579","1","1","2","1","1","1","1","1","1","1","1","","","","",
"625","치과기공소","01_02_04_P","3370000","PHMB320063370022062300004","20060926","","01","영업/정상","13","영업중","","","","","864-5853","","611822","부산광역시 연제구 연산4동 752번지 31호 301호","부산광역시 연제구 고분로 14, 3층 301호 (연산동)","47577","에이플러스치과기공소","20111227103405","I","2018-08-31 23:59:59.0","","389741.74518286","189363.769058389","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1",
"626","치과기공소","01_02_04_P","3370000","PHMB320213370022062300003","20211108","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 연제구 연수로 205-1, 2층 (연산동)","47594","예잔치과기공소","20211109172831","I","2021-11-11 00:22:54.0","","390628.362988395","188089.662392072","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1",
"627","치과기공소","01_02_04_P","3370000","PHMB320213370022062300004","20211203","","01","영업/정상","13","영업중","","","","","051-866-2805","","","","부산광역시 연제구 좌수영로 299, 동성빌딩 4층 (연산동)","47569","덴탈글로벌","20211203160223","I","2021-12-05 00:22:43.0","","392032.998622836","189646.629321318","1","3","6","0","1","2","2","1","1","1","1","1","1","1","1",
"628","치과기공소","01_02_04_P","3370000","PHMB320213370022062300001","20210503","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 연산동 1835-13","부산광역시 연제구 연수로 202-1, 3층 (연산동)","47614","비전치과기공소","20210506140816","I","2021-05-08 00:22:56.0","","390582.12946446","188055.567742234","1","1","1","","1","1","1","1","1","1","1","1","1","1","1",
"629","치과기공소","01_02_04_P","3370000","PHMB320213370022062300002","20170925","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 연산동 398-16","부산광역시 연제구 연안로13번길 95, 2층 (연산동)","47565","미소이치과기공소","20210623124534","I","2021-06-25 00:22:54.0","","391371.440002008","189750.937288348","1","1","4","1","1","1","1","1","2","1","1","2","2","1","1",
"630","치과기공소","01_02_04_P","3370000","PHMB320203370022062300001","20201007","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 거제동 38-5 원빌딩","부산광역시 연제구 거제대로214번길 33, 원빌딩 1층 (거제동)","47537","The ONE Digital lab(더원디지털치과기공소)","20201008180641","I","2020-10-10 00:23:11.0","","388931.351442664","189483.310467929","1","1","2","","1","1","1","1","1","1","1","1","1","1","1",
"631","치과기공소","01_02_04_P","3370000","PHMB320203370022062300002","20110603","","01","영업/정상","13","영업중","","","","","051-462-8454","","","부산광역시 연제구 연산동 415-39","부산광역시 연제구 과정로191번길 48, 2층 (연산동)","47558","동양치과기공소","20201117091057","I","2020-11-19 00:23:08.0","","391780.325315662","189416.673969586","1","1","3","1","2","2","2","1","2","1","1","1","1","1","1",
"632","치과기공소","01_02_04_P","3370000","PHMB320183370022062300006","20181001","","01","영업/정상","13","영업중","","","","","051-853-2808","","","부산광역시 연제구 연산동 2018번지 27호","부산광역시 연제구 마곡천로 30, 3층 (연산동)","47610","제이원치과기공소(J-ONE DENTAL LAB.)","20190103155053","U","2019-01-05 02:40:00.0","","390062.68953956","187845.451002522","1","1","7","1","1","1","4","1","1","1","1","1","2","1","1",
"633","치과기공소","01_02_04_P","3370000","PHMB320223370022062300003","20220627","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 거제동 500-12","부산광역시 연제구 거제대로118번길 27, 2층 (거제동)","47547","덴탈나눔","20220627174109","I","2022-06-29 00:22:30.0","","388538.533591728","188568.966252015","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0",
"634","치과기공소","01_02_04_P","3370000","PHMB320223370022062300002","20220509","","01","영업/정상","13","영업중","","","","","051-867-2804","","","","부산광역시 연제구 연수로 205-1, 2층 (연산동)","47594","플랜에이(Plan-A)치과기공소","20220509170741","I","2022-05-11 00:22:42.0","","390628.362988395","188089.662392072","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"635","치과기공소","01_02_04_P","3380000","PHMB319953380023062300001","19950301","","03","폐업","03","폐업","20100107","","","","051-761-2804","","613104","부산광역시 수영구 광안동 774번지 1호","부산광역시 수영구 수영로 565 (광안동)","","보건치과기공소","20100107130216","I","2018-08-31 23:59:59.0","","392423.80290601","186167.460037516","1","1","2","1","1","1","1","1","1","1","1","","","","",
"636","치과기공소","01_02_04_P","3380000","PHMB319913380023062300001","19910827","","03","폐업","03","폐업","20210228","","","","051-624-2828","","613011","부산광역시 수영구 남천동 259번지 6호","부산광역시 수영구 수영로 380 (남천동)","48312","한성치과기공소","20210224165610","U","2021-02-26 02:40:00.0","","391926.292695942","184409.668174465","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"637","치과기공소","01_02_04_P","3380000","PHMB319973380023062300001","19970509","","03","폐업","03","폐업","20180627","","","","051-754-1444","","613101","부산광역시 수영구 광안동 691번지 13호","부산광역시 수영구 광서로 5-3, 2층 (광안동)","48247","동서치과기공소","20180627112033","I","2018-08-31 23:59:59.0","","392538.551499617","187017.120013651","1","1","2","1","1","1","1","1","1","1","1","3","3","1","1",
"638","치과기공소","01_02_04_P","3380000","PHMB320093380023062300001","20090220","","03","폐업","03","폐업","20141113","","","","051-904-2800","","613826","부산광역시 수영구 망미1동 832번지 14호","부산광역시 수영구 연수로 259 (망미동)","613826","유미치과기공소","20141113170218","I","2018-08-31 23:59:59.0","","391169.296548756","188036.834328629","1","1","8","2","1","1","3","3","1","2","1","1","1","1","1",
"639","치과기공소","01_02_04_P","3380000","PHMB320093380023062300002","20091130","","03","폐업","03","폐업","20110930","","","","051-895-2804","","613830","부산광역시 수영구 수영동 446번지 9호 5층","부산광역시 수영구 연수로 415 (수영동,5층)","","에이팩스치과기공소","20110930171242","I","2018-08-31 23:59:59.0","","392579.39821171","187474.072481608","1","1","2","1","1","1","1","1","1","1","1","","","","",
"640","치과기공소","01_02_04_P","3380000","PHMB320073380023062300001","20070509","","03","폐업","03","폐업","20090309","","","","051-904-2800","","613131","부산광역시 수영구 망미동 832번지 13호","부산광역시 수영구 연수로 261 (망미동)","","투탑치과기공소","20090309164447","I","2018-08-31 23:59:59.0","","391181.860262862","188035.511848465","1","1","2","1","1","1","1","1","1","1","1","","","","",
"641","치과기공소","01_02_04_P","3380000","PHMB320083380023062300001","20080610","","03","폐업","03","폐업","20110801","","","","051-753-2880","","613103","부산광역시 수영구 광안동 90번지 57호","부산광역시 수영구 수영로666번길 29 (광안동)","","이사랑치과기공소","20110801171446","I","2018-08-31 23:59:59.0","","392751.948965148","187147.955260255","1","1","2","1","1","1","1","1","1","1","1","","","","",
"642","치과기공소","01_02_04_P","3380000","PHMB320103380023062300002","20100708","","03","폐업","03","폐업","20150415","","","","805-2804","","613801","부산광역시 수영구 광안1동 93번지 28호 1층","부산광역시 수영구 무학로49번길 80, 1층 (광안동)","613801","Soul치과기공소","20150415113151","I","2018-08-31 23:59:59.0","","392929.336518451","187103.835176973","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"643","치과기공소","01_02_04_P","3380000","PHMB320113380023062300003","20110830","","03","폐업","03","폐업","20170615","","","","051-758-2804","","613831","부산광역시 수영구 수영동 407번지 2호","부산광역시 수영구 수미로50번가길 3 (수영동)","48224","한국미치과기공소","20170615172831","I","2018-08-31 23:59:59.0","","392691.854410603","187958.506191505","1","1","3","1","1","1","3","1","1","1","1","1","1","1","1",
"644","치과기공소","01_02_04_P","3380000","PHMB320133380023062300001","20130306","","03","폐업","03","폐업","20150518","","","","051-621-4057","","613806","부산광역시 수영구 광안4동 778번지 6호 (3층)","부산광역시 수영구 수영로545번길 31 (광안동)","613806","한울치과기공소","20150518110137","I","2018-08-31 23:59:59.0","","392250.43538652","185998.155877795","1","1","4","1","1","1","1","1","1","1","1","1","1","1","1",
"645","치과기공소","01_02_04_P","3380000","PHMB320133380023062300004","20130704","","03","폐업","03","폐업","20130704","","","","","","613826","부산광역시 수영구 망미1동 806번지 1호 (3층)","부산광역시 수영구 망미로22번길 25 (망미동,(3층))","613826","신 치과기공소","20130704142539","I","2018-08-31 23:59:59.0","","391545.571687848","187749.852498665","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1",
"646","치과기공소","01_02_04_P","3380000","PHMB320133380023062300005","20130708","","03","폐업","03","폐업","20160623","","","","070-8254-2806","","613822","부산광역시 수영구 망미동 265번지 15호 (2층)","부산광역시 수영구 과정로 37 (망미동)","48210","화이트 치과기공소","20160623123419","I","2018-08-31 23:59:59.0","","392485.878951547","188136.440790908","1","1","6","1","1","1","5","1","1","2","1","1","1","1","1",
"647","치과기공소","01_02_04_P","3380000","PHMB320143380023062300001","20140206","","03","폐업","03","폐업","20150429","","","","070-7736-4383","","","","부산광역시 수영구 망미번영로38번길 3, 6층 (광안동, 삼정빌딩)","613810","EDS치과기공소","20150429134727","I","2018-08-31 23:59:59.0","","392104.55229188","187766.515311555","1","1","4","1","1","1","1","1","1","2","2","1","1","1","1",
"648","치과기공소","01_02_04_P","3380000","PHMB320153380023062300001","20150331","","03","폐업","03","폐업","20170414","","","","","","","","부산광역시 수영구 과정로 20, 2층 A호 (망미동)","48219","New Soul 치과기공소","20170414153947","I","2018-08-31 23:59:59.0","","392029.21938097","188050.992314905","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1",
"649","치과기공소","01_02_04_P","3380000","PHMB320153380023062300002","20150507","","03","폐업","03","폐업","20170523","","","","051-703-7597","","","","부산광역시 수영구 수영로545번길 31, 3층 (광안동)","48262","메디엔젠","20170703150432","I","2018-08-31 23:59:59.0","","392250.43538652","185998.155877795","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1",
"650","치과기공소","01_02_04_P","3380000","PHMB319993380023062300001","19990409","","03","폐업","03","폐업","20101207","","","","051-752-7518","","613131","부산광역시 수영구 망미동 430번지 3호","부산광역시 수영구 과정로 37 (망미동)","","수영치과기공소","20101207170619","I","2018-08-31 23:59:59.0","","391920.833523296","188196.285375523","1","1","2","1","1","1","1","1","1","1","1","","","","",
"651","치과기공소","01_02_04_P","3380000","PHMB319983380023062300001","19981031","","01","영업/정상","11","양도양수","","","","","051-627-2597","","","부산광역시 수영구 남천동 7번지 8호","부산광역시 수영구 남천동로108번길 5, 3층 (남천동, 고려빌딩)","48304","한성치과기공소","20210224170515","U","2021-02-26 02:40:00.0","","392374.410870767","184999.650394913","1","2","10","1","2","3","5","2","1","1","2","1","1","1","1",
"652","치과기공소","01_02_04_P","3380000","PHMB320193380023062300001","20190423","","01","영업/정상","13","영업중","","","","","051-928-2804","","","","부산광역시 수영구 망미배산로36번길 98, 1층 102호 (망미동)","48202","이다기공소","20190423154553","I","2019-04-25 02:20:42.0","","391582.909401125","188627.848465761","1","1","1","","1","1","1","1","1","1","1","1","1","1","0",
"653","치과기공소","01_02_04_P","3380000","PHMB320193380023062300002","20160630","","01","영업/정상","13","영업중","","","","","051-743-3636","","","부산광역시 수영구 광안동 207번지 5호","부산광역시 수영구 무학로9번길 138, 3층 (광안동)","48266","다올치과기공소","20201109104005","U","2020-11-11 02:40:00.0","","392837.025800658","187382.745161576","1","1","4","1","1","1","2","1","1","1","1","3","2","1","1",
"654","치과기공소","01_02_04_P","3380000","PHMB320223380023062300002","20220207","","01","영업/정상","13","영업중","","","","","0512027440","","","부산광역시 수영구 광안동 697-10","부산광역시 수영구 광서로 20-1, 3층 (광안동)","48246","투탑치과기공소","20220207165839","I","2022-02-09 00:22:39.0","","392389.555959298","187068.223286336","2","1","5","0","1","2","2","2","1","2","1","1","1","1","0",
"655","치과기공소","01_02_04_P","3380000","PHMB320223380023062300001","20220114","","01","영업/정상","13","영업중","","","","","051-751-2877","","","부산광역시 수영구 수영동 483-12","부산광역시 수영구 구락로 59, 2층 (수영동)","48225","미소치과기공소","20220114122256","I","2022-01-16 00:22:49.0","","392857.042705167","187989.00482374","1","1","5","0","1","2","1","1","2","1","1","1","1","1","1",
"656","치과기공소","01_02_04_P","3380000","PHMB320043380023062300001","20040119","","01","영업/정상","13","영업중","","","","","051-751-2039","","613120","부산광역시 수영구 수영동 210번지","부산광역시 수영구 수미로50번길 50 (수영동)","48229","뉴굿모닝치과기공소","20120118105924","I","2018-08-31 23:59:59.0","","392701.636205267","187827.192881984","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"657","치과기공소","01_02_04_P","3380000","PHMB319783380023062300001","19781019","","01","영업/정상","13","영업중","","","","","051-753-2727","","613101","부산광역시 수영구 광안동 117번지 17호","부산광역시 수영구 무학로 6 (광안동)","48291","신일치과기공소","20111118111208","I","2018-08-31 23:59:59.0","","392584.234153976","186775.634014177","1","1","2","1","1","1","1","1","1","1","1","","","","",
"658","치과기공소","01_02_04_P","3380000","PHMB319883380023062300001","19881112","","01","영업/정상","13","영업중","","","","","051-756-4403","","613809","부산광역시 수영구 광안동 741번지 2호","부산광역시 수영구 장대골로 3 (광안동)","48255","신화치과기공소","20150501132604","I","2018-08-31 23:59:59.0","","392453.475511547","186443.356592922","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1",
"659","치과기공소","01_02_04_P","3380000","PHMB320023380023062300001","20020422","","01","영업/정상","13","영업중","","","","","051-759-2807","","613101","부산광역시 수영구 광안동 125번지 16호 2층","부산광역시 수영구 무학로 44-1, 2층 (광안동)","48291","가람치과기공소","20120118110616","I","2018-08-31 23:59:59.0","","392968.804196168","186717.393614908","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"660","치과기공소","01_02_04_P","3380000","PHMB320023380023062300002","20020507","","01","영업/정상","13","영업중","","","","","051-759-2804","","","부산광역시 수영구 광안동 1038번지 11호","부산광역시 수영구 연수로382번길 4, 2층 (광안동)","48242","SM치과기공소","20170713151748","I","2018-08-31 23:59:59.0","","392273.372907455","187665.231548621","1","1","10","1","1","3","3","1","2","1","1","1","1","1","1",
"661","치과기공소","01_02_04_P","3380000","PHMB320033380023062300001","20030701","","01","영업/정상","13","영업중","","","","","051-754-1404","","613826","부산광역시 수영구 망미동 827번지 13호","부산광역시 수영구 연수로269번길 4, 2층 (망미동)","48208","다경치과기공소","20191216142405","U","2019-12-18 02:40:00.0","","391271.856995271","188091.762235592","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"662","치과기공소","01_02_04_P","3380000","PHMB320093380023062300003","20091220","","01","영업/정상","13","영업중","","","","","051-622-6694","","","부산광역시 수영구 남천동","부산광역시 수영구 광남로 52, 4층 (남천동)","48304","(주)덴탈코아 치과기공소","20160219113110","I","2018-08-31 23:59:59.0","","392430.001437161","185142.405597187","4","2","10","1","2","5","3","2","1","2","2","2","1","2","21",
"663","치과기공소","01_02_04_P","3380000","PHMB320093380023062300004","20091231","","01","영업/정상","13","영업중","","","","","505-7452","","613806","부산광역시 수영구 광안4동 774번지 1호 4층","부산광역시 수영구 수영로 565, 4층 (광안동)","48261","광안치과기공소","20141212091952","I","2018-08-31 23:59:59.0","","392423.80290601","186167.460037516","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"664","치과기공소","01_02_04_P","3380000","PHMB320103380023062300001","20100708","","01","영업/정상","13","영업중","","","","","867-8159","","613804","부산광역시 수영구 광안2동 143번지 6호 6층 일부","부산광역시 수영구 수영로 582, 6층 (광안동)","48297","참치과기공소","20111223113344","I","2018-08-31 23:59:59.0","","392498.501179363","186314.775675687","1","1","5","3","1","4","2","1","1","2","1","1","2","1","1",
"665","치과기공소","01_02_04_P","3380000","PHMB320143380023062300004","20141229","","01","영업/정상","13","영업중","","","","","051-752-2804","","","","부산광역시 수영구 수영로 565 (광안동)","48261","조은e 치과기공소","20201022102155","U","2020-10-24 02:40:00.0","","392423.80290601","186167.460037516","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1",
"666","치과기공소","01_02_04_P","3380000","PHMB320073380023062300002","20070611","","01","영업/정상","13","영업중","","","","","051-944-2804","","613804","부산광역시 수영구 광안2동 142번지 1호","부산광역시 수영구 수영로 592 (광안동)","48294","골드치과기공소","20111121110657","I","2018-08-31 23:59:59.0","","392522.00551099","186429.194275156","1","1","2","1","1","1","1","1","1","1","1","","","","",
"667","치과기공소","01_02_04_P","3380000","PHMB320073380023062300003","20070907","","01","영업/정상","13","영업중","","","","","051-865-0444","","","부산광역시 수영구 광안동","부산광역시 수영구 광서로10번길 47, 3층 (광안동)","48243","스타일 치과기공소","20160315174652","I","2018-08-31 23:59:59.0","","392526.079634102","187279.799731099","1","1","5","1","1","3","5","2","2","1","1","1","2","2","1",
"668","치과기공소","01_02_04_P","3380000","PHMB320103380023062300003","20101102","","01","영업/정상","13","영업중","","","","","070-4007-8415","","613821","부산광역시 수영구 망미2동 419번지 4호 2층","부산광역시 수영구 과정로 24-1, 2층 (망미동)","48219","신진치과기공소","20120118105240","I","2018-08-31 23:59:59.0","","392017.34282703","188081.911474888","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1",
