"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업무구분","건축물명","건축물연면적","건축물상태명","청소대상시작일자","청소대상종료일자","휴업폐지사유","업무구분명",
"362","저수조청소업","09_30_14_P","3370000","337000031202100001","20210302","","01","영업/정상","11","정상","","","","","051-758-0495","","","부산광역시 연제구 거제동 39-3","부산광역시 연제구 월드컵대로187번길 25 (거제동)","47538","바른","20210308175703","I","2021-03-10 00:23:00.0","","388971.136124467","189477.641990537","31","","","","","","","저수조청소업",
"363","저수조청소업","09_30_14_P","3370000","337000031200500004","20190916","","01","영업/정상","11","정상","","","","","051-865-0166","","","부산광역시 연제구 연산동 638-10","부산광역시 연제구 쌍미천로135번길 22 (연산동)","47578","주식회사 TOYO","20190918095819","U","2019-09-20 02:40:00.0","","389938.081025066","189282.861629234","31","","","","","","","저수조청소업",
"364","저수조청소업","09_30_14_P","3370000","337000031200800001","20080321","","01","영업/정상","11","정상","","","","","051-866-2286","","","부산광역시 연제구 연산동 326-1 2층","부산광역시 연제구 쌍미천로162번길 26  (연산동,2층)","","(주)영우엔지니어링","20150105210051","I","2018-08-31 23:59:59.0","","390180.040182107","189522.647112875","31","","","","","","","저수조청소업",
"365","저수조청소업","09_30_14_P","3370000","337000031200900002","20110727","","01","영업/정상","11","정상","","","","","865-8278","","","부산광역시 연제구 연산동 798-16","부산광역시 연제구 중앙천로 29-1  (연산동)","","제일종합상사","20150105210051","I","2018-08-31 23:59:59.0","","389671.845030501","188476.863949765","31","","","","","","","저수조청소업",
"366","저수조청소업","09_30_14_P","3370000","337000031200900003","20130109","","01","영업/정상","11","정상","","","","","755-3835","","","부산광역시 연제구 연산동 383-45","부산광역시 연제구 과정로 254, 2층 (연산동)","47564","(주)한솔이앤씨","20191223170336","U","2019-12-25 02:40:00.0","","391178.370744527","189657.349836421","31","","","","","","","저수조청소업",
"367","저수조청소업","09_30_14_P","3370000","337000031201600003","20160520","","01","영업/정상","11","정상","","","","","051-687-2003","","","","부산광역시 연제구 거제대로74번길 35 (거제동)","","자바코공사","20160520143304","I","2018-08-31 23:59:59.0","","388414.221679538","188326.80005436","31","","","","","","","저수조청소업",
"368","저수조청소업","09_30_14_P","3370000","337000031201700002","20170627","","01","영업/정상","11","정상","","","","","051-851-3880","","","부산광역시 연제구 연산동 366-42","부산광역시 연제구 과정로278번길 12 (연산동)","","토탈크린서비스","20210415164227","U","2021-04-17 02:40:00.0","","390916.312805971","189739.256077006","31","","","","","","","저수조청소업",
"369","저수조청소업","09_30_14_P","3370000","337000031200200001","20140722","","01","영업/정상","11","정상","","","","","861-8219","","","부산광역시 연제구 연산동 2022-374","부산광역시 연제구 봉수로 17, 3층 2호 (연산동)","47612","부산연제지역자활센터","20201223162540","U","2020-12-25 02:40:00.0","","390226.195086574","187946.469923744","31","","","","","","","저수조청소업",
"370","저수조청소업","09_30_14_P","3370000","337000031200300002","20071022","","01","영업/정상","11","정상","","","","","051-503-3887","","","부산광역시 연제구 거제동 867-47","부산광역시 연제구 금용로11번길 17-1 (거제동)","47530","동남환경","20190726103933","U","2019-07-28 02:40:00.0","","388296.478360908","189526.214663561","31","","","","","","","저수조청소업",
"371","저수조청소업","09_30_14_P","3370000","337000031200500003","20081009","","01","영업/정상","11","정상","","","","","051-866-9323","","","부산광역시 연제구 연산동 1063","부산광역시 연제구 과정로265번길 28  (연산동)","","가나산업","20150105210051","I","2018-08-31 23:59:59.0","","391126.359151129","189553.56719482","31","","","","","","","저수조청소업",
"372","저수조청소업","09_30_14_P","3370000","337000031200300008","20220311","","01","영업/정상","11","정상","","","","","051-501-0118","","","부산광역시 연제구 거제동 676-55","부산광역시 연제구 해맞이로 71 (거제동)","","롯데환경","20220311110306","U","2022-03-13 02:40:00.0","","388340.933369717","188787.388247824","31","","0","","","","","저수조청소업",
"373","저수조청소업","09_30_14_P","3370000","337000031201200002","20160429","","01","영업/정상","11","정상","","","","","051-929-0166","","","부산광역시 연제구 연산동 638-10","부산광역시 연제구 쌍미천로135번길 22 (연산동)","","(주)조은세상아이엔지","20160429184818","I","2018-08-31 23:59:59.0","","389938.081025066","189282.861629234","31","","","","","","","저수조청소업",
"374","저수조청소업","09_30_14_P","3370000","337000031201200003","20140401","","01","영업/정상","11","정상","","","","","051-851-6059","","","부산광역시 연제구 거제동 39-3","부산광역시 연제구 월드컵대로187번길 25  (거제동)","","이화환경","20150105210051","I","2018-08-31 23:59:59.0","","388971.136124467","189477.641990537","31","","","","","","","저수조청소업",
"375","저수조청소업","09_30_14_P","3370000","337000031201400001","20140206","","01","영업/정상","11","정상","","","","","051-505-4288","","","부산광역시 연제구 거제동 815-41","부산광역시 연제구 해맞이로109번길 9 (거제동)","","세정ENG","20170213144439","I","2018-08-31 23:59:59.0","","388425.189569501","189138.050783858","31","","","","","","","저수조청소업",
"376","저수조청소업","09_30_14_P","3370000","337000031200400001","20160811","","01","영업/정상","11","정상","","","","","464-5100","","","부산광역시 연제구 연산동 1825-14","부산광역시 연제구 연미로13번길 20 (연산동)","47614","대동종합환경","20181203174718","U","2018-12-05 02:40:00.0","","390633.242993055","187934.288743171","31","","","","","","","저수조청소업",
"377","저수조청소업","09_30_14_P","3370000","337000031200400002","20110126","","01","영업/정상","11","정상","","","","","867-9644","","","부산광역시 연제구 연산동 588-1 새연산A1층점포12호","부산광역시 연제구 세병로 5  (연산동,새연산A1층점포12호)","","주식회사 영진이엔디","20150105210051","I","2018-08-31 23:59:59.0","","389735.321117149","189721.462939378","31","","","","","","","저수조청소업",
"378","저수조청소업","09_30_14_P","3370000","337000031200600001","20070418","","03","폐업","2","폐업","","","","","051-507-6071","","","부산광역시 연제구 거제동 1492-2 미르코아 5층","부산광역시 연제구 법원남로15번길 10  (거제동,미르코아 5층)","","(주)만비종합관리","20150105210051","I","2018-08-31 23:59:59.0","","388813.946797311","189896.676830051","31","","","","","","사업장 이전(금정구 장전동 608-33 효산빌딩 1층 8호) 금정구 환위-6423(2007.4.12)","저수조청소업",
"379","저수조청소업","09_30_14_P","3370000","337000031200700002","20130624","","03","폐업","2","폐업","20130624","","","","051)861-0516","","","부산광역시 연제구 연산동 1939-5","부산광역시 연제구 마곡천로 4  (연산동)","","(주)한백시스템","20150105210051","I","2018-08-31 23:59:59.0","","390104.944587184","188082.68776236","31","","","","","","개인사정","저수조청소업",
"380","저수조청소업","09_30_14_P","3370000","337000031200700003","20100329","","03","폐업","2","폐업","20111021","","","","865-3044~5","","","부산광역시 연제구 거제동 576-17 중앙빌딩 3층","부산광역시 연제구 거제천로87번길 29  (거제동,중앙빌딩 3층)","","(주)대은기업","20150105210051","I","2018-08-31 23:59:59.0","","388644.081361689","188996.559559144","31","","","","","","영업부진","저수조청소업",
"381","저수조청소업","09_30_14_P","3370000","337000031200800002","20100609","","03","폐업","2","폐업","20100609","","","","051-529-3775","","","부산광역시 연제구 연산동 10","부산광역시 연제구 토곡로 52-1  (연산동)","","(주)지은엔지니어링","20150105210051","I","2018-08-31 23:59:59.0","","391389.125001949","189033.281435764","31","","","","","","법인 본점 사무실이전으로 관할지역 변경","저수조청소업",
"382","저수조청소업","09_30_14_P","3370000","337000031200900001","20120608","","03","폐업","2","폐업","20120608","","","","868-0321","","","부산광역시 연제구 연산동 1341-23","부산광역시 연제구 신촌로 3  (연산동)","","(주)휴먼씨앤지","20150105210051","I","2018-08-31 23:59:59.0","","389196.054357731","188948.965331069","31","","","","","","타지역 이전","저수조청소업",
"383","저수조청소업","09_30_14_P","3370000","337000031200900004","20141218","","03","폐업","2","폐업","20141218","","","","051-790-3088","","","부산광역시 연제구 연산동 1242-9 ,10,11번지 3층","부산광역시 연제구 중앙대로 1097  (연산동,,10,11번지","","(주)부동산투데이","20150105210051","I","2018-08-31 23:59:59.0","","389460.343394981","189376.417506783","31","","","","","","영업부진","저수조청소업",
"384","저수조청소업","09_30_14_P","3370000","337000031201000001","20111123","","03","폐업","2","폐업","20171011","","","","867-0271","","","부산광역시 연제구 연산동 308-2","부산광역시 연제구 과정로322번길 30 (연산동)","","(주)우진티엠에스","20171016091444","I","2018-08-31 23:59:59.0","","390603.52851106","189941.201516817","31","","","","","","사업 부진","저수조청소업",
"385","저수조청소업","09_30_14_P","3370000","337000031201400002","20140423","","03","폐업","2","폐업","20170710","","","","051-900-0602","","","부산광역시 연제구 거제동","부산광역시 연제구 과정로278번길 9 (연산동)","","하얀나라","20170710100838","I","2018-08-31 23:59:59.0","","390904.309334001","189716.595557571","31","","","","","","","저수조청소업",
"386","저수조청소업","09_30_14_P","3370000","337000031201600002","20160518","","03","폐업","2","폐업","20191022","","","","051-504-5658","","","부산광역시 연제구 거제동 88-3","부산광역시 연제구 교대로 13 (거제동)","","(주)청출어람","20191022150016","U","2019-10-24 02:40:00.0","","389209.030889954","190429.066143727","31","","","","","","수주 부진","저수조청소업",
"387","저수조청소업","09_30_14_P","3370000","337000031200300001","20071017","","03","폐업","2","폐업","","","","","","","","부산광역시 연제구 거제동 207-2","부산광역시 연제구 여고로 74  (거제동)","","(주)대우그린한양방수","20150105210051","I","2018-08-31 23:59:59.0","","388626.439601609","190520.508927478","31","","","","","","영업부진","저수조청소업",
"388","저수조청소업","09_30_14_P","3370000","337000031200300003","20030619","","03","폐업","2","폐업","","","","","051-862-0476","","","부산광역시 연제구 연산동 1799-45","부산광역시 연제구 연수로 214-1  (연산동)","","창보실업","20150105210051","I","2018-08-31 23:59:59.0","","390703.705149216","188037.120074128","31","","","","","","영업부진","저수조청소업",
"389","저수조청소업","09_30_14_P","3370000","337000031200300005","20141216","","03","폐업","2","폐업","20160129","","","","051-865-3370","","","부산광역시 연제구 연산동 2022-423","부산광역시 연제구 고분로253번길 45, 1층 (연산동)","","청수환경","20160201170322","I","2018-08-31 23:59:59.0","","390233.470835261","187981.183274732","31","","","","","","영업부진","저수조청소업",
"390","저수조청소업","09_30_14_P","3370000","337000031200300006","20070313","","03","폐업","2","폐업","","","","","865-3044","","","부산광역시 연제구 거제동 581-10 한신상가 3층","부산광역시 연제구 거제대로 174  (거제동,한신상가 3층)","","(주)대은기업","20150105210051","I","2018-08-31 23:59:59.0","","388563.024245413","189132.214920033","31","","","","","","타구이전","저수조청소업",
"391","저수조청소업","09_30_14_P","3370000","337000031200300009","20140507","","03","폐업","2","폐업","20140507","","","","051-867-1526","","","부산광역시 연제구 연산동 1584-61","부산광역시 연제구 중앙천로25번길 103  (연산동)","","가고파물탱크","20150105210051","I","2018-08-31 23:59:59.0","","389233.263029","188533.704552","31","","","","","","건물철거로 인한 폐업","저수조청소업",
"392","저수조청소업","09_30_14_P","3370000","337000031200300010","20140401","","03","폐업","2","폐업","20140402","","","","","","","","부산광역시 연제구 중앙대로1040번길 41 (연산동)","","현대환경","20150105210051","I","2018-08-31 23:59:59.0","","389382.429590799","188764.0033006","31","","","","","","기타","저수조청소업",
"393","저수조청소업","09_30_14_P","3370000","337000031200300011","20071211","","03","폐업","2","폐업","","","","","051-864-7482","","","부산광역시 연제구 연산동 1289-6","부산광역시 연제구 월드컵대로165번길 29  (연산동)","","대림종합환경","20150105210051","I","2018-08-31 23:59:59.0","","389173.258038314","189380.048438066","31","","","","","","타지역이전","저수조청소업",
"394","저수조청소업","09_30_14_P","3370000","337000031200500002","20060615","","03","폐업","2","폐업","","","","","051-504-2955","","","부산광역시 연제구 거제동 917-1 대우상가 205호","부산광역시 연제구 아시아드대로28번길 9  (거제동,대우상가 205호)","","시온환경개발","20150105210051","I","2018-08-31 23:59:59.0","","388419.042734647","189626.995756466","31","","","","","","동래구로 영업장 주소 변경(2006.06.15)","저수조청소업",
"395","저수조청소업","09_30_14_P","3370000","337000031201100001","20120817","","03","폐업","2","폐업","20120817","","","","","","","부산광역시 연제구 거제동 1498-2 10통3반","부산광역시 연제구 법원남로15번길 26  (거제동)","","(주)코스텍","20150105210051","I","2018-08-31 23:59:59.0","","388763.048913994","189834.533422282","31","","","","","","회사사정으로인한인원보충부족","저수조청소업",
"396","저수조청소업","09_30_14_P","3370000","337000031201200001","20140210","","03","폐업","2","폐업","20160706","","","","0518613330","","","부산광역시 연제구 연산동 1297-7","부산광역시 연제구 중앙대로1054번길 37 (연산동, 정인기술단 사옥5층)","","(주)어울림이비즈","20160706130137","I","2018-08-31 23:59:59.0","","389481.433932479","188945.639882014","31","","","","","","소재지 변경","저수조청소업",
"397","저수조청소업","09_30_14_P","3370000","337000031200500001","20100914","","03","폐업","2","폐업","20100914","","","","051-506-1290","","","부산광역시 연제구 거제동 1498-2 위너스빌딩 802호","부산광역시 연제구 법원남로15번길 26,  802호 (거제동,위너스빌딩)","","(주)에스엔지","20150105210051","I","2018-08-31 23:59:59.0","","388763.048913994","189834.533422282","31","","","","","","영업부진(파산)","저수조청소업",
"398","저수조청소업","09_30_14_P","3370000","337000031200400003","20140324","","04","취소/말소/만료/정지/중지","4","폐쇄","20170510","","","","851-9782","","","부산광역시 연제구 연산동 587-8 연산 SK뷰 103동 706호","부산광역시 연제구 중앙대로 1130, 103동 706호 (연산동,연산 SK뷰)","","(주)케이투 종합관리","20170510180557","I","2018-08-31 23:59:59.0","","389510.788094066","189669.571671014","31","","","","","","동구로 사업장 이전","저수조청소업",
"399","저수조청소업","09_30_14_P","3380000","338000031201200001","20130820","","02","휴업","1","휴업","","20130801","20161231","","756-4116","","","부산광역시 수영구 망미동 432-24 신우그린(주)","부산광역시 수영구 과정로 55 (망미동)","","신우그린(주)","20151023103140","I","2018-08-31 23:59:59.0","","391879.680516727","188383.518735151","31","","","","","","경영악화로 인한 재정비","저수조청소업",
"400","저수조청소업","09_30_14_P","3380000","338000031201900001","20190419","","01","영업/정상","11","정상","","","","","","","","부산광역시 수영구 민락동 33-5","부산광역시 수영구 민락본동로27번길 67 (민락동)","48290","고려방제기기","20190419132235","I","2019-04-21 02:20:27.0","","393568.035814122","186373.954038148","31","","","","","","","저수조청소업",
"401","저수조청소업","09_30_14_P","3380000","338000031200700002","20080110","","01","영업/정상","11","정상","","","","","051-757-1550","","","부산광역시 수영구 수영동 451-15","부산광역시 수영구 연수로 393, 2층 (수영동)","48232","(주)조아시스템","20190814170920","U","2019-08-16 02:40:00.0","","392403.892291294","187610.814081901","31","","","","","","","저수조청소업",
"402","저수조청소업","09_30_14_P","3380000","338000031201100001","20130904","","01","영업/정상","11","정상","","","","","630709","","","부산광역시 수영구 망미동 592-2","부산광역시 수영구 망미배산로42번길 24 (망미동)","","고려방제","20150105210037","I","2018-08-31 23:59:59.0","","391571.705270757","188241.521273737","31","","","","","","","저수조청소업",
"403","저수조청소업","09_30_14_P","3380000","338000031200300001","20071231","","01","영업/정상","11","정상","","","","","051)623-5115","","","부산광역시 수영구 남천동 21-1","부산광역시 수영구 수영로408번길 42  (남천동)","","제일설비","20150105210037","I","2018-08-31 23:59:59.0","","392239.518085446","184497.44972016","31","","","","","","","저수조청소업",
"404","저수조청소업","09_30_14_P","3380000","338000031200300006","20100818","","01","영업/정상","11","정상","","","","","051)757-7107","","","부산광역시 수영구 광안동 125-34","부산광역시 수영구 수영로624번길 51  (광안동)","","고려환경","20150105210037","I","2018-08-31 23:59:59.0","","392861.674670203","186690.838548054","31","","","","","","","저수조청소업",
"405","저수조청소업","09_30_14_P","3380000","338000031200500003","20071228","","01","영업/정상","11","정상","","","","","051-751-8401","","","부산광역시 수영구 광안동 176-6 원룸베스트빌라 지하1층","부산광역시 수영구 수영로528번길 34  (광안동,원룸베스트빌라 지하1층)","","현대청소도우미","20150105210037","I","2018-08-31 23:59:59.0","","392634.549764919","185712.438264963","31","","","","","","","저수조청소업",
"406","저수조청소업","09_30_14_P","3380000","338000031201100002","20110330","","01","영업/정상","11","정상","","","","","070-7568-3839","","","부산광역시 수영구 망미동 460-3","부산광역시 수영구 망미배산로48번길 82  (망미동)","","씨엔씨","20150105210037","I","2018-08-31 23:59:59.0","","391549.928432391","188513.801316659","31","","","","","","","저수조청소업",
"407","저수조청소업","09_30_14_P","3380000","338000031201200002","20131112","","01","영업/정상","11","정상","","","","","759-3344","","","부산광역시 수영구 수영동 446-4 3층","부산광역시 수영구 수영로 691-7 (수영동)","","(주)씨에스시스템","20150105210037","I","2018-08-31 23:59:59.0","","392636.496569002","187486.442042392","31","","","","","","","저수조청소업",
"408","저수조청소업","09_30_14_P","3380000","338000031201400001","20150930","","01","영업/정상","11","정상","","","","","051-643-6119","","","부산광역시 수영구 수영동","부산광역시 수영구 망미번영로52번길 41-17 (수영동)","","(주)가가이엔지","20150930112929","I","2018-08-31 23:59:59.0","","392297.575563092","187799.987653866","31","","","","","","","저수조청소업",
"409","저수조청소업","09_30_14_P","3380000","338000031201700001","20170913","","01","영업/정상","11","정상","","","","","","","","부산광역시 수영구 민락동 110-38","부산광역시 수영구 광안해변로344번길 9-11 (민락동)","","(주)청명시스템","20170913114407","I","2018-08-31 23:59:59.0","","394134.385492286","186117.073678994","31","","","","","","","저수조청소업",
"410","저수조청소업","09_30_14_P","3380000","338000031202000001","20201123","","01","영업/정상","11","정상","","","","","","","","부산광역시 수영구 망미동 393-40","부산광역시 수영구 망미번영로88번길 11 (망미동)","48217","삼성청소용역","20201125094707","I","2020-11-27 00:23:08.0","","392325.485381844","188224.604525516","31","","","","","","","저수조청소업",
"411","저수조청소업","09_30_14_P","3380000","338000031200700001","20071127","","03","폐업","2","폐업","","","","","051-755-1160","","","부산광역시 수영구 광안동 136-29 2층","부산광역시 수영구 수영로606번길 82  (광안동,2층)","","다온 클린 시스템","20150105210037","I","2018-08-31 23:59:59.0","","392919.441059054","186478.865655779","31","","","","","","영업부진, 타업종 전환","저수조청소업",
"412","저수조청소업","09_30_14_P","3380000","338000031200900001","20100628","","03","폐업","2","폐업","20100628","","","","757-0436","","","부산광역시 수영구 망미동 832-14 강남클리닉 5층","부산광역시 수영구 연수로 259  (망미동,강남클리닉 5층)","","표준종합건설(주)","20150105210037","I","2018-08-31 23:59:59.0","","391169.296548756","188036.834328629","31","","","","","","사업을 안함","저수조청소업",
"413","저수조청소업","09_30_14_P","3380000","338000031200300002","20040109","","03","폐업","2","폐업","","","","","051)758-6145","","","부산광역시 수영구 민락동 163-16","부산광역시 수영구 광남로 214-7  (민락동)","","지구촌환경","20150105210037","I","2018-08-31 23:59:59.0","","393319.067239481","186416.066247332","31","","","","","","영업부진","저수조청소업",
"414","저수조청소업","09_30_14_P","3380000","338000031200300003","20130103","","03","폐업","2","폐업","20181231","","","","051)754-1446","","","부산광역시 수영구 민락동 33-5","부산광역시 수영구 민락본동로27번길 67 (민락동)","","고려방제기기","20190103172555","U","2019-01-05 02:40:00.0","","393568.035814122","186373.954038148","31","","","","","","사업부진","저수조청소업",
"415","저수조청소업","09_30_14_P","3380000","338000031200300004","20041116","","03","폐업","2","폐업","","","","","051)752-3345","","","부산광역시 수영구 광안동 715-10","부산광역시 수영구 광서로36번길 8  (광안동)","","세청산업","20150105210037","I","2018-08-31 23:59:59.0","","392256.851742694","187104.525951962","31","","","","","","영업부진","저수조청소업",
"416","저수조청소업","09_30_14_P","3380000","338000031200300005","20071130","","03","폐업","2","폐업","","","","","051)643-1090","","","부산광역시 수영구 수영동 444-12","부산광역시 수영구 수영로 715  (수영동)","","그린환경","20150105210037","I","2018-08-31 23:59:59.0","","392859.978697383","187523.604270761","31","","","","","","대표자 사망(2005.10.15)","저수조청소업",
"417","저수조청소업","09_30_14_P","3380000","338000031200300007","20040506","","03","폐업","2","폐업","","","","","051)752-5812","","","부산광역시 수영구 망미동 431-20","","","화당산업(환경)","20150105210037","I","2018-08-31 23:59:59.0","","","","31","","","","","","영업부진","저수조청소업",
"418","저수조청소업","09_30_14_P","3380000","338000031200300008","20060413","","03","폐업","2","폐업","","","","","","","","부산광역시 수영구 광안동 142-17","부산광역시 수영구 수영로 584  (광안동)","","(주)현대실업","20150105210037","I","2018-08-31 23:59:59.0","","392499.59372143","186333.79550955","31","","","","","","타구 이전","저수조청소업",
"419","저수조청소업","09_30_14_P","3380000","338000031200300009","20111230","","03","폐업","2","폐업","20111230","","","","","","","부산광역시 수영구 망미동 434-14","부산광역시 수영구 망미배산로10번길 110  (망미동)","","이올환경","20150105210037","I","2018-08-31 23:59:59.0","","391821.265828367","188663.739391047","31","","","","","","사업폐지","저수조청소업",
"420","저수조청소업","09_30_14_P","3380000","338000031200400001","20071224","","03","폐업","2","폐업","","","","","","","","부산광역시 수영구 망미동 802-32","부산광역시 수영구 연수로 320  (망미동)","","(주)화당건설","20150105210037","I","2018-08-31 23:59:59.0","","391738.796154519","187904.923396195","31","","","","","","영업부진","저수조청소업",
"421","저수조청소업","09_30_14_P","3380000","338000031200500001","20070627","","03","폐업","2","폐업","","","","","","","","부산광역시 수영구 망미동 806-1","부산광역시 수영구 망미로22번길 25  (망미동)","","(주)한백시스템","20150105210037","I","2018-08-31 23:59:59.0","","391545.571687848","187749.852498665","31","","","","","","사업장 주소지 이전(부산, 연제구, 연산7동 1939-5 2층)","저수조청소업",
"422","저수조청소업","09_30_14_P","3380000","338000031200500002","20070914","","03","폐업","2","폐업","","","","","051-759-4173","","","부산광역시 수영구 망미동 432-24","부산광역시 수영구 과정로 55  (망미동)","","(주)임창","20150105210037","I","2018-08-31 23:59:59.0","","391879.680516727","188383.518735151","31","","","","","","영업부진","저수조청소업",
"423","저수조청소업","09_30_14_P","3380000","338000031201500001","20150320","","03","폐업","2","폐업","20190401","","","","","","","부산광역시 수영구 수영동 508-13","부산광역시 수영구 구락로5번길 21 (수영동)","","서현피앤씨(주)","20190419151937","U","2019-04-21 02:40:00.0","","392931.926154591","187582.699473657","31","","","","","","영업부진","저수조청소업",
"424","저수조청소업","09_30_14_P","3380000","338000031201500002","20151023","","03","폐업","2","폐업","20170630","","","","0515076071","","","","부산광역시 수영구 남천바다로9번길 57 (광안동)","","(주)만비종합관리","20170703103933","I","2018-08-31 23:59:59.0","","392462.052660585","185749.714475521","31","","","","","","자진폐업","저수조청소업",
"425","저수조청소업","09_30_14_P","3390000","339000031201900001","20191205","","01","영업/정상","11","정상","","","","","1661-7251","","","부산광역시 사상구 학장동 512-1","부산광역시 사상구 학감대로134번길 28 (학장동)","47047","(주)청명환경산업","20191205101541","I","2019-12-07 00:23:27.0","","381231.432946877","184524.380481857","31","","","","","","","저수조청소업",
"426","저수조청소업","09_30_14_P","3390000","339000031202100004","20220107","","01","영업/정상","11","정상","","","","","","","","부산광역시 사상구 감전동 113-44","부산광역시 사상구 사상로104번길 25 (감전동)","46983","(주)동남씨앤씨","20220107170257","I","2022-01-09 00:22:40.0","","381273.155695916","186041.407021728","31","","0","","","","","저수조청소업",
"427","저수조청소업","09_30_14_P","3390000","339000031202000001","20200526","","01","영업/정상","11","정상","","","","","051-612-0909","","","부산광역시 사상구 엄궁동 348","부산광역시 사상구 엄궁중로8번길 14 (엄궁동)","47042","(주) 서원","20220408101653","U","2022-04-12 02:40:00.0","","379447.895433185","182670.825290301","31","","0","","","","","저수조청소업",
"428","저수조청소업","09_30_14_P","3390000","339000031202100003","20210909","","01","영업/정상","11","정상","","","","","051-323-1119","","","부산광역시 사상구 엄궁동 348","부산광역시 사상구 엄궁중로8번길 14 (엄궁동)","47042","울림","20210909174128","I","2021-09-11 00:22:49.0","","379447.895433185","182670.825290301","31","","0","","","","","저수조청소업",
"429","저수조청소업","09_30_14_P","3390000","339000031199700002","19970322","","01","영업/정상","11","정상","","","","","","","","부산광역시 사상구 괘법동 550-5","부산광역시 사상구 사상로170번길 24 (괘법동)","","정성설비용역사","20220408102604","U","2022-04-12 02:40:00.0","","380990.785344344","186482.459728758","31","","0","","","","","저수조청소업",
"430","저수조청소업","09_30_14_P","3390000","339000031199800001","19981128","","01","영업/정상","11","정상","","","","","326-8166","","","부산광역시 사상구 주례동 648-26","부산광역시 사상구 동주로16번길 17 (주례동)","","엘지산업","20220408102628","U","2022-04-12 02:40:00.0","","382133.542562145","184885.409402074","31","","0","","","","","저수조청소업",
"431","저수조청소업","09_30_14_P","3390000","339000031199500002","19950804","","01","영업/정상","11","정상","","","","","","","","부산광역시 사상구 주례동 687-2","","","(주)모든안전시스템","20220408102416","U","2022-04-12 02:40:00.0","","381777.49021001","185497.606578159","31","","0","","","","","저수조청소업",
"432","저수조청소업","09_30_14_P","3390000","339000031199600001","20081016","","01","영업/정상","11","정상","","","","","","","","부산광역시 사상구 감전동 153-1","부산광역시 사상구 대동로283번길 51 (감전동)","","(주)케이디","20220408102443","U","2022-04-12 02:40:00.0","","380671.000912504","185559.696730578","31","","0","","","","","저수조청소업",
"433","저수조청소업","09_30_14_P","3390000","339000031199700001","19970322","","01","영업/정상","11","정상","","","","","","","","부산광역시 사상구 감전동 141-9","부산광역시 사상구 대동로 291 (감전동)","","천광환경","20220408102540","U","2022-04-12 02:40:00.0","","380932.159206208","185615.856324841","31","","0","","","","","저수조청소업",
"434","저수조청소업","09_30_14_P","3390000","339000031199800002","19980813","","01","영업/정상","11","정상","","","","","","","","부산광역시 사상구 학장동 716-4","부산광역시 사상구 감전천로 196 (학장동)","","태광산업","20220408102647","U","2022-04-12 02:40:00.0","","380050.661009455","185294.386169315","31","","0","","","","","저수조청소업",
"435","저수조청소업","09_30_14_P","3390000","339000031199800003","19980901","","01","영업/정상","11","정상","","","","","","","","부산광역시 사상구 괘법동 928-22","부산광역시 사상구 운산로 74 (괘법동)","","(주)새암","20220408102716","U","2022-04-12 02:40:00.0","","380713.580746701","187136.639895541","31","","0","","","","","저수조청소업",
"436","저수조청소업","09_30_14_P","3390000","339000031200100001","20080107","","01","영업/정상","11","정상","","","","","301-6501","","","부산광역시 사상구 덕포동 764-1 삼화환경산업","부산광역시 사상구 백양대로 794-1, 삼화환경산업 (덕포동)","46939","삼화환경산업","20220408101340","U","2022-04-12 02:40:00.0","","381096.854046601","188321.067824865","31","","0","","","","","저수조청소업",
"437","저수조청소업","09_30_14_P","3390000","339000031200300001","20021230","","01","영업/정상","11","정상","","","","","","","","부산광역시 사상구 괘법동 549-11","부산광역시 사상구 광장로 102 (괘법동)","","(주)한국안전공사","20220408102748","U","2022-04-12 02:40:00.0","","381047.967630404","186556.671260757","31","","0","","","","","저수조청소업",
"438","저수조청소업","09_30_14_P","3390000","339000031200400001","20090114","","01","영업/정상","11","정상","","","","","","","","부산광역시 사상구 모라동 783-1","부산광역시 사상구 사상로 469 (모라동)","","(주)두레마을","20220408102811","U","2022-04-12 02:40:00.0","","380902.856384459","189285.320110942","31","","0","","","","","저수조청소업",
"439","저수조청소업","09_30_14_P","3390000","339000031200500001","20071220","","01","영업/정상","11","정상","","","","","302-2613","","","부산광역시 사상구 괘법동 547-22 (주)우주기업","부산광역시 사상구 사상로 178 (주)우주기업 (괘법동)","46975","(주)우주기업","20220408101627","U","2022-04-12 02:40:00.0","","380862.439051441","186479.934438222","31","","0","","","","","저수조청소업",
"440","저수조청소업","09_30_14_P","3390000","339000031200600002","20080826","","01","영업/정상","11","정상","","","","","326-1196","","","부산광역시 사상구 감전동 105-1","부산광역시 사상구 사상로161번길 47 (감전동)","","(주)금하","20150105205949","I","2018-08-31 23:59:59.0","","380898.239796297","186094.865151926","31","","","","","","","저수조청소업",
