"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","의료유사업종별명","종업원수","자격증소유자수","보조종업원수","시설관리자수","기타종업원수","병상수","욕실면적","총면적",
"218","의료유사업","01_01_10_P","3370000","PHMB420203370022042400001","20200526","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 연산동 479번지 7호 삼호라이프레포츠텔","부산광역시 연제구 과정로 137, 삼호라이프레포츠텔 지하2층 (연산동)","47586","강남안마시술소","20210629152410","U","2021-07-01 02:40:00.0","안마시술소","391834.082986499","189185.417047275","안마시술소","2","","","","","12","","469.87",
"219","의료유사업","01_01_10_P","3370000","PHMB420183370022042400002","20181119","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 연산동 401번지 15호","부산광역시 연제구 과정로 202, 2층 (연산동)","47567","우리전통안마원","20181128114009","I","2018-11-30 02:20:02.0","안마원","391684.626892236","189672.442554649","안마원","1","","","","","","","99.4",
"220","의료유사업","01_01_10_P","3370000","PHMB420113370022042400003","20111207","","04","취소/말소/만료/정지/중지","24","직권폐업","20141001","","","","051-852-1892","","611828","부산광역시 연제구 연산5동 1244번지 2호","부산광역시 연제구 월드컵대로145번길 20 (연산동)","611828","궁안마시술소","20141017091531","I","2018-08-31 23:59:59.0","안마시술소","389397.694353512","189358.066280987","안마시술소","2","","","","","12","","394.22",
"221","의료유사업","01_01_10_P","3380000","PHMB420023380023042400001","20020408","","03","폐업","03","폐업","20090922","","","","051-754-7664","","613120","부산광역시 수영구 수영동 450번지 8호","부산광역시 수영구 연수로415번길 9 (수영동)","","금강안마시술소","20090922181917","I","2018-08-31 23:59:59.0","안마시술소","392580.143672738","187509.943645348","안마시술소","2","","","","","14","","410.79",
"222","의료유사업","01_01_10_P","3380000","PHMB420183380023042400001","20181120","","03","폐업","03","폐업","20201110","","","","","","","","부산광역시 수영구 수영로 759, 알파오피스텔 1층 101호 (수영동)","48222","최훈안마원","20201111091947","U","2020-11-13 02:40:00.0","안마원","393284.046237794","187432.534573096","안마원","1","","","","","1","0","50.05",
"223","의료유사업","01_01_10_P","3380000","PHMB420193380023042400001","20190111","","01","영업/정상","13","영업중","","","","","051-728-1844","","","","부산광역시 수영구 광안로7번길 8, 3층 (광안동)","48297","광안건강안마원","20190116171126","I","2019-01-18 02:20:52.0","안마원","392559.380085871","186291.615528644","안마원","2","","","","","","0","86.44",
"224","의료유사업","01_01_10_P","3380000","PHMB420103380023042400001","20101007","","01","영업/정상","13","영업중","","","","","051-761-1188","","613830","부산광역시 수영구 수영동 450번지 15호 4층","부산광역시 수영구 연수로401번길 4, 4층 (수영동)","48232","바른몸건강지킴이안마원","20191127163139","U","2019-11-29 02:40:00.0","안마원","392486.770794517","187552.427076173","안마원","4","","","","","","","112.22",
"225","의료유사업","01_01_10_P","3380000","PHMB420133380023042400001","20131004","","01","영업/정상","13","영업중","","","","","051-622-2807","","","부산광역시 수영구 남천동 271번지 3호","부산광역시 수영구 수영로384번길 26, 2층 (남천동)","48312","지압박사 안마원","20180710180002","I","2018-08-31 23:59:59.0","안마원","392008.52723657","184333.352487596","안마원","0","","","","","","0","62.78",
"226","의료유사업","01_01_10_P","3380000","PHMB420203380023042400001","20200707","","01","영업/정상","13","영업중","","","","","051-623-1120","","","부산광역시 수영구 남천동 69-22","부산광역시 수영구 남천서로 4, 3층 (남천동)","48316","탑지압테라피안마원","20210419190444","U","2021-04-21 02:40:00.0","안마원","392046.659199305","184639.124407134","안마원","1","","","","","","","250.04",
"227","의료유사업","01_01_10_P","3380000","PHMB420203380023042400002","20201221","","01","영업/정상","13","영업중","","","","","051-759-7577","","","부산광역시 수영구 수영동 445-1","부산광역시 수영구 수영로 691-10, 2층 (수영동)","48228","가온안마지압원","20201222092746","I","2020-12-24 00:23:06.0","안마원","392662.52901849","187496.932987579","안마원","2","","","","","","","141.46",
"228","의료유사업","01_01_10_P","3380000","PHMB420073380023042400001","20070131","","04","취소/말소/만료/정지/중지","24","직권폐업","20150610","","","","051-752-4999","","613103","부산광역시 수영구 광안동 50번지 25호","부산광역시 수영구 수영로 706-6 (광안동)","613800","수영장안마시술소","20150609154826","I","2018-08-31 23:59:59.0","안마시술소","392776.630111064","187410.800028534","안마시술소","1","","","","","4","","231.4",
"229","의료유사업","01_01_10_P","3390000","PHMB420033390023042400001","20030531","","03","폐업","03","폐업","20090729","","","","","","617801","부산광역시 사상구 감전동 153번지 21호","부산광역시 사상구 새벽로 136 (감전동)","","유아이안마시술소","20090730090345","I","2018-08-31 23:59:59.0","안마시술소","380615.4188517","185587.619059178","안마시술소","1","","","","","4","41.08","291.48",
"230","의료유사업","01_01_10_P","3390000","PHMB420043390023042400001","20040722","","03","폐업","03","폐업","20200319","","","","326-0757","","","부산광역시 사상구 주례동 23번지 2호 301호","부산광역시 사상구 가야대로 289, 2층 (주례동)","47003","삼지지압원","20200319150602","U","2020-03-21 02:40:00.0","안마원","383345.200417545","185460.585513187","안마원","0","","","","","","","82.7",
"231","의료유사업","01_01_10_P","3390000","PHMB420123390023042400001","20120328","","03","폐업","03","폐업","20161004","","","","327-3872","","","","부산광역시 사상구 주례로28번길 9 (주례동)","47008","아침교정지압안마원","20161004124052","I","2018-08-31 23:59:59.0","안마원","383184.087677172","185113.638460158","안마원","1","","","","","","","102.85",
"232","의료유사업","01_01_10_P","3390000","PHMB420153390023042400001","20150414","","01","영업/정상","13","영업중","","","","","051-312-8575","","617838","주례동 1162번지 3호","부산광역시 사상구 가야대로 258, 3층 (주례동)","47012","로하스안마원","20150506091417","I","2018-08-31 23:59:59.0","안마원","382265.739218046","185261.739189544","안마원","1","","","","","","","89.1",
"233","의료유사업","01_01_10_P","3390000","PHMB420153390023042400002","20150810","","01","영업/정상","13","영업중","","","","","051-304-9801","","","","부산광역시 사상구 사상로 512, A-204호 (모라동, 모라리버빌)","46919","다손안마원","20151026164701","I","2018-08-31 23:59:59.0","안마원","381114.783397182","189674.910419057","안마원","1","","","","","","","101.51",
"234","의료유사업","01_01_10_P","3390000","PHMB420103390023042400001","20100601","","01","영업/정상","13","영업중","","","","","051-311-7677","","617807","부산광역시 사상구 괘법동 554번지 4호","부산광역시 사상구 사상로 175 (괘법동)","46974","더죤안마지압원","20190927094129","U","2019-09-29 02:40:00.0","안마원","380840.76048753","186459.307364669","안마원","1","","","","","","","50",
"235","의료유사업","01_01_10_P","3390000","PHMB420133390023042400001","20130109","","01","영업/정상","13","영업중","","","","","805-7575","","617010","부산광역시 사상구 주례동 189번지 20호 삼선빌딩 4층","부산광역시 사상구 가야대로 330, 4층 (주례동, 삼선빌딩)","47007","김현희안마원","20130111165825","I","2018-08-31 23:59:59.0","안마원","382968.835346141","185345.558787613","안마원","1","","","","","","","109",
"236","의료유사업","01_01_10_P","3390000","PHMB420213390023042400001","20211108","","01","영업/정상","13","영업중","","","","","051-313-0188","","","부산광역시 사상구 감전동 380-3 TY빌딩","부산광역시 사상구 사상로 88, TY빌딩 5층 (감전동)","46983","팔팔지압원","20211112181136","I","2021-11-14 00:22:45.0","안마원","381452.510712915","185817.476229935","안마원","1","0","0","0","0","0","0","93.32",
"237","의료유사업","01_01_10_P","3400000","PHMB420113400013042400001","20110817","","03","폐업","03","폐업","20170525","","","","723-7575","","619903","부산광역시 기장군 기장읍 대라리 35번지 19호","부산광역시 기장군 기장읍 차성로288번길 66","","기장지압원","20170525130638","I","2018-08-31 23:59:59.0","안마원","401746.064349807","195989.126575442","안마원","2","","","","","4","","88.25",
"238","의료유사업","01_01_10_P","3400000","PHMB419993400013042400001","19991216","","03","폐업","03","폐업","20140331","","","","051-721-5059","","619903","부산광역시 기장군 기장읍 대라리 96번지 9호 외1필지(92-3)","부산광역시 기장군 기장읍 차성남로89번길 5","619903","기장안마시술소","20140331143552","I","2018-08-31 23:59:59.0","안마시술소","401792.376705452","195819.720071328","안마시술소","2","","","","","9","","340.39",
"239","의료유사업","01_01_10_P","3400000","PHMB420123400013042400001","20120118","","03","폐업","03","폐업","20130213","20120830","20130119","","","","619905","부산광역시 기장군 기장읍 동부리 362번지 9호","부산광역시 기장군 기장읍 차성동로102번길 5","619905","감초당안마원","20130213135026","I","2018-08-31 23:59:59.0","안마원","401741.215395072","196436.524452688","안마원","1","","","","","3","","38.94",
"240","의료유사업","01_01_10_P","3400000","PHMB420133400013042400001","20131113","","03","폐업","03","폐업","20150623","","","","","","619963","부산광역시 기장군 정관면 매학리 743번지 3호","부산광역시 기장군 정관면 구연로 3","619963","뉴힐링안마시술소","20160616195100","I","2018-08-31 23:59:59.0","안마시술소","398248.01573200000","205026.74550600000","안마시술소","9","","","","","13","39.75","312.36",
"241","의료유사업","01_01_10_P","3400000","PHMB420153400013042400001","20151012","","03","폐업","03","폐업","20180320","","","","727-5358","","","부산광역시 기장군 정관읍 매학리 743번지 3호","부산광역시 기장군 정관읍 구연로 3","46023","뉴힐링안마시술소","20180320143259","I","2018-08-31 23:59:59.0","안마시술소","398175.062742079","204719.77547837","안마시술소","2","","","","","13","39.75","312.36",
"242","의료유사업","01_01_10_P","3400000","PHMB420193400013042400001","20190116","","01","영업/정상","13","영업중","","","","","0517233631","","","","부산광역시 기장군 기장읍 대청로22번길 19, 1층","46074","기장지압안마원","20201202100323","U","2020-12-04 02:40:00.0","안마원","","","안마원","1","","","","","","","64.48",
"243","의료유사업","01_01_10_P","3400000","PHMB420153400013042400002","20151229","","01","영업/정상","13","영업중","","","","","727-2778","","","부산광역시 기장군 정관읍 용수리 1328번지 2호","부산광역시 기장군 정관읍 정관로 499, 4층 401호 (드림빌딩)","46015","착한손바른안마원","20151229170639","I","2018-08-31 23:59:59.0","안마원","397327.035811071","205082.149335562","안마원","1","","","","","3","","162",
