"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","관광숙박업상세명",
"173","관광숙박업","03_11_01_P","3340000","CDFI2260032001000001","20010305","","03","폐업","03","폐업","20220608","","","","051-203-8442","","604852","부산광역시 사하구 하단동 527-2","부산광역시 사하구 낙동남로1405번길 14 (하단동)","","라스베가스관광호텔","20220608162120","U","2022-06-10 02:40:00.0","","379146.456410293","180450.299340417","관광숙박업","관광사업","일반상업지역","12","학교정화(상대)","","한화손해보험","숙박시설","8","4","48","1478","","","","","","","","","","10627.57","","","","","","","","","","","","","10628","관광호텔업",
"174","관광숙박업","03_11_01_P","3340000","CDFI2260032020000001","20201015","","01","영업/정상","13","영업중","","","","","051-999-1700","","","부산광역시 사하구 하단동 525-4","부산광역시 사하구 낙동남로 1395 (하단동)","49312","레이어스 호텔","20201023112652","U","2020-10-25 02:40:00.0","","379032.341485035","180407.145058657","관광숙박업","","일반상업지역","28","학교정화(상대)","","","숙박시설","26","2","350","13440","","","","","","","","","","13439","","","","","","","","","480000000","","","","13439","관광호텔업",
"175","관광숙박업","03_11_01_P","3340000","CDFI2260032018000001","20181213","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사하구 하단동 512-4 브라운도트관광호텔","부산광역시 사하구 낙동남로1423번길 47, 브라운도트호텔 하단점 (하단동)","49311","브라운도트호텔 하단점","20220509181126","U","2022-05-11 02:40:00.0","","379166.258036809","180572.031278586","관광숙박업","","일반상업지역","10","","","농협손해보험주식회사","호텔","10","0","51","2875","","","0","0","","0","0","","0","2875.22","","0","","","","","","","0","","","","2875","관광호텔업",
"176","관광숙박업","03_11_01_P","3350000","CDFI2260032014000001","20141029","","01","영업/정상","13","영업중","","","","","513-9123~5","","609853","부산광역시 금정구 구서동 420-40번지","부산광역시 금정구 금정로 242 (구서동)","46274","호텔G&G","20190617161753","U","2019-06-19 02:40:00.0","","390347.549734077","195952.674076618","관광숙박업","","일반상업지역","10","기타","","수협","","10","1","42","","","","","","","","","","","2615","","","","","","","","","","","","","2615","관광호텔업",
"177","관광숙박업","03_11_01_P","3350000","CDFI2260032021000001","20211231","","01","영업/정상","13","영업중","","","","","051-512-0000","","","부산광역시 금정구 구서동 85-29","부산광역시 금정구 금정로237번길 36 (구서동)","46273","로즈베이호텔","20211231141120","I","2022-01-02 00:22:41.0","","390308.249813358","196303.622302623","관광숙박업","","일반상업지역","12","","","","","12","0","0","0","","","0","0","","0","0","","0","1683.34","","0","","","","","","","0","","","","1683","호스텔업",
"178","관광숙박업","03_11_01_P","3370000","CDFI2260032016000002","20160803","","03","폐업","03","폐업","20171231","","","","051 852 3654","","","부산광역시 연제구 연산동 1127-7번지","부산광역시 연제구 월드컵대로 152, 15층 (연산동, CMC빌딩)","47524","포시즌게스트하우스","20180124145736","I","2018-08-31 23:59:59.0","","389376.961500124","189510.649838926","관광숙박업","","","15","","","","숙박시설","15","","12","","Four Seansons Guest House","Hostel","","","","","","","","777.45","","","","","","","","","","","","","777","호스텔업",
"179","관광숙박업","03_11_01_P","3370000","CDFI2260031990000001","19901210","","03","폐업","03","폐업","20190607","","","","051-866-6778","","611831","부산광역시 연제구 연산동 1124-25번지","부산광역시 연제구 중앙대로 1121 (연산동)","","(유)관광호텔미라보","20190607170516","U","2019-06-09 02:40:00.0","","389454.194848259","189594.690381012","관광숙박업","관광사업","","12","","","","","9","3","34","","TOURIST HOTEL MIRABO Inc","TOURIST HOTEL","","","","","","","","6434.79","","","","","","","","","","","","","6435","관광호텔업",
"180","관광숙박업","03_11_01_P","3370000","CDFI2260031997000001","19970729","","03","폐업","03","폐업","20050620","","","","","","611822","부산광역시 연제구 연산동 739-6번지","부산광역시 연제구 고분로 4  (연산동)","","프리마관광호텔","20050621104507","I","2018-08-31 23:59:59.0","","389635.724055848","189370.50627208","관광숙박업","관광사업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"181","관광숙박업","03_11_01_P","3370000","CDFI2260032006000001","20061102","","03","폐업","03","폐업","20180420","","","","051-867-0900","","611814","부산광역시 연제구 연산동 590-6번지","부산광역시 연제구 반송로 40 (연산동)","","뉴콘티넨탈 관광호텔","20180420102053","I","2018-08-31 23:59:59.0","","389843.433894864","189632.21225316","관광숙박업","관광사업","상업지역","11","유흥업소밀집지역","","","호텔","9","2","","","NEW CONTINENTAL TOURIST HOTEL","TOURIST ACCOMMODATION (TOURIST HOTEL)","","","","","","","","18203.31","","","","","","","","","15000000000","","","","18203","관광호텔업",
"182","관광숙박업","03_11_01_P","3370000","CDFI2260032017000001","20170504","","01","영업/정상","13","영업중","","","","","051-851-9949","","","부산광역시 연제구 연산동 603-10","부산광역시 연제구 반송로 20 (연산동, 동주빌딩)","47549","아르반시티 호텔","20200828124215","U","2020-08-30 02:40:00.0","","389687.358019058","189515.633942149","관광숙박업","","일반상업지역","16","","","","호텔","14","2","137","","ARBANCITY HOTEL","tourist accommodation business","","","","","","","","7235.96","","","","","","","","","9750000000","","","","7236","관광호텔업",
"183","관광숙박업","03_11_01_P","3370000","CDFI2260032017000002","20170921","","01","영업/정상","13","영업중","","","","","051-752-1999","","","부산광역시 연제구 연산동 417-3","부산광역시 연제구 과정로 161 (연산동)","47558","더킹호텔","20200828124243","U","2020-08-30 02:40:00.0","","391835.454515291","189444.012592633","관광숙박업","","일반상업지역","10","","","","","10","1","68","","","","","","","","","","","4997.12","","","","","","","","","","","","","4997","관광호텔업",
"184","관광숙박업","03_11_01_P","3370000","CDFI2260032022000001","20220317","","01","영업/정상","13","영업중","","","","","051-851-1122","","","부산광역시 연제구 연산동 1356-12","부산광역시 연제구 신촌로 19 (연산동)","47542","부산시티호텔","20220512175051","U","2022-05-14 02:40:00.0","","389059.226152436","189025.781258924","관광숙박업","","","16","","","","숙박시설","14","2","122","9154","","","0","0","","0","0","","0","9153.94","","0","","","","","","","0","","","","9154","관광호텔업",
"185","관광숙박업","03_11_01_P","3370000","CDFI2260032003000001","20030526","","01","영업/정상","13","영업중","","","","","051-867-1100","","611831","부산광역시 연제구 연산동 1127-1","부산광역시 연제구 월드컵대로164번길 26 (연산동)","","(주)장연 다이아몬드호텔","20210118105204","U","2021-01-20 02:40:00.0","","389323.477295711","189599.47378324","관광숙박업","관광사업","","11","","","","","8","3","78","","DIAMOND HOTEL, JANG-YEON CO.,LTD","TOURIST ACCOMMODATION(TOURIST HOTEL)","","","","","","","","30869.96","","","","","","","","","","","","","30870","관광호텔업",
"186","관광숙박업","03_11_01_P","3370000","CDFI2260032016000001","20160407","","01","영업/정상","13","영업중","","","","","051-852-7685","","","부산광역시 연제구 연산동 1255-4","부산광역시 연제구 거제천로154번길 42 (연산동)","47540","시애틀비호텔","20200828124136","U","2020-08-30 02:40:00.0","","389289.494011893","189433.76180007","관광숙박업","","일반상업지역","10","","","","호텔","10","","55","","SEATTLE B HOTEL","TOURIST HOTEL","","","","","","","","3955.82","","","","","","","","","2000000000","","","","3956","관광호텔업",
"187","관광숙박업","03_11_01_P","3380000","CDFI2260032017000006","20170619","","03","폐업","03","폐업","20210217","","","","","","","부산광역시 수영구 민락동 179-11 테마타워","부산광역시 수영구 광안해변로 237, 601호,701호,801호 (민락동)","48284","커플라운지 호스텔","20210217141041","U","2021-02-19 02:40:00.0","","393101.663017873","186009.733234211","관광숙박업","","상업지역","10","","","","","10","2","18","3878","","","","","","","","","","475.47","","","","","","","","","","","","","475","호스텔업",
"188","관광숙박업","03_11_01_P","3380000","CDFI2260032017000014","20171016","","03","폐업","03","폐업","20190917","","","","","","","부산광역시 수영구 광안동 1078-4번지","부산광역시 수영구 수영로 663, 2층 (광안동, 남동빌딩)","48243","딥슬립호스텔","20190917180509","U","2019-09-19 02:40:00.0","","392565.556346578","187136.980524393","관광숙박업","","일반상업지역","2","","","","호텔","","","6","302","","","","","","","","","","302.11","","","","","","","","","","","","","302","호스텔업",
"189","관광숙박업","03_11_01_P","3380000","CDFI2260032018000002","20180202","","03","폐업","03","폐업","20190729","","","","051-755-8219","","","부산광역시 수영구 민락동 110-14번지 해수월드 6층","부산광역시 수영구 광안해변로370번길 7, 해수월드 6층 (민락동)","48280","더 블루 호스텔","20190729160604","U","2019-07-31 02:40:00.0","","394340.981635248","186162.654832769","관광숙박업","","준주거지역","8","","","","숙박시설","8","1","9","5672","","","","","","","","","","774.46","","","","","","","","","188000000","","","","774","호스텔업",
"190","관광숙박업","03_11_01_P","3380000","CDFI2260032017000010","20170801","","03","폐업","03","폐업","20170925","","","","755-8284-5","","","부산광역시 수영구 민락동 181-154번지","부산광역시 수영구 광안해변로278번길 42 (민락동, 오션브릿지)","48283","브라운도트호텔","20170925184044","I","2018-08-31 23:59:59.0","","393521.998603867","185933.100965604","관광숙박업","","준주거지역","","기타","","","호텔","","","31","20571","","","","","","","","","","1528.91","","","","","","","","","","","","","1529","관광호텔업",
"191","관광숙박업","03_11_01_P","3380000","CDFI2260032015000007","20150803","","03","폐업","03","폐업","20161114","","","","","","","부산광역시 수영구 수영동 466-2번지","부산광역시 수영구 망미번영로70번길 16, 1층 (수영동)","48231","샤토드메종","20161114165144","I","2018-08-31 23:59:59.0","","392245.371496996","187992.141372018","관광숙박업","","일반주거지역","1","기타","","","숙박시설","2","","2","114","","","","","","","","","","70.39","","","","","","","","","200000000","","","","70","호스텔업",
"192","관광숙박업","03_11_01_P","3380000","CDFI2260031999000001","19991227","","03","폐업","03","폐업","20080324","","","","051-760-2000","","613830","부산광역시 수영구 수영동 444-3번지","부산광역시 수영구 수영로725번길 27  (수영동)","","(주)마이더스관광호텔","20080324151130","I","2018-08-31 23:59:59.0","","392821.451283268","187538.184559257","관광숙박업","관광사업","일반상업지역","18","유흥업소밀집지역","","","호텔","15","3","","","","","","","","","","","","","","","","","","","","","","","","","","",
"193","관광숙박업","03_11_01_P","3380000","CDFI2260031993000001","19930503","","03","폐업","03","폐업","20091112","","","","","","613812","부산광역시 수영구 광안동 1070-1번지","부산광역시 수영구 연수로 404  (광안동)","","(주)추광 실버관광호텔","20091113090846","I","2018-08-31 23:59:59.0","","392460.014910739","187505.33411747","관광숙박업","관광사업","상업지역","9","유흥업소밀집지역","","","호텔","9","3","","","","","","","","","","","","4988.4","","","","","","","","","","","","","4988","",
"194","관광숙박업","03_11_01_P","3380000","CDFI2260032001000001","20010110","","03","폐업","03","폐업","20201231","","","","752-3210","","613805","부산광역시 수영구 광안동 199-7","부산광역시 수영구 광남로 96 (광안동)","","돈비치 관광호텔","20210107173221","U","2021-01-09 02:40:00.0","","392669.249463852","185523.836931558","관광숙박업","관광사업","준주거지역","14","주택가주변","","","호텔","10","4","44","8735","DOWN BEACH TOURIST HOTEL","TOURIST ACCOMMODATION(TOURIST HOTEL)","","","","","","","","8734","","","","","","","","","","","","","8734","관광호텔업",
"195","관광숙박업","03_11_01_P","3380000","CDFI2260032014000003","20140901","","03","폐업","03","폐업","20181101","","","","","","613110","부산광역시 수영구 민락동 181-145번지","부산광역시 수영구 민락수변로 15, 3 4층 (민락동)","48283","예스게스트하우스","20181101192156","U","2018-11-03 02:36:20.0","","393491.728645246","185994.388945232","관광숙박업","","준주거지역","2","기타","","","숙박시설","8","1","5","1724","","","","","","","","","","415.74","","","","","","","","","200000000","","","","416","호스텔업",
"196","관광숙박업","03_11_01_P","3380000","CDFI2260032016000002","20160513","","03","폐업","03","폐업","20170403","","","","","","","부산광역시 수영구 민락동 140-5번지","부산광역시 수영구 민락본동로11번길 21, 2층 (민락동)","48290","블루아트게스트하우스","20170404092251","I","2018-08-31 23:59:59.0","","393774.06513889","186341.949525317","관광숙박업","","준주거지역","3","","","","","3","","","","","","","","","","","","","120.33","","","","","","","","","50000000","","","","120","호스텔업",
"197","관광숙박업","03_11_01_P","3380000","CDFI2260031990000001","19900419","","03","폐업","03","폐업","20150901","","","","051-611-0003","","613815","부산광역시 수영구 남천동 25-6번지","부산광역시 수영구 광남로 21 (남천동)","","프레스 호텔","20150902111153","I","2018-08-31 23:59:59.0","","392224.828201972","184910.686425264","관광숙박업","관광사업","일반상업지역","9","기타","","","호텔","8","1","54","3653","","","","","","","","","","3652.91","","","","","","","","","","","","","3653","관광호텔업",
"198","관광숙박업","03_11_01_P","3380000","CDFI2260032019000001","20190129","","01","영업/정상","13","영업중","","","","","051-760-0808","","","부산광역시 수영구 민락동 181-205","부산광역시 수영구 광안해변로 276 (민락동)","48283","베스트루이스해밀턴호텔 광안점","20210612151844","U","2021-06-15 02:40:00.0","","393471.177800733","186115.038003996","관광숙박업","","준주거지역","15","","","","숙박시설","15","1","50","2038","","","","","","","","","","2037.96","","","","","","","","","800000000","","","","2038","관광호텔업",
"199","관광숙박업","03_11_01_P","3380000","CDFI2260032019000003","20190208","","01","영업/정상","13","영업중","","","","","051-755-3333","","","부산광역시 수영구 수영동 450-5번지","부산광역시 수영구 망미번영로52번길 112 (수영동)","48232","브라운도트 호텔 수영","20190208105052","I","2019-02-10 02:21:33.0","","392540.665783279","187537.643272377","관광숙박업","","일반상업지역","6","","","","숙박시설","6","1","49","2282","Brown-dot Hotel Suyeong","TOURIST ACCOMMODATION (hostel)","","","","","","","","2281.67","","","","","","","","","100000000","","","","2282","호스텔업",
"200","관광숙박업","03_11_01_P","3380000","CDFI2260032019000002","20190131","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 민락동 184-36","부산광역시 수영구 광남로 158 (민락동)","48284","허니슬립","20220323135851","U","2022-03-25 02:40:00.0","","392979.898201003","186054.225155144","관광숙박업","","","2","","","","","0","0","4","0","","","0","0","","0","0","","0","83.37","","0","","","","","","","0","","","","83","호스텔업",
"201","관광숙박업","03_11_01_P","3380000","CDFI2260032019000004","20190322","","01","영업/정상","13","영업중","","","","","051-751-2266","","","부산광역시 수영구 민락동 181-154번지 오션브릿지","부산광역시 수영구 광안해변로278번길 42, 오션브릿지 8~10층 (민락동)","48283","H-에비뉴 광안리해변점","20190723133727","U","2019-07-25 02:40:00.0","","393521.998603867","185933.100965604","관광숙박업","","준주거지역","","","","","","","","34","20571","H-avenue Hotel Gwanganlihaebyeon","TOURIST ACCOMMODATION
(a tourist hotel)","","","","","","","","1497.35","","","","","","","","","180000000","","","","1497","관광호텔업",
"202","관광숙박업","03_11_01_P","3380000","CDFI2260032019000006","20190424","","01","영업/정상","13","영업중","","","","","051-761-3001","","","부산광역시 수영구 민락동 181-154번지 오션브릿지","부산광역시 수영구 광안해변로278번길 42, 오션브릿지 A동 5~6층 (민락동)","48283","오션투헤븐","20191202103536","U","2019-12-04 02:40:00.0","","393521.998603867","185933.100965604","관광숙박업","","준주거지역","","","","","","","","26","","","","","","","","","","","1084.37","","","","","","","","","1900000000","","","","1084","소형호텔업",
"203","관광숙박업","03_11_01_P","3380000","CDFI2260032019000008","20190503","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 광안동 200-4번지","부산광역시 수영구 광안해변로 179, 7층 (광안동)","48303","H7L 호스텔","20190503101457","I","2019-05-05 02:20:38.0","","392732.161638137","185542.452702234","관광숙박업","","일반상업지역","","","","","","","","7","","","","","","","","","","","218.85","","","","","","","","","100000000","","","","219","호스텔업",
"204","관광숙박업","03_11_01_P","3380000","CDFI2260032019000005","20190409","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 민락동 181-145번지","부산광역시 수영구 민락수변로 15, 3~4층 (민락동)","48283","언플랜드88","20200413175918","U","2020-04-15 02:40:00.0","","393491.728645246","185994.388945232","관광숙박업","","","","","","","","","","6","","","","","","","","","","","415.74","","","","","","","","","40000000","","","","416","호스텔업",
"205","관광숙박업","03_11_01_P","3380000","CDFI2260032019000009","20190604","","01","영업/정상","13","영업중","","","","","051-929-8600","","","부산광역시 수영구 민락동 181-154 오션브릿지","부산광역시 수영구 광안해변로278번길 42, 오션브릿지 A동 7~10층 (민락동)","48283","오션더포인트호텔","20220602105236","U","2022-06-04 02:40:00.0","","393521.998603867","185933.100965604","관광숙박업","","준주거지역","0","","","","","0","0","45","0","","","0","0","","0","0","","0","2706.44","","0","","","","","","","7000000000","","","","2706","관광호텔업",
"206","관광숙박업","03_11_01_P","3380000","CDFI2260032019000007","20190430","","01","영업/정상","13","영업중","","","","","051-759-3388","","","부산광역시 수영구 민락동 181-154번지 오션브릿지","부산광역시 수영구 광안해변로278번길 42, 오션브릿지 B동 7층 (민락동)","48283","오션스테이호텔","20190430154855","I","2019-05-02 02:20:36.0","","393521.998603867","185933.100965604","관광숙박업","","준주거지역","","","","","","","","14","","","","","","","","","","","462.91","","","","","","","","","3000000000","","","","463","호스텔업",
"207","관광숙박업","03_11_01_P","3380000","CDFI2260032017000016","20171114","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 민락동 182-4","부산광역시 수영구 민락본동로11번길 79 (민락동)","48287","레드 하우스","20220308145151","U","2022-03-10 02:40:00.0","","393521.507477348","186218.578027574","관광숙박업","","","2","","","","","0","0","3","0","","","0","0","","0","0","","0","108.39","","0","","","","","","","5000000","","","","108","호스텔업",
"208","관광숙박업","03_11_01_P","3380000","CDFI2260032017000017","20171228","","01","영업/정상","13","영업중","","","","","05107517891","","","부산광역시 수영구 민락동 181-150","부산광역시 수영구 민락수변로7번길 20, 2층,7층 (민락동)","48283","마레파티하우스","20201221162956","U","2020-12-23 02:40:00.0","","393544.928901202","186082.18125928","관광숙박업","","준주거지역","","","","","","7","1","6","","","","","","","","","","","279.23","","","","","","","","","800000000","","","","279","호스텔업",
"209","관광숙박업","03_11_01_P","3380000","CDFI2260032015000009","20150831","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 민락동 181-143번지","부산광역시 수영구 민락수변로 13-1 (민락동)","48283","헤븐리 펜트하우스","20190402103453","U","2019-04-04 02:40:00.0","","393488.384005532","186005.383598686","관광숙박업","","준주거지역","10","기타","","","숙박시설","10","","5","2324","","","","","","","","","","207.99","","","","","","","","","85000000","","","","208","호스텔업",
"210","관광숙박업","03_11_01_P","3380000","CDFI2260032015000010","20150918","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 광안동 199-12","부산광역시 수영구 광남로 106, 3층 (광안동)","48303","광안숲","20210510141106","U","2021-05-12 02:40:00.0","","392710.364892044","185611.547547062","관광숙박업","","일반상업지역","1","","","","숙박시설","3","","4","547","","","","","","","","","","120.07","","","","","","","","","100000000","","","","120","호스텔업",
"211","관광숙박업","03_11_01_P","3380000","CDFI2260032016000001","20160323","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 광안동 203-4","부산광역시 수영구 남천바다로33번길 15 (광안동, 미라쥬)","48303","호텔미라주","20210202114813","U","2021-02-04 02:40:00.0","","392604.242607755","185383.828715169","관광숙박업","","일반상업지역","6","기타","","","숙박시설","6","","16","","","","","","","","","","","597.8","","","","","","","","","800000000","","","","598","호스텔업",
"212","관광숙박업","03_11_01_P","3380000","CDFI2260032016000003","20160919","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 민락동 181-149번지","부산광역시 수영구 민락수변로7번길 16, 6층 (민락동, 비치프라자)","48283","어반하우스","20180220152326","I","2018-08-31 23:59:59.0","","393522.764433126","186075.727555528","관광숙박업","","준주거지역","6","","","","","6","","2","1198","","","","","","","","","","129.96","","","","","","","","","","","","","130","호스텔업",
"213","관광숙박업","03_11_01_P","3380000","CDFI2260032016000004","20160927","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 광안동 200-4","부산광역시 수영구 광안해변로 179, 6층 (광안동)","48303","B612 호스텔","20220308144939","U","2022-03-10 02:40:00.0","","392732.161638137","185542.452702234","관광숙박업","","일반상업지역","6","","","","","0","0","7","1781","","","0","0","","0","0","","0","218.85","","0","","","","","","","0","","","","219","호스텔업",
"214","관광숙박업","03_11_01_P","3380000","CDFI2260032016000005","20161230","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 민락동 181-52","부산광역시 수영구 광안해변로295번길 4-11 (민락동)","48290","Stay here","20211002124731","U","2021-10-04 02:40:00.0","","393652.290802511","186286.66148863","관광숙박업","","준주거지역","8","","","","","8","0","15","0","","","0","0","","0","0","","0","624.75","","0","","","","","","","0","","","","625","호스텔업",
"215","관광숙박업","03_11_01_P","3380000","CDFI2260032016000006","20161230","","01","영업/정상","13","영업중","","","","","051-755-0072","","","부산광역시 수영구 광안동 204-5번지","부산광역시 수영구 남천바다로33번길 12 (광안동)","48303","하운드호텔","20171227200703","I","2018-08-31 23:59:59.0","","392621.340936598","185352.56700556","관광숙박업","","일반상업지역","8","","","","","","","49","3655","","","","","","","","","","3655.72","","","","","","","","","","","","","3656","관광호텔업",
"216","관광숙박업","03_11_01_P","3380000","CDFI2260032017000001","20170203","","01","영업/정상","13","영업중","","","","","051-710-8460","","","부산광역시 수영구 민락동 181-91번지","부산광역시 수영구 광안해변로290번길 6, 2층, 7층 (민락동)","48283","호텔더그랑 광안(호스텔)","20200218150358","U","2020-02-20 02:40:00.0","","393582.329885783","186142.304550768","관광숙박업","","준주거지역","7","","","","숙박시설","7","1","7","","","","","","","","","","","313.04","","","","","","","","","197000000","","","","313","호스텔업",
"217","관광숙박업","03_11_01_P","3380000","CDFI2260032017000002","20170315","","01","영업/정상","13","영업중","","","","","15222364","","","부산광역시 수영구 광안동 192-1","부산광역시 수영구 광안로62번길 1, 3~4층 (광안동)","48303","솔게스트하우스 부산파티점","20210805140847","U","2021-08-07 02:40:00.0","","392991.419288377","185987.297434754","관광숙박업","","상업지역","4","","","","","4","0","8","616","SOL HOSTEL(BUSAN)","TOURIST ACCOMMODATION(HOSTEL)","0","0","","0","0","","0","225.16","","0","","","","","","","0","","","","225","호스텔업",
"218","관광숙박업","03_11_01_P","3380000","CDFI2260032017000003","20170331","","01","영업/정상","13","영업중","","","","","051-753-3288","","","부산광역시 수영구 광안동 202-4","부산광역시 수영구 남천바다로33번길 31 (광안동)","48303","브라운도트 호텔","20220107104024","U","2022-01-09 02:40:00.0","","392644.952642473","185453.827576217","관광숙박업","","일반상업지역","6","","","","호텔","6","1","29","0","Brown-Dot Hotel","","0","0","","0","0","","0","1382.35","","0","","","","","","","100000000","","","","1382","소형호텔업",
"219","관광숙박업","03_11_01_P","3380000","CDFI2260032017000004","20170601","","01","영업/정상","13","영업중","","","","","0517530110","","","부산광역시 수영구 광안동 203-18번지 AK빌딩","부산광역시 수영구 남천바다로 31-1, 7~8층 (광안동, 광안동 AK빌딩)","48303","루크하우스","20190225135126","U","2019-02-27 02:40:00.0","","392578.29664069","185333.165354711","관광숙박업","","상업지역","8","","","","","","","3","821","","","","","","","","","","169.63","","","","","","","","","5000000","","","","170","호스텔업",
"220","관광숙박업","03_11_01_P","3380000","CDFI2260032017000005","20170616","","01","영업/정상","13","영업중","","","","","051-761-1801","","","부산광역시 수영구 민락동 181-90","부산광역시 수영구 광안해변로284번길 3 (민락동)","48283","보나트리 호텔","20220412163752","U","2022-04-14 02:40:00.0","","393566.121111932","186122.374091205","관광숙박업","","준주거지역","8","","","메리츠화재해상보험주식회사","","8","1","34","0","","","0","0","","0","0","","0","1496.07","","0","","","","","","","0","","","","1496","관광호텔업",
"221","관광숙박업","03_11_01_P","3380000","CDFI2260032017000007","20170703","","01","영업/정상","13","영업중","","","","","0516224436","","","부산광역시 수영구 남천동 27-23번지","부산광역시 수영구 광남로 29, 3층 (남천동, 한사리빌딩)","48314","몰디브호텔","20181219104323","U","2018-12-21 02:40:00.0","","392276.478612104","184970.868282937","관광숙박업","","상업지역","6","","","","","3","","6","1489","","","","","","","","","","246.27","","","","","","","","","","","","","246","호스텔업",
"222","관광숙박업","03_11_01_P","3380000","CDFI2260032017000008","20170704","","01","영업/정상","13","영업중","","","","","0517564139","","","부산광역시 수영구 민락동 181-141번지","부산광역시 수영구 민락수변로 13, 2층 (민락동)","48283","GAD Guest House","20181031100327","U","2018-11-02 02:36:14.0","","393485.098720239","186016.373855782","관광숙박업","","준주거지역","8","","","","","8","1","6","1559","","","","","","","","","","206.16","","","","","","","","","59000000","","","","206","호스텔업",
"223","관광숙박업","03_11_01_P","3380000","CDFI2260032017000009","20170710","","01","영업/정상","13","영업중","","","","","051-757-9901","","","부산광역시 수영구 민락동 181-177","부산광역시 수영구 광안해변로284번길 16 (민락동)","48283","No25호스텔","20200803084614","U","2020-08-05 02:40:00.0","","393548.812212719","186071.117349057","관광숙박업","","준주거지역","5","기타","","","숙박시설","5","","7","1000","","","","","","","","","","178.2","","","","","","","","","","","","","178","호스텔업",
"224","관광숙박업","03_11_01_P","3380000","CDFI2260032017000011","20170811","","01","영업/정상","13","영업중","","","","","051-753-1340","","","부산광역시 수영구 민락동 181-223","부산광역시 수영구 민락수변로 29 (민락동, 민락동 바다마루)","48283","H-AVENUE 광안리점","20210120103715","U","2021-01-22 02:40:00.0","","393541.97525727","185857.946450056","관광숙박업","","준주거지역","12","","","","호텔","12","2","30","11963","","","","","","","","","","1263.74","","","","","","","","","","","","","1264","관광호텔업",
"225","관광숙박업","03_11_01_P","3380000","CDFI2260032017000012","20170831","","01","영업/정상","13","영업중","","","","","051-755-0055","","","부산광역시 수영구 민락동 121-8","부산광역시 수영구 민락본동로 12-4 (민락동)","48289","호텔런더너","20210608181418","U","2021-06-10 02:40:00.0","","393894.737320959","186349.551259957","관광숙박업","","준주거지역","10","","","","호텔","9","1","45","2450","","","","","","","","","","2449.75","","","","","","","","","2200000000","","","","2450","관광호텔업",
"226","관광숙박업","03_11_01_P","3380000","CDFI2260032017000013","20170929","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 민락동 178-15 행복빌딩","부산광역시 수영구 광안해변로 247-1, 5~8층 (민락동, 행복빌딩)","48284","피코블루","20220407154809","U","2022-04-09 02:40:00.0","","393196.919867079","186051.334885641","관광숙박업","","일반상업지역","0","","","","호텔","0","0","15","427","","","0","0","","0","0","","0","426.96","","0","","","","","","","200000000","","","","427","호스텔업",
"227","관광숙박업","03_11_01_P","3380000","CDFI2260032017000015","20171016","","01","영업/정상","13","영업중","","","","","051-759-1011","","","부산광역시 수영구 광안동 196-3","부산광역시 수영구 광안해변로 203 (광안동)","48303","호텔1","20210120104539","U","2021-01-22 02:40:00.0","","392874.371692947","185756.806571267","관광숙박업","","일반상업지역","12","기타","","","호텔","10","2","52","3419","","","","","","","","","","3419.18","","","","","","","","","5600000000","","","","3419","관광호텔업",
"228","관광숙박업","03_11_01_P","3380000","CDFI2260032018000001","20180117","","01","영업/정상","13","영업중","","","","","0516230920","","","부산광역시 수영구 광안동 197-34 7층","부산광역시 수영구 남천바다로33번길 86, 7층 (광안동)","48303","누리호스텔","20210630103715","U","2021-07-02 02:40:00.0","","392804.602778801","185671.75977262","관광숙박업","","일반상업지역","7","","","한화손해보험","숙박시설","7","1","3","","","","","","","","","","","131.43","","","","","","","","","88000000","20180124","20190124","","131","호스텔업",
