"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"114","외국인관광도시민박업","03_11_04_P","3310000","CDFI2262212019000001","20190621","","01","영업/정상","13","영업중","","","","","","","","부산광역시 남구 대연동 1798-34","부산광역시 남구 진남로96번길 51 (대연동)","48450","DYD COZY HOUSE","20210702143700","U","2021-07-04 02:40:00.0","","389849.703105519","184267.280598823","외국인관광 도시민박업","","일반주거지역","3","","","","단독주택","2","1","1","","DYD COZY HOUSE","Oversea Travel Business","","","","","","","","62.58","","","","","","","","","10000000","","","","63",
"115","외국인관광도시민박업","03_11_04_P","3310000","CDFI2262212019000002","20190710","","01","영업/정상","13","영업중","","","","","","","","부산광역시 남구 용호동 384-23번지","부산광역시 남구 동명로170번길 29-1 (용호동)","48583","sea lizard","20200616154608","U","2020-06-18 02:40:00.0","","392759.660080252","181871.04810758","외국인관광 도시민박업","","일반주거지역","2","주택가주변","","","단독주택","2","","1","","","","","","","","","","","58.5","","","","","","","","","30000000","","","","59",
"116","외국인관광도시민박업","03_11_04_P","3310000","CDFI2262212015000003","20150610","","01","영업/정상","13","영업중","","","","","","","","부산광역시 남구 용호동 176-30번지 엘지메트로시티","부산광역시 남구 분포로 111, 117동 1401호 (용호동, 엘지메트로시티)","48516","네잎 클로버","20200623111044","U","2020-06-25 02:40:00.0","","392474.578116018","183052.21115244","외국인관광 도시민박업","","","","","","","","","","2","","The Four-leaf clover","Foreigner Tourism City home-stay Business","","","","","","","","188.08","","","","","","","","","","","","","188",
"117","외국인관광도시민박업","03_11_04_P","3310000","CDFI2262212016000001","20160324","","01","영업/정상","13","영업중","","","","","","","","부산광역시 남구 대연동 949-15","부산광역시 남구 석포로126번길 7, 2층 (대연동)","48533","빈센트 게스트하우스","20200824142740","U","2020-08-26 02:40:00.0","","390610.91523732","183030.50493844","외국인관광 도시민박업","","","","","","","단독주택","","","3","","Vincente Guest House","Foreigner Tourism City home-stay Business","","","","","","","","128.02","","","","","","","","","","","","","128",
"118","외국인관광도시민박업","03_11_04_P","3310000","CDFI2262212016000004","20160616","","01","영업/정상","13","영업중","","","","","","","","부산광역시 남구 대연동 1738-13 투비수학원","부산광역시 남구 유엔평화로13번길 11, 투비수학원 3층 (대연동)","48504","Kim's house busan 2nd","20201230100203","U","2021-01-01 02:40:00.0","","390662.886125245","183641.237398019","외국인관광 도시민박업","","일반주거지역","3","","","","단독주택","3","","3","","Kim's house busan 2nd","Foreigner Tourism City home-stay Business","","","","","","","","155.88","","","","","","","","","200000000","","","","156",
"119","외국인관광도시민박업","03_11_04_P","3320000","CDFI2262212016000002","20160704","","03","폐업","03","폐업","20181224","","","","","","","부산광역시 북구 만덕동 955번지","부산광역시 북구 덕천로276번길 60, 111동 1102호 (만덕동, 백양산동문굿모닝힐)","","이지굿(Easy Good)","20181224171004","U","2018-12-26 02:40:00.0","","385017.803671652","191676.422509476","외국인관광 도시민박업","","주거지역","","아파트지역","","","아파트","11","","","","","","","","","","","","","","","","","","","","","","","","","","",
"120","외국인관광도시민박업","03_11_04_P","3320000","CDFI2262212017000001","20170720","","03","폐업","03","폐업","20190530","","","","","","","부산광역시 북구 금곡동 1915번지","부산광역시 북구 효열로 1, 105동 304호 (금곡동, 율리벽산블루밍아파트)","46509","미오하우스","20190620143223","U","2019-06-22 02:40:00.0","","383220.363682137","196204.517960808","외국인관광 도시민박업","","주거지역","","","","","","","","","","","","","","","","","","","84.99","","","","","","","","","","","","","85",
"121","외국인관광도시민박업","03_11_04_P","3320000","CDFI2262212017000002","20170905","","03","폐업","03","폐업","20180430","","","","","","","부산광역시 북구 화명동 310번지 103동 103호","부산광역시 북구 양달로 80-11, 103층 103호 (화명동, 코오롱아파트)","46516","뉴타운홈","20190201170040","U","2019-02-03 02:40:00.0","","384084.554892729","195694.606405523","외국인관광 도시민박업","","주거지역","","","","","아파트","1","","","","","","","","","","","","","84.99","","","","","","","","","","","","","85",
"122","외국인관광도시민박업","03_11_04_P","3320000","CDFI2262212016000001","20160217","","03","폐업","03","폐업","20170628","","","","","","","부산광역시 북구 구포동 1296번지","부산광역시 북구 낙동대로1738번길 10, 101동 3703호 (구포동, 동원로얄듀크비스타)","","비스타하우스","20170628164104","I","2018-08-31 23:59:59.0","","381998.247817733","191716.139291799","외국인관광 도시민박업","","주거지역","","아파트지역","","","아파트","","","","","","","","","","","","","","99.24","","","","","","","","","400000000","","","","99",
"123","외국인관광도시민박업","03_11_04_P","3320000","CDFI2262212018000001","20181210","","03","폐업","03","폐업","20200109","","","","","","","부산광역시 북구 구포동 1296번지 구포동원로얄듀크비스타 102동 4302호","부산광역시 북구 낙동대로1738번길 10, 102동 4302호 (구포동, 구포동원로얄듀크비스타)","46501","K-하우스","20200110100810","U","2020-01-12 02:40:00.0","","381998.247817733","191716.139291799","외국인관광 도시민박업","","","","","","","아파트","","","","","","","","","","","","","","","","","","","","","","","1000000","","","","",
"124","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212016000020","20160127","","02","휴업","02","휴업","","20210528","20230131","","","","","부산광역시 해운대구 중동","부산광역시 해운대구 해운대로767번길 15, 101동 903호 (중동, 청목마리안아파트)","","근향하우스","20210528161852","I","2021-05-30 00:22:55.0","","397858.333136","187614.947756263","외국인관광 도시민박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"125","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212018000008","20181207","","02","휴업","02","휴업","","20210916","20221130","","","","","부산광역시 해운대구 우동 1196-12 센텀엘카사 1동 1802호","부산광역시 해운대구 해운대로394번길 23, 센텀엘카사 1동 1802호 (우동)","48089","시오하우스","20211210153148","U","2021-12-12 02:40:00.0","","394786.990802106","187349.216041927","외국인관광 도시민박업","","준주거지역","0","","","","아파트","0","0","0","0","","","0","0","","0","0","","0","67","","0","","","","","","","0","","","","67",
"126","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212019000002","20190201","","03","폐업","03","폐업","20201211","","","","","","","부산광역시 해운대구 송정동 158-3","부산광역시 해운대구 송정중앙로6번길 54, 2층 (송정동)","48073","휴","20201214090926","U","2020-12-16 02:40:00.0","","400336.809488059","189143.147865081","외국인관광 도시민박업","","준주거지역","2","","","","다세대주택","2","","","","","","","","","","","","","67.86","","","","","","","","","5000000","","","","68",
"127","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212019000001","20190114","","03","폐업","03","폐업","20210903","","","","","","","부산광역시 해운대구 재송동 1089-1","부산광역시 해운대구 재송1로60번길 29, 5층 (재송동)","48055","Live Like korean house","20210903162724","U","2021-09-05 02:40:00.0","","393416.144305218","189519.541201101","외국인관광 도시민박업","","일반주거지역","","","","","","","","","","","","","","","","","","","162.57","","","","","","","","","","","","","163",
"128","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212019000006","20191227","","03","폐업","03","폐업","20210702","","","","","","","부산광역시 해운대구 송정동 445-4","부산광역시 해운대구 송정광어골로 90, 1, 2층 (송정동)","48073","스테이모어 빌리지","20210702161059","U","2021-07-04 02:40:00.0","","400015.766063742","188249.235141306","외국인관광 도시민박업","","일반주거지역","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"129","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212012000005","20120504","","03","폐업","03","폐업","20181113","","","","","","612849","부산광역시 해운대구 중동 1507-1번지 프린스빌라 101호","부산광역시 해운대구 달맞이길117번길 48, 101호 (중동, 프린스빌라)","","프린스 B&B","20191202181732","I","2019-12-04 00:23:27.0","","398167.788571649","186701.872212915","외국인관광 도시민박업","","일반주거지역","","아파트지역","","","연립주택","","","","","","","","","","","","","","205.52","","","","","","","","","","","","","206",
"130","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212014000002","20140328","","03","폐업","03","폐업","20180528","","","","","","612011","부산광역시 해운대구 중동 1099-3번지 아쿠아팰리스 804호","부산광역시 해운대구 달맞이길 35, 804호 (중동, 아쿠아팰리스)","","부산 언니네집","20191202181937","I","2019-12-04 00:23:27.0","","397587.38360000000","187247.92252000000","외국인관광 도시민박업","","일반주거지역","","아파트지역","","","아파트","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"131","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212015000012","20150323","","03","폐업","03","폐업","20180326","","","","","","612040","부산광역시 해운대구 송정동 793-1번지 1동 202호","부산광역시 해운대구 송정구덕포길 64, 1동 202호 (송정동)","","그림하우스","20191202182446","I","2019-12-04 00:23:27.0","","400129.030738022","188183.89714443","외국인관광 도시민박업","","일반주거지역","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"132","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212019000005","20191018","","03","폐업","03","폐업","20211228","","","","","","","부산광역시 해운대구 우동 517-12","부산광역시 해운대구 우동1로38번길 12, 3층 (우동)","48087","부산 다온 하우스","20211228131325","U","2021-12-30 02:40:00.0","","396576.79171549","187251.614174363","외국인관광 도시민박업","","일반주거지역","1","학교정화(상대)","","","","3","0","2","0","","","0","0","","0","0","","0","66.84","","0","","","","","","","0","","","","67",
"133","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212012000003","20120321","","03","폐업","03","폐업","20171213","","","","","","612760","부산광역시 해운대구 좌동 1394번지 두산동국아파트 109동 104호","부산광역시 해운대구 양운로 182, 109동 104호 (좌동, 두산1차아파트)","","해운대스테이","20191203105441","I","2019-12-05 00:23:26.0","","397650.294711103","188857.967431871","외국인관광 도시민박업","","주거지역","","아파트지역","","","아파트","1","","","","","","","","","","","","","101.7","","","","","","","","","","","","","102",
"134","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212015000015","20150618","","03","폐업","03","폐업","20170119","","","","","","612822","부산광역시 해운대구 우동 777번지 101동 3102호","부산광역시 해운대구 해운대로 550, 101동 31층 3102호 (우동)","","Haeundae-dongbaek park house","20191203110208","I","2019-12-05 00:23:26.0","","396009.008033481","186619.603572661","외국인관광 도시민박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"135","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212015000016","20150618","","03","폐업","03","폐업","20180131","","","","","","612821","부산광역시 해운대구 우동 544-5번지 801호","부산광역시 해운대구 구남로24번길 13, 801호 (우동)","","sunny 게스트하우스","20191203110533","I","2019-12-05 00:23:26.0","","396704.099229319","186825.364817621","외국인관광 도시민박업","","일반상업지역","8","","","","단독주택","8","","","","","","","","","","","","","101.22","","","","","","","","","","","","","101",
"136","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212015000018","20150622","","03","폐업","03","폐업","20170901","","","","","","612901","부산광역시 해운대구 중동 1788번지 103동 2301호","부산광역시 해운대구 해운대로 732, 103동 2301호 (중동)","","션샤인 하우스(sunshine house)","20191203105843","I","2019-12-05 00:23:26.0","","397635.291223047","187351.142241361","외국인관광 도시민박업","","일반주거지역","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"137","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212016000017","20160328","","03","폐업","03","폐업","20171011","","","","","","","부산광역시 해운대구 중동","부산광역시 해운대구 해운대로 732, 103동 6층 603호 (중동, 해운대경남아너스빌)","","소울하우스","20191203105718","I","2019-12-05 00:23:26.0","","397749.75546600000","187709.41862100000","외국인관광 도시민박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"138","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212015000003","20151215","","03","폐업","03","폐업","20170502","","","","","","","부산광역시 해운대구 우동","부산광역시 해운대구 해운대로469번나길 9-6, 801호 (우동, 프린스빌라)","","지나 하우스","20170502144348","I","2018-08-31 23:59:59.0","","395100.684547133","187606.871528653","외국인관광 도시민박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"139","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212015000004","20151203","","03","폐업","03","폐업","20170620","","","","","","","부산광역시 해운대구 우동","부산광역시 해운대구 마린시티2로 38, 3동 17층 1702호 (우동, 해운대아이파크)","","캠브리지 게스트하우스","20170620133349","I","2018-08-31 23:59:59.0","","395164.437852508","186231.014715022","외국인관광 도시민박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"140","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212015000005","20150615","","03","폐업","03","폐업","20170901","","","","","","","부산광역시 해운대구 중동 1788번지","부산광역시 해운대구 해운대로 732, 103동 2301호 (중동, 해운대경남아너스빌)","48101","선샤인하우스","20170904093302","I","2018-08-31 23:59:59.0","","397635.291223047","187351.142241361","외국인관광 도시민박업","","","","","","","","","","1","85","","","","","","","","","","84.98","","","","","","","","","","","","","85",
"141","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212015000007","20150520","","03","폐업","03","폐업","20171212","","","","","","","부산광역시 해운대구 좌동 1439번지 벽산2차아파트 202동 1403호","부산광역시 해운대구 좌동순환로299번길 11, 202동 1403호 (좌동, 벽산2차아파트)","48109","FROM_HERE","20171212155837","I","2018-08-31 23:59:59.0","","398942.053775097","187848.185538735","외국인관광 도시민박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"142","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212016000012","20161130","","03","폐업","03","폐업","20171227","","","","","","","부산광역시 해운대구 중동","부산광역시 해운대구 해운대해변로351번길 16-5 (중동)","48096","해운대 네이티브 하우스","20171227105740","I","2018-08-31 23:59:59.0","","397456.900932761","187179.068506683","외국인관광 도시민박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"143","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212015000008","20150617","","03","폐업","03","폐업","20180131","","","","","","","부산광역시 해운대구 우동 544-5번지 세이존빌 801호","부산광역시 해운대구 구남로24번길 13, 세이존빌 801호 (우동)","48094","sunny guesthouse","20180131111358","I","2018-08-31 23:59:59.0","","396704.099229319","186825.364817621","외국인관광 도시민박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"144","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212015000009","20150323","","03","폐업","03","폐업","20180326","","","","","","","부산광역시 해운대구 송정동 793-1번지 1동 202호","부산광역시 해운대구 송정구덕포길 64, 1동 202호 (송정동)","48073","그림하우스","20180326111808","I","2018-08-31 23:59:59.0","","400129.030738022","188183.89714443","외국인관광 도시민박업","","","","","","","","","","","","","","","","","","","","","109","","","","","","","","","","","","","109",
"145","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212016000005","20161014","","03","폐업","03","폐업","20201203","","","","","","","부산광역시 해운대구 재송동","부산광역시 해운대구 재송2로 256, 101동 1003호 (재송동, 센텀에이스아파트)","48052","알타치타하우스","20201203162251","U","2020-12-05 02:40:00.0","","394096.116338526","190061.821806194","외국인관광 도시민박업","","일반주거지역","","아파트지역","","","아파트","","","","","","","","","","","","","","106","","","","","","","","","","","","","106",
"146","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212016000009","20161118","","03","폐업","03","폐업","20170502","","","","","","","부산광역시 해운대구 우동","부산광역시 해운대구 해운대로483번길 10, 8동 203호 (우동, 롯데아파트)","48065","지니하우스","20191203110024","U","2019-12-05 02:40:00.0","","395663.206758157","187124.139219426","외국인관광 도시민박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"147","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212016000011","20161118","","03","폐업","03","폐업","20201120","","","","","","","부산광역시 해운대구 좌동","부산광역시 해운대구 양운로 182, 113동 901호 (좌동, 두산1차아파트)","48075","카인드 하우스","20201125092008","U","2020-11-27 02:40:00.0","","397650.294711103","188857.967431871","외국인관광 도시민박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"148","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212016000013","20161206","","03","폐업","03","폐업","20210405","","","","","","","부산광역시 해운대구 송정동","부산광역시 해운대구 송정광어골로 55, 7층 (송정동, 하얀집)","48073","펜트하우스","20210405181655","U","2021-04-07 02:40:00.0","","400019.797358523","188564.675431826","외국인관광 도시민박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"149","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212016000015","20160328","","03","폐업","03","폐업","20171011","","","","","","","부산광역시 해운대구 중동 1788번지 해운대경남아너스빌 103동 603호","부산광역시 해운대구 해운대로 732, 103동 603호 (중동, 해운대경남아너스빌)","48101","소울하우스","20171012081253","I","2018-08-31 23:59:59.0","","397635.291223047","187351.142241361","외국인관광 도시민박업","","주거지역","","","","","아파트","","","","","","","","","","","","","","84","","","","","","","","","","","","","84",
"150","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212017000005","20170616","","03","폐업","03","폐업","20180125","","","","","","","부산광역시 해운대구 송정동 203-8번지","부산광역시 해운대구 송정중앙로33번길 10 (송정동)","48070","옥탑하우스","20180125105907","I","2018-08-31 23:59:59.0","","400735.162297875","189281.025652446","외국인관광 도시민박업","","일반상업지역","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"151","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212018000002","20180418","","03","폐업","03","폐업","20190311","","","","","","","부산광역시 해운대구 중동 1269-9번지","부산광역시 해운대구 해운대해변로351번길 8-6 (중동)","48096","IN351","20190311113917","U","2019-03-13 02:40:00.0","","397472.193212258","187138.130530746","외국인관광 도시민박업","","상업지역","","","","","단독주택","","","","","","","","","","","","","","93.1","","","","","","","","","","","","","93",
"152","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212018000003","20180517","","03","폐업","03","폐업","20211029","","","","","","","부산광역시 해운대구 우동 598-4 해운대파크에비뉴 1703호","부산광역시 해운대구 중동1로17번길 15-7, 1703호 (우동, 해운대파크에비뉴)","48095","피오니하우스","20211102100236","U","2021-11-04 02:40:00.0","","396893.35867895","187153.081123643","외국인관광 도시민박업","","상업지역","","","","","아파트","","","","","","","","","","","","","","4478","","","","","","","","","","","","","4478",
"153","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212018000005","20180619","","03","폐업","03","폐업","20210909","","","","","","","부산광역시 해운대구 송정동 159-8","부산광역시 해운대구 송정중앙로6번길 82 (송정동)","48073","네버엔딩웨이브","20210916110636","U","2021-09-18 02:40:00.0","","400273.377173154","189020.621086654","외국인관광 도시민박업","","준주거지역","2","","","","단독주택","","","","","","","","","","","","","","155","","","","","","","","","","","","","155",
"154","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212012000001","20120503","","03","폐업","03","폐업","20210302","","","","","","612759","부산광역시 해운대구 좌동 1438 해운대대우2차아파트 202동 2601호","부산광역시 해운대구 좌동순환로 275, 202동 2601호 (좌동, 해운대대우2차아파트)","","아리랑스테이","20210302155923","U","2021-03-04 02:40:00.0","","398866.445014628","188038.176406302","외국인관광 도시민박업","","일반주거지역","","아파트지역","","","아파트","","","","","","","","","","","","","","155.31","","","","","","","","","","","","","155",
"155","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212012000002","20120319","","03","폐업","03","폐업","20171213","","","","","","","부산광역시 해운대구 좌동 1394번지 두산1차아파트 109동 104호","부산광역시 해운대구 양운로 182, 109동 104호 (좌동, 두산1차아파트)","48075","해운대스테이","20171213162111","I","2018-08-31 23:59:59.0","","397650.294711103","188857.967431871","외국인관광 도시민박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"156","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212015000001","20150618","","03","폐업","03","폐업","20170119","","","","","","612822","부산광역시 해운대구 우동 777번지 101동 3102호","부산광역시 해운대구 해운대로 550, 101동 31층 3102호 (우동)","","Haeundae-dongbaek park house","20170119150615","I","2018-08-31 23:59:59.0","","396009.008033481","186619.603572661","외국인관광 도시민박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"157","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212017000006","20170718","","03","폐업","03","폐업","20180315","","","","","","","부산광역시 해운대구 우동 508-3번지 101호","부산광역시 해운대구 우동1로 28, 101호 (우동, 거림맨션)","48087","Fabric&Wood aim house","20180315165411","I","2018-08-31 23:59:59.0","","396461.527411943","187113.871623371","외국인관광 도시민박업","","주거지역","3","","","","연립주택","","","","","","","","","","","","","","50","","","","","","","","","","","","","50",
"158","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212016000019","20160412","","03","폐업","03","폐업","20200203","","","","","","","부산광역시 해운대구 우동","부산광역시 해운대구 마린시티2로 33, 103동 40층 4002호 (우동, 해운대두산위브더제니스)","","레이먼 하우스","20200203152553","I","2020-02-05 00:23:24.0","","395388.715069604","186268.853282623","외국인관광 도시민박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"159","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212018000007","20180810","","03","폐업","03","폐업","20190701","","","","","","","부산광역시 해운대구 송정동 793-1번지 201호","부산광역시 해운대구 송정구덕포길 64, 201호 (송정동)","48073","그림하우스","20190701115234","U","2019-07-03 02:40:00.0","","400129.030738022","188183.89714443","외국인관광 도시민박업","","주거지역","","","","","다가구용 주택(공동주택적용)","","","","","","","","","","","","","","87","","","","","","","","","","","","","87",
"160","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212015000021","20150727","","03","폐업","03","폐업","20200424","","","","","","612794","부산광역시 해운대구 좌동","부산광역시 해운대구 좌동순환로 280, 103동 16층 1602호 (좌동)","","렛츠 게스트하우스","20200424151351","I","2020-04-26 00:23:32.0","","398687.053499904","187942.961108506","외국인관광 도시민박업","","일반주거지역","","아파트지역","","","아파트","","","","","","","","","","","","","","","","","","","","","","","10000000","","","","",
"161","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212016000016","20160311","","03","폐업","03","폐업","20211126","","","","","","","부산광역시 해운대구 중동","부산광역시 해운대구 달맞이길62번길 7, 106동 2층 205호 (중동, 한신빌리지)","","모씨 하우스","20211221091652","U","2021-12-23 02:40:00.0","","397876.853085769","186725.134383249","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"162","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212016000021","20160615","","03","폐업","03","폐업","20211215","","","","","","","부산광역시 해운대구 좌동","부산광역시 해운대구 대천로 56, 111동 11층 1101호 (좌동, 한일아파트)","","홈스테이","20211215145310","U","2021-12-17 02:40:00.0","","397696.324031643","188016.599652346","외국인관광 도시민박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"163","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212012000004","20120503","","03","폐업","03","폐업","20210302","","","","","","612759","부산광역시 해운대구 좌동 1438 해운대대우2차아파트 202동 2601호","부산광역시 해운대구 좌동순환로 275, 202동 2601호 (좌동, 해운대대우2차아파트)","","아리랑스테이","20210302160229","I","2021-03-04 00:23:00.0","","398866.445014628","188038.176406302","외국인관광 도시민박업","","일반주거지역","","아파트지역","","","아파트","","","","","","","","","","","","","","155.31","","","","","","","","","","","","","155",
"164","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212015000019","20150707","","03","폐업","03","폐업","20210106","","","","","","612766","부산광역시 해운대구 좌동 1439","부산광역시 해운대구 좌동순환로299번길 11, 210동 1901층 (좌동)","","정목하우스","20210106161410","I","2021-01-08 00:23:04.0","","398942.053775097","187848.185538735","외국인관광 도시민박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"165","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212015000017","20150622","","03","폐업","03","폐업","20210115","","","","","","612745","부산광역시 해운대구 우동 1008-5 115동 1101호","부산광역시 해운대구 해운대로 428, 115동 1101호 (우동)","","해운대민박","20210118100614","I","2021-01-20 00:23:04.0","","394894.708833081","187324.866715106","외국인관광 도시민박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"166","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212015000023","20150917","","03","폐업","03","폐업","20210115","","","","","","","부산광역시 해운대구 중동","부산광역시 해운대구 구남로41번길 21, 2층 (중동, 소머리곰탕)","","엉클스 게스트하우스","20210115145835","I","2021-01-17 00:23:04.0","","396935.716105064","186841.783592929","외국인관광 도시민박업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10000000","","","","",
"167","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212019000003","20190621","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 좌동 1341-19 시찌다키즈스쿨","부산광역시 해운대구 좌동순환로 47, 시찌다키즈스쿨 2층 (좌동)","48084","해운대 Joo하우스","20211227101857","U","2021-12-29 02:40:00.0","","397279.043650559","187870.938162552","외국인관광 도시민박업","","일반주거지역","0","","","","단독주택","0","0","2","0","","","0","0","","0","0","","0","86.97","","0","","","","","","","10000000","","","","87",
"168","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212019000004","20190830","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 중동 1521-35 해운아파트 202호","부산광역시 해운대구 좌동순환로 401, 202호 (중동, 해운아파트)","48114","Chez June","20211227101917","U","2021-12-29 02:40:00.0","","398271.906888053","186940.03528175","외국인관광 도시민박업","","일반주거지역","0","","","","연립주택","2","0","2","0","","","0","0","","0","0","","0","72.72","","0","","","","","","","0","","","","73",
"169","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212015000006","20150622","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 우동 1008-5 동부올림픽타운 115동 1101호","부산광역시 해운대구 해운대로 428, 115동 1101호 (우동, 동부올림픽타운)","48089","벡스코 스테이(Bexco Stay)","20201103141415","U","2020-11-05 02:40:00.0","","394894.708833081","187324.866715106","외국인관광 도시민박업","","","","","","","아파트","","","2","","","","","","","","","","","83.93","","","","","","","","","","","","","84",
"170","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212016000002","20161006","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 반여동","부산광역시 해운대구 반여로 133, 103동 7층 701호 (반여동, 장산1차롯데낙천대아파트)","48035","해피하우스","20211227101250","U","2021-12-29 02:40:00.0","","393296.108207876","191553.901342434","외국인관광 도시민박업","","","0","","","","","0","0","1","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"171","외국인관광도시민박업","03_11_04_P","3330000","CDFI2262212018000006","20180621","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 송정동 288-8 3층","부산광역시 해운대구 송정중앙로 51, 3층 (송정동)","48070","레드:MUN","20211227101834","U","2021-12-29 02:40:00.0","","400858.374308886","189151.78202129","외국인관광 도시민박업","","일반상업지역","3","","","","단독주택","0","0","2","0","","","0","0","","0","0","","0","63.57","","0","","","","","","","0","","","","64",
