"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","약국영업면적","지정일자",
"4108","약국","01_01_06_P","3380000","PHMD120223380023084000001","20220103","","01","영업/정상","13","영업중","","","","","051-753-2077","","","부산광역시 수영구 광안동 566-7","부산광역시 수영구 수영로 605-1, 1층 (광안동)","48254","온누리조약국","20211231162616","I","2022-01-02 00:22:41.0","","392487.941949362","186564.91998923","99","20220103",
"4109","약국","01_01_06_P","3380000","PHMD119663380023084000001","19660521","","01","영업/정상","13","영업중","","","","","051-752-1049","","613807","부산광역시 수영구 광안1동 691-13","부산광역시 수영구 광서로 5-3 (광안동)","48247","무지개약국","20111128144856","I","2018-08-31 23:59:59.0","","392538.551499617","187017.120013651","0","19660521",
"4110","약국","01_01_06_P","3380000","PHMD119703380023084000002","19701104","","01","영업/정상","13","영업중","","","","","051-752-7118","","613805","부산광역시 수영구 광안2동 198-23","부산광역시 수영구 광남로 108 (광안동)","48303","바다약국","20140311141407","I","2018-08-31 23:59:59.0","","392714.054220794","185633.494632675","0","19701104",
"4111","약국","01_01_06_P","3380000","PHMD119763380023084000001","19760108","","01","영업/정상","13","영업중","","","","","051-752-3607","","613804","부산광역시 수영구 광안2동 143-6","부산광역시 수영구 수영로 582 (광안동)","48297","동화약국","20111128144501","I","2018-08-31 23:59:59.0","","392498.501179363","186314.775675687","0","19760108",
"4112","약국","01_01_06_P","3380000","PHMD119783380023084000002","19780125","","01","영업/정상","13","영업중","","","","","051-752-1316","","613830","부산광역시 수영구 수영동 444-21","부산광역시 수영구 수영로 707 (수영동)","48227","영진약국","20140311140823","I","2018-08-31 23:59:59.0","","392775.730843474","187481.651527109","0","19780125",
"4113","약국","01_01_06_P","3380000","PHMD119783380023084000003","19780428","","01","영업/정상","13","영업중","","","","","051-753-9483","","613829","부산광역시 수영구 민락동 161번지 25호","부산광역시 수영구 감포로 2 (민락동)","48277","동방약국","20150601164924","I","2018-08-31 23:59:59.0","","393195.194483151","186471.531742976","45.24","19780428",
"4114","약국","01_01_06_P","3380000","PHMD119793380023084000001","19790626","","01","영업/정상","13","영업중","","","","","051-754-1467","","613820","부산광역시 수영구 망미2동 254-21","부산광역시 수영구 구락로75번길 4 (망미동)","48216","동림약국","20140311140745","I","2018-08-31 23:59:59.0","","392780.924134782","188135.397631958","0","19790626",
"4115","약국","01_01_06_P","3380000","PHMD119953380023084000002","19950704","","01","영업/정상","13","영업중","","","","","051-751-6266","","613825","부산광역시 수영구 망미1동 809번지 21호","부산광역시 수영구 망미로22번길 55 (망미동)","48234","삼성약국","20111128151809","I","2018-08-31 23:59:59.0","","391398.763387642","187756.706557986","0","19950704",
"4116","약국","01_01_06_P","3380000","PHMD119873380023084000001","19870421","","01","영업/정상","13","영업중","","","","","051-756-0265","","613820","부산광역시 수영구 망미2동 250-13","부산광역시 수영구 구락로 69 (망미동)","48216","우리약국","20140311140627","I","2018-08-31 23:59:59.0","","392776.935639971","188073.585541631","0","19870421",
"4117","약국","01_01_06_P","3380000","PHMD119893380023084000001","19890407","","01","영업/정상","13","영업중","","","","","051-622-0811","","613816","부산광역시 수영구 남천1동 249번지 2호","부산광역시 수영구 수영로384번길 43 (남천동)","48311","남산약국","20130409174319","I","2018-08-31 23:59:59.0","","392081.689820356","184282.630309912","0","19890407",
"4118","약국","01_01_06_P","3380000","PHMD119923380023084000001","19920328","","01","영업/정상","13","영업중","","","","","051-626-2073","","613816","부산광역시 수영구 남천1동 296-4","부산광역시 수영구 황령대로 491 (남천동)","48313","삼화약국","20111130102718","I","2018-08-31 23:59:59.0","","392038.553576026","184179.568137945","0","19920328",
"4119","약국","01_01_06_P","3380000","PHMD119953380023084000001","19950213","","01","영업/정상","13","영업중","","","","","051-752-7453","","613806","부산광역시 수영구 광안4동 334-10","부산광역시 수영구 수영로 513 (광안동)","48264","엄지약국","20111130100128","I","2018-08-31 23:59:59.0","","392318.938254499","185663.833543042","0","19950213",
"4120","약국","01_01_06_P","3380000","PHMD119803380023084000001","19800524","","01","영업/정상","13","영업중","","","","","051-753-9996","","","부산광역시 수영구 광안동 142번지 1호 누구나","부산광역시 수영구 수영로 592, 누구나 1층 (광안동)","48294","경화약국","20191224114408","U","2019-12-26 02:40:00.0","","392522.00551099","186429.194275156","0","19800524",
"4121","약국","01_01_06_P","3380000","PHMD119813380023084000001","19810404","","01","영업/정상","13","영업중","","","","","051-752-4092","","613809","부산광역시 수영구 광안4동 564-3","부산광역시 수영구 수영로 607-1 (광안동)","48254","대한약국","20111128144750","I","2018-08-31 23:59:59.0","","392491.040820457","186590.404454442","0","19810404",
"4122","약국","01_01_06_P","3380000","PHMD119823380023084000001","19820519","","01","영업/정상","13","영업중","","","","","051-753-8251","","613828","부산광역시 수영구 민락동 175-16","부산광역시 수영구 광안해변로255번길 12 (민락동)","48285","덕성약국","20121004144657","I","2018-08-31 23:59:59.0","","393264.99649237","186117.112963222","0","19820519",
"4123","약국","01_01_06_P","3380000","PHMD119823380023084000002","19820629","","01","영업/정상","13","영업중","","","","","051-754-7820","","613822","부산광역시 수영구 망미1동 430-2","부산광역시 수영구 과정로 41 (망미동)","48210","동산약국","20140331141333","I","2018-08-31 23:59:59.0","","391912.780236517","188225.111979256","0","19820629",
"4124","약국","01_01_06_P","3380000","PHMD119963380023084000001","19960523","","01","영업/정상","13","영업중","","","","","051-625-6264","","","부산광역시 수영구 남천동 30-13 준정빌딩","부산광역시 수영구 수영로464번길 9, 준정빌딩 (남천동)","48314","동산약국","20201021170540","U","2020-10-23 02:40:00.0","","392298.479759312","185173.790666585","238.62","19960523",
"4125","약국","01_01_06_P","3380000","PHMD119963380023084000002","19960722","","01","영업/정상","13","영업중","","","","","051-757-2656","","613807","부산광역시 수영구 광안1동 502번지 3호 (1층)","부산광역시 수영구 광일로 40 (광안동)","48249","광안약국","20130726153554","I","2018-08-31 23:59:59.0","","392166.004457502","186875.878981624","79","19960722",
"4126","약국","01_01_06_P","3380000","PHMD119983380023084000004","19981020","","01","영업/정상","13","영업중","","","","","051-758-9110","","613828","부산광역시 수영구 민락동 163-1","부산광역시 수영구 광남로 224 (민락동)","48286","메디팜 정은주 약국","20111130102146","I","2018-08-31 23:59:59.0","","393395.034853961","186453.296224472","0","19981020",
"4127","약국","01_01_06_P","3380000","PHMD120003380023084000002","20000406","","01","영업/정상","13","영업중","","","","","051-758-4915","","613828","부산광역시 수영구 민락동 176-29","부산광역시 수영구 광안해변로277번길 3 (민락동)","48286","세종약국","20130717095552","I","2018-08-31 23:59:59.0","","393469.641387294","186162.120397291","0","20000406",
"4128","약국","01_01_06_P","3380000","PHMD120003380023084000004","20000807","","01","영업/정상","13","영업중","","","","","051-758-5791","","613806","부산광역시 수영구 광안4동 774-1","부산광역시 수영구 수영로 565 (광안동)","48261","이화 약국","20111130102036","I","2018-08-31 23:59:59.0","","392423.80290601","186167.460037516","0","20000807",
"4129","약국","01_01_06_P","3380000","PHMD120003380023084000005","20001228","","01","영업/정상","13","영업중","","","","","051-751-0035","","613806","부산광역시 수영구 광안4동 774-28","부산광역시 수영구 수영로 557 (광안동)","48261","모자약국","20111130101656","I","2018-08-31 23:59:59.0","","392405.288813145","186082.440015233","0","20001228",
"4130","약국","01_01_06_P","3380000","PHMD120013380023084000004","20011210","","01","영업/정상","13","영업중","","","","","051-621-0025","","613011","부산광역시 수영구 남천1동 28번지 22호","부산광역시 수영구 광남로 43 (남천동)","48314","세림약국","20111130100929","I","2018-08-31 23:59:59.0","","392351.007196545","185101.214467154","49.6","20011210",
"4131","약국","01_01_06_P","3380000","PHMD120033380023084000001","20030527","","01","영업/정상","13","영업중","","","","","051-752-5840","","613829","부산광역시 수영구 민락동 160-19","부산광역시 수영구 광남로 223 (민락동)","48276","늘푸른약국","20111130100356","I","2018-08-31 23:59:59.0","","393387.652183657","186493.078398053","34.32","20030527",
"4132","약국","01_01_06_P","3380000","PHMD120053380023084000001","20050218","","01","영업/정상","13","영업중","","","","","051-623-7673","","613815","부산광역시 수영구 남천동 40-2","부산광역시 수영구 수영로 491 (남천동)","48265","조은약국","20111130095534","I","2018-08-31 23:59:59.0","","392345.63493900000","185751.47300200000","99.55","20050218",
"4133","약국","01_01_06_P","3380000","PHMD120053380023084000002","20050404","","01","영업/정상","13","영업중","","","","","051-752-5223","","613810","부산광역시 수영구 광안3동 1038-4","부산광역시 수영구 연수로 378-2 (광안동)","48242","이화약국","20111130095347","I","2018-08-31 23:59:59.0","","392264.095891627","187672.731351902","29.37","20050404",
"4134","약국","01_01_06_P","3380000","PHMD120053380023084000003","20050620","","01","영업/정상","13","영업중","","","","","051-756-2631","","613803","부산광역시 수영구 광안2동 141-20","부산광역시 수영구 수영로 602-2 (광안동)","48294","정약국","20111130095152","I","2018-08-31 23:59:59.0","","392528.024518836","186518.721167624","13.52","20050620",
"4135","약국","01_01_06_P","3380000","PHMD120063380023084000001","20060420","","01","영업/정상","13","영업중","","","","","051-752-5087","","613807","부산광역시 수영구 광안동 491-17","부산광역시 수영구 수영로 621 (광안동)","48253","명성 약국","20111129175750","I","2018-08-31 23:59:59.0","","392508.566628331","186721.274750235","61.5","20060420",
"4136","약국","01_01_06_P","3380000","PHMD120063380023084000003","20060427","","01","영업/정상","13","영업중","","","","","051-755-3070","","613807","부산광역시 수영구 광안동 491번지 17호","부산광역시 수영구 수영로 621, 1-1,1-2호 (광안동, 부광상가)","48253","메디칼약국","20150706172758","I","2018-08-31 23:59:59.0","","392508.566628331","186721.274750235","97.97","20060427",
"4137","약국","01_01_06_P","3380000","PHMD120183380023084000005","20180903","","01","영업/정상","13","영업중","","","","","051-754-4997","","","부산광역시 수영구 망미동 442번지 10호 메디플러스","부산광역시 수영구 과정로41번길 20, 메디플러스 102호 (망미동)","48210","41번길약국","20181001083010","U","2018-10-03 02:35:27.0","","391830.420678364","188250.564689593","84","20180903",
"4138","약국","01_01_06_P","3380000","PHMD120203380023084000001","20200403","","01","영업/정상","13","영업중","","","","","051-753-7503","","","부산광역시 수영구 광안동 50번지 5호","부산광역시 수영구 수영로 710, 1층 (광안동)","48266","베스트약국","20200403104818","I","2020-04-05 00:23:35.0","","392811.150522085","187442.584474657","116.04","20200403",
"4139","약국","01_01_06_P","3380000","PHMD120203380023084000002","20200427","","01","영업/정상","13","영업중","","","","","051-757-5301","","","부산광역시 수영구 민락동 782번지 e편한세상 오션테라스 4단지 근린생활시설동 105호","부산광역시 수영구 광안해변로326번길 31, 근린생활시설동 105호 (민락동, e편한세상 오션테라스 4단지)","48281","오션약국","20200427082628","I","2020-04-29 00:23:20.0","","","","38.13","20200427",
"4140","약국","01_01_06_P","3380000","PHMD120213380023084000007","20211001","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 광안동 337-7 센터럴타워","부산광역시 수영구 수영로 517, 센터럴타워 1층 (광안동)","48264","광안리약국","20211001102535","I","2021-10-03 00:22:47.0","","392321.233633382","185701.589782511","65.6","20211001",
"4141","약국","01_01_06_P","3380000","PHMD120203380023084000003","20200702","","01","영업/정상","13","영업중","","","","","051-752-1027","","","부산광역시 수영구 망미동 412-20","부산광역시 수영구 과정로 60, 1층 (망미동)","48218","자연약국","20211116102301","U","2021-11-18 02:40:00.0","","391923.004551518","188425.148293889","52.8","20200702",
"4142","약국","01_01_06_P","3380000","PHMD120203380023084000005","20200727","","01","영업/정상","13","영업중","","","","","051-612-8849","","","부산광역시 수영구 남천동 69-5","부산광역시 수영구 수영로 423, 1층 (남천동)","48316","은혜약국","20200727125512","I","2020-07-29 00:23:15.0","","392138.805530864","184785.748209832","90.28","20200727",
"4143","약국","01_01_06_P","3380000","PHMD120213380023084000006","20210913","","01","영업/정상","13","영업중","","","","","051-622-0407","","","부산광역시 수영구 남천동 36-16","부산광역시 수영구 수영로 486, 1층 (남천동)","48314","광안센터약국","20210908104328","I","2021-09-10 00:22:49.0","","392311.120727277","185360.714044029","125.5","20210913",
"4144","약국","01_01_06_P","3380000","PHMD120213380023084000004","20210802","","01","영업/정상","13","영업중","","","","","051-753-3825","","","부산광역시 수영구 민락동 192-5","부산광역시 수영구 민락로6번길 31, 1층 (민락동)","48286","우리약국","20210729105747","I","2021-07-31 00:22:51.0","","393467.491128956","186254.817318096","50.12","20210802",
"4145","약국","01_01_06_P","3380000","PHMD120213380023084000003","20210524","","01","영업/정상","13","영업중","","","","","051-624-3120","","","부산광역시 수영구 남천동 556-28","부산광역시 수영구 황령대로489번길 24, 1층 (남천동)","48313","다정한약국","20210524160408","I","2021-05-26 00:22:56.0","","392098.131099883","184250.900768881","42.9","20210524",
"4146","약국","01_01_06_P","3380000","PHMD120183380023084000006","20180917","","01","영업/정상","13","영업중","","","","","051-623-7988","","","부산광역시 수영구 남천동 78번지 도시철도 금련산역","부산광역시 수영구 수영로 지하 482, 도시철도 금련산역 2~3호 (남천동)","48314","금련산지하철약국","20200310160122","U","2020-03-12 02:40:00.0","","392192.533536373","184947.713983935","60","20180917",
"4147","약국","01_01_06_P","3380000","PHMD120203380023084000006","20200925","","01","영업/정상","13","영업중","","","","","051-752-4200","","","부산광역시 수영구 광안동 1077-10 101호","부산광역시 수영구 수영로 675, 101호 (광안동)","48243","큐비약국","20200925103609","I","2020-09-27 00:23:11.0","","392580.6009106","187240.115750513","111.63","20200925",
"4148","약국","01_01_06_P","3380000","PHMD120213380023084000002","20210302","","01","영업/정상","13","영업중","","","","","051-752-5225","","","부산광역시 수영구 광안동 596-10","부산광역시 수영구 수영로611번길 7, 1층 (광안동)","48254","희망오륙도약국","20210302103830","I","2021-03-04 00:23:00.0","","392471.851884932","186626.7203706","102","20210302",
"4149","약국","01_01_06_P","3380000","PHMD120183380023084000007","20181011","","01","영업/정상","13","영업중","","","","","051-517-6373","","","부산광역시 수영구 광안동 491번지 17호 부광","부산광역시 수영구 수영로 621, 1-1호 (광안동, 부광)","48253","하나약국","20190808114816","U","2019-08-10 02:40:00.0","","392508.566628331","186721.274750235","62.35","20181011",
"4150","약국","01_01_06_P","3380000","PHMD120223380023084000007","20220701","","01","영업/정상","13","영업중","","","","","051-621-8383","","","부산광역시 수영구 남천동 24-6","부산광역시 수영구 수영로388번길 6, 1층 (남천동)","48311","튼튼온누리약국","20220630141832","I","2022-07-02 00:22:30.0","","391981.073199667","184458.231736086","62.5","20220701",
"4151","약국","01_01_06_P","3380000","PHMD120183380023084000009","20181231","","01","영업/정상","13","영업중","","","","","051-759-7755","","","부산광역시 수영구 광안동 1077번지 12호","부산광역시 수영구 수영로 671, 1층 (광안동)","48243","더나은약국","20181231092848","I","2019-01-02 02:20:35.0","","392578.645173387","187222.21953537","84.26","20181231",
"4152","약국","01_01_06_P","3380000","PHMD120213380023084000001","20210111","","01","영업/정상","13","영업중","","","","","051-626-7200","","","부산광역시 수영구 남천동 307 한나빌딩","부산광역시 수영구 황령대로 483, 한나빌딩 (남천동)","48312","하늘약국","20210111104843","I","2021-01-13 00:23:04.0","","391971.605393044","184225.666704524","89.98","20210111",
"4153","약국","01_01_06_P","3380000","PHMD120223380023084000004","20220502","","01","영업/정상","13","영업중","","","","","051-759-5637","","","부산광역시 수영구 수영동 502-6 르네상스빌딩","부산광역시 수영구 수영로741번길 29, 르네상스빌딩 1층 (수영동)","48223","현대약국","20220502153440","I","2022-05-04 00:22:32.0","","393150.784888113","187645.975557831","80","20220502",
"4154","약국","01_01_06_P","3380000","PHMD120223380023084000006","20220601","","01","영업/정상","13","영업중","","","","","051-917-4516","","","부산광역시 수영구 망미동 810-29","부산광역시 수영구 망미로22번길 54(망미동)","48234","새자하연약국","20220607171614","U","2022-06-09 02:40:00.0","","391408.721861575","187777.914075487","66.1","20220601",
"4155","약국","01_01_06_P","3380000","PHMD120223380023084000005","20220517","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 남천동 148-9 비치아파트 에이상가","부산광역시 수영구 광안해변로 95, 비치아파트 에이상가 105호 (남천동)","48305","새봄약국","20220517171230","I","2022-05-19 00:22:31.0","","392627.19590062","184797.598247648","37.5","20220517",
"4156","약국","01_01_06_P","3390000","PHMD120203390023084000007","20201019","","02","휴업","02","휴업","","20210826","20220825","","051-913-1141","","","부산광역시 사상구 덕포동 388-11","부산광역시 사상구 사상로342번길 9, 2층 (덕포동)","46945","보리수약국","20210827133743","U","2021-08-29 02:40:00.0","","380757.538398987","188025.251246101","157","20201019",
"4157","약국","01_01_06_P","3390000","PHMD120193390023084000003","20190607","","03","폐업","03","폐업","20210201","","","","051-327-6585","","","부산광역시 사상구 학장동 610번지 9호 남산빌딩","부산광역시 사상구 대동로 143, 2층 (학장동)","47050","화신온누리약국","20210201093314","U","2021-02-03 02:40:00.0","","380629.544494772","184192.516389709","103","20190607",
"4158","약국","01_01_06_P","3390000","PHMD120123390023084000007","20121116","","03","폐업","03","폐업","20150903","","","","311-3990","","617791","부산광역시 사상구 주례2동 239번지 한일유엔아이아파트상가 101호","부산광역시 사상구 백양대로 372-19 (주례동, 한일유앤아이아파트상가 101호)","46997","큰보람약국","20150903111053","I","2018-08-31 23:59:59.0","","383066.816436097","185716.547813235","26.8","20121116",
"4159","약국","01_01_06_P","3390000","PHMD120113390023084000004","20110308","","03","폐업","03","폐업","20111219","","","","313-3529","","617050","부산광역시 사상구 감전동 130번지 14호 1층 일부","부산광역시 사상구 새벽로 165 (감전동)","617803","편안한약국","20140107175426","I","2018-08-31 23:59:59.0","","380614.435976511","185890.955662156","43","20110308",
"4160","약국","01_01_06_P","3390000","PHMD120113390023084000005","20110523","","03","폐업","03","폐업","20120402","","","","324-0051","","617050","부산광역시 사상구 감전동 130번지 60호","부산광역시 사상구 새벽로 165-1 (감전동)","617050","보민당약국","20120402132041","I","2018-08-31 23:59:59.0","","380630.316587986","185891.788843191","51.03","20110523",
"4161","약국","01_01_06_P","3390000","PHMD120113390023084000007","20110603","","03","폐업","03","폐업","20120125","","","","316-9009","","617060","부산광역시 사상구 괘법동 558번지 17호","부산광역시 사상구 새벽로 230 (괘법동)","617060","메디팜가까운약국","20120125094106","I","2018-08-31 23:59:59.0","","380746.539422295","186513.365137457","87","20110603",
"4162","약국","01_01_06_P","3390000","PHMD120113390023084000008","20110816","","03","폐업","03","폐업","20191227","","","","303-7582","","","","부산광역시 사상구 삼덕로46번길 51 (덕포동, 백세한약국)","46950","백세한약국","20191227102434","U","2019-12-29 02:40:00.0","","380456.914224216","187651.738211956","65","20110816",
"4163","약국","01_01_06_P","3390000","PHMD120113390023084000009","20110927","","03","폐업","03","폐업","20121204","","","","327-8395","","617050","부산광역시 사상구 감전동 131번지 1호 1층 일부","부산광역시 사상구 새벽로 166, 1층 (감전동)","617050","감전우리들약국","20121204124551","I","2018-08-31 23:59:59.0","","380661.915845368","185880.385762361","49.5","20110927",
"4164","약국","01_01_06_P","3390000","PHMD120113390023084000010","20111024","","03","폐업","03","폐업","20161128","","","","0513152663","","617050","부산광역시 사상구 감전동 143번지 1호 1층 109호","부산광역시 사상구 새벽시장로 70, 1층 109호 (감전동)","46988","제일약국","20161128105011","I","2018-08-31 23:59:59.0","","380471.783364948","185757.3372725","109.09","20111024",
"4165","약국","01_01_06_P","3390000","PHMD120113390023084000011","20111114","","03","폐업","03","폐업","20140227","","","","315-3904","","617030","부산광역시 사상구 엄궁동 618번지 23호","부산광역시 사상구 엄궁북로 2 (엄궁동)","617030","고은약국","20140226165445","I","2018-08-31 23:59:59.0","","379546.428210521","182854.31610367","59.4","20111114",
"4166","약국","01_01_06_P","3390000","PHMD120113390023084000012","20111221","","03","폐업","03","폐업","20130218","","","","319-9230","","617725","부산광역시 사상구 괘법동 529번지 1호","부산광역시 사상구 광장로 7 (괘법동, 홈플러스 지하1층)","617725","동보약국","20130218162843","I","2018-08-31 23:59:59.0","","380128.339808636","186803.363627811","23.4","20111221",
"4167","약국","01_01_06_P","3390000","PHMD120123390023084000001","20120116","","03","폐업","03","폐업","20150319","","","","321-0218","","617846","부산광역시 사상구 학장동 585번지 43호","부산광역시 사상구 대동로 107 (학장동)","617846","열린약국","20150319163819","I","2018-08-31 23:59:59.0","","380311.758895532","183999.173039763","56.1","20120116",
"4168","약국","01_01_06_P","3390000","PHMD120123390023084000002","20120125","","03","폐업","03","폐업","20120809","","","","316-9009","","617809","부산광역시 사상구 괘법동 558번지 17호","부산광역시 사상구 새벽로 230 (괘법동)","617809","메디팜가까운약국","20120809175400","I","2018-08-31 23:59:59.0","","380746.539422295","186513.365137457","108.94","20120125",
"4169","약국","01_01_06_P","3390000","PHMD120123390023084000004","20120402","","03","폐업","03","폐업","20121217","","","","070-7622-4554","","617050","부산광역시 사상구 감전동 130번지 60호","부산광역시 사상구 새벽로 165-1 (감전동)","617802","보민당약국","20121217101500","I","2018-08-31 23:59:59.0","","380630.316587986","185891.788843191","51.03","20120402",
"4170","약국","01_01_06_P","3390000","PHMD120123390023084000006","20120810","","03","폐업","03","폐업","20161229","","","","325-1698","","617836","부산광역시 사상구 주례동 315번지 4호","부산광역시 사상구 양지로 24 (주례동)","46994","솔약국","20161229112019","I","2018-08-31 23:59:59.0","","382529.496863398","185697.166366272","56.1","20120810",
"4171","약국","01_01_06_P","3390000","PHMD120123390023084000008","20121214","","03","폐업","03","폐업","20130731","","","","313-5257","","617010","부산광역시 사상구 주례동 316번지 대성아파트상가 2동 118호","부산광역시 사상구 양지로 3 (주례동)","617836","수약국","20140114154537","I","2018-08-31 23:59:59.0","","382576.638220805","185619.363552251","24.79","20121214",
"4172","약국","01_01_06_P","3390000","PHMD120123390023084000009","20121217","","03","폐업","03","폐업","20171031","","","","070-7622-4554","","617802","부산광역시 사상구 감전동 130번지 60호","부산광역시 사상구 새벽로 165-1 (감전동)","46980","보민당약국","20171031111250","I","2018-08-31 23:59:59.0","","380630.316587986","185891.788843191","51.03","20121217",
"4173","약국","01_01_06_P","3390000","PHMD120133390023084000001","20130321","","03","폐업","03","폐업","20180625","","","","051-311-1311","","617020","부산광역시 사상구 학장동 574번지 5호","부산광역시 사상구 대동로 137 (학장동)","47050","늘푸른약국","20180625130843","I","2018-08-31 23:59:59.0","","380574.514512966","184161.086723662","52.8","20130321",
"4174","약국","01_01_06_P","3390000","PHMD120133390023084000002","20130403","","03","폐업","03","폐업","20220602","","","","051-317-0997","","617050","부산광역시 사상구 감전동 131번지 1호","부산광역시 사상구 새벽로 166 (감전동)","46981","우리약국","20220602140145","U","2022-06-04 02:40:00.0","","380661.915845368","185880.385762361","82.5","20130403",
"4175","약국","01_01_06_P","3390000","PHMD120133390023084000003","20130626","","03","폐업","03","폐업","20131202","","","","312-3581","","617808","부산광역시 사상구 괘법동 525번지 17호","부산광역시 사상구 사상로 231, 1층 (괘법동)","617808","사상우리약국","20131202163207","I","2018-08-31 23:59:59.0","","380568.733977281","186954.314865643","17.8","20130626",
"4176","약국","01_01_06_P","3390000","PHMD120133390023084000004","20130701","","03","폐업","03","폐업","20200313","","","","314-7770","","617838","부산광역시 사상구 주례동 1162번지 11호","부산광역시 사상구 가야대로 272 (주례동)","47012","주례약국","20200313095841","U","2020-03-15 02:40:00.0","","382389.307427364","185263.752714717","133.4","20130701",
"4177","약국","01_01_06_P","3390000","PHMD120133390023084000005","20130701","","03","폐업","03","폐업","20140421","","","","317-7985","","617081","부산광역시 사상구 모라1동 1347번지 2호","부산광역시 사상구 백양대로 945 (모라동)","617818","동산약국","20140421110504","I","2018-08-31 23:59:59.0","","381316.120888117","189749.116689165","60.54","20130701",
"4178","약국","01_01_06_P","3390000","PHMD120143390023084000002","20140204","","03","폐업","03","폐업","20140901","","","","322-7871","","617838","부산광역시 사상구 주례동 506번지","부산광역시 사상구 가야대로 288, 창조센츄리상가동 2층 207-1호 (주례동)","617838","드림약국","20140901115959","I","2018-08-31 23:59:59.0","","382556.905339833","185265.260383209","27","20140204",
"4179","약국","01_01_06_P","3390000","PHMD120143390023084000004","20140324","","03","폐업","03","폐업","20180330","","","","051-325-3636","","617838","부산광역시 사상구 주례동 1162번지 170호","부산광역시 사상구 가야대로 278-2 (주례동)","47012","부경약국","20180330170703","I","2018-08-31 23:59:59.0","","382460.486665208","185286.412835526","68","20140324",
"4180","약국","01_01_06_P","3390000","PHMD120143390023084000007","20140829","","03","폐업","03","폐업","20150819","","","","051-322-2310","","617828","부산광역시 사상구 엄궁동 11번지 23호","부산광역시 사상구 대동로 46, 1층 (엄궁동)","47035","미소약국","20150819125534","I","2018-08-31 23:59:59.0","","379922.163739551","183515.272580179","49.5","20140829",
"4181","약국","01_01_06_P","3390000","PHMD120183390023084000001","20180205","","03","폐업","03","폐업","20181130","","","","051-325-3119","","","부산광역시 사상구 주례동 1162번지 17호","부산광역시 사상구 가야대로 276, 엠스퀘어 메디컬센터 101호 (주례동)","47012","스마트약국","20181130093645","U","2018-12-02 02:40:00.0","","382431.851489011","185266.269678965","58","20180205",
"4182","약국","01_01_06_P","3390000","PHMD120143390023084000008","20140901","","03","폐업","03","폐업","20161201","","","","322-7871","","617838","부산광역시 사상구 주례동 506번지","부산광역시 사상구 가야대로 288 (주례동, 창조센츄리상가2층 207-1호)","47013","드림약국","20161201101939","I","2018-08-31 23:59:59.0","","382556.905339833","185265.260383209","27","20140901",
"4183","약국","01_01_06_P","3390000","PHMD120143390023084000009","20140917","","03","폐업","03","폐업","20151230","","","","051-316-5008","","","","부산광역시 사상구 대동로 95, 일부 1층 (학장동)","47050","홀마트약국","20151230163744","I","2018-08-31 23:59:59.0","","380187.188805154","183935.965594744","28.26","20140917",
"4184","약국","01_01_06_P","3390000","PHMD120143390023084000010","20140930","","03","폐업","03","폐업","20161209","","","","051-321-2042","","617800","부산광역시 사상구 감전동 120번지 45호","부산광역시 사상구 새벽로168번길 51 (감전동)","46981","로뎀약국","20161209095226","I","2018-08-31 23:59:59.0","","380910.622967369","185859.940951866","33","20140930",
"4185","약국","01_01_06_P","3390000","PHMD120143390023084000012","20141124","","03","폐업","03","폐업","20180513","","","","051-311-3413","","617806","부산광역시 사상구 괘법동 821번지 4호 102호호","부산광역시 사상구 사상로 246, 102호 (괘법동)","46964","열린약국","20180514133243","I","2018-08-31 23:59:59.0","","380563.791847255","187085.86512914","61.63","20141124",
"4186","약국","01_01_06_P","3390000","PHMD120143390023084000013","20141201","","03","폐업","03","폐업","20160222","","","","051-322-8210","","617030","부산광역시 사상구 엄궁동 678번지 4호","부산광역시 사상구 엄궁로 91 (엄궁동)","47043","비타민약국","20160222093926","I","2018-08-31 23:59:59.0","","379964.558892079","182376.59129808","99","20141201",
"4187","약국","01_01_06_P","3390000","PHMD120143390023084000014","20141215","","03","폐업","03","폐업","20151116","","","","051-316-8581","","617011","부산광역시 사상구 주례동 693번지 17호","부산광역시 사상구 사상로 3 (주례동)","47001","행복약국","20151116114225","I","2018-08-31 23:59:59.0","","382108.136878474","185310.707571231","44","20141215",
"4188","약국","01_01_06_P","3390000","PHMD120153390023084000002","20150413","","03","폐업","03","폐업","20160329","","","","051-312-6288","","617725","부산광역시 사상구 괘법동 529번지 1호","부산광역시 사상구 광장로 7 (괘법동, 홈플러스 지하1층)","46970","유일약국","20160329160140","I","2018-08-31 23:59:59.0","","380128.339808636","186803.363627811","33","20150413",
"4189","약국","01_01_06_P","3390000","PHMD120153390023084000003","20150422","","03","폐업","03","폐업","20160630","","","","051-531-8216","","","","부산광역시 사상구 낙동대로 770 (엄궁동)","47039","예담한약국","20160630123757","I","2018-08-31 23:59:59.0","","379597.860120875","182920.435621772","35.1","20150422",
