"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","사무실면적","소독차량차고면적","초미립자살포기수","휴대용소독기수","동력분무기수","수동식분무기수","방독면수","보호안경수","보호용의복수","진공청소기수",
"910","소독업","09_30_11_P","3380000","PHMB520193380023042500001","20190304","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 남천동 556번지 23호","부산광역시 수영구 황령대로 493, 4층 (남천동)","48313","주)로하스인터내셔날","20200325164630","U","2020-03-27 02:40:00.0","","392046.813375007","184163.159613569","","9.9","1","2","0","3","5","5","5","1",
"911","소독업","09_30_11_P","3380000","PHMB520193380023042500002","20150423","","01","영업/정상","13","영업중","","","","","051-745-9129","","","부산광역시 수영구 망미동 802번지 35호","부산광역시 수영구 연수로 320-1, 2층 (망미동)","48236","(주)코리아잡앤잡","20190423085133","I","2019-04-25 02:20:42.0","","391752.809449437","187901.783112175","97.74","4.26","1","2","0","3","5","5","5","2",
"912","소독업","09_30_11_P","3380000","PHMB520193380023042500003","20190502","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 망미동 212번지 40호","부산광역시 수영구 구락로 74, 지하1층 (망미동)","48215","함께클린업협동조합","20200309201658","U","2020-03-11 02:40:00.0","","392805.052493808","188107.914091716","28.4","1.6","2","2","1","3","5","5","5","1",
"913","소독업","09_30_11_P","3380000","PHMB520193380023042500004","20190510","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 수영동 518번지 알파오피스텔","부산광역시 수영구 수영로 759, 알파오피스텔 103호 (수영동)","48222","부산클린원(주)","20200309140818","U","2020-03-11 02:40:00.0","","393284.046237794","187432.534573096","25.2","4.4","1","2","0","3","5","5","5","2",
"914","소독업","09_30_11_P","3380000","PHMB520193380023042500005","20190802","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 광안동 89번지 13호 화목오피스텔","부산광역시 수영구 수영로 668, 화목오피스텔 1213호 (광안동)","48267","그린 F5 부산수영본부","20200325165320","U","2020-03-27 02:40:00.0","","392635.637555849","187172.4033403","20.81","1.89","1","2","0","5","10","10","5","1",
"915","소독업","09_30_11_P","3380000","PHMB520163380023042500004","20161229","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 수영구 연수로263번길 12-28 (망미동)","48208","대한방역 다자바","20201029111456","U","2020-10-31 02:40:00.0","","391268.133886596","188068.081867318","","","2","2","0","5","5","5","5","2",
"916","소독업","09_30_11_P","3380000","PHMB520203380023042500001","20200129","","01","영업/정상","13","영업중","","","","","051-752-7728","","","부산광역시 수영구 망미동 212번지 40호","부산광역시 수영구 구락로 74, 지하층 (망미동)","48215","주식회사 지랜드","20200308162025","U","2020-03-10 02:40:00.0","","392805.052493808","188107.914091716","53.81","2.13","3","2","0","3","5","5","5","1",
"917","소독업","09_30_11_P","3380000","PHMB520183380023042500003","20180726","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 망미동 799-29","부산광역시 수영구 망미로 7, 2층 201호 (망미동)","48236","모아","20220217170449","U","2022-02-19 02:40:00.0","","391718.069386952","187851.460214022","56.2","9.9","1","2","0","3","5","5","5","2",
"918","소독업","09_30_11_P","3380000","PHMB520203380023042500004","20200709","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 수영구 망미번영로 15 (광안동)","48240","대청소","20200709142115","I","2020-07-11 00:23:16.0","","391973.699206475","187587.376266631","","","1","2","0","3","5","5","5","1",
"919","소독업","09_30_11_P","3380000","PHMB520203380023042500003","20200625","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 남천동 8-4","부산광역시 수영구 남천동로9번길 61, 501호 (남천동)","48307","코끼리환경산업주식회사","20210324175514","U","2021-03-26 02:40:00.0","","392340.267345052","184944.464984202","42","10","1","2","0","3","5","5","5","3",
"920","소독업","09_30_11_P","3380000","PHMB520203380023042500005","20200825","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 수영구 과정로 20, 2층 (망미동)","48219","주식회사 초록빛","20200825130129","I","2020-08-27 00:23:13.0","","392029.21938097","188050.992314905","21.35","4.81","1","2","0","3","5","5","5","2",
"921","소독업","09_30_11_P","3380000","PHMB520043380023042500002","20040427","","01","영업/정상","13","영업중","","","","","","","613825","부산광역시 수영구 망미동 805번지 2호","부산광역시 수영구 연수로296번길 13 (망미동)","48235","페스텍","20201229104657","U","2020-12-31 02:40:00.0","","391501.660274989","187915.694457137","21.42","11.56","1","2","1","5","5","5","5","1",
"922","소독업","09_30_11_P","3380000","PHMB520043380023042500003","20040608","","01","영업/정상","13","영업중","","","","","759-5441","","613819","부산광역시 수영구 남천1동 556번지 17호 대성상가 205호","부산광역시 수영구 황령대로489번길 14, 205호 (남천동, 대성상가)","48313","대한방역공사","20210102174014","U","2021-01-05 02:40:00.0","","392071.315841355","184207.759360299","24.5","9","1","2","1","5","5","5","5","1",
"923","소독업","09_30_11_P","3380000","PHMB520093380023042500001","20090326","","01","영업/정상","13","영업중","","","","","051-334-5902","","","부산광역시 수영구 망미동 831번지 11호","부산광역시 수영구 연수로 267, 3층 (망미동)","48208","주식회사 우림종합관리","20200420103113","U","2020-04-22 02:40:00.0","","391249.919816658","188037.700571711","171.4","22.3","1","2","1","5","5","5","5","1",
"924","소독업","09_30_11_P","3380000","PHMB520183380023042500001","20190211","","01","영업/정상","13","영업중","","","","","051-752-7858","","","","부산광역시 수영구 수영로475번길 31, 국제우편물류센터 2층 201호 (남천동)","48265","주)엔에스나무병원","20200302095611","U","2020-03-04 02:40:00.0","","392101.562001218","185292.555765069","16.04","16","1","2","1","3","5","10","10","1",
"925","소독업","09_30_11_P","3380000","PHMB520073380023042500001","20070215","","01","영업/정상","13","영업중","","","","","051-757-1550","","","부산광역시 수영구 수영동 451번지 15호","부산광역시 수영구 연수로 393, 2층 (수영동)","48232","(주)조아시스템","20201224145647","U","2020-12-26 02:40:00.0","","392403.892291294","187610.814081901","54","16","1","2","1","3","5","5","5","1",
"926","소독업","09_30_11_P","3380000","PHMB520103380023042500001","20100315","","01","영업/정상","13","영업중","","","","","","","613826","부산광역시 수영구 망미동 805번지 2호 6통 1반","부산광역시 수영구 연수로296번길 13 (망미동)","48235","부경방역","20210107111056","U","2021-01-09 02:40:00.0","","391501.660274989","187915.694457137","38.08","1.52","1","2","1","5","5","5","5","1",
"927","소독업","09_30_11_P","3380000","PHMB520153380023042500004","20150812","","01","영업/정상","13","영업중","","","","","751-9695","","","","부산광역시 수영구 무학로52번길 11 (광안동)","48292","영남통상","20201030165917","U","2020-11-01 02:40:00.0","","393062.587251762","186674.806255817","","","1","2","0","3","5","5","5","1",
"928","소독업","09_30_11_P","3380000","PHMB520103380023042500004","20100825","","01","영업/정상","13","영업중","","","","","051-753-8845","","613120","부산광역시 수영구 수영동 453번지 6호","부산광역시 수영구 망미번영로52번길 87-29, 포르투나빌딩동 2층 (수영동)","48232","미래환경","20210107112243","U","2021-01-09 02:40:00.0","","392505.86331687","187694.068539081","35","10","1","2","1","5","5","5","5","1",
"929","소독업","09_30_11_P","3380000","PHMB520113380023042500004","20110329","","01","영업/정상","13","영업중","","","","","070-7568-3839","","613824","부산광역시 수영구 망미1동 460번지 3호","부산광역시 수영구 망미배산로48번길 82 (망미동)","48205","씨엔씨","20201104144304","U","2020-11-06 02:40:00.0","","391549.928432391","188513.801316659","12.76","21.2","1","3","3","10","5","5","5","1",
"930","소독업","09_30_11_P","3380000","PHMB520113380023042500002","20110119","","01","영업/정상","13","영업중","","","","","751-1030","","613828","부산광역시 수영구 민락동 141번지 33호","부산광역시 수영구 감포로72번길 13 (민락동)","48271","하나클린케어","20210107182323","U","2021-01-09 02:40:00.0","","393038.245388454","187157.95508761","18","19","1","2","1","6","5","5","5","1",
"931","소독업","09_30_11_P","3380000","PHMB520143380023042500001","20140324","","01","영업/정상","13","영업중","","","","","627-7005","","","","부산광역시 수영구 광안해변로344번길 9-11 (민락동, 동남빌딩)","48280","(주)청명시스템","20201224151306","U","2020-12-26 02:40:00.0","","394134.385492286","186117.073678994","48.63","34.65","1","2","1","5","5","5","5","1",
"932","소독업","09_30_11_P","3380000","PHMB520153380023042500002","20150511","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 수영동 461-24","부산광역시 수영구 망미번영로52번길 17, 2층 (수영동)","48231","청소대장 깔끔이","20220329181718","U","2022-03-31 02:40:00.0","","392191.495668847","187846.429699689","82.5","6.6","5","2","0","10","10","10","10","10",
"933","소독업","09_30_11_P","3380000","PHMB520153380023042500003","20150601","","01","영업/정상","13","영업중","","","","","051-751-1990","","","부산광역시 수영구 광안동 127번지 19호","부산광역시 수영구 감포로 23, 신천빌딩 301호 (광안동)","48292","(주)비엠에스코리아","20181129175612","U","2018-12-01 02:40:00.0","","393097.230831747","186660.489390572","59","9.92","1","2","0","3","5","5","5","1",
"934","소독업","09_30_11_P","3380000","PHMB520163380023042500001","20160418","","01","영업/정상","13","영업중","","","","","051-626-0356","","48316","","부산광역시 수영구 수영로 421-1 (남천동)","48316","(주)엠에스에코솔루션","20201102103034","U","2020-11-04 02:40:00.0","","392128.255708793","184765.314836397","","","1","2","0","3","5","5","5","1",
"935","소독업","09_30_11_P","3380000","PHMB520163380023042500002","20160516","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 수영구 수영성로3번길 18 (수영동)","48227","코리아방역시스템","20200308160908","U","2020-03-10 02:40:00.0","","392995.286606462","187611.717818991","","","1","2","0","3","5","5","5","1",
"936","소독업","09_30_11_P","3380000","PHMB520163380023042500003","20161005","","01","영업/정상","13","영업중","","","","","051-761-6111","","","부산광역시 수영구 수영동 432번지 1호 수영협성르네상스타운상가","부산광역시 수영구 수영로741번길 80, 수영협성르네상스타운상가 2층 201호 (수영동)","48221","(주)씨엔에스나인","20201103131621","U","2020-11-05 02:40:00.0","","393195.01020429","187774.639105999","42.21","3.15","1","2","0","3","5","5","5","1",
"937","소독업","09_30_11_P","3380000","PHMB520183380023042500004","20180906","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 수영동 477번지 2호","부산광역시 수영구 수미로 44 (수영동)","48224","초이스크린","20180910175404","U","2018-09-10 23:59:59.0","","392653.292735506","188067.946325015","36.83","33.19","1","2","0","3","5","5","5","1",
"938","소독업","09_30_11_P","3380000","PHMB520203380023042500007","20200910","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 광안동 94-1 광안종합시장","부산광역시 수영구 무학로49번길 71, 광안종합시장 1층 4092-4,5호 (광안동)","48268","김집사클린","20200911091617","I","2020-09-13 00:23:23.0","","392920.028265861","187051.304248081","10.15","6.96","1","2","0","3","5","5","5","1",
"939","소독업","09_30_11_P","3380000","PHMB520203380023042500006","20200908","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 수영동 487-1","부산광역시 수영구 수미로 72, 2층 (수영동)","48220","청춘클린","20200909090407","I","2020-09-11 00:23:12.0","","392931.387336061","188039.33818651","48.07","18.15","1","2","0","3","5","5","5","1",
"940","소독업","09_30_11_P","3380000","PHMB520203380023042500008","20201013","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 망미동 979-72 현대한누리타운","부산광역시 수영구 금련로43번길 26, 현대한누리타운 상가동 2층 210호 (망미동)","48239","그린크린","20201019105632","U","2020-10-21 02:40:00.0","","391072.828089698","187645.214259842","11.4","3.3","1","2","0","3","5","5","5","1",
"941","소독업","09_30_11_P","3380000","PHMB520213380023042500001","20210318","","01","영업/정상","13","영업중","","","","","051-627-9700","","","부산광역시 수영구 남천동 3-12","부산광역시 수영구 광남로 50, 3층 301호 (남천동)","48304","(주)광시스템","20220323142340","U","2022-03-25 02:40:00.0","","392423.96377237","185132.670388866","54","25.5","1","2","0","3","5","5","5","1",
"942","소독업","09_30_11_P","3380000","PHMB519843380023042500001","19841128","","01","영업/정상","13","영업중","","","","","757-6367","","613800","부산광역시 수영구 광안동 90번지 60호","부산광역시 수영구 수영로666번길 37 (광안동)","48267","협성방제","20201110150052","U","2020-11-12 02:40:00.0","","392789.46460253","187142.446300175","40.2","58.33","1","2","1","5","5","5","5","1",
"943","소독업","09_30_11_P","3380000","PHMB519863380023042500001","19860625","","01","영업/정상","13","영업중","","","","","751-7107","","613101","부산광역시 수영구 광안동 125번지 34호","부산광역시 수영구 수영로624번길 51 (광안동)","48291","고려환경","20201029171337","U","2020-10-31 02:40:00.0","","392861.674670203","186690.838548054","","","1","2","1","5","5","5","5","1",
"944","소독업","09_30_11_P","3380000","PHMB519953380023042500001","19950311","","01","영업/정상","13","영업중","","","","","758-4814","","613824","부산광역시 수영구 망미동 592번지 2호 고려방제","부산광역시 수영구 망미배산로42번길 24 (망미동, 고려방제)","48209","고려방제","20151202132832","I","2018-08-31 23:59:59.0","","391571.705270757","188241.521273737","7.54","15.1","1","2","1","5","5","5","5","1",
"945","소독업","09_30_11_P","3380000","PHMB520183380023042500005","20181127","","01","영업/정상","13","영업중","","","","","1644-9568","","","부산광역시 수영구 광안동 91번지 1호","부산광역시 수영구 수영로674번길 28, 2층 (광안동)","48267","한국방역센터","20181127155925","I","2018-11-29 02:20:02.0","","392819.009246334","187189.139424583","15.9","18.8","1","2","0","3","6","5","5","1",
"946","소독업","09_30_11_P","3380000","PHMB520203380023042500009","20201127","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 광안동 1072-7 영동빌딩","부산광역시 수영구 수영로 685, 영동빌딩 10층 (광안동)","48243","(주)맨파워코리아","20220622143356","U","2022-06-24 02:40:00.0","","392602.908454671","187333.993553626","270","41.8","1","2","0","3","5","5","5","1",
"947","소독업","09_30_11_P","3390000","PHMB520053390023042500004","20051012","","03","폐업","03","폐업","20120716","","","","051-328-6488","","617844","부산광역시 사상구 학장동 272번지 7호 2층","부산광역시 사상구 학감대로 181 (학장동)","617844","(주)금용환경엔지니어링","20120719091016","I","2018-08-31 23:59:59.0","","381087.362763505","184937.368874688","90.04","25.56","1","2","1","5","5","5","5","1",
"948","소독업","09_30_11_P","3390000","PHMB520203390023042500002","20200414","","03","폐업","03","폐업","20220103","","","","","","","부산광역시 사상구 덕포동 417번지 4호 로보테크","부산광역시 사상구 사상로319번길 20, B동 2층 (덕포동)","46948","라파 소독방역","20220103141303","U","2022-01-05 02:40:00.0","","380543.18629408","187833.372458837","32.2","6","2","2","0","3","6","7","5","1",
"949","소독업","09_30_11_P","3390000","PHMB519973390023042500001","19970319","","03","폐업","03","폐업","20090224","","","","323-9057","","617060","부산광역시 사상구 괘법동 550번지 5호","부산광역시 사상구 사상로170번길 24 (괘법동)","","정성방역공사","20090224145155","I","2018-08-31 23:59:59.0","","380990.785344344","186482.459728758","18.88","16.9","1","2","1","5","5","5","5","1",
"950","소독업","09_30_11_P","3390000","PHMB519903390023042500001","19900822","","03","폐업","03","폐업","20171101","","","","051-323-4603","","617810","부산광역시 사상구 덕포2동 765번지 3호","부산광역시 사상구 덕상로 69 (덕포동)","46939","대림방역공사","20171113120028","I","2018-08-31 23:59:59.0","","381143.674592908","188298.252030923","31.53","61.94","1","2","1","5","5","5","5","1",
"951","소독업","09_30_11_P","3390000","PHMB519933390023042500001","19930527","","03","폐업","03","폐업","20110101","","","","051-322-2608","","617833","부산광역시 사상구 주례2동 80번지 5호","부산광역시 사상구 진사로36번길 59 (주례동)","617833","효민방역공사","20130925175236","I","2018-08-31 23:59:59.0","","383410.965638913","184913.982826831","34.9","50.5","1","4","1","5","5","5","5","1",
"952","소독업","09_30_11_P","3390000","PHMB520033390023042500001","20030519","","03","폐업","03","폐업","20110526","","","","051-316-4546","","617837","부산광역시 사상구 주례1동 755번지 4층","부산광역시 사상구 가야대로 251 (주례동,4층)","","(주)진양종합관리","20110526151353","I","2018-08-31 23:59:59.0","","382171.119967569","185341.41560387","15.4","7.6","1","3","1","5","5","5","5","1",
"953","소독업","09_30_11_P","3390000","PHMB520033390023042500002","20030521","","03","폐업","03","폐업","20090528","","","","051-327-4752","","617836","부산광역시 사상구 주례1동 939번지  970-1번지","","","(주)범경시스템","20090528094344","I","2018-08-31 23:59:59.0","","382098.944844737","185685.453407102","23.52","14.7","1","2","1","5","5","5","5","1",
"954","소독업","09_30_11_P","3390000","PHMB520043390023042500001","20040227","","03","폐업","03","폐업","20101208","","","","051-303-0088","","617822","부산광역시 사상구 모라1동 783번지 1호","부산광역시 사상구 사상로 469 (모라동)","","(주)두레마을","20101208140817","I","2018-08-31 23:59:59.0","","380902.856384459","189285.320110942","50.16","16.17","1","2","1","5","5","5","5","1",
"955","소독업","09_30_11_P","3390000","PHMB520053390023042500003","20050516","","03","폐업","03","폐업","20120827","","","","051-321-2226","","617801","부산광역시 사상구 감전동 114번지 1호","부산광역시 사상구 사상로 138-8 (감전동)","617801","바퀴잡는 사람들","20130208100418","I","2018-08-31 23:59:59.0","","381131.326642193","186181.039194469","6.12","22.39","1","2","1","5","5","5","5","1",
"956","소독업","09_30_11_P","3390000","PHMB520063390023042500002","20060425","","03","폐업","03","폐업","20100528","","","","051-324-3913","","617721","부산광역시 사상구 감전동 산업용재유통상가 7동 248호","","","상가방역","20100528112148","I","2018-08-31 23:59:59.0","","","","57.8","19.35","1","2","1","5","5","5","5","1",
"957","소독업","09_30_11_P","3390000","PHMB520063390023042500003","20060628","","03","폐업","03","폐업","20130109","","","","051-418-9919","","617764","부산광역시 사상구 주례3동 530번지 5호 현대무지개상가 16호","부산광역시 사상구 주례로 93 (주례동)","617764","로취방역119","20130109171627","I","2018-08-31 23:59:59.0","","382696.80654055","184731.028529187","9.57","5.22","1","2","1","5","5","5","5","1",
"958","소독업","09_30_11_P","3390000","PHMB520133390023042500001","20130305","","03","폐업","03","폐업","20180306","","","","051-634-7677","","","","부산광역시 사상구 주례로 148, 에이동 2층 (주례동)","47016","(주)나눔행복","20180307130142","I","2018-08-31 23:59:59.0","","382201.868340987","184811.69988831","9.99","12.95","1","2","1","5","5","5","5","1",
"959","소독업","09_30_11_P","3390000","PHMB520133390023042500003","20130702","","03","폐업","03","폐업","20170209","","","","327-1999","","","","부산광역시 사상구 가야대로 395, 3층 (주례동)","47005","(주)한성종합관리","20170329152947","I","2018-08-31 23:59:59.0","","383618.434287997","185493.40631055","20","10","1","2","1","5","5","5","5","1",
"960","소독업","09_30_11_P","3390000","PHMB520133390023042500004","20130726","","03","폐업","03","폐업","20140403","","","","051-313-5769","","617721","부산광역시 사상구 감전동 152번지 2호","부산광역시 사상구  새벽로  131 (감전동)","617050","지앤케이(G&K)","20140403155437","I","2018-08-31 23:59:59.0","","380482.767624189","185582.274947583","14.75","14.75","1","2","1","5","5","5","5","1",
"961","소독업","09_30_11_P","3390000","PHMB520133390023042500005","20130812","","03","폐업","03","폐업","20180222","","","","323-0733","","617721","부산광역시 사상구 감전동 산업용재유통상가 2동 337호","부산광역시 사상구 새벽로 131, 2동 337호 (감전동)","46988","(주)지이네트웍스","20180222114111","I","2018-08-31 23:59:59.0","","380482.767624189","185582.274947583","11","3.55","1","2","1","5","5","5","5","1",
"962","소독업","09_30_11_P","3390000","PHMB520133390023042500006","20131010","","03","폐업","03","폐업","20150518","","","","313-3122","","617010","부산광역시 사상구 주례동 55번지 139호 경동윈츠빌 110호","부산광역시 사상구 냉정로 120, 110호 (주례동, 경동윈츠빌)","617833","이젠하나로시스템","20150518180352","I","2018-08-31 23:59:59.0","","383394.643145604","185210.631075375","66.3","5.85","1","2","1","5","5","5","5","1",
"963","소독업","09_30_11_P","3390000","PHMB520143390023042500001","20140530","","03","폐업","03","폐업","20160315","","","","","","617070","부산광역시 사상구 삼락동 416번지 18호","부산광역시 사상구 낙동대로 1234 (삼락동)","46912","월드크린피아","20160404181034","I","2018-08-31 23:59:59.0","","380053.983366767","187471.159159337","25","25","1","2","2","5","5","5","5","2",
"964","소독업","09_30_11_P","3390000","PHMB520143390023042500003","20140813","","03","폐업","03","폐업","20190208","","","","205-4040","","617763","부산광역시 사상구 주례동","부산광역시 사상구 가야대로284번길 2, 18동 3층 1호 (주례동, 주례럭키@)","47015","(주)아이가드","20190208112634","U","2019-02-10 02:40:00.0","","382436.349123865","185118.910557747","56.1","6.6","1","2","1","5","10","7","5","1",
"965","소독업","09_30_11_P","3390000","PHMB520153390023042500001","20150225","","03","폐업","03","폐업","20220329","","","","","","617810","부산광역시 사상구 덕포동 762번지","부산광역시 사상구 백양대로804번길 13, 111동 3층 303호 (덕포동, 부원파크타운상가)","46938","어썸스카이쉴드 방역클리닉 4센터","20220329133325","U","2022-03-31 02:40:00.0","","381235.603033073","188561.617705825","62.7","10","1","2","0","3","5","5","9","1",
"966","소독업","09_30_11_P","3390000","PHMB520153390023042500002","20150714","","03","폐업","03","폐업","20171101","","","","","","617050","부산광역시 사상구 감전동 116번지 7호","부산광역시 사상구 괘감로 131 (감전동, 삼주O/T 301호,401호)","46982","KEDC한국방제방역공사","20171113120352","I","2018-08-31 23:59:59.0","","381144.366063273","185965.49006812","76","6","3","2","1","5","5","5","5","1",
"967","소독업","09_30_11_P","3390000","PHMB520103390023042500001","20100412","","03","폐업","03","폐업","20141028","","","","","","617846","부산광역시 사상구 학장동 826번지 26호","부산광역시 사상구 학장로 203 (학장동)","617846","삼원메디케어","20141230134945","I","2018-08-31 23:59:59.0","","381166.23088096","184577.705500931","100.8","13.8","1","2","1","5","5","5","5","1",
"968","소독업","09_30_11_P","3390000","PHMB520113390023042500001","20110221","","03","폐업","03","폐업","20120418","","","","051-634-7677","","617751","부산광역시 사상구 모라3동 552번지 모라주공1단지 나상가 207호","부산광역시 사상구 모라로110번길 85 (모라동)","617817","(주)일해 시너지","20120418175509","I","2018-08-31 23:59:59.0","","381779.166455538","189006.404394703","15.75","10.5","1","2","1","5","5","5","5","1",
"969","소독업","09_30_11_P","3390000","PHMB520113390023042500002","20110725","","03","폐업","03","폐업","20120712","","","","","","617837","부산광역시 사상구 주례1동 781번지 8호 2층","부산광역시 사상구 사상로 8 (주례동)","617837","(주)병운에프씨","20120719091104","I","2018-08-31 23:59:59.0","","382092.596088042","185366.715503112","","","1","2","1","6","5","5","5","1",
"970","소독업","09_30_11_P","3390000","PHMB520183390023042500001","20180312","","03","폐업","03","폐업","20181112","","","","","","","부산광역시 사상구 감전동 123번지 46호 중일용접기기","부산광역시 사상구 괘감로 56-14, 중일용접기기 2층 (감전동)","46979","클린스쿨","20190111091317","U","2019-01-13 02:40:00.0","","380390.095287119","186063.274035482","72.6","11.14","1","2","0","3","5","5","5","1",
"971","소독업","09_30_11_P","3390000","PHMB520163390023042500003","20160527","","03","폐업","03","폐업","20170704","","","","","","","부산광역시 사상구 괘법동 253번지 52호","부산광역시 사상구 사상로250번길 51-5, 1층 (괘법동)","46966","성조환경","20170704142352","I","2018-08-31 23:59:59.0","","380785.144766159","187137.432871159","13.2","13.2","1","2","0","3","5","5","5","1",
"972","소독업","09_30_11_P","3390000","PHMB520083390023042500001","20081223","","03","폐업","03","폐업","20101208","","","","311-1517","","617807","부산광역시 사상구 괘법동 556번지 6호 지하1 층","부산광역시 사상구 사상로181번길 45 (괘법동)","617807","(주)맥산","20111101105423","I","2018-08-31 23:59:59.0","","380836.671042936","186258.966474063","10","6","1","2","1","5","5","5","5","1",
"973","소독업","09_30_11_P","3390000","PHMB520193390023042500001","20190116","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 감전동 152번지 2호 부산산업용재유통상가","부산광역시 사상구 새벽로 131, 부산산업용재유통상가 3동 3층 314호 (감전동)","46988","주식회사 제일방역","20190116104844","I","2019-01-18 02:20:52.0","","380482.767624189","185582.274947583","9.98","4.01","1","2","0","3","5","5","5","1",
"974","소독업","09_30_11_P","3390000","PHMB520223390023042500002","20220421","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 덕포동 416-7 비룡벨로스텔라","부산광역시 사상구 사상로 320, 102동 1802호 (덕포동, 비룡벨로스텔라)","46949","포시즌 홈케어","20220421134338","I","2022-04-23 00:22:33.0","","380713.432042567","187798.277961462","12.8","4.9","1","2","0","3","5","5","5","1",
"975","소독업","09_30_11_P","3390000","PHMB520193390023042500003","20191107","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 덕포동 404-7 현혜반점","부산광역시 사상구 삼덕로73번길 9, 현혜반점 1동 2층 1호 (덕포동)","46945","주식회사 퍼팩트홍케어","20220221201242","U","2022-02-23 02:40:00.0","","380739.899651057","187930.024736336","51.99","9.77","1","2","0","3","5","5","5","1",
"976","소독업","09_30_11_P","3390000","PHMB520223390023042500001","20220330","","01","영업/정상","13","영업중","","","","","051-302-0609","","","부산광역시 사상구 덕포동 762 부원파크타운","부산광역시 사상구 백양대로804번길 31, 상가111동 3층 303호 (덕포동, 부원파크타운)","46938","(주)가더스","20220330111428","I","2022-04-02 00:22:34.0","","381235.603033073","188561.617705825","72.45","7.05","1","2","0","8","5","5","5","1",
"977","소독업","09_30_11_P","3390000","PHMB520203390023042500001","20200225","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 감전동 502번지 1호 마트월드","부산광역시 사상구 낙동대로 910, 마트월드 C동 1층 101호 (감전동)","47029","그린F5 부산 사상본부","20200226090402","I","2020-02-28 00:23:23.0","","379554.826788136","184301.128962735","18.5","18.5","1","2","0","3","5","5","5","1",
"978","소독업","09_30_11_P","3390000","PHMB520213390023042500013","20211223","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 감전동 152-2 부산산업용재유통상가","부산광역시 사상구 새벽로 131, 부산산업용재유통상가 1동 311, 312호 (감전동)","46988","패스원방역","20211223103203","I","2021-12-25 00:22:42.0","","380482.767624189","185582.274947583","26.94","2.16","1","2","0","3","5","5","5","1",
"979","소독업","09_30_11_P","3390000","PHMB520213390023042500012","20211213","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 엄궁동 1 무학다솜타운","부산광역시 사상구 대동로64번길 20, 무학다솜타운 108동 2층 201호 (엄궁동)","47035","진 인테리어","20211213132636","I","2021-12-15 00:22:43.0","","380090.625681308","183596.254607248","24.72","8.25","1","2","0","3","5","5","5","1",
"980","소독업","09_30_11_P","3390000","PHMB520203390023042500003","20200428","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 주례동 83번지 60호","부산광역시 사상구 진사로 32, 1동 1층 (주례동)","47009","믿음방역","20200428141815","I","2020-04-30 00:23:21.0","","383649.7749516","185142.164806372","23.94","2.16","1","2","0","3","5","5","5","1",
"981","소독업","09_30_11_P","3390000","PHMB520203390023042500004","20170601","","01","영업/정상","13","영업중","","","","","055-374-3728","","","부산광역시 사상구 엄궁동 348번지","부산광역시 사상구 엄궁중로8번길 14 (엄궁동)","47042","(주)서원","20220221201938","U","2022-02-23 02:40:00.0","","379447.895433185","182670.825290301","8.75","13.2","1","2","0","3","5","5","5","1",
"982","소독업","09_30_11_P","3390000","PHMB520203390023042500005","20200525","","01","영업/정상","13","영업중","","","","","051-323-4234","","","부산광역시 사상구 감전동 501번지 7호 월드그린","부산광역시 사상구 낙동대로924번길 25, 월드그린 (감전동)","47029","월드그린","20200525180648","I","2020-05-27 00:23:29.0","","379579.072276054","184433.364985624","3.87","3.47","2","2","0","3","5","5","5","1",
"983","소독업","09_30_11_P","3390000","PHMB520213390023042500011","20211018","","01","영업/정상","13","영업중","","","","","0513173332","","","부산광역시 사상구 덕포동 35-23","부산광역시 사상구 백양대로768번길 93, B동 1층 101호 (덕포동)","46940","주식회사 컴피","20211018135526","I","2021-10-20 00:22:46.0","","381372.007245982","187866.672863715","33.3","6.6","1","2","0","3","5","5","5","1",
