"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","의료기관종별명","의료인수","입원실수","병상수","총면적","진료과목내용","진료과목내용명","지정취소일자","완화의료지정형태","완화의료담당부서명","구급차특수","구급차일반","총인원","구조사수","허가병상수","최초지정일자",
"6376","의원","01_01_02_P","3350000","PHMA119973350024041100011","19971013","","03","폐업","03","폐업","20191202","","","","051-522-3735","","609849","부산광역시 금정구 서2동 199번지 12호","부산광역시 금정구 서동중심로 60 (서동)","46327","소림한의원","20191202110322","U","2019-12-04 02:40:00.0","한의원","391449.48338809","192585.44757119","한의원","1","0","0","0","301 302 303 304 305 306 307 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"6377","의원","01_01_02_P","3350000","PHMA119873350024041100017","19870328","","03","폐업","03","폐업","19900424","","","","","","609400","부산광역시 금정구 서동 221번지 67호","부산광역시 금정구 반송로 356-1 (서동)","","김병우한의원","20090204112220","I","2018-08-31 23:59:59.0","한의원","391651.314619423","192166.837163152","한의원","1","0","0","0","301 304 307 302 305 308 303 306","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"6378","의원","01_01_02_P","3350000","PHMA119873350024041100019","19870414","","03","폐업","03","폐업","19910311","","","","","","609400","부산광역시 금정구 서동 1985번지 5호","","","동보한의원","20090204140201","I","2018-08-31 23:59:59.0","한의원","","","한의원","1","0","0","0","301 304 307 302 305 308 303 306","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"6379","의원","01_01_02_P","3350000","PHMA119873350024041100018","19870902","","03","폐업","03","폐업","19900430","","","","","","609310","부산광역시 금정구 구서동 302번지 123호","","","임채훈한의원","20090204135258","I","2018-08-31 23:59:59.0","한의원","","","한의원","1","0","0","0","301 304 307 302 305 308 303 306","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"6380","의원","01_01_02_P","3350000","PHMA119893350024041100029","19891017","","03","폐업","03","폐업","19910129","","","","","","609320","부산광역시 금정구 부곡동 292번지 36호","부산광역시 금정구 동부곡로 7 (부곡동)","","중외한의원","20090204135726","I","2018-08-31 23:59:59.0","한의원","390456.350657053","193842.344337559","한의원","1","0","0","0","301 304 307 302 305 308 303 306","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"6381","의원","01_01_02_P","3350000","PHMA119913350024041100029","19910209","","03","폐업","03","폐업","19910401","","","","","","609392","부산광역시 금정구 장전2동 362번지 7호","부산광역시 금정구 장전로 52-1 (장전동)","","이생한의원","20090204141235","I","2018-08-31 23:59:59.0","한의원","389612.700452349","194242.880082822","한의원","1","0","0","0","301 302 303 306 305 308 307 304","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"6382","의원","01_01_02_P","3350000","PHMA120153350024041100014","20151006","","03","폐업","03","폐업","20170601","","","","051-506-9051","","","부산광역시 금정구 남산동 120번지 28호","부산광역시 금정구 중앙대로 2013 (남산동, 길인빌딩)","46224","부경의료소비자생활협동조합 중앙제일의원","20180411091156","I","2018-08-31 23:59:59.0","의원","390294.567253838","198098.223734439","의원","1","0","0","267.94","120 105 101","내과, 정형외과, 재활의학과","","","","0","0","","","0","",
"6383","의원","01_01_02_P","3350000","PHMA120163350024041100011","20160808","","03","폐업","03","폐업","20171130","","","","051-514-7747","","","부산광역시 금정구 남산동 93번지 1호","부산광역시 금정구 금강로 700, 3층 (남산동, 남산시장빌딩)","46220","남산삼성의원","20180829111034","I","2018-08-31 23:59:59.0","의원","390031.323015031","198770.905117792","의원","1","0","0","119.89","122 119 115 114 113 112 111 107 106 105 104 101","내과, 외과, 정형외과, 신경외과, 흉부외과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 진단검사의학과, 가정의학과","","","","0","0","","","0","",
"6384","의원","01_01_02_P","3350000","PHMA120163350024041100012","20160901","","03","폐업","03","폐업","20161224","","","","714-3538","","","부산광역시 금정구 금사동 104번지 18호","부산광역시 금정구 공단로 5 (금사동)","46333","드림의원","20170110132831","I","2018-08-31 23:59:59.0","의원","392029.810221759","192791.440022765","의원","3","0","0","87.5","122 120 114 106 105 104 102 101","내과, 신경과, 외과, 정형외과, 신경외과, 피부과, 재활의학과, 가정의학과","","","","0","0","","","0","",
"6385","의원","01_01_02_P","3350000","PHMA119933350024041100021","19930224","","03","폐업","03","폐업","19930224","","","","","","609391","부산광역시 금정구 장전1동 391번지 10호","부산광역시 금정구 금정로 102-1 (장전동)","","삼신한의원","20090204145416","I","2018-08-31 23:59:59.0","한의원","389949.223289828","194709.214625888","한의원","1","0","0","0","301 304 307 302 305 308 303 306","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"6386","의원","01_01_02_P","3350000","PHMA119903350024041100023","19900418","","03","폐업","03","폐업","19930419","","","","","","609321","부산광역시 금정구 부곡1동 888번지","부산광역시 금정구 부곡로18번길 12 (부곡동)","","태영한의원","20090204150700","I","2018-08-31 23:59:59.0","한의원","390042.473344274","192994.854643918","한의원","1","0","0","0","301 304 307 302 305 308 303 306","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"6387","의원","01_01_02_P","3350000","PHMA119903350024041100024","19900518","","03","폐업","03","폐업","19930514","","","","","","609310","부산광역시 금정구 구서동 742번지 50호","부산광역시 금정구 금강로 535 (구서동)","","임채훈한의원","20090204151113","I","2018-08-31 23:59:59.0","한의원","389919.616148042","197099.185255938","한의원","1","0","0","0","301 304 307 302 305 308 303 306","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"6388","의원","01_01_02_P","3350000","PHMA120163350024041100001","20160104","","03","폐업","03","폐업","20180901","","","","051-583-7522","","","부산광역시 금정구 남산동 485번지 13호","부산광역시 금정구 두실로 36 (남산동, 남산동크리닉센타)","46226","새론치과의원","20190311112533","U","2019-03-13 02:40:00.0","치과의원","389906.291619292","197753.828673186","치과의원","1","0","0","116.9","401","치과","","","","0","0","","","0","",
"6389","의원","01_01_02_P","3350000","PHMA120163350024041100002","20160108","","03","폐업","03","폐업","20191101","","","","051-582-8861","","","부산광역시 금정구 부곡동 888번지 29호","부산광역시 금정구 부곡로 10, 5층 (부곡동, 라이프빌딩)","46310","김경택이비인후과의원","20200206104356","U","2020-02-08 02:40:00.0","의원","389962.135221187","192925.709664886","의원","1","0","0","132","113 111","소아청소년과, 이비인후과","","","","0","0","","","0","",
"6390","의원","01_01_02_P","3350000","PHMA120163350024041100009","20160519","","03","폐업","03","폐업","20161024","","","","051-531-4747","","","부산광역시 금정구 남산동 55번지 61호","부산광역시 금정구 중앙대로 2069, 2층 (남산동)","46219","명진한의원","20161024141919","I","2018-08-31 23:59:59.0","한의원","390329.606229878","198637.716054877","한의원","1","0","0","149.84","308 307 306 305 304 303 302 301","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"6391","의원","01_01_02_P","3350000","PHMA120163350024041100015","20161208","","03","폐업","03","폐업","20220101","","","","051-512-5150","","","부산광역시 금정구 구서동 86번지 2호","부산광역시 금정구 중앙대로1841번길 19 (구서동, 용화빌딩)","46243","맑은숲한의원","20220111161609","U","2022-01-13 02:40:00.0","한의원","390219.256560351","196357.678444399","한의원","2","0","0","221.49","308 304 303 302 301","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 침구과","","","","0","0","","","0","",
"6392","의원","01_01_02_P","3350000","PHMA119933350024041100022","19930424","","03","폐업","03","폐업","19931115","","","","","","609320","부산광역시 금정구 부곡동 888번지 27호","부산광역시 금정구 부곡로 12 (부곡동)","","태영한의원","20090204151537","I","2018-08-31 23:59:59.0","한의원","389969.220756962","192943.181396827","한의원","1","0","0","0","301 304 307 302 305 308 303 306","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
"6393","의원","01_01_02_P","3350000","PHMA120163350024041100016","20161228","","03","폐업","03","폐업","20201102","","","","051-581-7581","","","부산광역시 금정구 부곡동 223번지 71호","부산광역시 금정구 중앙대로1719번길 16, 3층 (부곡동, 참한빌딩)","46276","미소마취통증의학과의원","20201124183206","U","2020-11-26 02:40:00.0","의원","390298.273641069","195187.888706708","의원","1","0","0","170.1","109 106 105","정형외과, 신경외과, 마취통증의학과","","","","0","0","","","0","",
"6394","의원","01_01_02_P","3350000","PHMA119913350024041100022","19911031","","03","폐업","03","폐업","19911031","","","","","","609400","부산광역시 금정구 서동 302번지 1275호 ,1276","부산광역시 금정구 서동로 108-1 (서동,,1276)","","설승완치과의원","20090203114721","I","2018-08-31 23:59:59.0","치과의원","391032.672303352","192809.291668063","치과의원","2","0","0","0","401","치과","","","","0","0","","","0","",
"6395","의원","01_01_02_P","3350000","PHMA119913350024041100023","19910507","","03","폐업","03","폐업","19921125","","","","","","609320","부산광역시 금정구 부곡동 295번지 15호","부산광역시 금정구 부곡로 122 (부곡동)","","이치과의원","20090203115311","I","2018-08-31 23:59:59.0","치과의원","390398.728265744","193939.821415597","치과의원","1","0","0","0","401","치과","","","","0","0","","","0","",
"6396","의원","01_01_02_P","3350000","PHMA119923350024041100013","19920428","","03","폐업","03","폐업","19930723","","","","","","609340","부산광역시 금정구 남산동 196번지 4호","부산광역시 금정구 팔송로 36 (남산동)","","남산치과의원","20090203115734","I","2018-08-31 23:59:59.0","치과의원","389974.790337983","198985.603363055","치과의원","1","0","0","0","401","치과","","","","0","0","","","0","",
"6397","의원","01_01_02_P","3350000","PHMA119933350024041100020","19930720","","03","폐업","03","폐업","20011101","","","","","","609320","부산광역시 금정구 부곡동 316번지 7호","부산광역시 금정구 가마실로 49 (부곡동)","","조미정치과의원","20090323174156","I","2018-08-31 23:59:59.0","치과의원","390597.986562822","193660.522624969","치과의원","1","0","0","0","401","치과","","","","0","0","","","0","",
"6398","의원","01_01_02_P","3350000","PHMA119973350024041100022","19970424","","03","폐업","03","폐업","20011120","","","","","","609310","부산광역시 금정구 구서동 656번지 10호","부산광역시 금정구 금강로565번길 15 (구서동)","","우리들치과의원","20090323173411","I","2018-08-31 23:59:59.0","치과의원","389835.099649354","197402.003177082","치과의원","1","0","0","0","401","치과","","","","0","0","","","0","",
"6399","의원","01_01_02_P","3350000","PHMA119863350024041100011","19860129","","03","폐업","03","폐업","19860906","","","","","","609310","부산광역시 금정구 구서동 413번지 3호","부산광역시 금정구 구서로 23 (구서동)","","석광호내과의원","20090129093056","I","2018-08-31 23:59:59.0","의원","390025.329880122","196145.205639194","의원","3","0","0","0","101 104 111","내과, 외과, 소아청소년과","","","","0","0","","","0","",
"6400","의원","01_01_02_P","3350000","PHMA119863350024041100012","19860210","","03","폐업","03","폐업","19860626","","","","","","609310","부산광역시 금정구 구서동 459번지 28호","","","주봉외과의원","20090129095009","I","2018-08-31 23:59:59.0","의원","","","의원","1","0","0","0","101 104 111","내과, 외과, 소아청소년과","","","","0","0","","","0","",
"6401","의원","01_01_02_P","3350000","PHMA119823350024041100002","19821228","","03","폐업","03","폐업","19851119","","","","","","609310","부산광역시 금정구 구서동 251번지 25호","부산광역시 금정구 금강로 492 (구서동)","","신광의원","20090129095537","I","2018-08-31 23:59:59.0","의원","389966.37398089","196659.76409359","의원","1","0","0","0","101 104 111","내과, 외과, 소아청소년과","","","","0","0","","","0","",
"6402","의원","01_01_02_P","3350000","PHMA119853350024041100006","19850328","","03","폐업","03","폐업","19851030","","","","","","609310","부산광역시 금정구 구서동 413번지 3호","부산광역시 금정구 구서로 23 (구서동)","","방영근내과의원","20090129100221","I","2018-08-31 23:59:59.0","의원","390025.329880122","196145.205639194","의원","4","0","0","0","101","내과","","","","0","0","","","0","",
"6403","의원","01_01_02_P","3350000","PHMA119723350024041100001","19720705","","03","폐업","03","폐업","19850110","","","","","","609360","부산광역시 금정구 노포동 산 15번지","","","남광의원","20090129100923","I","2018-08-31 23:59:59.0","의원","","","의원","3","0","0","0","101 104 111","내과, 외과, 소아청소년과","","","","0","0","","","0","",
"6404","의원","01_01_02_P","3350000","PHMA119823350024041100003","19820712","","03","폐업","03","폐업","19821227","","","","","","609310","부산광역시 금정구 구서동 251번지 25호","부산광역시 금정구 금강로 492 (구서동)","","박대영의원","20090226145528","I","2018-08-31 23:59:59.0","의원","389966.37398089","196659.76409359","의원","1","2","3","0","101 104","내과, 외과","","","","0","0","","","0","",
"6405","의원","01_01_02_P","3350000","PHMA119833350024041100004","19830110","","03","폐업","03","폐업","19830601","","","","","","609310","부산광역시 금정구 구서동 87번지 26호","부산광역시 금정구 구서로 20 (구서동)","","보강산부인과","20090129102054","I","2018-08-31 23:59:59.0","의원","390075.403568235","196176.356557574","의원","1","3","3","0","110","산부인과","","","","0","0","","","0","",
"6406","의원","01_01_02_P","3350000","PHMA119823350024041100004","19820426","","03","폐업","03","폐업","19820707","","","","","","609310","부산광역시 금정구 구서동 87번지 26호","부산광역시 금정구 구서로 20 (구서동)","","새고려의원","20090129102853","I","2018-08-31 23:59:59.0","의원","390075.403568235","196176.356557574","의원","1","0","0","0","101 104","내과, 외과","","","","0","0","","","0","",
"6407","의원","01_01_02_P","3350000","PHMA119823350024041100005","19820422","","03","폐업","03","폐업","19820702","","","","","","609310","부산광역시 금정구 구서동 251번지 25호","부산광역시 금정구 금강로 492 (구서동)","","평화의원","20090129103251","I","2018-08-31 23:59:59.0","의원","389966.37398089","196659.76409359","의원","1","3","3","0","101 104","내과, 외과","","","","0","0","","","0","",
"6408","의원","01_01_02_P","3350000","PHMA119813350024041100003","19811123","","03","폐업","03","폐업","19820111","","","","","","609310","부산광역시 금정구 구서동 251번지 25호","부산광역시 금정구 금강로 492 (구서동)","","광제의원","20090129103922","I","2018-08-31 23:59:59.0","의원","389966.37398089","196659.76409359","의원","1","3","3","0","101 104","내과, 외과","","","","0","0","","","0","",
"6409","의원","01_01_02_P","3350000","PHMA120003350024041100022","20000309","","03","폐업","03","폐업","20080930","","","","","","609310","부산광역시 금정구 구서동 86번지 55호","부산광역시 금정구 구서로 2 (구서동)","","김은희소아청소년과의원","20150626092803","I","2018-08-31 23:59:59.0","의원","390227.608898616","196179.952564097","의원","1","0","0","0","111","소아청소년과","","","","0","0","","","0","",
"6410","의원","01_01_02_P","3350000","PHMA120003350024041100023","20000417","","03","폐업","03","폐업","20080831","","","","","","609340","부산광역시 금정구 남산동 485번지 13호","부산광역시 금정구 두실로 36 (남산동)","","남산자모산부인과","20130207150622","I","2018-08-31 23:59:59.0","의원","389906.291619292","197753.828673186","의원","2","5","8","0","110","산부인과","","","","0","0","","","0","",
"6411","의원","01_01_02_P","3350000","PHMA120043350024041100016","20040524","","03","폐업","03","폐업","20080807","","","","","","609320","부산광역시 금정구 부곡동 267번지 6호","부산광역시 금정구 부곡온천천로 50 (부곡동)","","의료법인영파의료재단 마음향기의원","20090318102707","I","2018-08-31 23:59:59.0","의원","390172.208908939","194371.866518667","의원","1","0","0","0","101 104","내과, 외과","","","","0","0","","","0","",
"6412","의원","01_01_02_P","3350000","PHMA120013350024041100015","20011024","","03","폐업","03","폐업","20080729","","","","","","609400","부산광역시 금정구 서동 118번지 1호","부산광역시 금정구 금사로 52 (서동)","","중앙의원","20090318102001","I","2018-08-31 23:59:59.0","의원","392015.452566336","192988.24169715","의원","1","0","0","0","101 105 106 120 117 113","내과, 정형외과, 신경외과, 이비인후과, 방사선종양학과, 재활의학과","","","","0","0","","","0","",
"6413","의원","01_01_02_P","3350000","PHMA120013350024041100016","20010829","","03","폐업","03","폐업","20080627","","","","","","609400","부산광역시 금정구 서동 198번지 10호","부산광역시 금정구 서동로 167 (서동)","","권오영정신과의원","20090317180049","I","2018-08-31 23:59:59.0","의원","391582.230007412","192639.108082926","의원","2","0","0","0","103 102","신경과, 정신건강의학과","","","","0","0","","","0","",
"6414","의원","01_01_02_P","3350000","PHMA120013350024041100018","20010828","","03","폐업","03","폐업","20080430","","","","582-8240","","609390","부산광역시 금정구 장전동 599번지 19호","부산광역시 금정구 금강로 180 (장전동)","","금정비뇨기과의원","20090317103713","I","2018-08-31 23:59:59.0","의원","389488.576401467","193688.448576298","의원","1","0","0","0","115 114","피부과, 비뇨의학과","","","","0","0","","","0","",
"6415","의원","01_01_02_P","3350000","PHMA119823350024041100006","19820210","","03","폐업","03","폐업","20080430","","","","512-0900","","609390","부산광역시 금정구 장전동 599번지 24호","부산광역시 금정구 금강로 180 (장전동)","","김진국산부인과의원","20090317102653","I","2018-08-31 23:59:59.0","의원","389496.925084318","193685.470214974","의원","1","0","0","0","110","산부인과","","","","0","0","","","0","",
"6416","의원","01_01_02_P","3350000","PHMA120033350024041100017","20030514","","03","폐업","03","폐업","20080429","","","","051-581-9955","","609320","부산광역시 금정구 부곡동 295번지 6호","부산광역시 금정구 부곡로 120-1 (부곡동)","","나상산부인과의원","20091123150135","I","2018-08-31 23:59:59.0","의원","390397.685465693","193927.524130364","의원","1","0","0","0","110","산부인과","","","","0","0","","","0","",
"6417","의원","01_01_02_P","3350000","PHMA119993350024041100015","19990807","","03","폐업","03","폐업","20080401","","","","051-515-7172","","609340","부산광역시 금정구 남산동 225번지 29호","부산광역시 금정구 중앙대로 2005 (남산동)","","김창인내과의원","20090317093733","I","2018-08-31 23:59:59.0","의원","390277.98199556","198002.799347781","의원","1","0","0","0","101 111 114 113","내과, 소아청소년과, 이비인후과, 피부과","","","","0","0","","","0","",
"6418","의원","01_01_02_P","3350000","PHMA120073350024041100010","20070302","","03","폐업","03","폐업","20080303","","","","","","609310","부산광역시 금정구 구서동 184번지 38호","부산광역시 금정구 중앙대로 1911 (구서동)","","최강가정의학과의원","20090316174536","I","2018-08-31 23:59:59.0","의원","390238.014732055","197073.652630176","의원","1","0","0","0","122","가정의학과","","","","0","0","","","0","",
"6419","의원","01_01_02_P","3350000","PHMA120023350024041100011","20020214","","03","폐업","03","폐업","20080315","","","","","","609310","부산광역시 금정구 구서동 175번지 4호","부산광역시 금정구 중앙대로 1941 (구서동)","","행복정신과의원","20090316172813","I","2018-08-31 23:59:59.0","의원","390223.050355661","197367.023425289","의원","1","0","0","0","102 103","신경과, 정신건강의학과","","","","0","0","","","0","",
"6420","의원","01_01_02_P","3350000","PHMA120073350024041100011","20070912","","03","폐업","03","폐업","20080122","","","","","","609340","부산광역시 금정구 남산동 18번지 21호","부산광역시 금정구 범어천로52번길 1 (남산동)","","다사랑의원","20090312133122","I","2018-08-31 23:59:59.0","의원","390055.101742467","198853.162958658","의원","1","0","0","0","101","내과","","","","0","0","","","0","",
"6421","의원","01_01_02_P","3350000","PHMA120063350024041100027","20060629","","03","폐업","03","폐업","20071203","","","","","","609400","부산광역시 금정구 서동 302번지 1840호","부산광역시 금정구 서동로 105-1 (서동)","","서동다정의원","20090318174549","I","2018-08-31 23:59:59.0","의원","391018.382668836","192839.624081001","의원","1","0","0","0","101 104","내과, 외과","","","","0","0","","","0","",
"6422","의원","01_01_02_P","3350000","PHMA120023350024041100012","20020628","","03","폐업","03","폐업","20071004","","","","","","609400","부산광역시 금정구 서동 302번지 636호","부산광역시 금정구 서동로 140 (서동)","","하얀의원","20090318171946","I","2018-08-31 23:59:59.0","의원","391307.599415455","192684.996397719","의원","2","0","0","0","118 114 115 111 101","내과, 소아청소년과, 피부과, 비뇨의학과, 병리과","","","","0","0","","","0","",
"6423","의원","01_01_02_P","3350000","PHMA120073350024041100012","20070821","","03","폐업","03","폐업","20070909","","","","","","609400","부산광역시 금정구 서동 202번지 4호","부산광역시 금정구 서동로 172 (서동)","","더좋은제일의원","20090318171324","I","2018-08-31 23:59:59.0","의원","391618.713052268","192599.080211057","의원","1","0","0","0","101","내과","","","","0","0","","","0","",
"6424","의원","01_01_02_P","3350000","PHMA120043350024041100018","20041027","","03","폐업","03","폐업","20070824","","","","","","609320","부산광역시 금정구 부곡동 14번지 1호 태화 B/D 7층","부산광역시 금정구 무학송로 143 (부곡동,태화 B/D 7층)","","금정의원","20090318170740","I","2018-08-31 23:59:59.0","의원","390504.674180835","195863.351386455","의원","2","0","0","0","122 114 108 115 120","성형외과, 피부과, 비뇨의학과, 재활의학과, 가정의학과","","","","0","0","","","0","",
"6425","의원","01_01_02_P","3350000","PHMA120073350024041100013","20070405","","03","폐업","03","폐업","20070528","","","","","","609813","부산광역시 금정구 남산동 18번지 21호","부산광역시 금정구 범어천로52번길 1 (남산동)","","다사랑의원","20090318163222","I","2018-08-31 23:59:59.0","의원","390055.101742467","198853.162958658","의원","1","0","0","0","104 106 115 114 111 108","외과, 신경외과, 성형외과, 소아청소년과, 피부과, 비뇨의학과","","","","0","0","","","0","",
"6426","의원","01_01_02_P","3350000","PHMA119883350024041100013","19880512","","03","폐업","03","폐업","19890222","","","","","","609320","부산광역시 금정구 부곡동 305번지 4호","부산광역시 금정구 동부곡로6번길 10 (부곡동)","","동성의원","20090128163752","I","2018-08-31 23:59:59.0","의원","390401.767643301","193791.272414143","의원","1","3","5","0","101 111 110 104","내과, 외과, 산부인과, 소아청소년과","","","","0","0","","","0","",
"6427","의원","01_01_02_P","3350000","PHMA120023350024041100014","20020304","","03","폐업","03","폐업","20021226","","","","","","609390","부산광역시 금정구 장전동 154번지 2호","부산광역시 금정구 금강로335번길 23 (장전동)","","길메리가정의학과의원","20090323154152","I","2018-08-31 23:59:59.0","의원","389733.880113366","195153.984472606","의원","1","0","0","0","101 104","내과, 외과","","","","0","0","","","0","",
"6428","의원","01_01_02_P","3350000","PHMA120003350024041100026","20001005","","03","폐업","03","폐업","20021202","","","","","","609310","부산광역시 금정구 구서동 184번지 34호","부산광역시 금정구 중앙대로 1917 (구서동)","","바른눈안과의원","20090323155012","I","2018-08-31 23:59:59.0","의원","390236.421412344","197138.718672751","의원","2","0","0","0","112","안과","","","","0","0","","","0","",
"6429","의원","01_01_02_P","3350000","PHMA119983350024041100009","19980630","","03","폐업","03","폐업","20021119","","","","","","609320","부산광역시 금정구 부곡동 304번지 10호","부산광역시 금정구 부곡로 101 (부곡동)","","온누리소아과의원","20091118102139","I","2018-08-31 23:59:59.0","의원","390343.816112899","193763.030397252","의원","1","0","0","84.83","111","소아청소년과","","","","0","0","","","0","",
"6430","의원","01_01_02_P","3350000","PHMA120003350024041100027","20000212","","03","폐업","03","폐업","20021002","","","","","","609340","부산광역시 금정구 남산동 24번지 13호 수광빌딩 3동","부산광역시 금정구 중앙대로 2093, 3동 (남산동,수광빌딩)","","김병덕마취과의원","20090323155835","I","2018-08-31 23:59:59.0","의원","390316.249489251","198875.545060975","의원","1","0","0","0","109","마취통증의학과","","","","0","0","","","0","",
"6431","의원","01_01_02_P","3350000","PHMA119833350024041100005","19830822","","03","폐업","03","폐업","20020516","","","","","","609340","부산광역시 금정구 남산동 48번지 3호","부산광역시 금정구 중앙대로 2085 (남산동)","","최수정외과의원","20090323162440","I","2018-08-31 23:59:59.0","의원","390311.643054274","198806.344773141","의원","1","0","0","0","104","외과","","","","0","0","","","0","",
"6432","의원","01_01_02_P","3350000","PHMA119873350024041100007","19870803","","03","폐업","03","폐업","20020313","","","","","","609310","부산광역시 금정구 구서동 248번지 25호","부산광역시 금정구 중앙대로 1893 (구서동)","","이일웅신경외과의원","20100322091603","I","2018-08-31 23:59:59.0","의원","390245.50666236","196888.172189295","의원","1","0","0","0","106","신경외과","","","","0","0","","","0","",
"6433","의원","01_01_02_P","3350000","PHMA120023350024041100015","20020118","","03","폐업","03","폐업","20020226","","","","","","609390","부산광역시 금정구 장전동 154번지 2호","부산광역시 금정구 금강로335번길 23 (장전동)","","길메리의원","20090323165208","I","2018-08-31 23:59:59.0","의원","389733.880113366","195153.984472606","의원","1","0","0","0","101 104","내과, 외과","","","","0","0","","","0","",
"6434","의원","01_01_02_P","3350000","PHMA120073350024041100014","20070302","","03","폐업","03","폐업","20070515","","","","","","609811","부산광역시 금정구 남산동 45번지 35호","부산광역시 금정구 범어천로38번길 1 (남산동)","","센텀필의원","20090318142542","I","2018-08-31 23:59:59.0","의원","390103.71073363","198708.746825637","의원","1","0","0","0","101","내과","","","","0","0","","","0","",
"6435","의원","01_01_02_P","3350000","PHMA119873350024041100006","19870220","","03","폐업","03","폐업","20070426","","","","","","609400","부산광역시 금정구 서동 194번지 52호","부산광역시 금정구 서동로149번길 3 (서동)","","서주영소아과의원","20090318140742","I","2018-08-31 23:59:59.0","의원","391421.186878185","192676.506778725","의원","1","0","0","0","111","소아청소년과","","","","0","0","","","0","",
"6436","의원","01_01_02_P","3350000","PHMA119843350024041100007","19840731","","03","폐업","03","폐업","20070319","","","","","","609340","부산광역시 금정구 남산동 481번지 16호","부산광역시 금정구 금강로 651 (남산동)","","구루가의원","20090318134835","I","2018-08-31 23:59:59.0","의원","389987.765299585","198248.093704695","의원","3","0","0","0","101","내과","","","","0","0","","","0","",
"6437","의원","01_01_02_P","3350000","PHMA120053350024041100020","20050601","","03","폐업","03","폐업","20070302","","","","","","609811","부산광역시 금정구 남산동 84번지 1호","부산광역시 금정구 범어천로38번길 4 (남산동)","","현대메디칼의원","20090318134341","I","2018-08-31 23:59:59.0","의원","390114.226400856","198684.8455844","의원","1","0","0","0","111 114 118 115 101","내과, 소아청소년과, 피부과, 비뇨의학과, 병리과","","","","0","0","","","0","",
"6438","의원","01_01_02_P","3350000","PHMA120003350024041100024","20001228","","03","폐업","03","폐업","20070211","","","","","","609320","부산광역시 금정구 부곡동 324번지 1호","부산광역시 금정구 부곡로 98 (부곡동)","","연세의원","20090318133333","I","2018-08-31 23:59:59.0","의원","390359.309066614","193705.182554262","의원","1","0","0","0","114 111 105 104 120","외과, 정형외과, 소아청소년과, 피부과, 재활의학과","","","","0","0","","","0","",
"6439","의원","01_01_02_P","3350000","PHMA119813350024041100005","19811006","","03","폐업","03","폐업","20061214","","","","","","609390","부산광역시 금정구 장전동 651번지 54호","부산광역시 금정구 온천장로 136 (장전동)","","효원산부인과의원","20090319095926","I","2018-08-31 23:59:59.0","의원","389813.536332423","193460.269441716","의원","1","3","3","0","110","산부인과","","","","0","0","","","0","",
"6440","의원","01_01_02_P","3350000","PHMA120063350024041100028","20060823","","03","폐업","03","폐업","20061109","","","","","","609811","부산광역시 금정구 남산동 45번지 35호","부산광역시 금정구 범어천로38번길 1 (남산동)","","서울융의원","20091126140603","I","2018-08-31 23:59:59.0","의원","390103.71073363","198708.746825637","의원","1","0","0","0","101","내과","","","","0","0","","","0","",
